Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.496479,-0.289807,0.304544,0.250612,0.371766,0.536581,0.397557,-0.32589,0.193486,0.433462,-0.270041,0.477329,0.437556,-0.0681524,-0.40107,-0.362889,-0.288383,-0.0129429,-0.158637,-0.348388,-0.333902,-0.23929,0.141181,0.522488,-0.100593,0.397157,-0.115029,0.476012,0.291792,0.514128;-3.21208,1.84366,-2.96547,-0.638906
1;-0.120187,0.0590991,-0.0938891,0.197567,0.195084,0.454817,0.586528,-0.0574559,0.717643,0.494103,-0.497074,0.240434,0.60085,-0.0779444,-0.136782,-0.18082,-0.0823691,0.460013,-0.503819,-0.348388,-0.0610482,-0.343474,0.497464,0.269443,-0.107956,0.256701,-0.247993,0.612114,-0.109505,0.573046;-4.87225,-0.100619,-1.14875,0.269237
2;0.217575,0.161267,0.27536,0.259005,0.105553,0.482741,0.678866,-0.309592,0.433499,0.799445,-0.183761,0.289794,0.769567,-0.158779,-0.075158,-0.0726903,-0.555631,0.328123,-0.330397,-0.348388,-0.201851,-0.110051,0.446207,0.633098,-0.104839,0.229588,-0.086337,0.533913,-0.3045,0.594001;-4.44289,-0.0115531,-0.674579,0.230119
3;0.115346,-0.104218,0.234032,0.289419,0.0610787,0.520798,0.565102,-0.202827,0.601982,0.723856,-0.289727,0.242306,0.692619,-0.492224,-0.0818409,-0.0705754,-0.240245,0.40123,-0.135746,-0.348388,-0.282049,-0.0529647,0.674786,0.482944,-0.103039,0.215709,-0.448131,0.591297,-0.257199,0.567273;-5.44068,0.223563,-0.23975,0.574068
4;-0.396778,-0.272139,0.289368,0.618908,0.575746,0.0945625,0.71193,0.069992,0.854852,0.558197,-0.595908,-0.269307,0.767944,0.401432,0.359636,-0.494603,0.192716,0.324374,-0.474087,-0.720307,-0.474085,-0.373274,0.684826,0.0374949,-0.0539188,-0.191328,-0.573934,0.542404,-0.283425,0.546427;-4.17731,-0.0910902,-0.452581,0.231491
5;-0.0897612,0.812599,0.265183,0.583263,0.526181,0.0333573,0.81749,-0.12383,0.549428,0.690881,-0.66782,-0.430616,0.832799,0.674356,0.237945,-0.621652,-0.139712,0.261048,-0.753797,-0.720307,-0.179086,-0.0238007,0.0312449,0.0842755,-0.0589153,-0.330017,-0.636868,0.605102,-0.259438,0.555708;-3.75799,-1.69298,-2.43918,2.28537
6;-0.331681,0.901549,0.183183,0.629769,0.124409,0.292606,0.73374,-0.283671,0.303003,0.460988,0.0289816,-0.649945,0.87312,-0.246832,-0.0404882,-0.719828,-0.480979,-0.296506,-0.202731,-0.559372,-0.496787,-0.56706,0.209572,0.894055,0.312864,-0.739219,-0.633817,0.74827,-0.0201548,0.625203;-2.64882,0.123551,-2.63374,1.61609
7;-0.0902571,0.077823,0.102391,0.832873,-0.390024,0.28452,0.141146,0.759752,0.798078,0.357486,-0.38535,-0.83776,0.845147,-0.603231,0.324616,-0.357035,-0.0158292,-0.549593,-0.34918,-0.813308,0.0342655,-0.786439,0.296666,0.679502,0.453192,-0.374513,-0.959503,0.591132,0.301925,0.461453;-3.97701,-0.751912,-2.56948,1.22462
8;0.0692466,-0.69485,-0.261087,0.639088,-0.31139,0.293806,0.438696,0.512867,0.0866476,0.84619,-0.333935,-0.697566,0.917115,0.012081,-0.032636,-0.506062,-0.710867,-0.412639,0.364425,-0.827912,0.0642764,-0.782889,0.304358,-0.0423477,-0.0457616,-0.380368,-0.850932,0.377269,0.394478,0.73501;-3.42613,-0.721937,0.797206,0.632208
9;-0.28915,-0.66726,-0.301157,0.261455,0.175815,0.517532,0.0448198,-0.589295,-0.104661,0.398749,-0.471573,-0.0127532,0.828048,-0.104403,-0.114765,0.0991844,-0.494621,0.344702,-0.0122765,-0.348388,0.0517026,0.0477575,0.59652,0.0108717,-0.0927224,-0.148274,-0.745945,0.450045,-0.519679,0.559796;-4.26187,-1.75975,0.717652,1.42486
10;-0.486371,-0.231826,0.314811,0.21293,0.352879,0.477644,0.461766,-0.499441,0.323847,0.483403,-0.439703,0.235443,0.823907,0.0216957,-0.107601,0.0772559,-0.3013,0.347021,-0.479957,-0.348388,-0.401476,0.060872,0.625788,0.251457,-0.0958679,0.226608,-0.384524,0.502712,-0.305723,0.586984;-4.43577,0.399727,-1.16488,0.313017
11;-0.508013,0.565203,0.260924,0.563762,0.608291,0.0255236,0.755944,-0.0281304,0.811019,0.389602,-0.658451,-0.208085,0.802824,0.434037,0.395636,-0.478609,0.328926,0.313478,-0.830907,-0.720307,-0.55934,-0.262729,0.69348,0.107874,-0.0620106,-0.145087,-0.62252,0.592269,-0.254578,0.556844;-4.02287,-0.100608,-2.04778,0.966507
