Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.372725,-0.0802927,0.0702716,-0.0884931,-0.415001,0.324177,-0.421939,0.314551,-0.108282,-0.397648,0.392521,0.216064,-0.213697,-0.515408,0.428899,-0.484518,0.223693,-0.416237,-0.0880725,-0.251605,-0.254096,-0.0225936,0.36678,-0.228645,0.411647,-0.499805,0.391813,-0.249855,0.236478,-0.424174,-0.230176,0.245087,-0.534735,-0.069062,-0.133303,0.372121,0.500455,-0.0252179,-0.205356,-0.531286,0.0577244,0.248402,0.0351555,-0.338354,-0.367558,-0.231058,0.476371,0.115143,0.0116725,0.188183;-1.11955,2.57589,-5.21186,1.93365
1;-0.320546,-0.0105453,0.131036,0.216989,-0.0126232,0.492279,0.149976,0.683449,0.231685,-0.550204,0.667374,0.0780289,0.0140981,-0.634394,0.196871,-0.49625,-0.277807,-0.384595,0.422272,-0.154989,0.167416,-0.0884073,0.319331,0.0470718,0.455739,-0.514222,0.241852,-0.0106634,0.320057,-0.531423,-0.701069,0.229952,-0.802679,-0.039805,-0.0329908,0.40497,0.618914,-0.13223,0.167881,-0.0268073,0.159513,-0.0872179,0.303115,0.117579,-0.136158,-0.254114,0.486389,-0.120905,-0.244773,-0.042285;-1.69978,2.78857,-6.23315,1.09553
2;-0.432103,-0.173226,0.406799,0.366595,-0.122648,0.389234,-0.575965,0.570047,-0.250756,-0.321368,0.383376,-0.0390668,-0.260211,-0.672844,0.156471,-0.528747,-0.320458,-0.489612,0.556791,-0.328631,-0.118982,-0.29737,0.0586409,-0.0322738,0.539224,-0.650533,0.197035,0.0704522,0.362977,-0.463695,-0.780572,0.0419101,-0.706259,0.274218,-0.0390064,0.228888,0.849685,-0.213375,-0.476259,-0.345931,-0.108849,-0.143277,0.14419,0.206571,-0.345702,0.149572,0.564084,0.197329,-0.503821,-0.203358;-0.24623,2.74782,-3.85395,0.33608
3;-0.437283,-0.145957,0.391629,0.206176,0.301286,0.388163,-0.491878,0.795826,0.170614,-0.0668321,0.666267,0.233993,-0.537125,-0.449363,-0.0444628,-0.563637,-0.361767,-0.536529,0.550014,-0.0213063,-0.0739679,-0.358209,0.0899513,-0.144101,0.552397,-0.486392,0.189034,0.102096,0.411979,-0.764606,-0.830748,0.557968,-0.704878,0.149106,0.169471,0.215955,0.780127,-0.335751,-0.550624,-0.293811,-0.0327834,-0.241338,0.0768398,-0.156957,-0.228394,0.0470918,0.584351,-0.205119,-0.348561,-0.167037;-2.33349,2.4672,-5.12496,3.75199
4;-0.340749,-0.24975,0.519913,0.518108,0.205595,0.496624,-0.708458,0.796133,0.198196,-0.157371,0.564695,0.328997,-0.447533,-0.537793,-0.00842676,-0.542551,-0.559047,-0.486103,0.666405,-0.0184799,-0.0941536,-0.368801,0.222461,-0.13464,0.560572,-0.461285,0.273916,0.149403,0.376165,-0.714584,-0.80804,0.312701,-0.779463,0.144439,0.13591,0.226584,0.884874,-0.333277,-0.647799,-0.33988,-0.0244596,-0.295453,0.406826,0.259542,-0.26196,0.0424712,0.60301,-0.159437,0.017741,-0.305508;-3.05852,1.14624,-6.30983,3.05666
5;-0.438473,-0.318475,0.547768,0.416977,0.340738,0.314048,-0.679295,0.828254,0.226137,-0.056004,0.528352,0.266262,-0.528118,-0.501029,0.188219,-0.455219,-0.548886,-0.580888,0.582915,0.068319,-0.186835,-0.388122,0.0804039,-0.1047,0.556886,-0.451079,0.238902,0.272341,0.427466,-0.634493,-0.708074,0.263884,-0.765221,0.0609232,0.124586,0.133301,0.892225,-0.323739,-0.750653,-0.454607,-0.133766,-0.327691,0.198926,0.131794,-0.241851,0.115357,0.624988,-0.275255,-0.242789,-0.262555;-2.27494,1.69646,-5.34356,3.4039
6;-0.162656,-0.230579,0.729275,0.164438,0.707445,0.546636,-0.29854,0.760132,0.613966,-0.548024,0.686519,0.534779,-0.732771,-0.779555,0.279908,-0.730783,-0.341949,-0.677697,0.0819366,-0.40922,0.41433,-0.0732585,0.206612,0.336251,0.149153,-0.716706,0.638197,-0.130829,0.614662,-0.638586,-0.546327,0.428528,-0.864589,0.288101,0.487868,0.144161,0.927301,-0.397339,-0.789042,-0.617638,-0.097469,-0.650244,0.334781,-0.474923,-0.466623,-0.24272,0.55849,-0.689443,-0.195516,0.484254;-2.29927,-2.86244,-10.1422,12.5531
7;-0.0418018,0.228535,0.742436,0.267136,0.696853,0.650407,0.165162,0.801131,0.788459,-0.731068,0.466103,0.493919,-0.460992,-0.92772,0.465799,-0.770284,-0.0197225,-0.615224,0.156915,-0.601808,0.722029,0.190948,0.294324,0.411339,0.111631,-0.87955,0.579483,0.0153072,0.530107,-0.684554,-0.653035,0.0186697,-0.956667,0.432334,0.446875,0.223077,0.916188,-0.315274,-0.656208,-0.546476,-0.153343,-0.349177,0.79608,-0.244554,-0.40725,0.186631,0.756168,-0.560036,-0.266545,0.156602;-4.57555,-3.29769,-9.67095,7.95093
8;0.374297,0.317534,0.929212,0.0294187,0.824193,-0.0808731,0.0179351,0.901678,0.411483,-0.675297,-0.283895,0.793046,-0.119142,-0.790815,-0.100964,-0.546303,0.459952,-0.83729,0.1557,-0.882571,0.17723,0.439243,0.202561,0.21367,-0.0932554,-0.785541,-0.0183687,-0.432623,0.179409,-0.314414,-0.531848,-0.0526959,-0.829038,0.762639,0.378595,0.207137,0.962242,0.282412,-0.610991,-0.211132,-0.735444,-0.759232,0.860871,-0.75402,-0.589875,0.544761,0.884033,0.065917,-0.488889,-0.00768833;-1.75101,0.609308,-7.82692,4.63248
9;0.605657,0.310259,0.899847,-0.380375,0.787029,-0.606679,0.0744334,0.837374,0.3826,0.295098,0.528732,0.758912,0.13702,-0.851821,-0.0732624,-0.345095,-0.231836,-0.909391,-0.252844,-0.907174,0.539928,0.627206,-0.0177328,0.292203,-0.496254,-0.840084,0.18207,-0.25109,0.248743,-0.771785,-0.819256,0.803597,-0.758765,0.893328,0.607617,0.506464,0.954581,0.818476,-0.347475,-0.265855,-0.691144,-0.906749,0.935475,-0.948715,-0.525063,-0.29029,0.868184,0.333433,-0.0594139,0.611198;-2.66279,3.80482,-11.5333,8.32259
