Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;1
9;3
10;2
11;1
12;4
13;2
14;3
15;3
16;3
17;1
18;1
19;1
20;2
21;2
22;3
23;3
24;3
25;1
26;1
27;3
28;1
29;1
30;2
31;4
32;1
33;3
34;1
35;3
36;2
37;2
38;3
39;4
40;1
41;4
42;1
43;1
44;4
45;1
46;3
47;2
48;2
49;3
50;4
51;1
52;4
53;1
54;1
55;4
56;1
57;3
58;2
59;2
60;3
61;4
62;1
63;4
64;1
65;1
66;4
67;1
68;3
69;2
70;2
71;3
72;4
73;1
74;4
75;1
76;1
77;4
78;1
79;3
80;2
81;2
82;3
83;4
84;1
85;4
86;1
87;1
88;4
89;1
90;3
91;2
92;2
93;3
94;4
95;1
96;4
97;1
98;1
99;4
100;1
101;3
102;2
103;2
104;3
105;4
106;1
107;4
108;1
109;1
110;4
111;1
112;3
113;2
114;2
115;3
116;4
117;1
118;4
119;1
120;1
121;4
122;1
123;3
124;2
125;2
126;3
127;4
128;1
129;4
130;1
131;1
132;4
133;1
134;3
135;2
136;2
137;3
138;4
139;1
140;4
141;1
142;1
143;4
144;1
145;3
146;2
147;2
148;3
149;4
150;1
151;4
152;1
153;1
154;4
155;1
156;3
157;2
158;2
159;3
160;4
161;1
162;4
163;1
164;1
165;4
166;1
167;3
168;2
169;2
170;3
171;4
172;1
173;4
174;1
175;1
176;4
177;1
178;3
179;2
180;2
181;3
182;4
183;1
184;4
185;1
186;1
187;4
188;1
189;3
190;2
191;2
192;3
193;4
194;1
195;4
196;1
197;1
198;4
199;1
200;3
201;2
202;2
203;3
204;4
205;1
206;4
207;1
208;1
209;4
210;1
211;3
212;2
213;2
214;3
215;4
216;1
217;4
218;1
219;1
220;4
221;1
222;3
223;2
224;2
225;3
226;4
227;1
228;4
229;1
230;1
231;4
232;1
233;3
234;2
235;2
236;3
237;4
238;1
239;4
240;1
241;1
242;4
243;1
244;3
245;2
246;2
247;3
248;4
249;1
250;4
251;1
252;1
253;4
254;1
255;3
256;2
257;2
258;3
259;4
260;1
261;4
262;1
263;1
264;4
265;1
266;3
267;2
268;2
269;3
270;4
271;1
272;4
273;1
274;1
275;4
276;1
277;3
278;2
279;2
280;3
281;4
282;1
283;4
284;1
285;1
286;4
287;1
288;3
289;2
290;2
291;3
292;4
293;1
294;4
295;1
296;1
297;4
298;1
299;3
300;-1.83255e-06
