Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.157133,0.277741,0.427179,-0.359755,0.0940781,0.518664,0.495737,0.494133,-0.352015,0.000787377,0.43973,0.234461,-0.415644,-0.432702,0.0399153,-0.365893,0.045691,0.277031,-0.10597,0.257307,-0.401888,-0.440468,0.456876,-0.349992,0.353009;0.550297,-2.94028,-1.83452,1.33973
1;-0.154686,0.0239166,0.180899,-0.250659,0.651802,-0.395874,0.57821,0.406543,-0.22057,-0.25405,0.43973,0.585723,-0.800071,-0.0904472,-0.0286333,-0.447219,0.259916,-0.0816715,0.526324,0.322813,-0.470097,-0.0116005,-0.435994,-0.0995646,0.585013;1.27472,-2.85599,3.51858,-0.0248215
2;-0.346965,-0.14675,0.348619,-0.403604,-0.0144807,-0.750355,0.577278,0.60892,-0.341143,-0.426611,0.43973,-0.0899479,-0.489175,0.041968,-0.344116,-0.59976,-0.0362591,0.221777,0.341973,-0.295218,0.0143372,0.0823823,0.0925416,-0.374989,-0.55875;0.545305,-7.93719,-2.80208,1.52472
3;0.175442,0.504072,0.795473,-0.364411,0.0363798,-0.0790164,0.50814,0.757776,0.0560766,0.482948,0.685947,0.207832,-0.810653,0.331298,-0.258851,-0.551839,0.150918,-0.2467,0.0606596,-0.152059,0.0601154,0.216928,-0.567076,-0.590889,-0.555061;1.25666,-9.83824,-0.776413,2.00493
4;0.211754,0.502032,0.550133,-0.415646,0.554703,-0.388273,0.177718,0.359179,0.373397,0.464077,0.685947,0.573055,-0.887211,0.398522,0.454416,-0.533284,0.711204,0.159983,-0.529287,0.333028,-0.159304,0.157438,-0.0352653,-0.862503,0.541329;3.24067,-6.27849,1.85371,1.40591
5;-0.624799,-0.346268,-0.376151,0.279917,0.279358,-0.801102,0.251758,-0.220112,-0.333803,-0.499205,0.766882,-0.174867,-0.956768,-0.209183,0.27048,-0.527211,0.910627,0.747931,-0.521564,0.188586,-0.823577,0.14789,0.660501,-0.606823,0.14948;3.58346,-12.5283,-4.07365,4.29941
6;-0.384851,-0.211963,-0.0588724,0.494695,0.191692,-0.63512,0.556324,0.432148,-0.278137,-0.133801,0.881193,0.143543,-0.958995,-0.0521459,-0.367658,-0.917528,0.755916,0.0704336,0.350458,0.541846,-0.736865,0.172427,-0.357223,-0.790068,-0.836323;3.03944,-18.4485,-6.10642,5.59647
7;-0.331308,0.43961,0.0592557,-0.211218,0.0211707,-0.905678,-0.0300466,0.578475,0.101962,0.725253,0.886414,0.00725554,-0.963721,0.621604,-0.662459,-0.96571,0.728095,0.165282,0.344755,-0.153143,0.126328,0.0834627,0.341624,-0.932418,-0.235555;2.00663,-16.5123,-0.333242,4.18094
8;-0.765989,0.360734,-0.379765,-0.635649,0.403395,-0.549554,0.0746431,-0.0536046,0.157312,-0.151391,0.830886,-0.510387,-0.972822,-0.0252707,-0.270432,-0.90659,0.737045,-0.673825,-0.763894,0.243772,-0.293814,0.176393,0.45241,-0.827247,-0.335379;3.45291,-15.4774,-2.09447,2.29056
9;-0.529863,0.100587,-0.545431,-0.333138,0.0931944,-0.783446,0.242476,0.392031,0.378396,0.4596,0.886414,0.00534013,-0.994831,0.38031,0.178621,-0.215223,0.705233,-0.319814,-0.757459,-0.182988,-0.653593,-0.0705457,0.859941,-0.97781,-0.657997;4.16331,-16.7626,-7.03713,4.38643
10;-0.518317,0.289895,-0.802762,-0.30248,-0.330026,-0.892954,0.170966,-0.119192,-0.144788,0.568722,0.771614,-0.400441,-0.989209,0.116291,-0.581093,-0.820606,0.938528,-0.700006,-0.818907,0.790423,-0.550438,-0.0559543,0.964483,-0.961899,-0.0854111;3.257,-19.6244,-1.44076,5.98051
11;-0.697982,0.151785,-0.612157,-0.581539,-0.154688,-0.814761,0.371127,-0.042063,0.00417491,-0.539469,0.931016,-0.0364199,-0.99448,-0.126512,-0.103853,-0.907684,-0.0133647,-0.702656,-0.26571,0.701413,-0.57178,0.0582282,0.713635,-0.983802,-0.329322;3.46614,-14.4262,-4.56902,2.25106
12;-0.592417,0.45297,0.421583,0.00621844,0.297266,-0.691666,0.236488,0.797812,0.396537,-0.00267175,0.917284,-0.262023,-0.978544,0.707499,-0.422086,-0.792818,0.394285,-0.584785,0.407856,-0.41362,-0.758016,-0.295057,0.539222,-0.872377,-0.69182;3.36408,-16.4259,-5.82123,4.72334
13;-0.742883,0.639168,0.428578,-0.251452,0.340029,-0.605154,0.162202,0.52895,0.519119,0.275955,0.917284,-0.228052,-0.903777,0.712098,-0.0302332,-0.924485,0.668639,-0.771264,-0.922782,-0.624579,-0.400982,-0.41577,0.571594,-0.636332,-0.77568;4.70748,-16.8473,-5.92754,3.16439
14;-0.688747,0.516055,-0.846323,-0.380975,-0.232417,-0.915884,0.437821,-0.255349,0.042315,0.63498,0.776531,-0.556845,-0.994154,0.269101,0.136306,-0.569968,0.819508,-0.469255,-0.955066,-0.828713,-0.808655,-0.0371057,0.931998,-0.940969,-0.610607;4.54194,-21.3126,-6.11679,4.24314
15;-0.158533,0.627466,-0.855087,-0.370855,-0.398454,-0.792437,0.780951,-0.551115,-0.100793,0.423441,0.43973,-0.501083,-0.980869,-0.00276748,0.288777,-0.37712,0.148173,-0.348392,-0.547059,-0.0651754,-0.823494,0.143967,0.524875,-0.695013,-0.567754;2.73901,-15.3541,-3.00864,3.70897
16;-0.0643487,0.607851,-0.206662,-0.207119,-0.395449,-0.883904,0.578923,-0.0240072,-0.0435506,0.400505,0.43973,-0.406202,-0.927401,0.28443,0.105168,-0.643311,0.18778,0.295791,0.183799,0.228412,-0.698801,0.0836301,0.473596,-0.452433,0.13397;1.61473,-11.2426,1.03421,4.55166
17;-0.0457383,0.183945,0.206152,-0.187054,-0.337034,-0.81166,0.532421,0.0660136,-0.0536605,-0.0891085,0.43973,-0.468279,-0.835178,0.108172,0.242646,-0.631465,0.261828,0.304718,-0.361562,-0.333742,-0.261639,0.244905,-0.125308,0.278835,0.072316;1.45504,-7.09442,3.12839,2.28024
18;0.00925495,0.0462863,-0.157766,-0.291257,0.16816,-0.575791,0.41487,0.661992,-0.180618,-0.0747699,0.42978,-0.115412,-0.955347,-0.1299,-0.318237,-0.845846,0.76488,-0.394063,-0.525853,0.458808,-0.328359,0.657046,0.0368601,-0.943232,-0.0209699;3.0804,-13.4186,1.90897,3.68925
19;-0.112422,0.00175277,-0.172486,-0.644847,-0.00460648,-0.756688,0.524055,0.659745,-0.319281,-0.31826,0.732731,0.508165,-0.991208,-0.471146,0.121291,-0.717573,-0.286058,0.150242,-0.524677,0.552894,0.137717,0.705548,0.43336,-0.97884,0.251193;2.70766,-9.25301,0.476437,0.557991
20;-0.686139,0.0601044,0.594486,-0.0650565,0.74893,-0.624199,0.379023,0.662243,-0.368056,-0.691744,0.82335,-0.124146,-0.981414,-0.0688675,-0.704082,-0.934552,0.686629,0.163903,0.889213,0.851748,-0.890218,0.570641,0.145614,-0.843452,-0.306122;2.16111,-13.9867,-3.58982,4.9512
21;-0.875098,0.440396,0.515973,-0.683304,0.838327,-0.522298,0.673798,0.663868,-0.34171,-0.396352,0.82335,-0.0129619,-0.8582,-0.230237,-0.597726,-0.976371,0.148228,-0.40383,0.263282,0.316948,-0.224313,0.658311,0.00197183,-0.445358,-0.917167;2.0669,-14.6932,-4.23175,1.28447
22;-0.741153,0.454454,0.135459,-0.787827,0.318311,-0.933444,0.403323,0.508536,0.029732,0.687064,0.771614,-0.0982636,-0.982718,0.279302,-0.580753,-0.833833,0.74439,-0.276047,-0.272093,0.220355,0.185614,0.618659,0.910432,-0.968791,-0.805173;2.32944,-18.7314,-3.5429,3.55029
23;-0.828261,0.663691,-0.638682,-0.667651,0.316,-0.785784,0.35624,-0.288956,0.164782,0.26184,0.830886,-0.519009,-0.987823,0.369654,-0.551875,-0.859198,0.777201,-0.606007,-0.512336,0.603572,-0.666534,0.19378,0.854218,-0.906507,-0.798842;3.10381,-20.8608,-4.4305,4.70198
24;-0.854041,0.661061,-0.747178,-0.705575,0.443933,-0.770312,0.410421,0.0989742,0.26771,0.243093,0.830886,-0.447006,-0.992064,0.371756,-0.345378,-0.881051,0.480767,-0.8287,-0.672558,0.228642,-0.761057,0.200945,0.867939,-0.954532,-0.80188;4.09884,-21.3697,-5.1475,3.92796
25;-0.689399,0.384184,-0.667953,-0.742635,0.0479284,-0.920959,0.390026,-0.111772,0.14276,0.625305,0.771614,-0.376924,-0.997233,0.241353,-0.218242,-0.717288,0.764272,-0.707216,-0.879253,0.227859,-0.507822,0.509661,0.967168,-0.970806,-0.642535;3.74401,-20.5679,-4.232,4.13242
26;-0.802548,0.590864,-0.821398,-0.53398,0.265814,-0.787722,0.322417,-0.192609,0.129268,0.121834,0.830886,-0.525436,-0.994515,0.394046,-0.593737,-0.868943,0.77411,-0.659468,-0.477087,0.666457,-0.861252,0.0926185,0.928381,-0.966904,-0.665308;3.45168,-21.2557,-4.36169,5.33784
27;-0.847441,0.601727,-0.735956,-0.732274,0.446951,-0.760188,0.394772,0.261507,0.232443,0.141304,0.830886,-0.444147,-0.992138,0.330053,-0.387359,-0.90514,0.321864,-0.843098,-0.676454,0.0831768,-0.748768,0.199148,0.849569,-0.940916,-0.76526;4.10212,-20.9564,-4.80659,3.58919
28;-0.535477,0.396209,-0.149839,-0.467432,-0.100296,-0.882661,0.297434,0.0428144,0.479773,0.67603,0.886414,-0.170636,-0.994486,0.637257,0.171952,-0.41241,0.641086,-0.390814,-0.861592,-0.296032,-0.622271,0.0244597,0.905173,-0.945506,-0.781624;3.99655,-17.7002,-6.95987,4.38991
29;-0.627517,0.676831,-0.5238,0.343817,-0.0375166,-0.652641,0.119821,-0.101235,0.497372,0.346707,0.917284,-0.376075,-0.975751,0.754924,-0.140201,-0.812576,0.90648,-0.629537,-0.81349,0.272045,-0.895286,-0.634303,0.780459,-0.927816,-0.64663;4.73948,-20.7336,-6.59435,6.57409
30;-0.671026,0.618958,-0.680457,-0.0059587,0.380953,-0.526266,0.187068,0.186383,0.598486,0.24141,0.917284,-0.213805,-0.989273,0.66984,0.287848,-0.955243,0.701308,-0.879834,-0.902116,-0.473308,-0.884704,-0.430767,0.48686,-0.94594,-0.635719;6.11942,-20.0809,-6.61668,3.62065
31;-0.697872,0.436049,-0.851466,-0.134553,-0.145811,-0.934479,0.394702,-0.172303,0.0318886,0.562452,0.776531,-0.526092,-0.995604,0.319139,0.0958694,-0.74296,0.756619,-0.453982,-0.956736,-0.83377,-0.802235,-0.00341161,0.942191,-0.942949,-0.433631;4.90634,-21.8819,-5.42565,4.36568
32;-0.194432,0.541462,-0.837984,-0.399259,-0.32789,-0.777114,0.783843,-0.499267,-0.141513,0.305525,0.43973,-0.510761,-0.987172,-0.0504018,0.243736,-0.562807,0.0695783,-0.32706,-0.619823,-0.336529,-0.824824,0.272441,0.434814,-0.693657,-0.6291;2.99991,-16.236,-2.87992,3.1396
33;-0.101666,0.635695,-0.174784,-0.241169,-0.289985,-0.886199,0.596601,0.0776846,-0.0877834,0.440385,0.43973,-0.391149,-0.957643,0.273163,0.013844,-0.625482,0.0918119,0.376628,0.230815,-0.00304973,-0.729523,0.238352,0.404744,-0.595162,0.0459372;1.5968,-12.3474,0.623733,4.38146
