Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.224052,-0.104195,0.900044,0.0642383,0.557543,0.589146,0.16847,0.345162,-0.106368,-0.0531436,0.881193,0.654614,-0.552221,-0.181641,0.104195,-0.756842,0.810843,0.347966,0.20238,0.870495,-0.507277,-0.337397,0.466873,-0.656494,0.182278;0.483725,-1.18862,0.830719,3.97279
1;-0.584781,-0.312715,-0.526942,-0.1799,0.841045,-0.673737,-0.0474183,0.56772,-0.24643,0.0258749,0.771614,0.637645,-0.97836,-0.137875,-0.673951,-0.912362,0.963934,-0.56081,-0.0987167,0.589827,0.165972,0.365771,0.5035,-0.824839,0.717418;-1.47297,-1.31927,4.10848,6.50382
2;-0.858917,-0.31645,-0.693489,-0.752755,0.544251,-0.550461,0.253441,0.479442,-0.226066,-0.727515,0.830886,-0.317298,-0.984533,-0.170885,-0.784156,-0.909781,0.317336,-0.584349,0.238138,0.463671,-0.574042,0.126853,0.758776,-0.928859,-0.826019;-3.05412,-0.651096,2.62246,3.01005
3;-0.872367,0.672237,-0.0186578,-0.796774,0.618038,-0.724768,0.429004,0.815052,-0.227896,0.263705,0.830886,-0.231589,-0.974278,0.139668,-0.860756,-0.826052,-0.231705,-0.80567,0.0352835,-0.0791115,-0.386578,0.21261,0.735391,-0.84041,-0.80902;-2.83606,-2.60494,5.97966,3.91196
4;-0.733315,0.563797,0.692294,-0.844187,0.143766,-0.896152,0.781037,-0.642109,-0.253519,0.424065,0.766882,-0.338041,-0.939994,-0.178913,0.259786,-0.385,-0.124428,0.292969,-0.0604689,-0.00547257,-0.634974,0.441633,0.793745,-0.0685834,-0.905541;-2.8367,1.18617,2.95029,4.62903
5;-0.355905,0.512225,0.852293,0.376384,0.0259705,-0.845754,0.608059,-0.541108,0.182433,0.5791,0.881193,0.0587953,-0.816352,0.47405,0.13386,-0.67603,0.955995,0.186532,0.495924,0.900743,-0.546812,0.2091,0.301638,-0.482694,-0.910252;-3.41173,1.68106,0.0676731,3.50356
6;-0.271884,0.48268,-0.0594969,0.282871,-0.299968,-0.880193,-0.0522195,-0.086118,0.443396,0.753576,0.886414,-0.216082,-0.898631,0.740492,-0.0858773,-0.959628,0.97444,0.0436812,-0.422169,0.137476,0.249011,-0.106284,0.673807,-0.663849,-0.353126;-7.30865,-0.835122,1.21704,4.66762
7;-0.569282,0.466863,-0.562446,0.241919,0.269226,-0.312445,-0.0688411,-0.00177938,0.530242,0.049919,0.917284,-0.363929,-0.981229,0.548072,0.225872,-0.927452,0.868607,-0.540738,-0.84033,-0.304605,-0.791428,-0.368978,0.185085,-0.846331,-0.380626;-4.5765,-2.35228,2.33678,3.80183
8;-0.746251,0.482631,-0.666566,0.348778,0.651951,-0.387873,0.146377,0.499178,0.524342,0.0444294,0.917284,0.0432495,-0.991599,0.558781,0.225703,-0.917864,0.788714,-0.806375,-0.954899,-0.580402,-0.889714,-0.396659,0.517452,-0.984142,-0.593834;-4.0446,-3.12011,4.02768,3.68204
9;-0.444193,0.61988,-0.863086,-0.385596,0.254853,-0.660078,0.797355,-0.0248919,-0.117853,0.399828,0.43973,-0.209806,-0.991661,-0.118835,0.469948,-0.734541,0.0130773,-0.716113,-0.949395,-0.832115,-0.823889,0.339815,0.611268,-0.872145,-0.753396;-3.9586,-2.87272,4.047,3.76361
10;-0.523604,0.664949,-0.67925,-0.567408,0.0779713,-0.923914,0.749122,-0.23378,-0.427716,0.408642,0.09101,-0.490261,-0.993298,-0.229387,-0.345293,-0.827515,0.472214,-0.22208,-0.364744,0.415577,-0.777874,0.738496,0.83408,-0.87566,-0.259439;-7.58928,0.461192,3.08919,5.27459
11;-0.201539,0.28388,-0.223674,-0.765501,0.176431,-0.786117,0.658602,-0.0708961,0.0657816,0.156422,0.42978,-0.154801,-0.988732,-0.0496988,-0.0366852,-0.772332,0.292358,-0.271227,0.0930306,0.781517,-0.322347,0.769864,0.383826,-0.795585,-0.505719;-3.88639,-0.970111,1.24823,4.47028
12;-0.124786,0.345727,0.596815,-0.434554,-0.234948,-0.852544,0.626145,0.377595,-0.205148,0.0510629,0.732731,0.340969,-0.9656,-0.170596,0.171192,-0.54186,0.077132,-0.034425,-0.438018,0.666609,0.552379,0.710873,0.633703,-0.886281,-0.234388;-4.58301,-1.83227,1.7759,4.10163
13;-0.278524,0.501808,0.449205,0.00544255,0.0242946,-0.597233,0.617677,0.65137,-0.0468198,-0.565927,0.80096,0.252736,-0.957793,-0.0683832,0.106636,-0.894992,0.240853,-0.263792,0.18545,0.77594,-0.382406,0.344376,-0.00964676,-0.918673,-0.266806;-1.67322,-2.71096,0.726459,3.19439
14;-0.409784,0.519545,0.596967,-0.123242,0.429642,-0.585633,0.683066,0.870298,0.033768,-0.555936,0.80096,0.408456,-0.945769,-0.0181659,0.275198,-0.960038,-0.193341,-0.647062,-0.379973,0.0690083,0.111763,0.576767,-0.183021,-0.938949,-0.420153;-0.54235,-3.50697,3.57817,3.13633
15;-0.811308,0.473348,0.104416,-0.114297,0.615756,-0.857853,0.131135,0.85367,0.197304,-0.046887,0.830886,-0.292447,-0.992265,0.587384,-0.650148,-0.981915,0.896484,-0.421808,-0.464128,-0.143718,-0.732397,0.369703,0.867729,-0.987924,-0.470309;-7.85251,0.863227,4.92695,5.82247
16;-0.879512,0.501646,-0.785548,-0.723659,0.446884,-0.668983,0.400589,0.416187,0.174262,0.00222316,0.830886,-0.494996,-0.993899,0.172187,-0.360146,-0.945447,0.523674,-0.77617,-0.940155,-0.350108,-0.741665,0.236056,0.847769,-0.947179,-0.874524;-7.70495,-1.10017,5.11787,4.41753
17;-0.719075,0.595968,-0.47861,-0.639385,0.257918,-0.895516,0.783275,-0.450666,-0.33398,0.465797,0.766882,-0.355981,-0.992275,-0.059982,0.11096,-0.430911,-0.0811458,0.157591,-0.346653,-0.3569,-0.907085,0.513527,0.861825,-0.748686,-0.857191;-4.13347,-0.13693,3.01544,4.82653
18;-0.408217,0.485343,0.776529,0.212371,0.0526292,-0.86373,0.601621,-0.565376,0.198451,0.549371,0.881193,0.0682639,-0.938602,0.452317,0.164789,-0.785994,0.855506,0.284093,0.291589,0.8724,-0.68846,0.246845,0.337351,-0.630143,-0.868067;-4.2315,1.29681,0.2477,4.28019
19;-0.282414,0.458369,-0.0887377,0.335541,-0.257494,-0.908964,-0.0136603,-0.0904711,0.43217,0.741139,0.886414,-0.239596,-0.949935,0.740231,-0.108424,-0.940792,0.973611,0.0232094,-0.414739,0.0251243,0.083271,-0.0148616,0.619185,-0.766536,-0.387195;-7.4859,-0.55039,1.29738,4.93082
20;-0.586846,0.486352,-0.558634,0.216065,0.234468,-0.400267,-0.0612949,0.00427703,0.521153,0.0752489,0.917284,-0.384741,-0.981722,0.57208,0.171848,-0.940306,0.858123,-0.488491,-0.836555,-0.296344,-0.78917,-0.372819,0.261425,-0.862057,-0.404931;-5.06151,-2.21827,2.36468,3.94088
21;-0.740402,0.496312,-0.659681,0.317655,0.607792,-0.39457,0.158927,0.468982,0.531604,0.0655708,0.917284,-0.023985,-0.991893,0.561719,0.239125,-0.914315,0.77333,-0.811554,-0.953323,-0.591325,-0.889168,-0.385451,0.480488,-0.981673,-0.630493;-4.16569,-3.00693,3.96726,3.63404
22;-0.437806,0.636309,-0.858881,-0.376158,0.247204,-0.667073,0.795793,-0.0435393,-0.110878,0.423197,0.43973,-0.215903,-0.991552,-0.103577,0.47316,-0.723779,0.0401575,-0.710418,-0.95156,-0.826521,-0.823695,0.34048,0.622009,-0.879978,-0.737217;-4.09268,-2.81807,4.04002,3.82174
23;-0.521748,0.658215,-0.694408,-0.564199,0.0654948,-0.923673,0.747052,-0.253243,-0.420757,0.398378,0.09101,-0.495219,-0.9932,-0.228431,-0.329046,-0.830422,0.485243,-0.21883,-0.382588,0.427494,-0.778097,0.734079,0.836496,-0.8724,-0.248741;-7.64937,0.479513,3.02565,5.26327
24;-0.19652,0.276583,-0.246675,-0.758704,0.178247,-0.785305,0.657843,-0.0586199,0.0623169,0.14848,0.42978,-0.155669,-0.989122,-0.0492128,-0.0420116,-0.772963,0.29657,-0.275624,0.0951777,0.776676,-0.334798,0.770619,0.381894,-0.80091,-0.497312;-3.85422,-0.974773,1.22346,4.47511
25;-0.125868,0.340236,0.594983,-0.439662,-0.233904,-0.852476,0.62392,0.387861,-0.208756,0.0443698,0.732731,0.341984,-0.965668,-0.172595,0.164414,-0.546837,0.0581527,-0.0280807,-0.439616,0.662342,0.553722,0.711027,0.63316,-0.88547,-0.227316;-4.53623,-1.86082,1.78166,4.11403
26;-0.27881,0.49788,0.463401,0.000986007,0.0271868,-0.595901,0.618178,0.655065,-0.04965,-0.569439,0.80096,0.253309,-0.958351,-0.0719683,0.102761,-0.893346,0.230501,-0.263248,0.188847,0.772546,-0.384234,0.347522,-0.0198264,-0.919144,-0.269067;-1.62977,-2.70246,0.739158,3.19905
27;-0.410894,0.520765,0.604986,-0.12666,0.429876,-0.586405,0.683172,0.871164,0.0317413,-0.554709,0.80096,0.409659,-0.945272,-0.0187099,0.271048,-0.959673,-0.193036,-0.645044,-0.374538,0.0714251,0.114042,0.57593,-0.182291,-0.939837,-0.421311;-0.549835,-3.49929,3.58548,3.14215
28;-0.811261,0.474013,0.107547,-0.11754,0.615187,-0.857718,0.131927,0.853102,0.19791,-0.0459,0.830886,-0.292679,-0.99219,0.586961,-0.649465,-0.981777,0.896456,-0.422528,-0.460887,-0.14183,-0.730331,0.369463,0.86701,-0.987787,-0.471714;-7.8505,0.861796,4.92682,5.82137
29;-0.879459,0.502424,-0.784743,-0.723456,0.44692,-0.669355,0.400559,0.415336,0.174595,0.00327757,0.830886,-0.494984,-0.993861,0.173187,-0.360099,-0.945135,0.525491,-0.776326,-0.940054,-0.348898,-0.740476,0.23617,0.848015,-0.946907,-0.874389;-7.70976,-1.09575,5.11878,4.41826
30;-0.719082,0.595904,-0.479972,-0.639387,0.257434,-0.895501,0.783259,-0.451539,-0.333623,0.46571,0.766882,-0.356278,-0.992266,-0.0598883,0.111782,-0.431077,-0.0802273,0.157603,-0.347748,-0.356759,-0.907056,0.513325,0.86199,-0.748507,-0.857292;-4.13802,-0.136205,3.01327,4.82571
