Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.521912,0.415355,0.467488,-0.0283199,0.300556,0.160925,0.257125,0.137875,0.390829,0.499254,0.0125198,0.154143;-3.19471,-2.18842,0.34423,1.93336
1;0.516201,0.415355,0.435055,-0.118161,0.682569,0.173436,0.415019,0.137875,0.090705,0.392803,0.682191,0.611126;-4.85067,-7.14851,0.560449,1.43458
2;0.497779,0.415355,0.324694,-0.279273,0.679496,0.698138,0.584126,0.137875,0.0830955,0.0202084,0.703247,0.531553;-6.49334,-6.06986,0.0843631,1.31976
3;0.463593,0.415355,0.104753,-0.2832,0.669418,0.709067,0.582922,0.137875,0.0528166,0.0887394,0.352315,0.176008;-5.35045,-4.53467,-0.315864,2.23099
4;0.462742,0.415355,0.0991633,-0.29873,0.650048,0.48119,0.578954,0.137875,0.319422,0.376707,0.42677,0.248759;-5.39963,-5.17183,-0.42848,2.05936
5;0.459366,0.415355,0.0769985,-0.157409,0.649554,0.537813,0.571249,0.137875,0.428142,0.321527,0.683796,0.518586;-6.22799,-6.18413,-0.283876,1.37098
6;0.618288,-0.111562,0.00954369,-0.291594,0.505533,0.638608,0.797267,-0.01517,0.0359248,-0.278646,0.794962,0.448312;-5.85991,-7.17725,-0.458101,-0.00129345
7;0.594884,-0.111562,-0.181438,-0.140482,0.61455,0.701427,0.763881,-0.01517,-0.137335,-0.221742,0.20041,-0.182921;-3.82276,-4.94013,-0.871236,1.5679
8;0.908075,-0.712421,-0.0397679,0.648951,0.884041,-0.640756,0.893898,0.801452,-0.539737,0.235344,0.0938867,0.266092;0.944791,-12.4654,0.450463,1.53951
9;0.939567,-0.712421,0.798966,0.339234,0.936436,-0.700848,0.921844,0.801452,-0.517993,-0.147098,0.687281,0.653328;-0.506174,-13.8502,1.45557,-0.57376
10;0.715149,0.555743,0.395857,0.00770195,0.945797,0.334006,0.732653,0.604213,-0.815767,-0.0819928,-0.285476,0.316995;-2.69795,-5.26438,1.16711,3.84073
11;0.667453,0.555743,-0.0580909,-0.612549,0.916247,-0.573488,0.735219,0.604213,-0.57805,0.205495,-0.198359,0.380565;0.0935271,-6.93238,0.8068,3.55822
12;0.675966,0.0724325,-0.840015,-0.654016,0.86245,-0.586709,0.877413,0.497386,-0.420457,-0.228744,0.459864,0.598022;0.359593,-10.653,-0.100889,1.47699
13;0.669702,0.0724325,-0.856716,-0.352109,0.864623,0.00404937,0.869845,0.497386,0.251905,-0.397586,-0.115858,0.204137;-0.730197,-6.13555,-1.0688,1.31891
14;0.897269,-0.712421,-0.331219,0.514719,0.899397,-0.794896,0.920092,0.801452,0.0886137,-0.0943534,-0.0229577,0.0769053;2.66794,-10.5798,-0.107243,0.231169
15;0.862399,-0.398013,-0.021312,0.489211,0.86196,0.0798031,0.859341,0.116395,-0.0200589,-0.00866263,0.185255,0.479225;-3.39822,-9.09714,-0.207081,0.249441
16;0.917961,-0.70323,-0.0640071,0.700734,0.878961,0.0368963,0.806397,0.408024,-0.258852,0.113897,0.159297,0.701649;-3.52777,-11.7689,-0.306091,0.60882
17;0.926671,-0.70323,0.23565,0.613099,0.891038,0.0102272,0.809902,0.408024,-0.163765,-0.0776572,0.32274,0.764463;-3.67801,-11.678,0.0262814,-0.305734
18;0.634068,0.415355,0.882894,-0.00178144,0.845488,0.457486,0.659882,0.137875,0.112529,-0.111825,0.32556,0.0688922;-4.17497,-4.04183,0.820712,1.06511
19;0.521554,0.415355,0.465483,-0.26796,0.738179,0.459775,0.644324,0.137875,-0.561852,0.453247,0.263273,0.030986;-4.74761,-5.80928,0.396547,3.66315
20;0.466041,0.415355,0.120819,-0.573393,0.682377,0.407819,0.60548,0.137875,0.0738788,0.478885,0.754077,0.578058;-6.58094,-7.73229,-0.335077,2.1298
21;0.397517,0.415355,-0.307632,-0.287944,0.651464,0.734099,0.584051,0.137875,0.442816,0.0487478,0.757394,0.596733;-6.50675,-6.20387,-0.739078,1.14671
