0;100;60
1;110;60
2;120;60
3;130;60
4;140;60
5;150;60
6;160;60
7;170;60
8;180;60
9;180;60
10;180;70
11;180;80
12;180;90
13;180;100
14;180;100
15;180;100
16;180;100
17;170;100
18;170;100
19;170;90
20;170;80
21;170;70
22;170;60
23;170;50
24;170;40
25;170;30
26;170;20
27;170;10
28;170;10
29;170;10
30;180;10
31;190;10
32;190;10
33;190;10
34;190;20
35;190;30
36;190;40
37;190;50
38;190;60
39;190;70
40;190;80
41;190;90
42;190;100
43;190;100
44;190;100
45;180;100
46;180;100
47;180;90
48;180;80
49;180;70
50;180;60
51;180;50
52;180;40
53;180;30
54;180;20
55;180;10
56;180;10
57;180;10
58;190;10
59;190;10
60;190;10
61;190;20
62;190;30
63;190;40
64;190;50
65;190;60
66;190;70
67;190;80
68;190;90
69;190;100
70;190;100
71;190;100
72;180;100
73;180;100
74;180;90
75;180;80
76;180;70
77;180;60
78;180;50
79;180;40
80;180;30
81;180;20
82;180;10
83;180;10
84;180;10
85;190;10
86;190;10
87;190;10
88;190;20
89;190;30
90;190;40
91;190;50
92;190;60
93;190;70
94;190;80
95;190;90
96;190;100
97;190;100
98;190;100
99;180;100
100;180;100
101;180;90
102;180;80
103;180;70
104;180;60
105;180;50
106;180;40
107;180;30
108;180;20
109;180;10
110;180;10
111;180;10
112;190;10
113;190;10
114;190;10
115;190;20
116;190;30
117;190;40
118;190;50
119;190;60
120;190;70
121;190;80
122;190;90
123;190;100
124;190;100
125;190;100
126;180;100
127;180;100
128;180;90
129;180;80
130;180;70
131;180;60
132;180;50
133;180;40
134;180;30
135;180;20
136;180;10
137;180;10
138;180;10
139;190;10
140;190;10
141;190;10
142;190;20
143;190;30
144;190;40
145;190;50
146;190;60
147;190;70
148;190;80
149;190;90
150;190;100
151;190;100
152;190;100
153;180;100
154;180;100
155;180;90
156;180;80
157;180;70
158;180;60
159;180;50
160;180;40
161;180;30
162;180;20
163;180;10
164;180;10
165;180;10
166;190;10
167;190;10
168;190;10
169;190;20
170;190;30
171;190;40
172;190;50
173;190;60
174;190;70
175;190;80
176;190;90
177;190;100
178;190;100
179;190;100
180;180;100
181;180;100
182;180;90
183;180;80
184;180;70
185;180;60
186;180;50
187;180;40
188;180;30
189;180;20
190;180;10
191;180;10
192;180;10
193;190;10
194;190;10
195;190;10
196;190;20
197;190;30
198;190;40
199;190;50
200;190;60
201;190;70
202;190;80
203;190;90
204;190;100
205;190;100
206;190;100
207;180;100
208;180;100
209;180;90
210;180;80
211;180;70
212;180;60
213;180;50
214;180;40
215;180;30
216;180;20
217;180;10
218;180;10
219;180;10
220;190;10
221;190;10
222;190;10
223;190;20
224;190;30
225;190;40
226;190;50
227;190;60
228;190;70
229;190;80
230;190;90
231;190;100
232;190;100
233;190;100
234;180;100
235;180;100
236;180;90
237;180;80
238;180;70
239;180;60
240;180;50
241;180;40
242;180;30
243;180;20
244;180;10
245;180;10
246;180;10
247;190;10
248;190;10
249;190;10
250;190;20
251;190;30
252;190;40
253;190;50
254;190;60
255;190;70
256;190;80
257;190;90
258;190;100
259;190;100
260;190;100
261;180;100
262;180;100
263;180;90
264;180;80
265;180;70
266;180;60
267;180;50
268;180;40
269;180;30
270;180;20
271;180;10
272;180;10
273;180;10
274;190;10
275;190;10
276;190;10
277;190;20
278;190;30
279;190;40
280;190;50
281;190;60
282;190;70
283;190;80
284;190;90
285;190;100
286;190;100
287;190;100
288;180;100
289;180;100
290;180;90
291;180;80
292;180;70
293;180;60
294;180;50
295;180;40
296;180;30
297;180;20
298;180;10
299;180;10
300;180;10
