0.00000000, 0.00165281, 0.00250919, 0.00201957, 0.00315026, 0.00201065, 0.00139609, 0.00125422, 0.00134235, 0.00112476, 0.00171488, 0.00106505, 0.00246915, 0.00266036, 0.00166117, 0.00155157, 0.00169939, 0.00114594, 0.00336661, 0.00196410, 0.00310579, 0.00247340, 0.00264165, 0.00236254
0.00165281, 0.00000000, 0.00346975, 0.00169740, 0.00227734, 0.00247022, 0.00225112, 0.00127988, 0.00351673, 0.00108929, 0.00196318, 0.00136465, 0.00283543, 0.00161354, 0.00199833, 0.00142410, 0.00132921, 0.00188851, 0.00263882, 0.00194507, 0.00391441, 0.00138160, 0.00277573, 0.00172015
0.00250919, 0.00346975, 0.00000000, 0.00211751, 0.00176544, 0.00338076, 0.00106711, 0.00177330, 0.00107096, 0.00116278, 0.00156241, 0.00208672, 0.00207057, 0.00109653, 0.00137929, 0.00163360, 0.00183165, 0.00139330, 0.00336394, 0.00180789, 0.00252058, 0.00164929, 0.00180679, 0.00159208
0.00201957, 0.00169740, 0.00211751, 0.00000000, 0.00173622, 0.00221769, 0.00243642, 0.00111903, 0.00213053, 0.00138119, 0.00195258, 0.00126226, 0.00344063, 0.00159946, 0.00129124, 0.00262111, 0.00228762, 0.00226845, 0.00237631, 0.00159700, 0.00211143, 0.00215913, 0.00184772, 0.00259500
0.00315026, 0.00227734, 0.00176544, 0.00173622, 0.00000000, 0.00183580, 0.00250274, 0.00118471, 0.00177089, 0.00132501, 0.00133880, 0.00180008, 0.00123061, 0.00158106, 0.00187567, 0.00145265, 0.00146050, 0.00165926, 0.00252904, 0.00165641, 0.00236622, 0.00176058, 0.00162295, 0.00200829
0.00201065, 0.00247022, 0.00338076, 0.00221769, 0.00183580, 0.00000000, 0.00135771, 0.00074552, 0.00123968, 0.00114562, 0.00127178, 0.00111943, 0.00152690, 0.00101943, 0.00169745, 0.00104919, 0.00180411, 0.00133322, 0.00246015, 0.00167816, 0.00195604, 0.00165996, 0.00138134, 0.00155072
0.00139609, 0.00225112, 0.00106711, 0.00243642, 0.00250274, 0.00135771, 0.00000000, 0.00211255, 0.00233613, 0.00161600, 0.00140573, 0.00178300, 0.00246280, 0.00183054, 0.00182070, 0.00151137, 0.00109375, 0.00156530, 0.00162596, 0.00154230, 0.00165493, 0.00160204, 0.00147836, 0.00168334
0.00125422, 0.00127988, 0.00177330, 0.00111903, 0.00118471, 0.00074552, 0.00211255, 0.00000000, 0.00130545, 0.00112324, 0.00152749, 0.00120496, 0.00120922, 0.00114901, 0.00164547, 0.00130056, 0.00135751, 0.00131372, 0.00196541, 0.00128836, 0.00120791, 0.00149973, 0.00089475, 0.00128217
0.00134235, 0.00351673, 0.00107096, 0.00213053, 0.00177089, 0.00123968, 0.00233613, 0.00130545, 0.00000000, 0.00135303, 0.00149098, 0.00134894, 0.00164894, 0.00163521, 0.00109040, 0.00365512, 0.00118805, 0.00149366, 0.00206974, 0.00133687, 0.00201269, 0.00126764, 0.00126983, 0.00171618
0.00112476, 0.00108929, 0.00116278, 0.00138119, 0.00132501, 0.00114562, 0.00161600, 0.00112324, 0.00135303, 0.00000000, 0.00133047, 0.00138309, 0.00181486, 0.00098060, 0.00100663, 0.00140319, 0.00189793, 0.00128804, 0.00174404, 0.00118080, 0.00125799, 0.00283282, 0.00375940, 0.00284043
0.00171488, 0.00196318, 0.00156241, 0.00195258, 0.00133880, 0.00127178, 0.00140573, 0.00152749, 0.00149098, 0.00133047, 0.00000000, 0.00149739, 0.00138856, 0.00145892, 0.00141237, 0.00116187, 0.00122578, 0.00120251, 0.00147708, 0.00113192, 0.00185691, 0.00171043, 0.00144546, 0.00121232
0.00106505, 0.00136465, 0.00208672, 0.00126226, 0.00180008, 0.00111943, 0.00178300, 0.00120496, 0.00134894, 0.00138309, 0.00149739, 0.00000000, 0.00135118, 0.00170071, 0.00205813, 0.00105942, 0.00121006, 0.00101566, 0.00184727, 0.00320328, 0.00131274, 0.00119393, 0.00194849, 0.00187751
0.00246915, 0.00283543, 0.00207057, 0.00344063, 0.00123061, 0.00152690, 0.00246280, 0.00120922, 0.00164894, 0.00181486, 0.00138856, 0.00135118, 0.00000000, 0.00234605, 0.00193320, 0.00225934, 0.00223152, 0.00279166, 0.00479457, 0.00133522, 0.00269607, 0.00188784, 0.00234578, 0.00163145
0.00266036, 0.00161354, 0.00109653, 0.00159946, 0.00158106, 0.00101943, 0.00183054, 0.00114901, 0.00163521, 0.00098060, 0.00145892, 0.00170071, 0.00234605, 0.00000000, 0.00122119, 0.00124017, 0.00188125, 0.00129897, 0.00128875, 0.00155331, 0.00286796, 0.00237748, 0.00146488, 0.00163544
0.00166117, 0.00199833, 0.00137929, 0.00129124, 0.00187567, 0.00169745, 0.00182070, 0.00164547, 0.00109040, 0.00100663, 0.00141237, 0.00205813, 0.00193320, 0.00122119, 0.00000000, 0.00137204, 0.00145660, 0.00206946, 0.00272890, 0.00158318, 0.00181468, 0.00223647, 0.00252751, 0.00188364
0.00155157, 0.00142410, 0.00163360, 0.00262111, 0.00145265, 0.00104919, 0.00151137, 0.00130056, 0.00365512, 0.00140319, 0.00116187, 0.00105942, 0.00225934, 0.00124017, 0.00137204, 0.00000000, 0.00134040, 0.00149120, 0.00185095, 0.00140202, 0.00150697, 0.00121360, 0.00112921, 0.00096455
0.00169939, 0.00132921, 0.00183165, 0.00228762, 0.00146050, 0.00180411, 0.00109375, 0.00135751, 0.00118805, 0.00189793, 0.00122578, 0.00121006, 0.00223152, 0.00188125, 0.00145660, 0.00134040, 0.00000000, 0.00119151, 0.00202863, 0.00139929, 0.00151315, 0.00148434, 0.00141149, 0.00145383
0.00114594, 0.00188851, 0.00139330, 0.00226845, 0.00165926, 0.00133322, 0.00156530, 0.00131372, 0.00149366, 0.00128804, 0.00120251, 0.00101566, 0.00279166, 0.00129897, 0.00206946, 0.00149120, 0.00119151, 0.00000000, 0.00294501, 0.00260822, 0.00131370, 0.00114300, 0.00126324, 0.00218687
0.00336661, 0.00263882, 0.00336394, 0.00237631, 0.00252904, 0.00246015, 0.00162596, 0.00196541, 0.00206974, 0.00174404, 0.00147708, 0.00184727, 0.00479457, 0.00128875, 0.00272890, 0.00185095, 0.00202863, 0.00294501, 0.00000000, 0.00228713, 0.00298970, 0.00319191, 0.00216669, 0.00267695
0.00196410, 0.00194507, 0.00180789, 0.00159700, 0.00165641, 0.00167816, 0.00154230, 0.00128836, 0.00133687, 0.00118080, 0.00113192, 0.00320328, 0.00133522, 0.00155331, 0.00158318, 0.00140202, 0.00139929, 0.00260822, 0.00228713, 0.00000000, 0.00190483, 0.00221927, 0.00191294, 0.00140259
0.00310579, 0.00391441, 0.00252058, 0.00211143, 0.00236622, 0.00195604, 0.00165493, 0.00120791, 0.00201269, 0.00125799, 0.00185691, 0.00131274, 0.00269607, 0.00286796, 0.00181468, 0.00150697, 0.00151315, 0.00131370, 0.00298970, 0.00190483, 0.00000000, 0.00195195, 0.00205103, 0.00472728
0.00247340, 0.00138160, 0.00164929, 0.00215913, 0.00176058, 0.00165996, 0.00160204, 0.00149973, 0.00126764, 0.00283282, 0.00171043, 0.00119393, 0.00188784, 0.00237748, 0.00223647, 0.00121360, 0.00148434, 0.00114300, 0.00319191, 0.00221927, 0.00195195, 0.00000000, 0.00272566, 0.00188729
0.00264165, 0.00277573, 0.00180679, 0.00184772, 0.00162295, 0.00138134, 0.00147836, 0.00089475, 0.00126983, 0.00375940, 0.00144546, 0.00194849, 0.00234578, 0.00146488, 0.00252751, 0.00112921, 0.00141149, 0.00126324, 0.00216669, 0.00191294, 0.00205103, 0.00272566, 0.00000000, 0.00394458
0.00236254, 0.00172015, 0.00159208, 0.00259500, 0.00200829, 0.00155072, 0.00168334, 0.00128217, 0.00171618, 0.00284043, 0.00121232, 0.00187751, 0.00163145, 0.00163544, 0.00188364, 0.00096455, 0.00145383, 0.00218687, 0.00267695, 0.00140259, 0.00472728, 0.00188729, 0.00394458, 0.00000000
