Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;1
9;1
10;0
11;0
12;0
13;3
14;4
15;4
16;1
17;1
18;4
19;0
20;4
21;0
22;4
23;4
24;4
25;1
26;1
27;4
28;0
29;4
30;0
31;4
32;4
33;4
34;1
35;1
36;4
37;0
38;4
39;0
40;4
41;4
42;4
43;1
44;1
45;4
46;0
47;4
48;0
49;4
50;4
51;4
52;1
53;1
54;4
55;0
56;4
57;0
58;4
59;4
60;4
61;1
62;1
63;4
64;0
65;4
66;0
67;4
68;4
69;4
70;1
71;1
72;4
73;0
74;4
75;0
76;4
77;4
78;4
79;1
80;1
81;4
82;0
83;4
84;0
85;4
86;4
87;4
88;1
89;1
90;4
91;0
92;4
93;0
94;4
95;4
96;4
97;1
98;1
99;4
100;0
101;4
102;0
103;4
104;4
105;4
106;1
107;1
108;4
109;0
110;4
111;0
112;4
113;4
114;4
115;1
116;1
117;4
118;0
119;4
120;0
121;4
122;4
123;4
124;1
125;1
126;4
127;0
128;4
129;0
130;4
131;4
132;4
133;1
134;1
135;4
136;0
137;4
138;0
139;4
140;4
141;4
142;1
143;1
144;4
145;0
146;4
147;0
148;4
149;4
150;4
151;1
152;1
153;4
154;0
155;4
156;0
157;4
158;4
159;4
160;1
161;1
162;4
163;0
164;4
165;0
166;4
167;4
168;4
169;1
170;1
171;4
172;0
173;4
174;0
175;4
176;4
177;4
178;1
179;1
180;4
181;0
182;4
183;0
184;4
185;4
186;4
187;1
188;1
189;4
190;0
191;4
192;0
193;4
194;4
195;4
196;1
197;1
198;4
199;0
200;4
201;0
202;4
203;4
204;4
205;1
206;1
207;4
208;0
209;4
210;0
211;4
212;4
213;4
214;1
215;1
216;4
217;0
218;4
219;0
220;4
221;4
222;4
223;1
224;1
225;4
226;0
227;4
228;0
229;4
230;4
231;4
232;1
233;1
234;4
235;0
236;4
237;0
238;4
239;4
240;4
241;1
242;1
243;4
244;0
245;4
246;0
247;4
248;4
249;4
250;1
251;1
252;4
253;0
254;4
255;0
256;4
257;4
258;4
259;1
260;1
261;4
262;0
263;4
264;0
265;4
266;4
267;4
268;1
269;1
270;4
271;0
272;4
273;0
274;4
275;4
276;4
277;1
278;1
279;4
280;0
281;4
282;0
283;4
284;4
285;4
286;1
287;1
288;4
289;0
290;4
291;0
292;4
293;4
294;4
295;1
296;1
297;4
298;0
299;4
300;-0.446583
