Passo;A  o
0;0
1;0
2;3
3;2
4;3
5;3
6;3
7;3
8;3
9;3
10;3
11;3
12;4
13;1
14;3
15;2
16;0
17;3
18;3
19;3
20;3
21;3
22;3
23;4
24;1
25;4
26;2
27;3
28;4
29;1
30;4
31;4
32;2
33;0
34;3
35;3
36;2
37;3
38;2
39;3
40;3
41;4
42;2
43;3
44;4
45;4
46;1
47;4
48;4
49;2
50;0
51;3
52;3
53;2
54;3
55;2
56;3
57;3
58;4
59;2
60;3
61;4
62;4
63;1
64;4
65;4
66;2
67;0
68;3
69;3
70;2
71;3
72;2
73;3
74;3
75;4
76;2
77;3
78;4
79;4
80;1
81;4
82;4
83;2
84;0
85;3
86;3
87;2
88;3
89;2
90;3
91;3
92;4
93;2
94;3
95;4
96;4
97;1
98;4
99;4
100;2
101;0
102;3
103;3
104;2
105;3
106;2
107;3
108;3
109;4
110;2
111;3
112;4
113;4
114;1
115;4
116;4
117;2
118;0
119;3
120;3
121;2
122;3
123;2
124;3
125;3
126;4
127;2
128;3
129;4
130;4
131;1
132;4
133;4
134;2
135;0
136;3
137;3
138;2
139;3
140;2
141;3
142;3
143;4
144;2
145;3
146;4
147;4
148;1
149;4
150;4
151;2
152;0
153;3
154;3
155;2
156;3
157;2
158;3
159;3
160;4
161;2
162;3
163;4
164;4
165;1
166;4
167;4
168;2
169;0
170;3
171;3
172;2
173;3
174;2
175;3
176;3
177;4
178;2
179;3
180;4
181;4
182;1
183;4
184;4
185;2
186;0
187;3
188;3
189;2
190;3
191;2
192;3
193;3
194;4
195;2
196;3
197;4
198;4
199;1
200;4
201;4
202;2
203;0
204;3
205;3
206;2
207;3
208;2
209;3
210;3
211;4
212;2
213;3
214;4
215;4
216;1
217;4
218;4
219;2
220;0
221;3
222;3
223;2
224;3
225;2
226;3
227;3
228;4
229;2
230;3
231;4
232;4
233;1
234;4
235;4
236;2
237;0
238;3
239;3
240;2
241;3
242;2
243;3
244;3
245;4
246;2
247;3
248;4
249;4
250;1
251;4
252;4
253;2
254;0
255;3
256;3
257;2
258;3
259;2
260;3
261;3
262;4
263;2
264;3
265;4
266;4
267;1
268;4
269;4
270;2
271;0
272;3
273;3
274;2
275;3
276;2
277;3
278;3
279;4
280;2
281;3
282;4
283;4
284;1
285;4
286;4
287;2
288;0
289;3
290;3
291;2
292;3
293;2
294;3
295;3
296;4
297;2
298;3
299;4
300;-0.446583
