Passo;A  o
0;3
1;2
2;2
3;2
4;3
5;3
6;3
7;0
8;2
9;2
10;2
11;3
12;3
13;3
14;4
15;1
16;3
17;3
18;1
19;3
20;2
21;3
22;4
23;1
24;3
25;3
26;3
27;1
28;3
29;3
30;4
31;1
32;3
33;3
34;1
35;3
36;2
37;3
38;4
39;1
40;3
41;3
42;1
43;3
44;3
45;3
46;3
47;3
48;4
49;1
50;3
51;3
52;1
53;3
54;2
55;3
56;4
57;1
58;3
59;3
60;1
61;3
62;2
63;3
64;4
65;1
66;3
67;3
68;1
69;3
70;2
71;3
72;4
73;1
74;3
75;3
76;3
77;1
78;3
79;3
80;4
81;1
82;3
83;3
84;1
85;3
86;2
87;3
88;4
89;1
90;3
91;3
92;1
93;3
94;3
95;3
96;3
97;3
98;4
99;1
100;3
101;3
102;1
103;3
104;2
105;3
106;4
107;1
108;3
109;3
110;1
111;3
112;2
113;3
114;4
115;1
116;3
117;3
118;1
119;3
120;2
121;3
122;4
123;1
124;3
125;3
126;3
127;1
128;3
129;3
130;4
131;1
132;3
133;3
134;1
135;3
136;2
137;3
138;4
139;1
140;3
141;3
142;1
143;3
144;3
145;3
146;3
147;3
148;4
149;1
150;3
151;3
152;1
153;3
154;2
155;3
156;4
157;1
158;3
159;3
160;1
161;3
162;2
163;3
164;4
165;1
166;3
167;3
168;1
169;3
170;2
171;3
172;4
173;1
174;3
175;3
176;3
177;1
178;3
179;3
180;4
181;1
182;3
183;3
184;1
185;3
186;2
187;3
188;4
189;1
190;3
191;3
192;1
193;3
194;3
195;3
196;3
197;3
198;4
199;1
200;3
201;3
202;1
203;3
204;2
205;3
206;4
207;1
208;3
209;3
210;1
211;3
212;2
213;3
214;4
215;1
216;3
217;3
218;1
219;3
220;2
221;3
222;4
223;1
224;3
225;3
226;3
227;1
228;3
229;3
230;4
231;1
232;3
233;3
234;1
235;3
236;2
237;3
238;4
239;1
240;3
241;3
242;1
243;3
244;3
245;3
246;3
247;3
248;4
249;1
250;3
251;3
252;1
253;3
254;2
255;3
256;4
257;1
258;3
259;3
260;1
261;3
262;2
263;3
264;4
265;1
266;3
267;3
268;1
269;3
270;2
271;3
272;4
273;1
274;3
275;3
276;3
277;1
278;3
279;3
280;4
281;1
282;3
283;3
284;1
285;3
286;2
287;3
288;4
289;1
290;3
291;3
292;1
293;3
294;3
295;3
296;3
297;3
298;4
299;1
300;0
