Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.16277,-0.121771,-0.173122,-0.0780897,0.303443,-0.138874,-0.0591316,0.486432,0.341246,0.489632,0.483403,-0.163828,0.483506,-0.0955679,0.187483,-0.423197,-0.472274,-0.322571,0.115496,-0.444918,0.136092,0.414951,-0.381165,-0.106077,-0.535502,0.332795,0.404826,0.11183,-0.077481,-0.488431,-0.328589,0.531794,-0.504202,0.123554,0.00617053,-0.467082,0.405144,-0.457222,-0.269254,0.515775,-0.154443,-0.428774,0.00792884,0.112739,-0.169336,0.412774,-0.302995,-0.371565,0.267648,-0.335624;-0.610991,2.45057,3.93986,2.49682
1;-0.13834,-0.428525,0.360128,0.097464,-0.281215,-0.0112438,-0.398789,0.47533,0.169615,0.791689,0.623522,-0.0599576,-0.333512,0.0520664,0.332836,-0.442511,0.0548578,-0.0526876,0.0860737,-0.353111,-0.151439,0.183595,-0.693949,-0.330874,-0.809872,-0.0626056,0.313529,-0.592769,0.180114,-0.283159,0.29412,0.921764,-0.53258,0.485362,-0.00620329,-0.438127,0.258576,-0.711325,-0.0507564,0.515775,-0.0318615,-0.0616614,0.0349652,0.0149797,-0.281589,0.102891,-0.318303,-0.119795,0.480913,0.118189;-2.28922,3.62135,2.97013,2.88756
2;-0.565729,-0.471742,0.30147,0.0829709,-0.675673,0.0904724,0.137131,0.693101,0.39725,0.856716,0.389387,-0.253603,-0.384548,-0.042162,0.133883,-0.420731,0.0162347,-0.103864,0.11202,-0.344184,-0.256999,0.11382,-0.756726,-0.233508,-0.804462,-0.165663,0.482833,-0.532518,0.474578,-0.060074,0.1191,0.858153,-0.650928,0.597838,-0.359437,-0.60403,0.264865,-0.222825,-0.102507,0.515775,-0.20921,-0.155638,0.141381,0.306511,0.406511,0.192268,-0.362165,-0.410709,0.669138,0.133093;-1.49214,2.91119,5.23453,4.14182
3;-0.545976,-0.515522,0.350659,0.262985,-0.743565,0.141509,0.126658,0.380444,0.404117,0.861201,0.646168,-0.273627,-0.522679,-0.173546,0.12706,-0.348763,-0.215307,0.276191,0.0719699,-0.156043,-0.280122,0.0220693,-0.621164,0.0403836,-0.741541,-0.28728,0.580425,-0.259466,0.552719,-0.0880856,0.113699,0.8642,-0.552058,0.402599,-0.139612,-0.581676,0.253056,-0.456146,-0.164663,0.515775,-0.297559,0.0105081,0.127351,0.121875,0.435363,0.279987,-0.375491,-0.200904,0.621846,0.164812;-0.40024,1.02018,4.51043,2.79229
4;-0.504007,-0.538749,0.118261,0.445854,-0.687072,0.111018,0.119287,0.278133,0.418582,0.85329,0.540671,-0.165514,-0.451215,-0.0944673,0.112502,-0.332679,-0.223591,0.345167,0.0804144,-0.0189209,-0.272245,0.0390389,-0.680121,0.0215821,-0.706113,-0.229747,0.595784,-0.201567,0.445978,-0.481059,-0.0309727,0.830878,-0.3965,0.516918,0.144887,-0.597215,0.41367,-0.703586,-0.259456,0.515775,-0.178597,-0.0544457,0.263561,0.0927017,0.493061,0.278506,-0.352263,-0.285538,0.560603,-0.0796964;1.47313,1.57475,3.42533,4.12615
5;-0.442029,-0.629452,0.0218469,0.534292,-0.625502,0.0470751,0.0294544,0.113518,0.302033,0.835793,0.500602,-0.159116,-0.295491,0.189038,0.223027,-0.50546,-0.162693,0.379424,0.0695129,-0.124838,-0.320927,0.0353554,-0.555841,-0.174841,-0.810462,-0.249735,0.583034,-0.269817,0.515425,-0.599814,0.0003794,0.833249,-0.460361,0.572994,0.0888444,-0.588532,0.374388,-0.657984,-0.338209,0.515775,-0.0854834,-0.146466,0.309291,0.0090378,0.439813,0.272718,-0.365919,-0.0751286,0.513979,-0.149938;2.48068,2.99972,1.97033,4.62691
6;-0.408432,-0.475673,0.07768,0.573187,-0.622735,0.0379755,-0.0773227,0.326563,0.266598,0.847578,0.638485,-0.197139,-0.329783,0.224205,0.253873,-0.594015,-0.156536,0.389186,0.0748803,-0.219644,-0.318185,0.0711505,-0.527452,-0.2202,-0.852912,-0.178119,0.568803,-0.321732,0.467709,-0.397128,0.0489102,0.853895,-0.575871,0.457992,-0.1038,-0.636591,0.254212,-0.479736,-0.247298,0.515775,-0.219833,-0.0641328,0.20567,0.0133028,0.383177,0.27203,-0.37256,-0.103312,0.438971,-0.113661;1.0246,2.69236,2.34048,4.23116
7;-0.337635,-0.345447,-0.213559,0.373899,-0.820705,-0.446073,-0.237531,0.00397448,0.334826,0.954006,0.652675,-0.344991,-0.156087,0.0990479,-0.261607,0.0715552,-0.470477,-0.24099,0.547031,-0.107085,-0.600432,-0.464997,-0.127171,0.201604,-0.891546,0.315091,0.240604,0.102259,0.00916971,0.342324,0.298263,0.613747,-0.0844497,0.0548256,-0.18135,-0.821792,0.353593,-0.363127,-0.623733,0.655873,-0.38811,0.261887,-0.275717,-0.0932463,0.325865,-0.12903,0.0240005,-0.562784,0.502245,-0.126533;-4.53646,-2.12247,2.28207,5.44242
8;-0.494338,-0.809246,0.26682,-0.0645545,-0.667076,-0.581713,-0.529223,-0.411319,0.328537,0.954119,0.667272,0.076005,-0.442903,-0.304006,-0.256014,0.263417,-0.62543,-0.270446,0.680562,-0.156644,-0.727562,-0.541444,0.0102829,0.391949,-0.484401,0.12057,0.30397,0.541806,-0.353309,0.0298267,0.282064,0.772274,0.237005,-0.00641578,0.295486,-0.733721,0.653143,-0.310684,-0.710435,0.655873,-0.322502,-0.104878,-0.18728,-0.14102,0.223907,-0.599456,0.0791287,-0.451304,0.0570246,0.260154;-6.64834,-2.98742,2.24997,3.5314
9;-0.366929,-0.934474,0.599358,-0.380385,-0.3112,-0.788863,-0.353794,-0.684475,0.491771,0.912478,0.642472,0.174145,0.406037,0.0921678,-0.263374,0.0502983,-0.336266,-0.259192,0.324257,0.142441,-0.294065,-0.666273,-0.247511,0.476833,-0.329376,0.0340394,-0.261357,0.483545,-0.655344,-0.666389,0.683815,0.649397,-0.0847139,0.119636,0.47374,-0.728372,0.510541,-0.535002,-0.910074,0.726643,0.0888054,-0.056344,-0.42055,-0.206379,0.376069,-0.64884,0.229301,-0.87748,0.424065,0.237822;-4.81471,-4.5027,2.84102,4.23444
10;-0.859606,-0.93405,0.863906,-0.391117,-0.406259,-0.916335,-0.311987,-0.56023,0.776186,0.944442,0.458686,0.486865,0.510374,0.229101,-0.527778,-0.582635,-0.527226,-0.161529,0.450899,0.0774897,-0.24865,-0.751444,-0.246986,0.364095,-0.810312,-0.146902,0.170709,0.216951,-0.48936,-0.869169,0.368023,0.814069,-0.47912,-0.269943,0.721744,-0.789079,0.762103,0.300748,-0.951709,0.850148,0.542525,-0.375689,0.11864,0.209796,-0.707469,-0.34176,0.443636,-0.858246,0.678764,0.053632;-1.26181,-0.690911,3.09542,6.0888
11;-0.856795,-0.950798,0.945263,-0.936722,-0.668644,-0.950164,-0.120959,-0.590008,0.902222,0.956491,0.746208,0.58345,0.835347,0.0896917,-0.445835,-0.59696,0.0461884,0.351548,0.467997,-0.350086,-0.744866,-0.618948,-0.327193,0.232632,-0.967947,0.329335,0.046475,0.466984,-0.774371,-0.83195,0.563414,0.942053,-0.797371,-0.489817,0.569987,-0.788362,0.873914,0.259427,-0.960889,0.81617,0.315964,-0.411093,-0.424037,0.682142,-0.169479,0.221472,0.311243,-0.883704,0.858665,0.234204;-3.98643,-1.33529,4.64245,3.16096
12;-0.873035,-0.976074,0.897645,-0.92541,-0.00357761,-0.370229,-0.666672,0.337893,0.232816,0.772057,0.853364,0.250918,0.803048,-0.486155,0.801099,-0.378462,-0.425019,-0.146313,0.0591973,0.279793,-0.592382,-0.385722,-0.924017,-0.751924,-0.982844,0.500501,-0.4767,0.623301,-0.514321,-0.907423,0.512155,0.999065,-0.897234,-0.103124,0.603597,-0.705249,0.668962,-0.66721,-0.741171,0.0333716,-0.343281,-0.776614,0.474105,0.332096,-0.26211,-0.100971,-0.534535,-0.183555,0.678324,-0.252774;-3.28787,2.09,6.12495,2.11082
13;-0.780563,-0.835481,0.400782,0.396833,-0.520578,0.147764,-0.703721,-0.482494,0.213417,0.914406,0.738532,0.183276,0.346998,0.502261,0.298101,-0.586346,0.417434,0.707212,0.0823154,-0.446647,-0.236697,-0.194706,-0.960617,-0.433033,-0.983418,-0.173191,0.40586,0.182049,0.268448,0.183083,-0.0118064,0.959915,-0.869465,0.386009,-0.319409,-0.817149,0.109183,-0.640978,-0.488884,0.515775,-0.686806,-0.115954,0.717776,-0.168307,-0.315295,-0.528807,-0.290096,-0.820831,0.840782,0.257863;-3.15557,4.8195,2.92434,7.95003
14;-0.421478,-0.60819,0.270611,-0.275086,-0.682559,0.0376454,-0.44683,0.470611,0.459793,0.881656,0.779885,-0.167949,-0.378556,-0.343703,0.069538,-0.3469,-0.0893263,0.696616,0.0616967,-0.190474,-0.318646,-0.0949432,-0.763755,0.374454,-0.874111,-0.426946,0.543748,-0.312485,0.533817,0.382936,0.0639887,0.94483,-0.773466,0.601733,-0.73475,-0.624971,0.0997303,-0.488011,-0.166822,0.515775,-0.279429,0.273176,0.757097,-0.187185,0.00857319,0.19043,-0.350269,-0.6347,0.799902,-0.168252;-0.0260291,0.352252,7.90034,3.2757
15;-0.496469,-0.697885,0.212168,-0.0637308,-0.762533,0.246058,0.067137,0.105411,0.257234,0.86443,0.595182,-0.203394,-0.683289,-0.374652,0.261834,-0.294892,-0.175435,0.241599,0.177578,0.28159,-0.354969,0.0613871,-0.878502,0.587452,-0.798491,-0.36213,0.582002,-0.144258,0.607938,-0.197832,-0.131817,0.884936,-0.220556,0.734026,0.0616044,-0.597621,0.577708,-0.770421,-0.271152,0.515775,-0.192812,0.0557138,0.348787,-0.000791096,0.456477,0.317783,-0.375949,-0.245455,0.479056,-0.2165;1.32428,1.7848,5.26925,2.1986
16;-0.704179,-0.899558,0.395415,-0.350246,-0.732361,-0.862201,0.536736,-0.876705,0.656317,0.973651,0.388619,-0.103338,0.513412,-0.00576748,-0.358793,-0.403886,-0.100256,-0.0986002,0.184103,0.330392,-0.0789478,-0.649937,-0.271893,0.861986,-0.705698,0.0747303,0.317173,-0.19984,0.147752,-0.871601,0.317572,0.21569,-0.170103,0.326152,0.764601,-0.879634,0.613201,-0.44235,-0.934546,0.850148,0.700898,-0.0194624,-0.0521601,0.274816,0.123956,-0.0663081,0.373507,-0.655227,0.80843,0.0617096;3.31048,-3.14978,4.41012,5.91383
