Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.115827,-0.369709,-0.744675,-0.560301,0.462004,0.368855,0.0116087,-0.158829,0.393146,-0.151431,0.289376,0.235517,0.185091,-0.161292,0.195327,-0.107545,-0.174637,-0.258042,0.32181,0.406804,-0.213364,0.0675383,-0.0752625,0.479083,-0.388025,0.361619,-0.0773015,0.0967816,0.218741,-0.531489,0.625384,-0.035216,-0.540416,-0.403468,0.782373,-0.548173,0.0751533,-0.200113,-0.443282,0.246279,-0.258076,0.302075,-0.21305,0.112574,-0.10921,-0.160828,0.162825,-0.51144,-0.177086,-0.667042;-4.07042,0.13489,2.86087,4.12831
1;0.0399265,-0.587743,-0.475612,-0.0409127,0.590407,0.304081,-0.430205,0.379246,0.683811,-0.0984018,0.272884,0.241033,0.245915,-0.212237,0.400875,-0.084778,0.0669655,-0.439911,0.671756,-0.15354,-0.161046,0.125104,-0.448959,0.461072,-0.463511,-0.13249,-0.0117454,0.295676,-0.0045571,-0.462844,0.371424,0.0823829,-0.753879,-0.235221,0.792188,-0.353014,0.0586283,-0.329299,-0.662358,0.0781369,-0.573569,-0.182439,-0.170142,-0.207093,0.00520446,-0.742764,0.799031,-0.525398,-0.0589579,-0.436942;-6.28931,-7.66612,0.485341,2.15354
2;0.626982,-0.266816,-0.127267,-0.604153,0.840062,-0.248254,-0.269449,0.48848,0.739451,-0.0911455,0.545043,0.625669,0.393473,-0.39752,0.120795,-0.314912,0.0160712,0.295079,0.189852,-0.332801,0.494249,-0.307459,-0.212546,0.595115,-0.161044,-0.652223,0.380754,0.385947,0.353075,-0.746275,0.0266849,-0.130907,-0.898707,-0.701295,0.673247,-0.499994,-0.612206,0.310775,-0.839874,0.430719,-0.303329,0.233328,0.132373,-0.300776,0.452747,-0.237126,0.917533,-0.0399475,-0.57048,-0.693798;-0.457924,-7.03019,2.14234,7.73619
3;0.0500239,-0.333245,0.0362786,-0.531305,0.900872,0.556146,-0.212803,-0.252923,0.845546,0.665986,0.678203,0.882116,-0.232947,-0.306797,0.778065,-0.248047,-0.300481,0.335485,-0.706206,-0.202233,0.770682,-0.0747105,-0.69884,0.0423615,0.473133,-0.385828,0.130248,0.501994,0.20153,-0.854979,0.593848,-0.386633,-0.852905,-0.0350945,0.379343,-0.154181,-0.270498,-0.415091,-0.777006,0.719308,0.0818179,-0.643294,0.353232,-0.895676,0.363857,-0.13287,0.809034,-0.47811,-0.878862,-0.853601;2.99825,-4.41957,6.14928,11.2483
4;-0.39562,-0.705183,-0.529295,-0.700683,0.933107,0.842709,0.514208,-0.404221,0.852656,0.766135,0.722026,0.817538,0.397089,-0.513546,-0.223851,-0.194029,-0.434071,0.712768,0.21515,0.279413,0.0920663,-0.422006,0.017548,0.474238,0.57522,0.523821,-0.317757,0.310126,0.807504,-0.738536,0.239949,-0.448782,-0.298017,-0.253022,0.252634,0.359667,-0.49752,-0.347249,-0.767709,0.298236,0.359153,-0.532291,0.306503,-0.59173,-0.381645,0.259155,0.876368,-0.620978,-0.897797,-0.518846;7.43069,4.10486,9.47958,6.63261
5;0.479873,-0.758311,-0.425945,-0.863031,0.945189,0.295461,0.50526,-0.630521,-0.0647507,0.542865,0.521626,0.637403,0.0737281,-0.921522,-0.869572,-0.407343,0.568162,0.577342,0.330728,0.722039,0.681139,-0.868413,-0.89339,0.799728,0.949703,0.485152,0.373705,0.403595,0.885518,-0.473032,0.686589,0.238509,-0.909491,0.259155,0.19028,-0.235273,-0.104277,0.685968,-0.969003,0.177618,0.404735,-0.940145,0.693172,0.541037,0.895229,-0.739227,0.823355,0.237736,-0.736741,-0.86115;14.3609,-1.62488,5.61277,3.2827
6;0.173018,0.559597,-0.614586,-0.913151,0.555679,0.610958,0.250039,-0.763787,-0.571057,0.335508,0.0981088,0.363127,-0.812139,-0.750958,0.530392,-0.479458,-0.0329369,-0.688475,-0.333179,0.640731,0.738689,-0.655921,-0.963359,0.00201175,0.889579,0.26054,0.216143,0.115289,0.226565,-0.500035,0.418665,0.192361,-0.936545,0.498424,0.571308,-0.616478,0.301934,0.0644886,-0.937528,-0.637638,0.389559,-0.932127,0.809215,-0.0708031,0.763559,-0.556792,-0.237988,-0.166109,0.0568121,-0.927379;5.21705,0.77179,9.09236,7.31074
7;0.511546,0.451355,-0.632567,-0.324889,0.0313632,0.433787,0.310238,-0.225306,0.0217221,0.513475,0.0984511,-0.148095,-0.624004,-0.299547,0.241986,-0.330409,-0.385423,-0.36218,0.327296,0.416103,0.115407,-0.568369,-0.589423,0.221375,0.531453,0.15177,-0.215121,0.223778,-0.11993,-0.119832,-0.548664,-0.751177,0.277506,0.642093,0.33316,-0.394899,-0.375504,0.366456,-0.503215,0.180137,-0.0855294,-0.113492,0.135722,0.395557,-0.137215,-0.0365515,0.483287,-0.0905386,0.756986,-0.646657;0.0727392,-1.48568,5.69979,7.02381
8;0.908747,-0.442927,-0.747674,-0.342748,0.214536,-0.0189052,0.414212,0.278151,-0.0257897,0.268763,0.204016,0.42219,0.147982,-0.402607,-0.331274,-0.152543,-0.0325904,0.0680797,-0.0107554,0.217515,0.147445,-0.385844,-0.435415,0.233763,0.243259,-0.522503,-0.127494,0.563483,-0.199486,0.282871,-0.045908,-0.383794,-0.558114,-0.00583878,0.568866,-0.560721,-0.49644,-0.0606218,-0.584713,0.59686,0.0464569,0.437273,-0.487958,0.360081,0.682159,-0.45126,0.412789,0.403515,0.809088,-0.320856;0.898416,-3.75768,-2.19529,7.7196
9;0.112889,0.0950064,-0.182241,-0.704311,0.730312,0.145178,0.166826,0.00948662,0.283921,0.423396,0.20042,0.705178,0.354886,-0.38099,0.227633,-0.315065,0.0973701,0.259946,-0.0242941,-0.0143986,0.448723,-0.465798,-0.593415,0.449326,0.382753,-0.179701,-0.248557,0.312729,-0.0744181,-0.247777,0.0653101,-0.0751568,-0.714879,0.0549965,0.54652,-0.589137,-0.0947102,-0.300807,-0.403507,0.0940484,-0.451615,0.223798,-0.486072,-0.30568,0.674143,0.20276,-0.0388249,-0.198922,0.405153,-0.147356;-6.36022,-4.16401,0.207778,7.63109
