Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.356467,-0.291639,-0.372314,-0.527919,0.49136,0.196225,0.249253,-0.447642,0.277335,0.317914,0.0190596,0.145934,-0.246331,-0.287815,0.200342,-0.180613,0.0114439,0.299094,-0.201501,0.25018,0.237504,-0.317717,-0.00269173,0.370641,0.178203,0.478278,-0.178841,0.530266,-0.0205605,0.0060609,0.267299,-0.262156,-0.360106,0.126958,0.43603,-0.527522,-0.445707,0.0533993,-0.457861,0.319625,-0.288016,-0.023379,-0.438843,0.328115,0.402747,-0.0216953,-0.208133,-0.393842,0.374394,-0.414553;-1.49905,-0.163152,-12.8658,2.62675
1;0.417701,-0.673763,0.186133,-0.775592,0.776593,-0.207038,0.252264,0.364632,0.678524,0.478891,0.753879,0.804748,0.420044,-0.532791,-0.474173,-0.449677,0.478309,0.328666,-0.551567,-0.328885,0.660201,-0.604313,-0.611526,0.802769,0.673587,-0.272063,0.189559,0.260189,0.314454,-0.639745,0.117067,-0.412099,-0.787386,0.560345,0.464168,-0.658161,-0.634777,0.405284,-0.709812,0.248752,-0.15094,0.378733,-0.342486,0.81514,0.873564,0.455843,0.46267,0.044956,0.0158776,-0.550743;-10.0688,-1.28895,-13.0669,9.71129
2;0.347324,-0.742117,-0.374314,-0.537348,0.909049,0.34922,-0.141294,0.225948,0.463406,0.226141,0.943615,0.941125,0.700132,-0.401512,-0.127732,-0.695905,0.0655307,-0.0461434,-0.0250139,-0.0104165,0.66904,-0.319226,-0.983151,0.878569,0.58642,0.261069,0.647577,-0.657738,0.919756,-0.935771,0.8575,0.503884,-0.952965,-0.0936652,0.92582,-0.79458,0.350024,0.0494155,-0.33891,0.483827,0.46092,0.169064,0.457315,-0.342377,0.387461,-0.0954893,0.581778,0.343857,-0.854395,-0.953481;-9.44661,3.88798,-11.4168,1.15435
3;0.310103,-0.104356,-0.533073,-0.459762,0.781619,0.588642,-0.558184,-0.030246,0.788183,0.426813,0.706701,0.278444,-0.40915,-0.369011,0.727166,-0.385433,0.222716,-0.13124,0.158478,-0.586354,0.469474,-0.36577,-0.916894,0.391776,0.346863,-0.0157125,0.305646,0.0730206,0.8467,-0.765751,-0.0279471,-0.542495,-0.933796,-0.439446,0.63631,-0.437182,-0.233796,0.179881,-0.429212,-0.00623938,-0.142274,-0.0459616,0.881095,-0.35816,0.237672,-0.25679,0.939405,-0.420635,-0.824623,-0.81393;-6.24639,-0.433141,-11.6873,3.35459
4;0.212007,-0.456266,-0.390541,-0.411994,0.639739,0.823398,-0.263924,0.284549,0.833248,0.571418,0.733336,0.727459,-0.20915,-0.233391,0.700682,-0.205122,-0.322499,0.140495,-0.579677,-0.225426,0.421562,-0.134544,-0.337624,-0.250865,0.315248,-0.224345,0.185966,0.551275,0.0648094,-0.717996,0.449652,-0.785106,-0.651371,-0.139974,0.355293,-0.114988,-0.663535,-0.181372,-0.747354,0.648019,0.478709,-0.535058,0.745392,-0.713016,0.366617,-0.431832,0.843615,0.147001,-0.545255,-0.875727;-2.45281,-2.22076,-18.1309,7.95579
5;-0.539339,-0.49041,-0.446358,-0.638954,0.95802,0.773273,0.227651,-0.430728,0.665088,0.616678,0.884541,0.954867,0.764894,-0.531506,-0.344592,-0.498797,-0.569012,0.505932,0.261545,0.609885,0.0689004,-0.558683,-0.296857,0.71045,0.836216,0.490026,0.196387,0.0200645,0.924808,-0.873346,0.554949,-0.0360679,-0.61988,-0.193669,0.604906,-0.147958,-0.478642,-0.471536,-0.932574,0.552407,0.707212,-0.754958,0.695216,-0.805951,-0.42066,-0.432176,0.869692,0.0611194,-0.740449,-0.792031;1.18119,-2.33225,-8.704,5.96916
6;0.0256921,0.0606555,-0.415886,-0.825595,0.981152,0.650516,0.237685,-0.641517,0.606966,0.643124,0.90075,0.885876,0.299503,-0.690585,-0.165597,-0.364479,-0.519208,0.146531,0.399483,0.592135,0.332563,-0.724664,-0.930044,0.70346,0.926106,0.277454,0.419454,0.584581,0.871936,-0.711059,0.455138,0.0477582,-0.907273,-0.0989501,0.543163,-0.0189993,0.639616,-0.395411,-0.984254,0.362301,0.621606,-0.845912,0.878464,-0.562178,-0.268034,-0.797923,0.96696,-0.580876,-0.951114,-0.92586;-1.10077,4.30825,-16.0923,1.5781
7;0.505312,0.362179,-0.378243,-0.842313,0.907487,0.731085,0.247417,-0.444258,0.804574,0.777698,0.838335,0.481786,-0.371043,-0.446314,0.447563,-0.101312,-0.542664,0.103538,-0.202188,-0.429454,0.629154,-0.61987,-0.93946,-0.292667,0.519962,-0.369736,0.389563,0.702793,0.152627,-0.534188,0.11008,-0.742339,-0.885997,0.00326752,0.228172,0.00799169,0.0660777,-0.397996,-0.977979,0.138723,0.592808,-0.695565,0.536849,-0.546046,0.312715,-0.562281,0.948211,-0.35286,-0.884505,-0.892283;-3.74074,2.80666,-21.0006,5.38989
8;0.0787749,-0.430166,0.0185161,-0.626183,0.862817,0.796942,-0.00437603,-0.287903,0.534921,0.652246,0.956693,0.907443,0.468081,-0.386571,-0.268033,-0.518632,-0.695228,0.20676,0.0238785,0.27432,0.563603,-0.493525,-0.915127,0.322535,0.681821,0.145951,0.669915,0.111206,0.570207,-0.838082,0.689694,-0.185055,-0.791192,0.178616,0.554722,-0.440857,-0.287654,-0.458422,-0.952085,0.493577,0.85923,-0.866632,0.313263,-0.884308,0.216236,-0.622904,0.790531,0.457696,-0.528279,-0.943747;-3.86993,1.20975,-16.6719,7.40392
9;0.0299026,-0.034723,-0.407419,-0.857995,0.974135,0.741433,0.111749,-0.794379,0.585036,0.650105,0.898286,0.885066,0.465545,-0.636649,-0.125577,-0.474653,-0.569839,0.107352,0.460967,0.546852,0.268074,-0.608864,-0.896071,0.792752,0.905772,0.160717,0.280081,0.367536,0.927568,-0.785081,0.306465,0.329299,-0.848772,-0.0606095,0.543522,-0.0353264,0.469011,-0.374943,-0.962889,0.360359,0.697033,-0.748701,0.897337,-0.71701,-0.519091,-0.386688,0.929496,-0.363251,-0.856763,-0.925137;-1.28158,1.63083,-13.1787,1.83487
10;0.372079,-0.00516358,-0.538742,-0.75332,0.979977,0.705346,0.279104,-0.619046,0.582298,0.627825,0.885779,0.690662,-0.299145,-0.691113,-0.273888,-0.346385,-0.59156,0.287653,0.481261,0.139079,0.298396,-0.744681,-0.909777,0.646218,0.891836,0.128964,0.444949,0.68151,0.816151,-0.554224,0.491924,-0.136375,-0.894018,-0.0575924,0.572149,-0.0756887,0.437881,-0.330833,-0.984103,0.606422,0.637328,-0.850875,0.843149,-0.722868,-0.582134,-0.795198,0.971261,-0.577775,-0.859811,-0.925942;-0.351221,2.83634,-16.6469,0.879258
11;0.56028,0.330677,-0.325695,-0.916057,0.816382,0.682661,0.143846,-0.292607,0.810244,0.75411,0.845915,0.614853,-0.172493,-0.464799,0.265083,-0.0355516,-0.573841,0.130951,-0.280477,-0.321129,0.534492,-0.606162,-0.938947,-0.281698,0.512471,-0.467206,0.440999,0.745438,0.195998,-0.392506,0.134667,-0.790035,-0.921728,-0.0305817,0.165247,-0.0661443,0.11559,-0.50747,-0.97204,0.052446,0.542388,-0.663021,0.509083,-0.607543,0.515394,-0.668635,0.965643,-0.3236,-0.776141,-0.864742;-3.6813,2.52527,-23.2702,6.80937
12;-0.270523,-0.544871,-0.440711,-0.869586,0.951617,0.801943,0.278517,-0.477516,0.768168,0.643654,0.710093,0.705124,0.567522,-0.620181,-0.439942,-0.224516,-0.474103,0.741606,0.34642,0.243993,0.130253,-0.584656,-0.634705,0.414355,0.640496,0.220384,-0.314981,0.503447,0.723441,-0.742283,-0.0119334,-0.515526,-0.0758127,-0.170126,0.386671,0.224388,0.168775,-0.0261783,-0.850042,0.436663,0.302209,-0.574778,0.184695,-0.743893,-0.0913459,0.445586,0.918627,-0.281881,-0.716417,-0.78093;-3.78484,-1.64434,-13.0874,1.74705
13;0.324778,-0.760138,-0.652059,-0.92202,0.977588,0.771386,0.626661,-0.409746,0.731663,0.609652,0.731006,0.620809,0.291982,-0.694719,-0.582282,-0.100395,-0.269686,0.638622,-0.0307645,0.0903843,0.202585,-0.659956,-0.878721,0.514766,0.774046,-0.0873902,-0.21316,0.754268,0.778468,-0.602177,0.546969,-0.307032,-0.731163,-0.165823,0.286274,0.233207,0.687023,-0.208538,-0.843839,0.647245,0.222647,-0.551546,0.580755,-0.161275,0.403307,-0.205284,0.929444,-0.701041,-0.939296,-0.822773;-3.29458,2.24383,-22.1896,1.05321
14;-0.571469,-0.0879959,-0.514288,-0.856096,0.832378,0.927253,0.463879,-0.30292,0.684646,0.621305,0.658909,0.332317,-0.0148953,-0.243847,0.630638,-0.0259893,-0.694076,0.0838648,0.124585,-0.167062,0.0990732,-0.289356,-0.941555,-0.553998,-0.0848889,0.377594,-0.164635,0.523494,-0.162945,-0.456143,0.587795,-0.454483,-0.740637,0.00888886,0.479062,0.107811,0.715372,-0.826422,-0.71514,-0.307565,0.28229,-0.798386,-0.121458,-0.738225,0.134948,-0.592641,0.433556,-0.770337,-0.637244,-0.742655;0.50497,4.06656,-18.6623,-0.912804
15;0.384783,-0.472957,0.371464,-0.32671,0.661517,0.392294,0.163743,-0.232778,0.210843,0.489829,0.363142,-0.186659,0.277661,-0.409457,-0.533388,-0.207936,-0.20306,0.485953,0.58571,0.240077,0.162606,-0.563795,-0.648385,0.184778,-0.174803,0.281457,-0.0886033,0.631902,-0.134205,0.243722,-0.421956,-0.205649,0.0721263,0.263398,0.0782046,-0.208148,-0.269603,0.173541,-0.558165,-0.507199,-0.126776,-0.662388,-0.72439,0.130931,0.702308,-0.373956,0.415976,-0.376643,0.152062,-0.367029;-9.03118,0.403847,-15.1247,4.28581
16;0.65284,-0.396441,0.0603247,-0.906158,0.783635,-0.0193324,0.111253,-0.507802,-0.27355,0.0554979,0.183542,0.433418,-0.320306,-0.4045,0.0374058,-0.318879,-0.116601,0.184543,-0.340986,0.641031,0.346685,-0.466783,-0.683132,0.488154,0.142363,-0.225129,-0.269704,0.665973,-0.419404,-0.189615,-0.0915896,0.310775,-0.430729,0.0358472,0.461578,-0.617127,0.47113,0.266483,-0.351131,0.0147269,-0.372415,-0.0568551,-0.501025,0.336949,0.764778,0.686499,-0.605393,-0.658493,0.493356,-0.801068;-7.57814,6.8549,-17.0758,0.303152
17;0.27854,-0.504602,0.0304482,-0.328866,0.692816,0.42503,0.0523987,-0.206032,-0.216699,0.390431,0.682583,0.520089,-0.565493,-0.282462,-0.0270188,-0.60064,-0.232244,-0.297145,0.184098,-0.0316273,0.294766,-0.257718,-0.798192,0.878137,0.439275,0.143245,0.256614,-0.159929,0.123902,-0.45534,0.756573,0.387994,-0.69564,0.811033,0.733601,-0.76137,-0.10648,-0.18958,-0.445044,0.590728,-0.231288,-0.392132,-0.486072,-0.148649,-0.0165731,-0.187731,-0.67233,-0.51965,0.547566,-0.771663;-2.86915,3.00023,-8.43632,0.434576
18;0.921885,0.276894,0.133113,-0.707684,0.57748,-0.337681,0.0636478,0.121666,0.487507,0.532569,0.930573,0.808733,-0.046412,-0.552033,-0.421631,-0.633154,0.0107879,-0.152572,0.0210815,-0.206472,0.588682,-0.595347,-0.900214,0.947246,0.758141,-0.51979,0.705184,0.177524,0.771175,-0.46773,0.159724,0.267726,-0.96842,0.742958,0.544822,-0.750607,-0.697628,0.155915,-0.850202,0.297089,0.433566,0.233928,0.424489,0.634991,0.391453,-0.414956,0.630864,0.306856,0.339716,-0.800939;-7.04239,0.929358,-11.6431,10.4761
19;0.83715,0.163491,-0.465302,-0.666314,0.678358,0.208772,0.105491,-0.730302,0.0862899,0.625251,0.640784,0.778911,-0.456958,-0.792567,-0.183243,-0.560256,0.457241,0.00256161,-0.297415,-0.0363626,0.927919,-0.657284,-0.945975,0.638288,0.91846,-0.516025,0.626992,-0.265236,0.817263,-0.646112,0.62691,0.264534,-0.970758,0.593716,0.57615,-0.650456,-0.655273,0.543321,-0.925311,0.390193,0.580512,-0.503405,0.830708,-0.115122,0.698578,-0.359311,0.418824,0.710412,-0.184588,-0.943955;-10.8512,2.65613,-10.4635,10.7368
20;0.408213,-0.225266,-0.760748,-0.833309,0.714022,0.514994,0.317626,-0.709577,-0.0709996,0.499637,0.395157,0.672362,-0.45572,-0.888426,-0.434339,-0.578182,0.293886,0.275824,-0.0444886,0.595585,0.705817,-0.81445,-0.824476,0.828039,0.986836,0.192153,0.130023,-0.186845,0.933283,-0.680537,0.164605,0.00730996,-0.888845,0.505493,0.392942,-0.459385,-0.450837,0.684558,-0.894355,0.204942,0.438407,-0.668717,0.94824,-0.00896061,0.372039,-0.139296,0.809214,0.317426,-0.00560624,-0.857084;-6.50645,4.93362,-9.06283,5.53692
