Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.360808,0.0466248,-0.130838,0.293387,0.437861;0.15533,-3.38478,-3.31325,0.405789
1;0.360808,0.0466248,-0.130838,0.293387,0.437861;0.15533,-3.38478,-3.31325,0.405789
2;0.360808,0.0466248,-0.130838,0.293387,0.437861;0.15533,-3.38478,-3.31325,0.405789
3;0.360808,0.0466248,-0.130838,0.293387,0.437861;0.15533,-3.38478,-3.31325,0.405789
4;0.360808,0.0466248,-0.130838,0.293387,0.437861;0.15533,-3.38478,-3.31325,0.405789
5;0.360808,0.0466248,-0.130838,0.293387,0.437861;0.15533,-3.38478,-3.31325,0.405789
6;0.416697,-0.0639717,-0.613151,0.038539,0.782326;2.60204,-6.26355,-4.68766,-0.395256
7;0.566365,-0.317642,-0.0608692,0.658963,0.582675;-3.20167,-0.896912,-3.68319,2.44932
8;0.566365,-0.317642,-0.0608692,0.658963,0.582675;-3.20167,-0.896912,-3.68319,2.44932
9;0.609439,-0.413429,-0.567148,0.483291,0.847795;-1.16041,-3.21555,-4.95384,1.95248
10;0.634627,-0.718273,-0.803319,-0.402696,0.962849;2.22941,-6.92813,-6.32357,0.168373
11;0.609439,-0.413429,-0.567148,0.483291,0.847795;-1.16041,-3.21555,-4.95384,1.95248
12;0.609439,-0.413429,-0.567148,0.483291,0.847795;-1.16041,-3.21555,-4.95384,1.95248
13;0.686194,-0.168334,-0.45413,0.125165,0.925463;1.45141,-6.05817,-5.66654,-0.141217
14;0.51217,-0.589058,-0.777412,0.0503923,0.944055;0.773086,-5.06626,-5.20643,1.19947
15;0.473759,-0.176713,-0.673036,0.125621,0.959703;2.16668,-6.21465,-4.94176,0.00323594
16;0.461954,-0.51205,-0.427171,0.304203,0.831299;-1.01449,-3.11186,-4.08168,1.83058
17;0.461954,-0.51205,-0.427171,0.304203,0.831299;-1.01449,-3.11186,-4.08168,1.83058
18;0.461954,-0.51205,-0.427171,0.304203,0.831299;-1.01449,-3.11186,-4.08168,1.83058
19;0.461954,-0.51205,-0.427171,0.304203,0.831299;-1.01449,-3.11186,-4.08168,1.83058
