Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.42129,0.478629,-0.368546,0.420896,0.4593,-0.344392,-0.119337,0.0507309,0.23463,0.131789,0.42835,-0.334798,-0.420171,-0.440772,0.126292,0.113295,0.119732,0.417726,0.311714,0.295919,0.141829,-0.463318,0.0881536,0.444942,0.386083,0.532783,0.162281,0.442487,0.268539,0.460995,-0.339005,-0.28668,0.483295,-0.228061,0.224685,0.360901,0.181484,0.315426,0.307047,0.323094,-0.0271465,0.046853,0.397069,-0.530029,-0.37308,-0.329141,0.0995944,-0.351994,-0.218481,-0.438193;2.49089,-3.76151,0.462544,6.9279
1;-0.461065,0.454476,-0.417737,0.452388,0.601611,-0.257647,-0.472673,-0.18368,0.353881,0.268847,0.212373,-0.212643,-0.304356,-0.362029,-0.209737,-0.30448,0.326875,0.475239,0.354466,0.281067,0.066057,-0.637574,0.148906,0.436225,0.511143,0.761705,-0.122696,0.618923,0.192448,0.254578,-0.286253,0.157171,0.429853,-0.222574,-0.491578,0.0640751,0.601383,0.355531,0.728615,0.414873,0.308332,0.0904445,0.511878,-0.64327,-0.0640023,-0.169752,-0.157367,-0.341389,0.194722,-0.570464;3.32629,-0.60289,0.937114,6.74552
2;-0.42256,0.407887,-0.605983,0.523753,0.611044,-0.286333,-0.618063,-0.182126,0.564619,-0.167829,0.362025,-0.153965,-0.377888,-0.357988,-0.0425353,-0.380801,0.4198,0.473309,0.243161,0.540975,0.0242427,-0.651861,0.114728,0.467096,0.516705,0.843104,-0.0448092,0.665249,0.118466,0.313211,-0.292736,0.0143232,0.401453,-0.0388068,-0.659353,0.0295291,0.771113,0.357332,0.739119,0.3211,-0.235087,0.327875,0.613226,-0.760017,-0.0838899,0.0115479,-0.142034,-0.192469,0.031331,-0.517406;4.83044,-0.261656,-0.473187,8.50588
3;-0.416165,0.437498,-0.632063,0.563578,0.46204,-0.301593,-0.531641,-0.226478,0.410508,-0.062431,0.295393,-0.0191421,-0.289655,-0.332642,-0.115731,-0.529563,0.458971,0.476613,0.336125,0.586994,0.111872,-0.632359,0.17624,0.438975,0.536025,0.819671,-0.0861432,0.653234,0.0169437,0.258728,-0.25332,-0.0118739,0.349348,0.00172168,-0.733851,0.0351987,0.752697,0.309759,0.792724,0.329785,-0.211533,0.332621,0.713991,-0.770266,0.0420883,0.084224,-0.112492,-0.147966,-0.0374185,-0.522898;4.27636,0.416768,-0.909532,7.78942
4;-0.506561,0.357179,-0.608491,0.589838,0.485233,-0.258896,-0.522142,-0.195217,0.498415,-0.15834,0.295103,-0.0736396,-0.265501,-0.350669,-0.0691729,-0.535499,0.421718,0.486562,0.299409,0.534443,0.120314,-0.63278,0.140863,0.429904,0.535611,0.82823,-0.150613,0.657011,0.117256,0.277977,-0.223768,-0.0959872,0.387687,0.0182104,-0.761915,0.0596087,0.787945,0.3056,0.776818,0.378435,-0.418903,0.252616,0.724099,-0.774051,-0.0215849,0.0535367,-0.0917304,-0.115733,-0.0815454,-0.482914;5.23339,-0.829707,-1.27832,7.78313
5;-0.459342,0.374831,-0.59726,0.570605,0.441453,-0.209733,-0.465393,-0.198513,0.412854,-0.0868357,0.276968,-0.0479916,-0.219011,-0.354724,-0.0786885,-0.518062,0.424848,0.477828,0.304582,0.568726,0.128384,-0.633104,0.154491,0.452593,0.529563,0.815662,-0.18581,0.64488,0.0359993,0.278396,-0.225689,-0.0728302,0.365971,0.0352423,-0.76071,0.0459269,0.78506,0.300224,0.801735,0.345986,-0.385475,0.242672,0.7179,-0.767498,0.0199577,0.0534575,-0.0864525,-0.127444,-0.0477524,-0.457591;4.3509,-0.611596,-1.20914,7.54487
6;-0.0131888,-0.195375,-0.171202,0.776419,0.117814,-0.188658,-0.537329,0.11463,0.768019,-0.589381,0.0525944,-0.581018,-0.358837,-0.719,-0.0242664,-0.343925,0.576333,0.0223412,0.476148,0.332364,0.059028,-0.641905,0.502295,0.141824,0.775119,0.612305,-0.0805794,0.823692,0.200546,0.0874664,0.334663,0.33426,0.67449,0.539178,-0.889543,-0.0712656,0.800167,0.556972,0.806096,0.691597,-0.762963,0.217407,0.435055,-0.757101,0.468635,0.0163207,-0.4776,-0.0750909,-0.173184,-0.526518;4.89926,-0.944009,-3.48544,4.62518
7;-0.324169,0.771282,-0.753416,0.597458,0.489312,0.21399,-0.403793,-0.619833,0.412983,-0.819062,-0.13636,-0.595112,-0.250725,-0.48836,0.206707,-0.225264,0.468716,0.426962,-0.109605,0.473074,0.436834,-0.86371,0.458094,0.517352,0.0814,0.769599,-0.377261,0.873842,0.145298,0.692012,-0.6273,0.423401,0.566266,0.499019,-0.440524,0.146966,0.924761,0.656423,0.702967,0.393293,-0.673329,-0.217806,0.91335,-0.700375,0.329404,0.0614945,-0.249624,0.386656,0.121356,-0.508709;-0.912168,-0.496421,1.49457,7.93122
8;-0.460451,0.335317,-0.848299,0.409022,0.63639,0.0608661,-0.741834,-0.716469,0.506535,-0.201078,-0.448605,-0.579119,-0.33506,-0.542703,-0.124316,-0.417087,0.370822,0.399255,-0.0149601,0.36638,0.458522,-0.811816,0.403063,0.654544,0.393203,0.851748,-0.423557,0.876291,-0.0119317,0.668952,-0.549458,0.39991,0.631698,0.594642,-0.784943,0.117667,0.843754,0.455891,0.742141,0.410921,0.0300474,-0.0807448,0.891493,-0.830006,0.300334,0.0554012,-0.394187,0.369972,-0.320542,-0.543706;0.290346,1.42207,-0.550525,5.86863
9;0.044192,-0.0626747,-0.613846,0.749088,0.555718,0.166945,-0.855397,-0.476023,0.894583,-0.791076,-0.594683,-0.832549,-0.443377,-0.765909,0.0240833,-0.355293,0.655319,-0.126344,0.288456,0.218,0.348315,-0.848005,0.602869,0.432288,0.681908,0.513191,-0.175022,0.946,0.151406,0.626554,-0.20015,0.771255,0.810277,0.849151,-0.918308,-0.0139703,0.806701,0.689563,0.637636,0.606109,-0.461287,-0.0288155,0.756505,-0.842032,0.711864,0.195521,-0.709239,0.416992,-0.373424,-0.605513;-1.2702,2.33274,-2.09918,3.99284
