Passo;A  o
0;3
1;3
2;2
3;3
4;3
5;3
6;3
7;4
8;4
9;1
10;3
11;1
12;3
13;1
14;3
15;2
16;3
17;4
18;1
19;3
20;1
21;3
22;3
23;3
24;3
25;1
26;3
27;1
28;3
29;2
30;3
31;4
32;1
33;3
34;1
35;3
36;3
37;3
38;3
39;3
40;1
41;3
42;1
43;3
44;2
45;3
46;4
47;1
48;3
49;1
50;3
51;2
52;3
53;4
54;1
55;3
56;1
57;3
58;2
59;3
60;4
61;1
62;3
63;1
64;3
65;2
66;3
67;4
68;1
69;3
70;1
71;3
72;2
73;3
74;4
75;1
76;3
77;3
78;1
79;1
80;3
81;1
82;3
83;2
84;3
85;4
86;1
87;3
88;1
89;3
90;2
91;3
92;4
93;1
94;3
95;1
96;3
97;2
98;3
99;4
100;1
101;3
102;3
103;1
104;3
105;1
106;3
107;1
108;3
109;2
110;3
111;4
112;1
113;3
114;1
115;3
116;2
117;3
118;4
119;1
120;3
121;1
122;3
123;2
124;3
125;4
126;1
127;3
128;1
129;3
130;2
131;3
132;4
133;1
134;3
135;1
136;3
137;2
138;3
139;4
140;1
141;3
142;1
143;3
144;2
145;3
146;4
147;1
148;3
149;3
150;1
151;3
152;1
153;3
154;1
155;3
156;2
157;3
158;4
159;1
160;3
161;1
162;3
163;2
164;3
165;4
166;1
167;3
168;1
169;3
170;3
171;3
172;3
173;3
174;1
175;3
176;1
177;3
178;2
179;3
180;4
181;1
182;3
183;1
184;3
185;2
186;3
187;4
188;1
189;3
190;1
191;3
192;2
193;3
194;4
195;1
196;3
197;1
198;3
199;2
200;3
201;4
202;1
203;3
204;1
205;3
206;2
207;3
208;4
209;1
210;3
211;3
212;1
213;3
214;1
215;3
216;1
217;3
218;2
219;3
220;4
221;1
222;3
223;1
224;3
225;2
226;3
227;4
228;1
229;3
230;1
231;3
232;3
233;3
234;3
235;3
236;1
237;3
238;1
239;3
240;2
241;3
242;4
243;1
244;3
245;1
246;3
247;2
248;3
249;4
250;1
251;3
252;1
253;3
254;2
255;3
256;4
257;1
258;3
259;1
260;3
261;2
262;3
263;4
264;1
265;3
266;1
267;3
268;2
269;3
270;4
271;1
272;3
273;3
274;1
275;3
276;1
277;3
278;1
279;3
280;2
281;3
282;4
283;1
284;3
285;1
286;3
287;2
288;3
289;4
290;1
291;3
292;1
293;3
294;3
295;3
296;3
297;3
298;1
299;3
300;0
