Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;1
8;3
9;2
10;3
11;1
12;2
13;3
14;3
15;1
16;2
17;3
18;3
19;1
20;1
21;1
22;1
23;3
24;3
25;3
26;4
27;2
28;4
29;2
30;3
31;3
32;3
33;1
34;1
35;1
36;1
37;3
38;3
39;3
40;4
41;2
42;4
43;2
44;3
45;3
46;3
47;1
48;1
49;1
50;1
51;3
52;3
53;3
54;4
55;2
56;4
57;2
58;3
59;3
60;3
61;1
62;1
63;1
64;1
65;3
66;3
67;3
68;4
69;2
70;4
71;2
72;3
73;3
74;3
75;1
76;1
77;1
78;1
79;3
80;3
81;3
82;4
83;2
84;4
85;2
86;3
87;3
88;3
89;1
90;1
91;1
92;1
93;3
94;3
95;3
96;4
97;2
98;4
99;2
100;3
101;3
102;3
103;1
104;1
105;1
106;1
107;3
108;3
109;3
110;4
111;2
112;4
113;2
114;3
115;3
116;3
117;1
118;1
119;1
120;1
121;3
122;3
123;3
124;4
125;2
126;4
127;2
128;3
129;3
130;3
131;1
132;1
133;1
134;1
135;3
136;3
137;3
138;4
139;2
140;4
141;2
142;3
143;3
144;3
145;1
146;1
147;1
148;1
149;3
150;3
151;3
152;4
153;2
154;4
155;2
156;3
157;3
158;3
159;1
160;1
161;1
162;1
163;3
164;3
165;3
166;4
167;2
168;4
169;2
170;3
171;3
172;3
173;1
174;1
175;1
176;1
177;3
178;3
179;3
180;4
181;2
182;4
183;2
184;3
185;3
186;3
187;1
188;1
189;1
190;1
191;3
192;3
193;3
194;4
195;2
196;4
197;2
198;3
199;3
200;3
201;1
202;1
203;1
204;1
205;3
206;3
207;3
208;4
209;2
210;4
211;2
212;3
213;3
214;3
215;1
216;1
217;1
218;1
219;3
220;3
221;3
222;4
223;2
224;4
225;2
226;3
227;3
228;3
229;1
230;1
231;1
232;1
233;3
234;3
235;3
236;4
237;2
238;4
239;2
240;3
241;3
242;3
243;1
244;1
245;1
246;1
247;3
248;3
249;3
250;4
251;2
252;4
253;2
254;3
255;3
256;3
257;1
258;1
259;1
260;1
261;3
262;3
263;3
264;4
265;2
266;4
267;2
268;3
269;3
270;3
271;1
272;1
273;1
274;1
275;3
276;3
277;3
278;4
279;2
280;4
281;2
282;3
283;3
284;3
285;1
286;1
287;1
288;1
289;3
290;3
291;3
292;4
293;2
294;4
295;2
296;3
297;3
298;3
299;1
300;0
