Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.432718,-0.0276593,-0.468701,0.479735,-0.503277,-0.348919,0.261322,0.198829,0.362612,-0.511031,-0.434805,-0.0885695;1.51545,-2.11995,1.60642,3.63272
1;0.474529,-0.0276593,-0.144332,0.479735,-0.503277,-0.348919,0.219434,0.471754,0.458306,-0.811793,-0.772129,-0.351205;0.627336,-2.61147,1.16112,3.81305
2;0.474529,-0.0276593,-0.324031,0.479735,-0.503277,-0.348919,0.455879,0.471754,0.604868,-0.753444,-0.772129,-0.413798;0.276782,-3.39418,1.32097,3.96861
3;0.474529,-0.0276593,-0.217948,0.479735,-0.503277,-0.348919,0.446427,0.471754,0.676327,-0.737417,-0.772129,-0.502433;0.173307,-3.1727,0.884089,3.91752
4;0.474529,-0.0276593,-0.230976,0.479735,-0.503277,-0.348919,0.53407,0.471754,0.712915,-0.713218,-0.772129,-0.542254;0.0611149,-3.33686,0.814139,3.97695
5;0.474529,-0.0276593,-0.23132,0.479735,-0.503277,-0.348919,0.546099,0.471754,0.740653,-0.701755,-0.772129,-0.561756;0.0178454,-3.36571,0.749531,3.98228
6;0.214803,-0.529359,-0.674977,0.541075,-0.654149,-0.0352652,0.486795,0.758283,0.636431,-0.729659,-0.913471,-0.816962;-1.86613,-6.79288,0.646189,2.88795
7;0.22981,-0.529359,-0.851169,0.541075,-0.654149,-0.0352652,0.180215,0.612408,0.299827,-0.747167,-0.937368,-0.788596;-1.47839,-6.12924,0.801579,2.65642
8;0.73471,0.628965,-0.961419,0.924672,-0.740037,0.475218,-0.716009,0.48099,0.881312,-0.704569,-0.911169,-0.563977;1.58398,2.57997,2.40992,2.32381
9;0.257398,-0.112333,-0.330691,0.781009,-0.00710631,-0.3041,0.398893,0.75062,0.962474,-0.788162,-0.847968,-0.906206;-1.10219,-4.57827,-0.415521,2.83588
10;0.631388,0.27866,-0.682039,0.899914,-0.19067,0.212572,0.343381,0.809163,0.976477,0.034052,0.15791,-0.971318;3.28784,-1.35109,0.0827022,1.9255
11;0.590045,0.446471,-0.785138,0.960182,-0.616927,0.663131,0.37835,0.31949,0.99502,-0.36047,-0.7428,-0.93116;0.298345,1.91369,0.46754,2.37218
12;0.618355,0.446471,-0.75588,0.960182,-0.616927,0.663131,0.333067,-0.0701563,0.996593,-0.728258,-0.891831,-0.933026;-0.42212,3.59547,0.337566,2.03993
13;0.668227,0.27866,-0.67556,0.899914,-0.19067,0.212572,0.11443,0.257106,0.994292,-0.604845,-0.476954,-0.97276;1.28311,0.908182,-0.19878,2.0098
14;0.642799,0.27866,-0.702122,0.899914,-0.19067,0.212572,0.162237,0.581256,0.990709,-0.152222,-0.044897,-0.972665;2.68126,-0.339257,-0.139484,1.87225
15;0.590045,0.446471,-0.778609,0.960182,-0.616927,0.663131,0.375947,0.31949,0.994474,-0.359794,-0.7428,-0.932596;0.301368,1.93183,0.45041,2.37165
16;0.618355,0.446471,-0.756918,0.960182,-0.616927,0.663131,0.336366,-0.0701563,0.996596,-0.727869,-0.891831,-0.932971;-0.424133,3.58875,0.340571,2.04292
17;0.668227,0.27866,-0.675522,0.899914,-0.19067,0.212572,0.11379,0.257106,0.994303,-0.604865,-0.476954,-0.97276;1.28349,0.909094,-0.199145,2.00927
18;0.642799,0.27866,-0.702115,0.899914,-0.19067,0.212572,0.162267,0.581256,0.990706,-0.152222,-0.044897,-0.972665;2.68124,-0.339279,-0.13948,1.87228
19;0.590045,0.446471,-0.778611,0.960182,-0.616927,0.663131,0.375949,0.31949,0.994474,-0.359794,-0.7428,-0.932596;0.301367,1.93182,0.450415,2.37165
20;0.618355,0.446471,-0.756918,0.960182,-0.616927,0.663131,0.336365,-0.0701563,0.996596,-0.727869,-0.891831,-0.932971;-0.424132,3.58875,0.34057,2.04292
21;0.668227,0.27866,-0.675522,0.899914,-0.19067,0.212572,0.11379,0.257106,0.994303,-0.604865,-0.476954,-0.97276;1.28349,0.909093,-0.199145,2.00927
22;0.642799,0.27866,-0.702115,0.899914,-0.19067,0.212572,0.162267,0.581256,0.990706,-0.152222,-0.044897,-0.972665;2.68124,-0.339279,-0.13948,1.87228
23;0.590045,0.446471,-0.778611,0.960182,-0.616927,0.663131,0.375949,0.31949,0.994474,-0.359794,-0.7428,-0.932596;0.301367,1.93182,0.450415,2.37165
24;0.618355,0.446471,-0.756918,0.960182,-0.616927,0.663131,0.336365,-0.0701563,0.996596,-0.727869,-0.891831,-0.932971;-0.424132,3.58875,0.34057,2.04292
25;0.668227,0.27866,-0.675522,0.899914,-0.19067,0.212572,0.11379,0.257106,0.994303,-0.604865,-0.476954,-0.97276;1.28349,0.909093,-0.199145,2.00927
26;0.642799,0.27866,-0.702115,0.899914,-0.19067,0.212572,0.162267,0.581256,0.990706,-0.152222,-0.044897,-0.972665;2.68124,-0.339279,-0.13948,1.87228
27;0.590045,0.446471,-0.778611,0.960182,-0.616927,0.663131,0.375949,0.31949,0.994474,-0.359794,-0.7428,-0.932596;0.301367,1.93182,0.450415,2.37165
28;0.618355,0.446471,-0.756918,0.960182,-0.616927,0.663131,0.336365,-0.0701563,0.996596,-0.727869,-0.891831,-0.932971;-0.424132,3.58875,0.34057,2.04292
29;0.668227,0.27866,-0.675522,0.899914,-0.19067,0.212572,0.11379,0.257106,0.994303,-0.604865,-0.476954,-0.97276;1.28349,0.909093,-0.199145,2.00927
30;0.642799,0.27866,-0.702115,0.899914,-0.19067,0.212572,0.162267,0.581256,0.990706,-0.152222,-0.044897,-0.972665;2.68124,-0.339279,-0.13948,1.87228
31;0.590045,0.446471,-0.778611,0.960182,-0.616927,0.663131,0.375949,0.31949,0.994474,-0.359794,-0.7428,-0.932596;0.301367,1.93182,0.450415,2.37165
32;0.618355,0.446471,-0.756918,0.960182,-0.616927,0.663131,0.336365,-0.0701563,0.996596,-0.727869,-0.891831,-0.932971;-0.424132,3.58875,0.34057,2.04292
