Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.372725,-0.0802927,0.0702716,-0.0884931,-0.415001,0.324177,-0.421939,0.314551,-0.108282,-0.397648,0.392521,0.216064,-0.213697,-0.515408,0.428899,-0.484518,0.223693,-0.416237,-0.0880725,-0.251605,-0.254096,-0.0225936,0.36678,-0.228645,0.411647,-0.499805,0.391813,-0.249855,0.236478,-0.424174,-0.230176,0.245087,-0.534735,-0.069062,-0.133303,0.372121,0.500455,-0.0252179,-0.205356,-0.531286,0.0577244,0.248402,0.0351555,-0.338354,-0.367558,-0.231058,0.476371,0.115143,0.0116725,0.188183;-5.37516,3.03776,-3.02588,5.58922
1;-0.320546,-0.0105453,0.131036,0.216989,-0.0126232,0.492279,0.149976,0.683449,0.231685,-0.550204,0.667374,0.0780289,0.0140981,-0.634394,0.196871,-0.49625,-0.277807,-0.384595,0.422272,-0.154989,0.167416,-0.0884073,0.319331,0.0470718,0.455739,-0.514222,0.241852,-0.0106634,0.320057,-0.531423,-0.701069,0.229952,-0.802679,-0.039805,-0.0329908,0.40497,0.618914,-0.13223,0.167881,-0.0268073,0.159513,-0.0872179,0.303115,0.117579,-0.136158,-0.254114,0.486389,-0.120905,-0.244773,-0.042285;-1.6207,-3.01124,-3.59076,5.98939
2;-0.432103,-0.173226,0.406799,0.366595,-0.122648,0.389234,-0.575965,0.570047,-0.250756,-0.321368,0.383376,-0.0390668,-0.260211,-0.672844,0.156471,-0.528747,-0.320458,-0.489612,0.556791,-0.328631,-0.118982,-0.29737,0.0586409,-0.0322738,0.539224,-0.650533,0.197035,0.0704522,0.362977,-0.463695,-0.780572,0.0419101,-0.706259,0.274218,-0.0390064,0.228888,0.849685,-0.213375,-0.476259,-0.345931,-0.108849,-0.143277,0.14419,0.206571,-0.345702,0.149572,0.564084,0.197329,-0.503821,-0.203358;-3.85003,-2.13768,-2.68076,7.29136
3;-0.437283,-0.145957,0.391629,0.206176,0.301286,0.388163,-0.491878,0.795826,0.170614,-0.0668321,0.666267,0.233993,-0.537125,-0.449363,-0.0444628,-0.563637,-0.361767,-0.536529,0.550014,-0.0213063,-0.0739679,-0.358209,0.0899513,-0.144101,0.552397,-0.486392,0.189034,0.102096,0.411979,-0.764606,-0.830748,0.557968,-0.704878,0.149106,0.169471,0.215955,0.780127,-0.335751,-0.550624,-0.293811,-0.0327834,-0.241338,0.0768398,-0.156957,-0.228394,0.0470918,0.584351,-0.205119,-0.348561,-0.167037;-5.73068,-2.00631,-3.0575,5.35059
4;-0.340749,-0.24975,0.519913,0.518108,0.205595,0.496624,-0.708458,0.796133,0.198196,-0.157371,0.564695,0.328997,-0.447533,-0.537793,-0.00842676,-0.542551,-0.559047,-0.486103,0.666405,-0.0184799,-0.0941536,-0.368801,0.222461,-0.13464,0.560572,-0.461285,0.273916,0.149403,0.376165,-0.714584,-0.80804,0.312701,-0.779463,0.144439,0.13591,0.226584,0.884874,-0.333277,-0.647799,-0.33988,-0.0244596,-0.295453,0.406826,0.259542,-0.26196,0.0424712,0.60301,-0.159437,0.017741,-0.305508;-4.82715,-3.42168,-4.75255,6.17217
5;-0.438473,-0.318475,0.547768,0.416977,0.340738,0.314048,-0.679295,0.828254,0.226137,-0.056004,0.528352,0.266262,-0.528118,-0.501029,0.188219,-0.455219,-0.548886,-0.580888,0.582915,0.068319,-0.186835,-0.388122,0.0804039,-0.1047,0.556886,-0.451079,0.238902,0.272341,0.427466,-0.634493,-0.708074,0.263884,-0.765221,0.0609232,0.124586,0.133301,0.892225,-0.323739,-0.750653,-0.454607,-0.133766,-0.327691,0.198926,0.131794,-0.241851,0.115357,0.624988,-0.275255,-0.242789,-0.262555;-5.2646,-1.99587,-2.54406,5.55
6;0.0790251,-0.130153,0.847916,0.356915,0.611019,-0.172851,-0.814047,0.940144,0.0660324,-0.222517,0.167717,0.762809,-0.473139,-0.072614,-0.439011,-0.17862,-0.228349,-0.790117,0.693574,-0.409147,-0.522133,-0.1222,0.178437,-0.36481,0.357401,-0.0765046,-0.326807,-0.274562,0.034911,-0.427236,-0.615957,-0.0138962,-0.507196,0.381331,-0.183772,-0.0282731,0.957355,0.0952943,-0.661408,-0.0715754,-0.56474,-0.681083,0.565867,-0.288981,-0.392594,0.465662,0.873832,0.170442,-0.126829,-0.222325;-4.69765,-1.68074,-3.19431,3.91329
7;0.174197,0.11159,0.91912,0.27309,0.689953,-0.435948,-0.848198,0.952971,0.0790729,0.202032,0.203595,0.65521,-0.432445,0.00184447,-0.536034,-0.143095,-0.34428,-0.78031,0.359486,-0.368604,-0.580003,-0.0352449,0.184304,-0.313127,0.338291,-0.187085,-0.238942,-0.0420202,0.0476071,-0.438243,-0.495528,0.401748,-0.682985,0.676645,-0.136778,0.210876,0.923297,0.434898,-0.716722,-0.558585,-0.630402,-0.800568,0.602753,-0.663771,-0.548872,-0.0739861,0.823471,0.0960858,0.0795224,-0.0664948;-6.13334,1.02239,0.12278,3.15982
8;-0.130869,-0.174973,0.959905,0.0359657,0.908809,-0.531242,-0.742396,0.796046,0.746197,0.249892,0.479438,0.833224,0.102847,-0.928462,-0.0708499,-0.663118,0.547895,-0.959618,-0.0340477,-0.0845697,0.0841016,0.557993,0.438635,0.66405,-0.723524,-0.798894,0.566443,-0.11698,0.131411,0.576115,-0.010908,0.155494,-0.528827,0.904676,-0.0812382,0.56408,0.921207,0.902849,-0.842156,-0.717064,0.119933,-0.921547,0.82573,-0.434148,-0.732428,-0.452839,0.841991,-0.398707,-0.64937,0.19294;-3.04277,7.6724,2.35984,4.3427
9;0.595786,0.569158,0.810038,-0.390515,0.484334,-0.764357,0.659326,0.912136,0.698315,-0.287548,0.430392,0.895731,0.0323787,-0.894909,0.023258,-0.390411,0.216179,-0.909872,-0.154374,-0.807481,0.775787,0.582169,0.465478,0.409318,-0.583185,-0.783859,0.105878,-0.154082,0.299436,-0.674207,-0.919212,0.214654,-0.768732,0.775338,0.265993,0.532783,0.985038,0.885493,-0.282791,-0.561115,-0.699839,-0.841469,0.861213,-0.923234,-0.357105,-0.396312,0.834052,-0.0804913,-0.22261,0.831966;-1.39561,1.79085,0.461918,4.22463
10;0.316831,0.618062,0.963056,-0.34036,0.658954,-0.0747636,0.00635307,0.700645,0.611928,-0.13269,0.55914,0.895699,0.848472,-0.98264,-0.13711,-0.510993,0.287699,-0.959254,-0.211838,-0.898562,0.579759,0.816431,-0.0766476,0.410546,-0.771542,-0.973477,0.564551,-0.257326,-0.223678,-0.368234,-0.632969,0.498385,-0.720923,0.973123,0.0825661,0.54836,0.925076,0.950745,-0.064429,-0.544422,-0.402655,-0.940577,0.930516,-0.463638,-0.489996,0.10169,0.824162,0.824886,-0.514715,0.684282;-0.37539,2.734,-2.74908,6.92514
11;0.217112,0.646076,0.923124,-0.291133,0.78354,-0.277341,0.13268,0.84289,0.61395,-0.133916,0.700604,0.824106,0.792427,-0.982525,-0.286898,-0.550054,0.436268,-0.960925,-0.168541,-0.833548,0.621844,0.800903,-0.0317223,0.259087,-0.797492,-0.97522,0.492633,-0.404405,-0.125162,-0.398639,-0.774416,0.810522,-0.702604,0.964507,0.360465,0.587071,0.831287,0.97461,-0.180569,-0.609844,-0.6643,-0.935963,0.873317,-0.679434,-0.503768,-0.0982445,0.785563,0.666772,-0.809985,0.187911;-1.24401,4.98244,-0.435804,5.54826
12;0.26976,0.336788,0.9291,-0.0627347,0.786235,-0.385078,-0.0581375,0.82927,0.40711,-0.140522,0.714994,0.835033,0.811825,-0.96656,-0.462728,-0.569217,0.375423,-0.9625,0.135174,-0.846782,0.434798,0.783099,-0.160379,0.31999,-0.785013,-0.966233,0.511037,-0.386559,-0.149859,-0.643451,-0.848964,0.746543,-0.534484,0.965003,0.289123,0.643608,0.869107,0.973397,-0.349068,-0.664837,-0.640762,-0.942956,0.881577,-0.505499,-0.491611,0.0391275,0.802434,0.704366,-0.709766,0.20515;-0.0987915,5.0257,-1.94091,6.67877
13;0.226499,0.36648,0.914113,-0.103714,0.790186,-0.291738,-0.180407,0.850161,0.520934,0.0956182,0.76618,0.860698,0.605137,-0.958976,-0.404353,-0.550548,0.184493,-0.969027,0.125422,-0.814475,0.423517,0.73329,-0.173626,0.254283,-0.778167,-0.963602,0.509264,-0.430392,-0.123189,-0.637908,-0.8441,0.835981,-0.542786,0.960207,0.35634,0.642658,0.902329,0.973664,-0.537089,-0.726488,-0.675725,-0.951804,0.861597,-0.53866,-0.483973,-0.0822869,0.7603,0.64615,-0.683442,0.223863;-1.40785,5.8343,-1.35248,5.89776
14;0.251371,0.35584,0.927886,-0.0660138,0.82831,-0.283302,-0.292036,0.858385,0.614439,0.024055,0.755709,0.888522,0.623353,-0.960497,-0.399581,-0.548761,0.170493,-0.967944,0.161577,-0.787152,0.442134,0.729504,-0.103374,0.264309,-0.778619,-0.953002,0.51873,-0.43868,-0.120969,-0.67653,-0.836949,0.77966,-0.558296,0.957937,0.2964,0.582191,0.908645,0.972744,-0.539429,-0.718278,-0.670629,-0.951905,0.86285,-0.454098,-0.461094,0.00494002,0.784561,0.604329,-0.651324,0.151471;-1.42866,5.87849,-1.69352,5.63061
15;0.164972,0.293478,0.606833,0.0339675,0.562483,0.0676959,0.422729,0.642254,0.656535,-0.25812,0.764606,0.678304,-0.0049239,-0.96253,0.391802,-0.667305,-0.584093,-0.77484,-0.0355485,-0.669756,0.804991,0.366022,0.271446,0.377271,-0.236915,-0.945321,0.596561,0.133247,0.647959,-0.939456,-0.948453,0.811089,-0.88668,0.735921,0.636563,0.541848,0.915344,0.797333,-0.458513,-0.814307,-0.58424,-0.721031,0.646393,-0.663332,-0.165745,-0.592583,0.639677,-0.259719,-0.226181,0.174549;-3.17922,0.686023,-1.73449,5.33924
16;0.198065,0.133948,0.585978,-0.0158116,0.481525,0.296746,0.125059,0.366205,0.506126,-0.546695,0.770139,0.698938,0.263966,-0.963042,0.632709,-0.607965,-0.460832,-0.791305,0.314417,-0.815964,0.755811,0.419781,-0.0228496,0.435144,-0.211924,-0.924762,0.660109,0.0515491,0.578608,-0.894675,-0.898313,0.437817,-0.838964,0.678101,0.473556,0.138444,0.952406,0.413002,-0.408406,-0.700678,-0.343014,-0.627134,0.751324,-0.159807,-0.0713185,-0.078312,0.809379,0.135103,-0.221267,0.184342;-1.26099,-1.44158,-4.36539,7.6013
17;0.50569,0.366213,0.798284,-0.350875,0.733338,-0.321009,-0.306263,0.78878,0.380588,-0.476004,0.534792,0.838531,-0.0840729,-0.900202,0.183828,-0.304569,0.0607863,-0.905999,0.158952,-0.909014,0.439521,0.521193,-0.0962001,0.136644,-0.428314,-0.88326,0.167844,-0.579572,0.317933,-0.644844,-0.7246,0.597495,-0.684078,0.817909,0.405306,0.0224994,0.982917,0.669455,-0.301626,-0.0931194,-0.824302,-0.896387,0.862434,-0.753634,-0.318616,0.115781,0.923093,0.385834,-0.483642,-0.076474;-3.46176,1.64094,-2.27328,5.38964
18;0.430076,-0.168697,0.813956,-0.213905,0.805639,-0.830255,-0.474501,0.548325,0.465266,0.0267031,0.429341,0.601667,-0.0304774,-0.939498,0.315899,-0.46129,0.105969,-0.904633,-0.0536094,-0.703074,0.551759,0.56805,0.41357,0.619997,-0.611867,-0.927118,0.0453318,-0.186212,0.567423,-0.509213,-0.824338,0.594104,-0.573238,0.90527,0.38885,0.514763,0.985692,0.904927,-0.204438,0.0334011,-0.645308,-0.871366,0.936981,-0.885553,-0.601938,-0.474064,0.964959,-0.215393,-0.181669,-0.228601;-2.24377,5.5884,-0.00767816,4.23535
19;0.547624,0.266386,0.956623,0.174225,0.791637,-0.344386,-0.636239,0.927645,0.181503,-0.723377,0.226984,0.895274,-0.121463,-0.594462,-0.0545037,-0.493951,0.564541,-0.764584,0.432727,-0.790113,-0.0944716,0.584144,0.434066,0.223979,-0.0530462,-0.918817,-0.0436334,-0.402002,0.131729,-0.279032,-0.610488,-0.178432,-0.712245,0.926041,-0.0580176,0.282834,0.93422,0.57058,-0.465842,-0.743844,-0.763242,-0.740299,0.787553,-0.533107,-0.72877,0.417484,0.926608,-0.285368,-0.0703683,0.00275616;-6.80895,2.45343,-3.67878,6.8278
20;0.565119,0.503362,0.874343,-0.426611,0.817079,-0.602442,0.40869,0.882935,0.492545,0.036727,0.645742,0.854898,0.031733,-0.822359,0.144661,-0.229984,-0.352996,-0.919482,-0.384439,-0.844076,0.570651,0.560379,-0.0149755,0.350418,-0.482135,-0.834428,0.238221,-0.141824,0.264987,-0.641537,-0.710768,0.809589,-0.753756,0.807378,0.551372,0.536514,0.985481,0.818537,-0.464429,-0.50441,-0.670566,-0.924799,0.892592,-0.951211,-0.346455,-0.651633,0.827705,-0.0209965,-0.00340143,0.658507;-2.24212,1.0908,0.0425102,5.31082
21;0.345047,0.486386,0.947627,-0.0614613,0.722544,-0.154303,-0.482741,0.718465,0.648078,-0.477484,0.816141,0.901768,0.831677,-0.975036,-0.0366204,-0.456916,0.222085,-0.958009,0.110285,-0.875137,0.504216,0.841416,-0.106817,0.222026,-0.79071,-0.963773,0.581073,-0.398536,-0.220314,-0.333446,-0.500258,0.559988,-0.680262,0.969416,-0.111244,0.323036,0.914597,0.951169,-0.258482,-0.673764,-0.621581,-0.932982,0.933975,-0.0704279,-0.501017,0.352422,0.880271,0.774328,-0.468192,0.479613;-1.5981,4.34336,-3.77445,7.79307
