Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.350581,0.497304,0.199112,0.338555,-0.0466246,0.127686,-0.37916,0.443955,-0.200063,0.383336,-0.410458,0.206015,0.180708,-0.348894,-0.485518,-0.0211075,-0.0273988,0.145959,-0.284233,-0.52583,-0.45968,-0.0253654,-0.435982,0.371227,0.0376267;3.32209,-1.78577,-1.1446,3.22788
1;-0.438741,0.497304,0.444069,0.522409,-0.213013,0.127686,-0.240397,0.443955,-0.14618,0.382135,-0.39986,0.285546,0.366731,0.0894623,-0.14787,0.00415487,-0.0277795,-0.194199,-0.541888,-0.52583,-0.400162,-0.352218,-0.565856,0.757422,0.34233;1.64722,-3.93215,-1.14889,2.87093
2;-0.512016,0.497304,0.643993,0.655904,-0.559381,0.127686,-0.103483,0.443955,-0.137664,0.382291,-0.18842,0.264459,0.717855,0.200266,-0.155166,0.432682,-0.310722,-0.314787,-0.679426,-0.52583,-0.377532,-0.344446,-0.0914152,0.828301,0.498488;1.34785,-3.13951,-1.88676,2.61121
3;-0.548376,0.497304,0.566436,0.714112,-0.670168,0.127686,0.188106,0.443955,0.116403,0.38235,-0.508937,0.261103,0.838783,0.249459,-0.153233,0.0988132,-0.32154,0.14493,-0.765466,-0.52583,-0.310571,-0.180638,-0.362797,0.871639,0.724976;-0.208183,-4.76367,-1.81077,3.89375
4;-0.586673,0.702915,0.654379,0.875833,-0.773034,0.305063,-0.157529,0.763192,0.468689,0.0717709,0.121359,-0.0249665,0.672521,-0.0439805,-0.164949,-0.0743022,0.24629,0.255513,-0.677124,-0.750067,-0.566194,-0.381265,-0.15962,0.694668,0.895487;1.67,-6.31447,-1.38106,2.55529
5;-0.564953,0.702915,0.601791,0.858333,-0.675799,0.305063,-0.152599,0.763192,-0.0780556,0.0709923,0.367541,-0.172386,0.787387,-0.126333,0.0259963,-0.298387,0.449292,0.528583,-0.524262,-0.750067,-0.690022,0.123919,-0.243394,0.846921,0.748623;2.80415,-5.92287,-1.1952,3.76779
6;-0.820876,0.797791,0.699632,0.890717,-0.848248,0.371292,0.317579,0.754456,-0.472705,0.244973,0.0893421,-0.452449,0.436782,-0.508274,-0.504903,-0.607659,0.45692,0.763267,-0.290265,-0.89513,-0.646901,-0.103802,-0.214322,0.932047,0.181146;0.983899,-5.05288,-2.281,6.61144
7;-0.927161,0.812308,0.808436,0.832918,-0.560724,0.687764,0.680134,0.642441,-0.306666,0.346687,-0.108288,-0.660477,0.0201699,-0.266457,-0.777002,-0.674694,0.61612,0.807701,-0.332702,-0.903294,-0.162382,0.0733817,-0.215792,0.91296,0.591552;-0.74828,-3.25253,-1.40567,5.87526
8;-0.963345,0.839408,0.783257,0.722514,-0.119069,0.301232,-0.0566921,0.728406,-0.606449,0.712864,0.280765,-0.643317,0.664684,0.113679,-0.893769,-0.496767,0.829928,0.871372,0.214886,-0.857467,-0.142376,-0.393844,-0.0637776,0.925341,0.739255;2.97361,-3.55834,-1.23782,3.21248
9;-0.945653,0.839408,0.61031,0.442388,-0.343653,0.301232,-0.0164344,0.728406,-0.730124,0.712895,0.389379,-0.562776,0.744437,0.154997,-0.889627,-0.513137,0.913599,0.839036,-0.265459,-0.857467,0.180287,-0.0913489,0.158648,0.934287,0.718023;4.3421,-3.26665,-1.70744,2.83658
10;-0.976198,0.814496,0.383674,0.849705,-0.399289,-0.0848274,0.507867,0.0261016,-0.762242,0.686496,0.721758,-0.663924,0.417438,0.691913,-0.87565,-0.74804,0.908668,0.963355,0.0293969,-0.976561,-0.307506,0.472372,-0.0184333,0.935098,0.0785012;0.931798,2.59757,-1.52674,4.38493
11;-0.970516,0.814496,0.52718,0.769627,-0.279919,-0.0848274,0.760022,0.0261016,-0.755324,0.685706,0.63584,-0.656251,-0.403074,0.678059,-0.878092,-0.459722,0.949463,0.912587,-0.0415827,-0.976561,0.0170022,0.658721,0.29508,0.67362,-0.103539;-0.444065,6.15244,-0.802183,3.4579
