Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.350581,0.497304,0.199112,0.338555,-0.0466246,0.127686,-0.37916,0.443955,-0.200063,0.383336,-0.410458,0.206015,0.180708,-0.348894,-0.485518,-0.0211075,-0.0273988,0.145959,-0.284233,-0.52583,-0.45968,-0.0253654,-0.435982,0.371227,0.0376267;0.423168,-0.545042,-0.665246,1.64098
1;-0.438741,0.497304,0.444069,0.522409,-0.213013,0.127686,-0.240397,0.443955,-0.14618,0.382135,-0.39986,0.285546,0.366731,0.0894623,-0.14787,0.00415487,-0.0277795,-0.194199,-0.541888,-0.52583,-0.400162,-0.352218,-0.565856,0.757422,0.34233;0.380156,1.14172,-1.87343,2.16868
2;-0.512016,0.497304,0.643993,0.655904,-0.559381,0.127686,-0.103483,0.443955,-0.137664,0.382291,-0.18842,0.264459,0.717855,0.200266,-0.155166,0.432682,-0.310722,-0.314787,-0.679426,-0.52583,-0.377532,-0.344446,-0.0914152,0.828301,0.498488;0.00834737,2.89281,-0.604328,2.03285
3;-0.548376,0.497304,0.566436,0.714112,-0.670168,0.127686,0.188106,0.443955,0.116403,0.38235,-0.508937,0.261103,0.838783,0.249459,-0.153233,0.0988132,-0.32154,0.14493,-0.765466,-0.52583,-0.310571,-0.180638,-0.362797,0.871639,0.724976;-0.156734,2.31594,-1.38445,2.86418
4;-0.570125,0.497304,0.550532,0.746188,-0.70912,0.127686,0.277049,0.443955,0.144207,0.382525,-0.40855,0.158378,0.882975,0.276608,-0.152925,0.317862,-0.143223,-0.123287,-0.734785,-0.52583,-0.283332,-0.422041,0.143856,0.85619,0.699292;0.148792,2.73447,-1.24354,3.01124
5;-0.562458,0.497304,0.521973,0.735119,-0.710455,0.127686,0.307309,0.443955,-0.067217,0.382596,-0.412758,0.146881,0.873255,0.247298,-0.143492,-0.0770986,-0.337678,0.362641,-0.728134,-0.52583,-0.267572,-0.350822,-0.122329,0.852817,0.615712;0.0706279,2.10013,-2.32632,3.59157
6;-0.381889,0.433521,0.529719,0.8777,-0.640663,-0.304711,0.170947,0.160772,0.302008,0.711564,0.343854,0.371874,0.845174,0.645497,0.387887,-0.0743681,-0.337022,0.353935,-0.768683,-0.795772,-0.252657,-0.2451,0.363987,0.701509,0.252083;0.827995,2.70675,-1.33698,4.27108
7;-0.394558,0.433521,0.423738,0.884935,-0.658442,-0.304711,0.486446,0.160772,0.272869,0.711586,0.283369,0.230077,0.696783,0.614785,0.324627,0.206055,-0.129765,0.499966,-0.913705,-0.795772,-0.374199,0.36387,0.545288,0.532257,0.367983;0.834147,1.30648,0.601582,3.28263
8;-0.780322,0.593914,0.416452,0.944109,-0.671829,-0.235379,0.804714,0.140643,-0.174811,0.789213,-0.463909,-0.289964,0.458345,0.305025,-0.240764,-0.475701,-0.501642,0.842197,-0.839145,-0.915587,-0.0920609,-0.103001,0.282657,0.75303,-0.417836;1.03598,-0.0819074,-6.19023,4.94799
9;-0.908563,0.767241,0.594006,0.96884,-0.748133,-0.00598451,0.83937,0.0838047,0.413323,0.196562,0.766652,-0.579748,-0.85322,0.22003,-0.509259,-0.8645,0.364189,0.935192,-0.679279,-0.983042,-0.666433,-0.276706,-0.534758,0.781082,0.382777;1.0792,2.2435,-8.99524,5.21447
