Passo;A  o
0;3
1;3
2;3
3;2
4;3
5;3
6;3
7;3
8;4
9;4
10;0
11;3
12;0
13;3
14;0
15;3
16;3
17;2
18;3
19;3
20;3
21;3
22;3
23;3
24;3
25;3
26;3
27;3
28;3
29;3
30;0
31;0
32;3
33;0
34;3
35;0
36;3
37;3
38;2
39;0
40;3
41;3
42;4
43;4
44;0
45;3
46;0
47;0
48;3
49;0
50;3
51;0
52;3
53;3
54;2
55;3
56;0
57;3
58;3
59;4
60;4
61;0
62;3
63;0
64;0
65;3
66;3
67;0
68;3
69;0
70;3
71;3
72;2
73;3
74;3
75;0
76;3
77;3
78;0
79;0
80;3
81;0
82;3
83;3
84;4
85;0
86;3
87;0
88;3
89;3
90;2
91;3
92;3
93;0
94;3
95;3
96;4
97;4
98;0
99;3
100;0
101;3
102;0
103;3
104;3
105;0
106;3
107;0
108;3
109;3
110;2
111;3
112;3
113;0
114;3
115;3
116;4
117;4
118;0
119;3
120;0
121;3
122;0
123;3
124;3
125;0
126;3
127;0
128;3
129;3
130;2
131;3
132;0
133;3
134;3
135;0
136;3
137;0
138;0
139;3
140;3
141;0
142;3
143;0
144;3
145;3
146;2
147;3
148;3
149;0
150;3
151;3
152;4
153;4
154;0
155;3
156;0
157;3
158;0
159;3
160;0
161;3
162;0
163;3
164;3
165;2
166;0
167;3
168;3
169;4
170;4
171;0
172;3
173;0
174;0
175;3
176;0
177;3
178;0
179;3
180;3
181;2
182;3
183;0
184;3
185;3
186;4
187;4
188;0
189;3
190;0
191;0
192;3
193;3
194;0
195;3
196;0
197;3
198;3
199;2
200;3
201;3
202;0
203;3
204;3
205;0
206;0
207;3
208;3
209;0
210;3
211;0
212;3
213;0
214;3
215;3
216;2
217;3
218;0
219;3
220;3
221;4
222;4
223;0
224;3
225;0
226;0
227;3
228;3
229;0
230;3
231;0
232;3
233;3
234;2
235;3
236;3
237;0
238;3
239;3
240;4
241;4
242;0
243;3
244;0
245;3
246;0
247;3
248;3
249;0
250;3
251;0
252;3
253;3
254;2
255;3
256;0
257;3
258;3
259;0
260;3
261;0
262;0
263;3
264;3
265;0
266;3
267;0
268;3
269;3
270;2
271;3
272;3
273;0
274;3
275;3
276;4
277;4
278;0
279;3
280;0
281;3
282;0
283;3
284;4
285;0
286;3
287;0
288;3
289;3
290;2
291;3
292;0
293;3
294;3
295;0
296;0
297;3
298;0
299;3
300;-0.42446
