Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.350679,-0.482752,0.143353,-0.148805,0.514268,0.383953,0.288457,0.223705,0.314897,0.389984,0.0937348,0.212494;-7.34359,-1.50665,-1.98886,1.50196
1;0.350679,-0.518578,-0.111175,-0.0585202,0.315414,0.383953,0.190227,0.495666,0.420236,0.214572,0.140612,0.397625;-6.27739,0.403803,-1.12915,2.74111
2;0.350679,-0.530178,-0.0522733,0.0528612,0.275088,0.383953,0.25042,0.409906,0.534414,-0.0176714,-0.216356,0.328851;-4.71585,1.8844,1.15218,2.38429
3;0.350679,-0.54253,-0.0884364,0.0175022,0.233619,0.383953,0.322054,0.131275,0.500169,0.0565704,-0.3486,0.314437;-4.50854,1.90702,2.07108,1.8743
4;0.350679,-0.538849,-0.131164,-0.0965497,0.245673,0.383953,0.299665,0.133928,0.377867,0.28952,-0.0998105,0.299461;-5.96069,0.611383,0.431974,1.78592
5;0.350679,-0.525536,-0.117854,-0.0952673,0.291022,0.383953,0.225272,0.377631,0.379106,0.287412,0.1031,0.30383;-6.60645,0.202958,-0.972125,2.1957
6;0.0957683,-0.539516,-0.351944,0.328151,-0.147395,0.566352,0.0195236,0.603647,0.460232,0.388584,-0.0387853,0.548675;-2.4279,4.13885,0.543569,4.35393
7;0.0957683,-0.548193,-0.181912,0.408181,-0.089397,0.566352,0.306189,0.615183,0.551735,0.211085,-0.258885,0.415039;-1.44087,4.69169,2.11437,4.26701
8;0.715896,-0.352637,0.354478,-0.412125,0.463514,0.502686,0.599627,0.659374,0.598437,-0.026628,-0.226011,0.100764;-10.2925,-2.18929,0.630588,1.54859
9;0.557378,-0.375553,-0.240653,-0.0836612,-0.188988,0.658602,-0.0927635,0.695721,0.591835,0.254871,-0.0964221,0.541465;-7.16951,1.61559,0.244573,3.34618
10;0.791698,-0.123157,-0.121468,0.349687,0.229725,0.853381,-0.0215505,0.528737,0.759401,0.418269,-0.23196,0.18717;-5.03907,1.19161,-3.0372,3.5462
11;0.843822,-0.555586,0.362338,-0.0213411,0.229454,0.881643,0.0722083,0.534811,0.900609,0.1985,-0.40257,0.0977116;-8.96414,0.0188185,-1.25152,0.400787
12;0.843822,-0.570236,0.301165,-0.0190845,0.0452196,0.881643,-0.185574,0.357222,0.901233,0.193439,-0.524059,0.0976046;-8.82937,0.722122,-0.735511,-0.459324
13;0.873135,-0.150304,0.159948,-0.110221,0.461464,0.774315,0.230094,0.153921,0.688189,0.391302,-0.13613,-0.00188631;-9.68805,-2.41122,-3.45031,1.08569
14;0.791698,-0.137543,-0.371948,0.141493,0.163362,0.853381,-0.0401504,0.585758,0.603927,0.723532,0.308992,0.420865;-7.26567,-0.426087,-5.39371,4.44531
15;0.791698,-0.124966,-0.20553,0.309428,0.277706,0.853381,0.135438,0.793276,0.732836,0.493643,0.170423,0.31842;-5.83562,0.386412,-4.71596,4.90758
16;0.712989,-0.769619,0.444362,0.221505,0.367835,0.900901,-0.478633,0.374024,0.858007,-0.556608,-0.35439,0.0347265;-8.60939,2.2176,-1.49718,-2.33351
17;0.791698,-0.162753,0.074497,0.228441,0.141508,0.853381,0.190024,-0.092945,0.674715,0.619576,-0.655557,0.389671;-3.96708,0.634684,-0.144142,2.93695
