0.00000000, 0.00007399, 0.00001389, 0.00001523, 0.00001127, 0.00001152, 0.00002848, 0.00002087, 0.00002510, 0.00002265, 0.00001393, 0.00001115, 0.00004650, 0.00002232, 0.00022239, 0.00001679, 0.00003846, 0.00005697, 0.00003253, 0.00000694, 0.00001476, 0.00004194, 0.00000908, 0.00039171, 0.00003419, 0.00035917, 0.00000873, 0.00000784, 0.00002824, 0.00005791, 0.00021096, 0.00010610, 0.00005802, 0.00007910, 0.00022235, 0.00001404, 0.00013743, 0.00004651, 0.00009480, 0.00000634, 0.00007661, 0.00000928, 0.00001329, 0.00006778, 0.00000657, 0.00000575, 0.00002918, 0.00007624, 0.00001062, 0.00001856, 0.00002604, 0.00020773, 0.00035788, 0.00001672, 0.00001110, 0.00001666, 0.00000244, 0.00004400, 0.00001521, 0.00006232, 0.00013023, 0.00000736, 0.00001833, 0.00001174, 0.00002096, 0.00002146, 0.00096261, 0.00001691, 0.00004452, 0.00016925, 0.00222004, 0.00004512, 0.00007666, 0.00040318, 0.00004590, 0.00009657, 0.00001814, 0.00001756, 0.00001359, 0.00013479, 0.00004759, 0.00001774, 0.00000903, 0.00012316
0.00007399, 0.00000000, 0.00001483, 0.00001301, 0.00000277, 0.00000508, 0.00004097, 0.00000556, 0.00002012, 0.00009845, 0.00003206, 0.00004733, 0.00001503, 0.00001346, 0.00007933, 0.00000769, 0.00004110, 0.00002279, 0.00001389, 0.00008168, 0.00000535, 0.00002205, 0.00000444, 0.00001241, 0.00002225, 0.00005995, 0.00000711, 0.00051267, 0.00002730, 0.00000517, 0.00003993, 0.00000891, 0.00003017, 0.00001135, 0.00001459, 0.00007983, 0.00061061, 0.00012929, 0.00019924, 0.00001700, 0.00001886, 0.00000468, 0.00001064, 0.00001339, 0.00001581, 0.00000842, 0.00001520, 0.00002699, 0.00003372, 0.00000978, 0.00001950, 0.00000641, 0.00002916, 0.00004685, 0.00000573, 0.00008775, 0.00001632, 0.00017766, 0.00002267, 0.00002871, 0.00002044, 0.00005548, 0.00000574, 0.00018505, 0.00000443, 0.00002384, 0.00001005, 0.00007127, 0.00051960, 0.00000355, 0.00039351, 0.00001793, 0.00002174, 0.00007857, 0.00005939, 0.00002806, 0.00002842, 0.00006907, 0.00001039, 0.00005548, 0.00019831, 0.00002322, 0.00010421, 0.00002754
0.00001389, 0.00001483, 0.00000000, 0.00001110, 0.00001918, 0.00003115, 0.00000630, 0.00019708, 0.00001501, 0.00009486, 0.00001246, 0.00006635, 0.00004616, 0.00002529, 0.00001621, 0.00055936, 0.00003251, 0.00002024, 0.00002662, 0.00000985, 0.00002969, 0.00002273, 0.00002242, 0.00001587, 0.00003366, 0.00003223, 0.00002326, 0.00012696, 0.00027651, 0.00010208, 0.00003244, 0.00002472, 0.00001178, 0.00002277, 0.00096042, 0.00003928, 0.00003347, 0.00000683, 0.00001539, 0.00011593, 0.00002067, 0.00000591, 0.00000823, 0.00007013, 0.00001084, 0.00024103, 0.00003114, 0.00005894, 0.00004923, 0.00003501, 0.00003709, 0.00000714, 0.00002587, 0.00015930, 0.00004840, 0.00003102, 0.00001518, 0.00002040, 0.00004415, 0.00003525, 0.00000946, 0.00033834, 0.00014576, 0.00002251, 0.00000881, 0.00003726, 0.00026302, 0.00011952, 0.00006772, 0.00002774, 0.00004600, 0.00000510, 0.00003492, 0.00000958, 0.00054992, 0.00005393, 0.00001416, 0.00010146, 0.00022566, 0.00002599, 0.00001534, 0.00001143, 0.00010938, 0.00015266
0.00001523, 0.00001301, 0.00001110, 0.00000000, 0.00002968, 0.00000608, 0.00002960, 0.00000737, 0.00001036, 0.00001791, 0.00003977, 0.00012338, 0.00032548, 0.00003420, 0.00002140, 0.00001126, 0.00012635, 0.00001439, 0.00001115, 0.00003179, 0.00003121, 0.00001821, 0.00000645, 0.00010155, 0.00001560, 0.00003367, 0.00002289, 0.00039941, 0.00007976, 0.00025588, 0.00004033, 0.00002395, 0.00002303, 0.00009217, 0.00001981, 0.00001408, 0.00028678, 0.00030164, 0.00001409, 0.00001757, 0.00008553, 0.00002799, 0.00024864, 0.00002054, 0.00012922, 0.00038064, 0.00002283, 0.00002154, 0.00018275, 0.00001050, 0.00006060, 0.00001907, 0.00050945, 0.00007202, 0.00031208, 0.00001500, 0.00001141, 0.00005748, 0.00001927, 0.00008154, 0.00003298, 0.00001152, 0.00005649, 0.00001634, 0.00004764, 0.00074817, 0.00002777, 0.00051031, 0.00035981, 0.00004247, 0.00001867, 0.00001539, 0.00002637, 0.00015718, 0.00005916, 0.00014458, 0.00001403, 0.00003059, 0.00031340, 0.00093390, 0.00004626, 0.00010245, 0.00017808, 0.00005333
0.00001127, 0.00000277, 0.00001918, 0.00002968, 0.00000000, 0.00001644, 0.00011556, 0.00001112, 0.00010104, 0.00004378, 0.00009305, 0.00000212, 0.00001724, 0.00014395, 0.00001466, 0.00003371, 0.00002137, 0.00003989, 0.00000934, 0.00001015, 0.00001948, 0.00005316, 0.00000494, 0.00000776, 0.00005802, 0.00016375, 0.00002809, 0.00003313, 0.00026017, 0.00007478, 0.00001649, 0.00001043, 0.00004808, 0.00009336, 0.00001663, 0.00004874, 0.00000372, 0.00000363, 0.00000806, 0.00001936, 0.00034387, 0.00003757, 0.00001063, 0.00000759, 0.00007695, 0.00001049, 0.00002473, 0.00001097, 0.00001083, 0.00002060, 0.00001482, 0.00000697, 0.00001244, 0.00001351, 0.00006106, 0.00002379, 0.00002017, 0.00000348, 0.00007253, 0.00001426, 0.00080323, 0.00001862, 0.00005557, 0.00061133, 0.00001309, 0.00003887, 0.00003589, 0.00001602, 0.00002948, 0.00005828, 0.00033908, 0.00000367, 0.00005629, 0.00002552, 0.00002296, 0.00008957, 0.00000712, 0.00003466, 0.00002714, 0.00002487, 0.00001645, 0.00000932, 0.00001428, 0.00001074
0.00001152, 0.00000508, 0.00003115, 0.00000608, 0.00001644, 0.00000000, 0.00011065, 0.00020401, 0.00010603, 0.00000702, 0.00011662, 0.00002418, 0.00003526, 0.00005062, 0.00008913, 0.00003314, 0.00003887, 0.00001607, 0.00002033, 0.00001841, 0.00002309, 0.00006450, 0.00002507, 0.00000738, 0.00037915, 0.00008141, 0.00001625, 0.00001361, 0.00012791, 0.00023714, 0.00002830, 0.00088547, 0.00002383, 0.00003724, 0.00006664, 0.00001739, 0.00004511, 0.00003396, 0.00001071, 0.00001180, 0.00004044, 0.00000734, 0.00001139, 0.00006361, 0.00005939, 0.00003999, 0.00000726, 0.00002279, 0.00001842, 0.00000708, 0.00003402, 0.00005971, 0.00001138, 0.00121025, 0.00001347, 0.00023114, 0.00019525, 0.00002218, 0.00024250, 0.00000584, 0.00006223, 0.00002516, 0.00001885, 0.00001585, 0.00016788, 0.00001465, 0.00001374, 0.00001154, 0.00077896, 0.00001445, 0.00005675, 0.00119050, 0.00004150, 0.00004118, 0.00001276, 0.00004174, 0.00008036, 0.00011487, 0.00003347, 0.00024474, 0.00000832, 0.00007380, 0.00001975, 0.00001065
0.00002848, 0.00004097, 0.00000630, 0.00002960, 0.00011556, 0.00011065, 0.00000000, 0.00001669, 0.00004138, 0.00004757, 0.00002243, 0.00001993, 0.00012126, 0.00001114, 0.00002028, 0.00007473, 0.00000982, 0.00005502, 0.00001712, 0.00000298, 0.00000544, 0.00009276, 0.00001875, 0.00032816, 0.00002195, 0.00003706, 0.00005792, 0.00001582, 0.00003565, 0.00001145, 0.00001261, 0.00001135, 0.00001479, 0.00031473, 0.00009918, 0.00001097, 0.00000494, 0.00004513, 0.00000731, 0.00000884, 0.00062761, 0.00001064, 0.00000985, 0.00006006, 0.00006870, 0.00036268, 0.00004179, 0.00000946, 0.00001742, 0.00002705, 0.00001986, 0.00005511, 0.00001327, 0.00004070, 0.00002201, 0.00003839, 0.00002555, 0.00008904, 0.00006722, 0.00001277, 0.00006407, 0.00003032, 0.00002295, 0.00000852, 0.00001889, 0.00001972, 0.00106962, 0.00008845, 0.00005940, 0.00006723, 0.00000734, 0.00006871, 0.00001857, 0.00002059, 0.00002708, 0.00001219, 0.00008299, 0.00001847, 0.00002294, 0.00003961, 0.00003414, 0.00002196, 0.00002083, 0.00001295
0.00002087, 0.00000556, 0.00019708, 0.00000737, 0.00001112, 0.00020401, 0.00001669, 0.00000000, 0.00002958, 0.00001106, 0.00003904, 0.00008106, 0.00000828, 0.00002150, 0.00002672, 0.00002565, 0.00003304, 0.00004083, 0.00002196, 0.00004613, 0.00000309, 0.00001705, 0.00009671, 0.00000701, 0.00002969, 0.00010385, 0.00005323, 0.00001572, 0.00001160, 0.00000839, 0.00005039, 0.00045572, 0.00001396, 0.00040815, 0.00034268, 0.00001518, 0.00040915, 0.00000409, 0.00003432, 0.00005895, 0.00001589, 0.00010195, 0.00001761, 0.00061563, 0.00000754, 0.00004669, 0.00002290, 0.00009011, 0.00002326, 0.00001624, 0.00000451, 0.00007133, 0.00001896, 0.00005639, 0.00002114, 0.00008403, 0.00027782, 0.00019403, 0.00005709, 0.00001144, 0.00009754, 0.00001361, 0.00001015, 0.00007445, 0.00000534, 0.00003308, 0.00001216, 0.00008000, 0.00001491, 0.00002218, 0.00005311, 0.00003409, 0.00000713, 0.00005830, 0.00002280, 0.00001932, 0.00046871, 0.00017969, 0.00033230, 0.00008999, 0.00033790, 0.00100525, 0.00032818, 0.00011459
0.00002510, 0.00002012, 0.00001501, 0.00001036, 0.00010104, 0.00010603, 0.00004138, 0.00002958, 0.00000000, 0.00003416, 0.00001356, 0.00002888, 0.00002421, 0.00002592, 0.00001543, 0.00011982, 0.00038165, 0.00007336, 0.00013990, 0.00001161, 0.00000917, 0.00020864, 0.00034586, 0.00000986, 0.00011834, 0.00000335, 0.00015560, 0.00001380, 0.00002619, 0.00003758, 0.00001044, 0.00007895, 0.00001883, 0.00003603, 0.00003444, 0.00002579, 0.00001657, 0.00000944, 0.00000822, 0.00001191, 0.00002880, 0.00001282, 0.00017036, 0.00014006, 0.00050055, 0.00043518, 0.00008744, 0.00007455, 0.00080526, 0.00002074, 0.00005200, 0.00001025, 0.00001617, 0.00001561, 0.00004548, 0.00014385, 0.00001218, 0.00005347, 0.00002197, 0.00000490, 0.00025484, 0.00001483, 0.00031413, 0.00002015, 0.00005436, 0.00030286, 0.00002336, 0.00008299, 0.00000762, 0.00009531, 0.00003997, 0.00000653, 0.00001395, 0.00007600, 0.00004550, 0.00001036, 0.00004520, 0.00026258, 0.00001090, 0.00002622, 0.00015549, 0.00000893, 0.00026541, 0.00000886
0.00002265, 0.00009845, 0.00009486, 0.00001791, 0.00004378, 0.00000702, 0.00004757, 0.00001106, 0.00003416, 0.00000000, 0.00001964, 0.00000784, 0.00003252, 0.00009023, 0.00001354, 0.00179312, 0.00021022, 0.00013547, 0.00003434, 0.00001093, 0.00000880, 0.00003004, 0.00054303, 0.00011452, 0.00001394, 0.00198303, 0.00033997, 0.00002126, 0.00007662, 0.00064288, 0.00010009, 0.00039245, 0.00003655, 0.00013406, 0.00154262, 0.00013542, 0.00019684, 0.00001143, 0.00002278, 0.00000861, 0.00000517, 0.00000838, 0.00003013, 0.00001350, 0.00002327, 0.00001716, 0.00002605, 0.00013892, 0.00004215, 0.00000910, 0.00001759, 0.00002008, 0.00015212, 0.00228219, 0.00005795, 0.00003096, 0.00046531, 0.00000558, 0.00003045, 0.00004432, 0.00003044, 0.00000891, 0.00000337, 0.00168421, 0.00003119, 0.00001714, 0.00003156, 0.00012156, 0.00002892, 0.00106903, 0.00001995, 0.00004910, 0.00002355, 0.00006791, 0.00005290, 0.00073666, 0.00005232, 0.00000404, 0.00003424, 0.00032909, 0.00001742, 0.00008433, 0.00050011, 0.00009198
