Passo;A  o
0;3
1;2
2;3
3;3
4;3
5;0
6;0
7;3
8;3
9;3
10;3
11;3
12;3
13;3
14;3
15;3
16;0
17;3
18;0
19;0
20;2
21;3
22;3
23;3
24;3
25;4
26;0
27;4
28;0
29;4
30;0
31;0
32;3
33;3
34;3
35;0
36;0
37;2
38;3
39;3
40;3
41;4
42;0
43;4
44;0
45;4
46;0
47;0
48;3
49;3
50;3
51;0
52;0
53;2
54;3
55;3
56;3
57;4
58;0
59;4
60;0
61;4
62;0
63;0
64;3
65;3
66;3
67;0
68;0
69;2
70;3
71;3
72;3
73;4
74;0
75;4
76;0
77;4
78;0
79;0
80;3
81;3
82;3
83;0
84;0
85;2
86;3
87;3
88;3
89;4
90;0
91;4
92;0
93;4
94;0
95;0
96;3
97;3
98;3
99;0
100;0
101;2
102;3
103;3
104;3
105;4
106;0
107;4
108;0
109;4
110;0
111;0
112;3
113;3
114;3
115;0
116;0
117;2
118;3
119;3
120;3
121;4
122;0
123;4
124;0
125;4
126;0
127;0
128;3
129;3
130;3
131;0
132;0
133;2
134;3
135;3
136;3
137;4
138;0
139;4
140;0
141;4
142;0
143;0
144;3
145;3
146;3
147;0
148;0
149;2
150;3
151;3
152;3
153;4
154;0
155;4
156;0
157;4
158;0
159;0
160;3
161;3
162;3
163;0
164;0
165;2
166;3
167;3
168;3
169;4
170;0
171;4
172;0
173;4
174;0
175;0
176;3
177;3
178;3
179;0
180;0
181;2
182;3
183;3
184;3
185;4
186;0
187;4
188;0
189;4
190;0
191;0
192;3
193;3
194;3
195;0
196;0
197;2
198;3
199;3
200;3
201;4
202;0
203;4
204;0
205;4
206;0
207;0
208;3
209;3
210;3
211;0
212;0
213;2
214;3
215;3
216;3
217;4
218;0
219;4
220;0
221;4
222;0
223;0
224;3
225;3
226;3
227;0
228;0
229;2
230;3
231;3
232;3
233;4
234;0
235;4
236;0
237;4
238;0
239;0
240;3
241;3
242;3
243;0
244;0
245;2
246;3
247;3
248;3
249;4
250;0
251;4
252;0
253;4
254;0
255;0
256;3
257;3
258;3
259;0
260;0
261;2
262;3
263;3
264;3
265;4
266;0
267;4
268;0
269;4
270;0
271;0
272;3
273;3
274;3
275;0
276;0
277;2
278;3
279;3
280;3
281;4
282;0
283;4
284;0
285;4
286;0
287;0
288;3
289;3
290;3
291;0
292;0
293;2
294;3
295;3
296;3
297;4
298;0
299;4
300;-1.83255e-06
