-7.618713 -5.784808 1.358916 -2.042030 -2.758440 3.841772 -5.916611 0.993468 -0.052745 2.887638 -1.473890 1.046846 1.092395 -0.518237 0.886344 -1.475819 -0.781548 -0.352661 0.921031 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.305000 
-10.379662 -6.744528 1.358916 -2.185173 -2.758440 3.841772 -6.128120 1.485127 -0.052745 3.254080 -1.473890 1.046846 1.092395 -0.518237 0.886344 -1.475819 -0.781548 -0.352661 0.919016 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.261667 
-10.503298 -1.324520 -0.052386 -2.185173 -2.758440 3.841772 -6.128120 2.854603 -2.937408 3.289831 -1.473890 2.993080 1.092395 -0.518237 1.104441 -1.463035 -0.781548 -0.352661 0.921031 -0.402401 -0.565848 0.178451 -0.025854 0.640979 -0.046667 
-7.618713 -5.194165 0.749777 -2.303655 -2.235600 3.841772 -6.602910 2.273135 -2.367728 2.887638 -4.000374 1.960774 1.092395 -0.518237 2.595967 -1.475819 -0.781548 -0.352661 0.919016 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.136667 
-7.618713 -5.194165 0.749777 -2.185173 -1.645264 3.841772 -6.128120 2.854603 -2.937408 3.289831 -1.473890 2.993080 1.092395 -0.518237 1.104441 -1.463035 -0.781548 -0.352661 0.921031 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.258333 
-7.618713 -5.194165 0.749777 -2.185173 -2.758440 3.841772 -6.128120 2.854603 -2.937408 3.289831 -1.473890 2.993080 1.092395 -0.518237 1.104441 -1.463035 -0.781548 -0.352661 0.921031 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.275000 
-7.618713 -5.194165 0.749777 -2.185173 -0.921490 3.841772 -6.128120 2.854603 -2.937408 3.289831 -1.473890 2.993080 1.092395 -0.518237 1.104441 -1.463035 -0.781548 -0.352661 0.919016 0.645258 -0.433971 0.178451 -0.025854 0.640979 0.251667 
-7.573723 -5.720615 0.371566 -1.077154 -3.934521 1.874359 -6.128120 1.485127 -1.541038 5.695030 -1.473890 -0.828767 1.092395 -0.518237 0.886344 -1.475819 -0.781548 -0.352661 2.061294 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.103333 
-10.573530 -5.784808 0.966673 -2.185173 -2.758440 3.841772 -6.128120 1.485127 -2.580753 3.518612 -1.473890 5.077558 1.092395 -0.518237 0.886344 -1.475819 -0.781548 -0.352661 0.919016 0.645258 -0.519925 0.178451 -0.145436 0.640979 0.090000 
-10.573530 -1.324520 0.315190 1.839534 -0.724229 4.961042 -7.872453 1.174561 -1.608383 4.896095 -2.569859 6.037332 1.092395 -0.545457 1.384749 -1.475819 -0.781548 -0.352661 0.921031 0.645258 0.324101 0.178451 -0.025854 0.640979 -0.028333 
-7.618713 -5.784808 1.358916 1.839534 -0.306875 4.260069 -6.370065 -0.083962 -0.594014 5.303144 0.018434 6.037332 1.092395 -0.518237 0.886344 -1.475819 -0.781548 -0.352661 0.919016 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.275000 
-7.618713 -5.784808 1.358916 1.839534 -0.306875 4.260069 -6.570669 -0.083962 -0.594014 5.303144 0.018434 6.037332 1.092395 -0.518237 0.886344 -1.475819 -0.781548 -0.352661 0.919016 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.251667 
-10.503298 -0.759301 0.371566 -2.185173 -2.758440 4.354309 -6.128120 2.854603 -2.580753 6.228852 -3.358764 2.993080 1.092395 -0.518237 0.886344 -0.881426 -0.781548 -0.352661 0.921031 0.645258 -0.519925 0.178451 -0.025854 -0.219680 0.106667 
-7.618713 -5.194165 0.749777 -2.185173 -2.758440 3.841772 -6.128120 2.854603 -2.937408 3.289831 -1.473890 2.993080 1.092395 -0.518237 1.104441 -1.463035 -0.781548 -0.352661 0.921031 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.266667 
-7.618713 -5.194165 1.722042 -1.077154 -0.590339 0.179433 -6.570669 -0.083962 -1.923640 4.896095 -2.569859 6.037332 1.092395 -0.518237 0.886344 -1.475819 -0.632642 -0.352661 0.919016 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.080000 
-10.573530 -1.324520 0.315190 1.839534 -0.724229 4.961042 -7.872453 -0.160156 1.298694 2.887638 -4.000374 1.960774 1.092395 -0.518237 0.886344 -1.475819 -0.781548 -0.352661 0.919016 0.645258 -0.565848 0.178451 -0.025854 0.640979 0.261667 
-8.279108 -5.784808 0.324626 -2.043783 -2.758440 3.841772 -6.128120 1.485127 -0.052745 2.887638 -0.988070 1.046846 1.092395 -0.518237 1.209646 -1.465978 -0.781548 -0.352661 0.919016 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.188333 
-7.618713 -5.784808 1.358916 -2.185173 -4.565291 3.841772 -8.081910 1.485127 -0.052745 2.731548 -1.473890 -0.122111 1.092395 -0.518237 0.886344 -1.463035 -0.781548 -0.352661 0.919016 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.281667 
-7.618713 -4.709986 0.749777 -2.185173 -2.758440 3.841772 -7.872453 -0.160156 -1.608383 4.896095 -2.569859 6.037332 1.092395 -0.518237 0.886344 -1.475819 -0.781548 -0.352661 0.919016 0.645258 -0.519925 0.178451 -0.025854 0.640979 0.275000 
