-0.213394 0.303877 0.353581 0.617918 -0.159208 -0.121034 -0.050264 -0.687153 0.088298 0.742910 -0.731554 -0.869291 -0.506052 0.528636 0.317653 0.787250 0.640982 0.531314 0.982333 0.425247 0.778863 -0.390235 0.800374 -0.453300 
-0.213394 0.303877 0.353581 0.617918 -0.159208 -0.121034 -0.050264 -0.687153 0.088298 0.742910 -0.731554 -0.869291 -0.506052 0.528636 0.317653 0.787250 0.640982 0.531314 0.982333 0.425247 0.778863 -0.390235 0.800374 -0.453300 
-0.342260 -0.677467 0.773519 0.617918 -0.159208 -0.121034 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 0.126683 0.150490 -0.717866 0.324329 -0.843044 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-0.342260 -0.677467 0.773519 0.617918 -0.159208 -0.121034 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 0.126683 0.150490 -0.717866 0.324329 -0.843044 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-0.342260 -0.677467 0.773519 0.617918 -0.159208 0.016283 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 0.126683 0.150490 -0.717866 0.324329 -0.843044 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-0.342260 -0.677467 0.773519 0.617918 -0.159208 0.016283 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 0.126683 0.150490 -0.717866 0.324329 -0.843044 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-0.342260 -0.677467 0.773519 0.617918 -0.159208 -0.121034 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 0.126683 0.150490 -0.717866 0.324329 -0.551772 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-0.342260 -1.493647 0.773519 -0.015237 -0.159208 0.016283 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 0.126683 0.150490 -0.717866 0.324329 0.627124 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-0.342260 -0.677467 0.773519 0.617918 -0.159208 -0.429529 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 0.126683 0.150490 -0.717866 0.324329 -0.551772 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-0.342260 -0.677467 0.773519 0.617918 -0.159208 -0.121034 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 0.126683 0.150490 -0.717866 0.324329 -0.551772 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-1.972515 -0.494232 0.773519 -0.415172 0.674103 -0.121034 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 0.126683 0.150490 -0.717866 0.324329 -0.551772 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-0.342260 -2.058170 0.773519 -0.415172 0.674103 0.712671 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -3.134958 -1.035568 0.150490 -0.717866 0.324329 -0.843044 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-0.342260 -0.677467 0.773519 0.617918 -0.159208 0.016283 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 0.146850 0.150490 -0.717866 0.324329 -0.379054 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-0.342260 -0.677467 0.773519 0.617918 0.826765 -0.429529 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 -0.157067 0.150490 -0.717866 0.324329 -0.551772 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
-0.342260 -1.594485 0.773519 -0.845014 1.257472 -0.121034 -0.287396 0.564216 0.174361 0.293235 -0.721684 0.974713 -0.728644 0.126683 0.150490 -0.717866 0.324329 -0.379054 0.463674 0.759578 -0.507465 -0.321434 0.855605 0.325736 
