Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.11419,0.311,0.363056,-0.49522,-0.202799,-0.163117,0.00647443,0.00245714,-0.0253763,0.185436,-0.442793,-0.115187,0.341145,0.0266037,-0.228888,0.164655,0.471493,-0.199653,0.238397,-0.177573,0.457997,-0.406799,0.507915,-0.0232761,-0.480856;-0.0094545,-1.42573,-0.995008,-0.25621
1;-0.225918,-0.0439452,0.280002,-0.542037,0.00559584,0.068999,-0.168425,-0.518802,-0.390888,-0.0256681,-0.358253,-0.151739,0.431173,0.0509173,-0.208572,0.184114,0.542336,-0.0730788,-0.203857,-0.719477,0.144559,-0.746264,0.206539,-0.203442,-0.349661;1.38975,-1.21426,-0.0814818,0.773165
2;-0.260308,-0.0919216,0.337384,-0.709999,-0.18336,0.18561,-0.111572,-0.0708552,-0.194089,-0.127864,0.114519,-0.119224,0.423486,0.432851,-0.189845,0.516552,0.498976,0.318283,0.0169526,-0.719972,0.217112,-0.451611,0.11656,-0.229653,-0.395617;-1.11412,-4.04761,1.48261,2.95154
3;-0.229746,-0.208824,0.324304,-0.272193,-0.272698,0.281639,0.00708343,0.0736194,-0.229288,0.232836,0.0736725,-0.217585,0.416346,0.219181,0.113668,0.614057,0.528445,0.396452,0.0601092,-0.793393,0.188091,-0.600172,0.12434,-0.213648,-0.252965;-1.25781,-3.42228,1.04841,0.752286
4;-0.320575,0.120377,0.329551,-0.15352,-0.0229236,-0.018905,-0.084991,-0.000482592,-0.320321,0.145725,0.113787,-0.135195,0.293847,0.236383,-0.0571547,0.434093,0.237014,0.501576,-0.129125,-0.527843,0.209465,-0.62213,0.131552,-0.224538,-0.518039;-1.42009,-2.95305,0.399294,1.22289
5;-0.244819,0.198859,0.325688,-0.217517,-0.0648015,-0.109965,0.0769184,0.214694,0.0887431,0.327243,-0.0482324,-0.19204,0.364307,0.32523,-0.0433921,0.139078,0.351654,0.467995,-0.109549,-0.547884,0.174035,-0.536334,0.252544,-0.114784,-0.541715;-1.85286,-2.00302,-0.439944,1.35751
6;-0.29747,0.165285,0.332085,-0.403665,0.0926921,-0.0545404,-0.0188329,0.0738763,-0.0430779,0.239778,-0.0410514,-0.234403,0.35877,-0.0831016,0.0278353,0.07595,0.260221,0.120602,-0.2379,-0.580278,0.161618,-0.521871,0.183657,-0.158451,-0.566291;-1.36127,-1.71272,-0.112692,0.68936
7;-0.335583,0.0217452,0.33432,-0.513269,0.000877973,0.0830298,-0.00875957,0.203949,-0.108212,0.229948,0.0201566,-0.098471,0.32971,0.0601507,-0.29101,0.326409,0.288244,0.147586,-0.16076,-0.698062,0.163085,-0.427711,0.189146,-0.123666,-0.520021;-2.02993,-2.46616,0.199249,2.04185
8;-0.209996,-0.0584349,0.334056,-0.256514,0.0577158,0.160589,-0.0590624,0.175588,-0.251692,0.211518,0.0961407,-0.119692,0.454289,0.108581,-0.182696,0.48039,0.310104,0.280852,-0.232289,-0.739558,0.175806,-0.484428,0.217754,-0.134364,-0.480673;-1.7189,-2.43998,0.58176,2.12119
9;-0.230189,0.126729,0.331766,-0.136945,0.0191777,-0.0269002,-0.0436201,0.29756,-0.122874,0.23392,0.141992,-0.121457,0.413607,0.246215,-0.144899,0.41173,0.30785,0.44956,-0.192593,-0.598586,0.185726,-0.443698,0.0930806,-0.142687,-0.57054;-2.93286,-2.47653,0.21778,2.17892
10;-0.446185,0.644178,0.0900798,-0.0827943,0.115461,-0.193908,-0.147581,0.0965752,-0.228116,0.381599,0.405883,-0.44769,0.709102,0.263774,-0.553318,0.567349,0.0161837,0.0787903,-0.640292,-0.0747353,-0.224752,-0.444853,-0.234848,0.277118,-0.776323;-3.57133,-2.6718,1.20658,2.10437
11;-0.667476,0.662488,0.171704,0.0978107,0.319185,-0.123735,0.107173,0.631554,-0.132867,0.701638,0.0226701,-0.475247,0.791123,0.375279,-0.54347,0.413261,-0.450134,0.359682,-0.668376,-0.134785,-0.0156208,0.0587335,-0.4951,0.378054,-0.779524;-7.2298,-3.3614,-0.990968,2.66886
12;-0.69783,0.864912,-0.245854,0.41081,0.540574,-0.647854,-0.486778,0.563176,0.137405,0.503827,-0.125265,-0.711377,0.814342,-0.132868,-0.576257,-0.596239,-0.972522,0.315813,-0.728483,0.794046,-0.32325,0.773041,-0.769342,-0.152474,-0.754686;-6.71867,-0.950978,-2.83089,0.95576
13;-0.800212,0.904743,-0.186509,-0.341781,0.410827,-0.723229,-0.363923,0.525039,0.597752,0.486172,-0.684844,-0.675149,0.819391,-0.369926,-0.787346,-0.868252,-0.975566,-0.687215,-0.457863,0.888397,-0.00409902,0.90435,-0.778896,0.0490871,-0.729001;-6.48839,0.0032238,-3.42074,-0.350933
14;-0.923683,0.768746,-0.721471,-0.517466,0.223452,-0.0936695,-0.594217,-0.576123,-0.713872,-0.284546,0.183002,-0.752445,0.472685,0.367289,-0.765165,0.377555,-0.961024,-0.843681,-0.101408,0.258625,0.395738,0.59388,-0.878688,0.484663,-0.253625;-2.64212,-6.55215,1.56645,2.64527
15;-0.966266,0.85942,-0.519607,0.195841,-0.774097,0.00117589,0.00674841,-0.0108986,-0.656586,0.188412,0.297177,-0.803251,0.423922,0.838672,-0.519903,0.55497,-0.94013,-0.24763,0.81764,0.337162,0.622262,0.195357,-0.908918,0.179509,-0.348743;-4.81124,-9.29909,1.59354,-1.86429
16;-0.786311,0.63527,0.626982,0.478129,0.528936,-0.034235,-0.0735705,-0.497545,-0.487097,0.774459,-0.776891,-0.830576,0.919132,-0.397108,-0.57379,-0.765647,-0.966705,-0.190165,-0.283462,0.740432,0.54405,-0.497236,-0.224591,0.631425,-0.735703;0.0926566,-0.336653,-2.63721,-6.18976
17;-0.464795,-0.0172619,0.529097,-0.842873,0.922377,-0.209844,-0.54653,-0.385028,0.708134,0.165917,-0.814138,-0.473295,0.8325,-0.124035,-0.715212,-0.621138,-0.90436,-0.00479887,-0.854874,0.380854,0.249099,0.368698,0.143724,0.584117,-0.652077;0.461687,1.38065,-2.37829,2.50248
18;-0.145078,-0.77418,0.570727,-0.775447,0.798745,0.675616,-0.525758,0.131423,0.830108,-0.17832,-0.639837,-0.559683,0.851529,-0.860931,-0.590706,0.300422,-0.541215,-0.280915,-0.651081,-0.636462,0.279603,0.73561,0.229536,0.567946,-0.151449;-1.55903,-2.08329,-1.36016,4.83686
19;-0.2284,-0.752725,0.566549,-0.171585,0.643891,0.643452,-0.74562,0.06406,0.32736,-0.383867,0.0483496,-0.236704,0.834888,-0.900057,-0.853742,0.824102,-0.195908,0.28579,-0.471089,-0.397853,0.32023,0.679061,0.210941,0.464871,-0.20179;-2.2084,-3.73061,0.564672,4.36827
20;0.090249,-0.500409,0.560938,0.111766,0.562826,0.306679,-0.505636,0.392797,0.603727,0.170494,-0.179266,-0.230257,0.868222,-0.751859,-0.862025,0.533825,-0.0157843,0.638865,-0.395136,0.102294,0.332138,0.588107,0.227211,0.353514,-0.289018;-2.94272,-1.20268,-1.27227,3.20885
21;-0.145783,0.222759,0.36211,-0.0175586,0.837917,0.028543,-0.660219,-0.0412077,0.638761,0.142379,-0.194646,-0.553819,0.94603,-0.809136,-0.943601,0.472258,-0.636756,0.149158,-0.884765,0.710149,-0.070137,0.575847,-0.175596,0.621151,-0.707446;-3.23781,-0.912162,-1.53882,2.54765
22;-0.457366,0.555004,-0.0713884,0.256672,0.860017,-0.149256,-0.813041,0.272764,0.570145,0.332472,-0.204162,-0.691124,0.926436,-0.55328,-0.885949,-0.00786196,-0.882386,0.605383,-0.822434,0.788868,0.207325,0.931851,-0.372671,0.581641,-0.492651;-4.23429,-2.48026,-3.27266,2.88805
23;-0.750075,0.844915,0.280448,0.213175,0.705858,-0.3338,-0.709193,0.494722,0.838498,0.322481,-0.551186,-0.747765,0.914633,-0.819296,-0.875579,-0.698979,-0.980326,-0.199098,-0.609444,0.911132,0.333174,0.908875,-0.705795,0.395545,-0.810629;-6.62403,-1.19355,-4.06958,-0.614588
24;-0.773816,0.837882,0.256811,-0.291381,0.700308,-0.336158,-0.780201,0.0639356,0.472448,0.187456,-0.637657,-0.723757,0.913845,-0.89363,-0.917005,-0.818424,-0.987652,-0.670039,-0.735437,0.872986,0.0221546,0.857703,-0.699659,0.427128,-0.779359;-4.58579,-0.112336,-3.53106,-0.495984
