Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;0
7;3
8;3
9;3
10;3
11;4
12;1
13;4
14;0
15;0
16;3
17;3
18;4
19;0
20;0
21;3
22;3
23;3
24;3
25;3
26;3
27;3
28;3
29;3
30;3
31;3
32;3
33;3
34;3
35;3
36;3
37;3
38;4
39;1
40;4
41;4
42;0
43;0
44;3
45;4
46;2
47;3
48;1
49;1
50;3
51;4
52;0
53;3
54;1
55;4
56;2
57;3
58;1
59;1
60;3
61;4
62;0
63;3
64;1
65;4
66;2
67;3
68;1
69;1
70;3
71;4
72;4
73;1
74;4
75;4
76;0
77;0
78;3
79;3
80;4
81;4
82;1
83;4
84;4
85;0
86;0
87;3
88;4
89;2
90;3
91;1
92;1
93;3
94;4
95;0
96;3
97;1
98;4
99;2
100;3
101;1
102;1
103;3
104;4
105;0
106;3
107;1
108;4
109;2
110;3
111;1
112;1
113;3
114;4
115;0
116;3
117;1
118;4
119;2
120;3
121;1
122;1
123;3
124;4
125;0
126;3
127;1
128;4
129;2
130;3
131;1
132;1
133;3
134;4
135;0
136;3
137;1
138;4
139;2
140;3
141;1
142;1
143;3
144;4
145;0
146;3
147;3
148;3
149;4
150;1
151;4
152;4
153;0
154;0
155;3
156;4
157;2
158;3
159;1
160;1
161;3
162;4
163;0
164;3
165;1
166;4
167;2
168;3
169;1
170;1
171;3
172;4
173;0
174;3
175;1
176;4
177;2
178;3
179;1
180;1
181;3
182;4
183;4
184;1
185;4
186;4
187;0
188;0
189;3
190;3
191;4
192;4
193;1
194;4
195;4
196;0
197;0
198;3
199;4
200;2
201;3
202;1
203;1
204;3
205;4
206;0
207;3
208;1
209;4
210;2
211;3
212;1
213;1
214;3
215;4
216;0
217;3
218;1
219;4
220;2
221;3
222;1
223;1
224;3
225;4
226;0
227;3
228;1
229;4
230;2
231;3
232;1
233;1
234;3
235;4
236;0
237;3
238;1
239;4
240;2
241;3
242;1
243;1
244;3
245;4
246;0
247;3
248;1
249;4
250;2
251;3
252;1
253;1
254;3
255;4
256;0
257;3
258;3
259;3
260;4
261;1
262;4
263;4
264;0
265;0
266;3
267;4
268;2
269;3
270;1
271;1
272;3
273;4
274;0
275;3
276;1
277;4
278;2
279;3
280;1
281;1
282;3
283;4
284;0
285;3
286;1
287;4
288;2
289;3
290;1
291;1
292;3
293;4
294;4
295;1
296;4
297;4
298;0
299;0
300;-0.446583
