Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.321189,-0.170411,-0.462189,0.0210667,-0.0268477,-0.318702,0.38898,0.467404,-0.181012,-0.354;-7.6707,1.28751,0.755731,1.46378
1;-0.336216,-0.168546,-0.744168,0.0210667,-0.0131192,-0.430615,0.54989,0.672057,-0.725824,-0.547183;-10.8747,1.04581,1.65555,1.60851
2;-0.328553,-0.1695,-0.876675,0.0210667,-0.118016,-0.435573,0.845383,0.679876,-0.846156,-0.61407;-13.2243,1.21036,2.18641,1.78693
3;-0.385951,-0.162205,-0.880374,0.0210667,-0.29633,-0.433048,0.880282,0.675907,-0.84962,-0.716807;-13.7632,1.36337,1.94701,1.82899
4;-0.476877,-0.149766,-0.859041,0.0210667,-0.326534,-0.451795,0.881169,0.704679,-0.847871,-0.727299;-14.0128,1.30208,1.89059,1.93563
5;-0.491388,-0.147654,-0.86698,0.0210667,-0.343992,-0.480691,0.880722,0.745902,-0.860141,-0.727561;-14.1983,1.26082,1.86709,2.00436
6;0.0236518,-0.0618639,-0.853816,-0.391217,-0.582533,-0.662106,0.840983,0.840963,-0.741039,-0.694262;-13.8869,1.56439,0.863721,1.66453
7;-0.125377,-0.0448566,-0.879156,-0.391217,-0.648504,-0.528004,0.788178,0.623664,-0.801443,-0.681106;-14.1545,1.59706,0.869939,1.38702
8;-0.774119,0.431559,-0.737427,-0.473397,-0.534733,-0.241539,0.918764,0.422365,-0.813023,-0.261402;-17.601,0.878484,0.837683,1.38011
9;-0.36845,0.492402,-0.713778,-0.739214,-0.93743,-0.650792,0.889891,0.866546,-0.390563,-0.275249;-17.0075,1.22346,-0.535965,1.90186
10;-0.393397,0.00502535,-0.732001,-0.424248,-0.913996,-0.473211,0.892839,0.695315,-0.618489,-0.349266;-16.1541,1.2614,0.19097,1.77713
11;-0.0237208,0.162015,-0.409691,-0.640768,-0.709773,-0.337454,0.950299,0.683465,-0.511263,0.126846;-15.8733,0.872613,-0.613921,1.29305
12;0.104057,0.147764,-0.637519,-0.640768,-0.822491,-0.198407,0.935529,0.447355,-0.497334,0.0911853;-15.9588,1.31627,-0.34641,0.897607
13;-0.724087,-0.0885109,-0.669141,-0.0185534,-0.632966,-0.0554585,0.939206,0.157237,-0.436445,-0.430397;-14.0329,1.65909,1.14201,1.50438
14;-0.623181,-0.126155,-0.527871,0.0210667,-0.453972,-0.554106,0.719932,0.833811,-0.406071,-0.744269;-11.6201,1.34642,0.699204,2.30696
15;-0.549637,-0.138729,-0.853624,0.0210667,-0.28405,-0.525063,0.703891,0.801872,-0.904686,-0.676289;-13.5776,1.00305,1.69919,1.98528
