0.881472 0.318014 0.929495 0.865356 0.109717 0.343923 0.035585 0.533693 -0.761156 0.052412 0.769447 0.488548 -0.149944 0.905020 0.083492 0.495745 -0.087161 -0.229067 -0.926468 -0.744182 -0.593393 0.847251 -0.742518 -0.130872 -0.919755 0.218235 0.031336 -0.587751 0.433598 -0.085833 -0.081915 -0.779948 1.008615 -0.009528 -0.904568 -0.383061 -0.705528 0.284269 -0.132657 -0.298351 -0.037655 0.525279 0.096068 0.896764 
-0.850152 -0.510953 -0.568760 0.630769 -0.888562 0.493204 -0.189369 -0.743200 -0.661782 0.240145 0.599992 0.311933 0.638975 -0.366669 0.964120 -0.420877 0.907290 0.774366 1.125327 0.560459 -0.909406 0.008733 -0.111900 -0.998397 -0.763469 0.928183 0.191542 0.769272 -0.756061 0.904732 -0.177305 -0.576071 -0.026135 0.336526 -0.861216 0.775768 0.656634 0.434264 0.460117 -2.377356 0.126109 0.600784 0.650542 -0.344162 
0.202749 -0.835236 0.962352 -0.300255 -0.074070 -0.835694 0.982395 0.608343 -0.891137 0.927018 0.891490 -0.359413 -0.053220 -0.887235 0.199633 -0.156049 -0.146011 0.250914 -0.563216 -0.905787 0.423340 0.247386 -0.922101 -0.633152 -0.717369 -0.089544 -0.648939 0.469019 -0.479864 -0.392301 -0.773213 -0.338201 -0.150763 0.394575 0.256437 -0.057573 -0.304210 0.423702 0.852315 0.166287 -0.861671 -0.513073 -0.824118 -0.933505 
0.809683 -0.385215 0.962352 -0.118111 -0.074070 -0.835694 0.982395 0.608343 -0.891137 0.927018 0.891490 -0.359413 -0.053220 -0.508334 0.337680 -0.548900 -0.146011 0.250914 -0.563216 -0.905787 0.423340 -0.980567 -0.391476 0.115793 0.227900 -0.660538 0.716431 0.469019 -0.479864 -0.999179 0.441650 -0.779948 0.073790 -0.009528 -0.904568 0.031885 -0.705528 0.284269 -0.132657 -0.298351 -0.861671 -0.513073 -0.824118 -0.933505 
0.566955 0.337213 0.370342 0.342631 0.597664 0.118367 -0.175745 0.180419 0.046713 0.121136 0.732575 0.309872 0.756116 0.104525 -0.017024 -0.895396 0.977913 0.544474 0.563221 -0.005159 -0.169622 -0.022340 -0.688747 0.043494 0.069011 -0.210787 -0.743474 0.228907 -0.056609 0.426979 0.455746 0.831205 0.877932 0.237188 -1.462201 -0.383061 -0.705528 0.284269 0.144896 -1.054611 -0.433132 0.649048 -0.132537 -0.779279 
0.566955 0.337213 0.370342 0.342631 0.597664 0.118367 -0.175745 0.180419 0.046713 0.121136 0.732575 0.309872 0.756116 0.104525 -0.017024 -0.883181 0.533637 0.293161 0.092013 -0.005159 -0.169622 -0.022340 -0.688747 0.043494 0.069011 -0.210787 -0.743474 0.228907 -0.056609 0.426979 0.455746 0.831205 0.157666 0.237188 -0.227063 -0.383061 -0.705528 0.284269 0.144896 -1.054611 -0.433132 0.649048 -0.132537 -0.232988 
0.202749 -0.835236 0.962352 -0.300255 -0.074070 -0.835694 0.982395 0.608343 -0.891137 0.927018 0.891490 -0.359413 -0.053220 -0.887235 0.199633 0.319480 -0.146011 0.250914 -0.563216 -1.967045 0.423340 0.247386 -0.922101 -0.633152 -0.717369 -0.089544 -1.665828 0.469019 -0.479864 -0.392301 -0.773213 -0.338201 -0.150763 0.394575 0.256437 -0.057573 -0.304210 0.423702 0.852315 0.166287 -0.861671 -0.513073 -0.824118 -0.933505 
0.566955 0.337213 0.370342 0.342631 0.597664 0.118367 -0.175745 0.180419 0.046713 0.121136 0.732575 0.309872 0.756116 0.104525 -0.017024 -0.883181 0.533637 0.293161 0.092013 -0.005159 -0.169622 -0.022340 -0.688747 0.043494 0.904627 -0.210787 0.191542 0.769272 0.178079 0.904732 -0.177305 -0.576071 -0.026135 0.336526 -0.861216 0.775768 0.656634 0.434264 0.460117 -2.377356 0.126109 0.600784 -0.132537 -0.232988 
0.202749 -0.835236 0.962352 -0.300255 -0.074070 -0.835694 0.982395 0.608343 -0.891137 0.927018 0.891490 -0.359413 -0.053220 -0.887235 0.199633 -0.031560 -0.146011 0.250914 -0.563216 -0.905787 0.455998 1.996448 -1.285515 -0.633152 0.844056 0.530060 0.682852 -0.853197 0.371315 -0.527414 -0.773213 -0.338201 -0.150763 0.394575 0.256437 -0.057573 -0.304210 0.423702 0.852315 0.166287 -0.861671 -0.513073 -0.824118 -0.933505 
0.566955 0.337213 0.370342 0.342631 0.597664 1.268121 -0.175745 0.180419 0.046713 0.121136 0.732575 0.309872 0.756116 0.104525 -0.017024 -0.883181 0.533637 0.293161 0.092013 -0.005159 -0.169622 -0.022340 -0.688747 0.043494 0.904627 -0.210787 0.191542 0.769272 0.178079 0.904732 -0.177305 -0.576071 -0.026135 0.336526 -0.127426 0.775768 0.656634 0.434264 0.460117 -2.377356 0.126109 0.600784 -0.132537 -0.232988 
