-2.053906 -2.035829 1.157715 0.052786 0.822576 -0.045676 1.180487 -1.100291 -1.004102 -2.026259 1.585543 1.208134 0.595969 -1.197082 2.161278 0.278535 2.664816 0.230301 0.536837 2.528145 -1.179999 0.804585 -1.857793 3.952228 -0.987604 -0.166160 0.448521 1.572202 -2.486576 -7.123239 1.266911 5.235764 3.253413 0.458951 -0.323568 -0.044612 -0.928715 1.119836 -0.253477 -0.242480 -0.341524 -0.315816 -0.202643 -0.360934 0.361667 
-2.053906 -2.035829 1.157715 0.052786 0.822576 -0.045676 1.180487 -1.100291 -1.004102 -2.026259 1.585543 1.208134 0.595969 -1.197082 2.161278 0.278535 2.664816 0.230301 0.536837 2.528145 -1.179999 0.804585 -1.857793 3.952228 -0.987604 -0.166160 0.448521 1.572202 -2.486576 -7.123239 1.266911 5.235764 3.253413 0.458951 -0.323568 -0.044612 -0.928715 1.119836 -0.253477 -0.242480 -0.341524 -0.315816 -0.202643 -0.360934 0.400000 
-2.128790 -2.035829 -0.491663 0.303360 0.424709 -0.045676 1.180487 -0.967449 -1.004102 -1.345815 1.585543 1.208134 0.595969 -1.197082 2.841056 0.278535 2.664816 0.230301 0.746326 2.528145 -1.179999 0.804585 -2.532191 0.867959 -0.110558 -0.465506 -0.267807 5.067077 -4.583626 -1.728868 -1.542386 5.439689 3.534902 0.285549 -0.582548 -0.044612 -0.928715 1.119836 -0.094529 -0.242480 -0.341524 -0.315816 -0.236267 -0.360934 0.165000 
-2.053906 -2.035829 0.983638 0.052786 0.822576 -0.045676 1.180487 -1.100291 -1.004102 -2.026259 1.585543 1.208134 0.595969 -1.149237 2.161278 0.278535 2.664816 0.183997 0.536837 2.528145 -1.179999 0.804585 -1.857793 3.952228 -0.987604 -0.166160 0.448521 1.572202 -2.486576 -7.246919 1.266911 5.235764 3.253413 0.458951 -0.323568 -0.044612 -0.928715 1.119836 -0.253477 -0.242480 -0.341524 -0.315816 -0.845777 -0.360934 0.131667 
-2.128790 -2.035829 -0.491663 0.052786 0.822576 -0.045676 1.180487 -1.100291 -1.004102 0.786742 1.835214 1.208134 0.595969 -1.197082 2.161278 0.278535 2.664816 0.230301 0.536837 2.528145 -1.179999 0.804585 -4.113380 3.499002 -0.987604 -0.166160 0.448521 1.572202 -3.569961 -7.418217 -0.705960 5.235764 3.534902 0.458951 -0.323568 -0.044612 -0.914274 1.119836 -0.253477 -0.242480 -0.341524 -0.315816 -0.202643 -0.360934 0.351667 
-5.085068 -3.195529 0.983638 0.303360 0.424709 -0.045676 1.751516 -0.967449 -1.004102 0.786742 1.407475 1.208134 0.595969 -1.197082 2.161278 0.278535 2.664816 0.230301 0.536837 2.528145 -1.179999 0.804585 -2.241331 1.545548 -2.514502 3.954276 -0.923503 7.262040 -3.569961 -6.072380 -0.286150 5.235764 3.375128 0.458951 -0.323568 -0.044612 -0.928715 1.313615 -0.253477 -0.242480 -0.341524 -0.315816 -0.202643 -0.360934 0.366667 
-2.053906 -1.647028 -0.043136 3.167412 -0.925768 -0.045676 1.180487 -0.967449 2.045756 0.786742 1.585543 0.114213 0.595969 -1.197082 2.161278 0.278535 2.664816 0.230301 0.536837 2.528145 -1.179999 0.804585 -2.794104 0.958353 -2.514502 0.266654 0.191152 3.144462 -3.862485 -1.728868 -1.542386 5.439689 1.711661 0.458951 -0.323568 -0.110433 -0.928715 0.570330 -0.094529 -0.242480 -0.341524 -0.315816 -0.202643 -0.360934 0.133333 
-2.053906 -1.647028 -0.043136 3.167412 -0.925768 -0.045676 1.180487 -0.967449 2.045756 0.786742 1.585543 1.208134 0.595969 -1.197082 2.161278 0.278535 2.664816 0.230301 0.536837 2.528145 -1.530627 0.804585 -2.794104 0.958353 -2.514502 0.266654 0.191152 3.144462 -3.862485 -1.728868 -1.542386 5.439689 1.711661 0.458951 -0.323568 -0.110433 -0.928715 0.570330 -0.094529 -0.242480 -0.341524 -0.315816 -0.202643 -0.360934 0.351667 
-2.053906 -1.647028 -0.043136 3.167412 -0.925768 -0.045676 1.180487 -1.693970 2.045756 0.786742 1.585543 1.208134 0.595969 -1.197082 2.161278 0.278535 2.664816 0.230301 0.536837 2.528145 -1.179999 0.804585 -2.794104 3.499002 -2.514502 2.826402 -0.728752 1.405731 -3.237884 -6.775726 -0.705960 5.235764 3.877824 0.458951 -0.323568 -0.044612 -0.928715 0.570330 -0.094529 -0.242480 -0.341524 -0.315816 -0.202643 -0.360934 0.261667 
-2.128790 -3.195529 -0.491663 1.554413 -0.925768 -0.045676 0.551867 -0.967449 -1.655780 0.786742 1.407475 1.208134 0.595969 -1.197082 2.161278 0.278535 2.664816 0.230301 0.536837 2.528145 -1.179999 0.804585 -2.794104 0.958353 -2.514502 0.266654 0.191152 3.144462 -3.862485 -1.728868 -1.542386 5.439689 1.711661 0.458951 -0.323568 -0.110433 -0.928715 0.984699 -0.094529 -0.242480 -0.341524 -0.315816 -0.202643 -0.360934 0.375000 
