Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;1
7;3
8;3
9;3
10;1
11;3
12;3
13;1
14;3
15;2
16;4
17;4
18;2
19;3
20;3
21;4
22;2
23;3
24;2
25;3
26;3
27;2
28;3
29;4
30;2
31;3
32;3
33;4
34;2
35;3
36;2
37;3
38;3
39;2
40;3
41;4
42;2
43;3
44;3
45;4
46;2
47;3
48;2
49;3
50;3
51;2
52;3
53;4
54;2
55;3
56;3
57;4
58;2
59;3
60;2
61;3
62;3
63;2
64;3
65;4
66;2
67;3
68;3
69;4
70;2
71;3
72;2
73;3
74;3
75;2
76;3
77;4
78;2
79;3
80;3
81;4
82;2
83;3
84;2
85;3
86;3
87;2
88;3
89;4
90;2
91;3
92;3
93;4
94;2
95;3
96;2
97;3
98;3
99;2
100;3
101;4
102;2
103;3
104;3
105;4
106;2
107;3
108;2
109;3
110;3
111;2
112;3
113;4
114;2
115;3
116;3
117;4
118;2
119;3
120;2
121;3
122;3
123;2
124;3
125;4
126;2
127;3
128;3
129;4
130;2
131;3
132;2
133;3
134;3
135;2
136;3
137;4
138;2
139;3
140;3
141;4
142;2
143;3
144;2
145;3
146;3
147;2
148;3
149;4
150;2
151;3
152;3
153;4
154;2
155;3
156;2
157;3
158;3
159;2
160;3
161;4
162;2
163;3
164;3
165;4
166;2
167;3
168;2
169;3
170;3
171;2
172;3
173;4
174;2
175;3
176;3
177;4
178;2
179;3
180;2
181;3
182;3
183;2
184;3
185;4
186;2
187;3
188;3
189;4
190;2
191;3
192;2
193;3
194;3
195;2
196;3
197;4
198;2
199;3
200;3
201;4
202;2
203;3
204;2
205;3
206;3
207;2
208;3
209;4
210;2
211;3
212;3
213;4
214;2
215;3
216;2
217;3
218;3
219;2
220;3
221;4
222;2
223;3
224;3
225;4
226;2
227;3
228;2
229;3
230;3
231;2
232;3
233;4
234;2
235;3
236;3
237;4
238;2
239;3
240;2
241;3
242;3
243;2
244;3
245;4
246;2
247;3
248;3
249;4
250;2
251;3
252;2
253;3
254;3
255;2
256;3
257;4
258;2
259;3
260;3
261;4
262;2
263;3
264;2
265;3
266;3
267;2
268;3
269;4
270;2
271;3
272;3
273;4
274;2
275;3
276;2
277;3
278;3
279;2
280;3
281;4
282;2
283;3
284;3
285;4
286;2
287;3
288;2
289;3
290;3
291;2
292;3
293;4
294;2
295;3
296;3
297;4
298;2
299;3
300;-1.83255e-06
