Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.230917,0.0555114,-0.12904,-0.484077,-0.499107,-0.256877,-0.391876,-0.240166,-0.52501,0.194479,0.392821,-0.147182,-0.0296813,0.441955,0.0259957,-0.0709707,-0.392339,-0.213216,-0.414049,0.292674,0.0595916,0.327636,-0.308639,-0.281491,-0.265996,-0.0770221,-0.492127,-0.367726,-0.205211,-0.196712,-0.302972,0.262015,0.372554,0.195641,-0.379971,0.134174,-0.00629001,0.335307,0.509594,0.0140048,0.316767,-0.0860426,0.049719,0.196743,-0.0568558,-0.178622,0.365249,-0.197811,0.418105,0.536099;0.860682,7.73965,10.8833,9.21268
1;-0.333861,0.199168,-0.49169,-0.554735,-0.305642,-0.280452,-0.480665,-0.299496,-0.585942,0.320122,0.142927,0.0683971,0.117454,0.246047,0.318013,0.10363,-0.599733,-0.219812,0.0853269,0.228923,-0.0131573,0.498369,-0.351887,0.0536981,-0.402364,-0.132547,-0.534796,-0.0923717,-0.379158,0.190854,-0.392585,0.241643,-0.146263,0.147987,-0.236448,0.36056,-0.270231,0.156871,0.571271,0.132463,0.466417,0.120366,0.212997,0.287407,-0.223001,-0.450828,0.374283,0.27604,0.622798,0.723379;-0.0122514,10.9821,15.8975,17.0688
2;-0.363018,-0.0357786,-0.400769,-0.597762,-0.0324524,0.00790574,-0.463458,0.0908892,-0.528798,0.576915,0.267294,-0.0731767,0.347543,0.305917,0.415583,0.139298,-0.612568,-0.198471,0.116121,0.361332,-0.0101885,0.47885,-0.432451,0.0562937,-0.503256,-0.0585151,-0.535661,0.0205026,-0.0901658,0.0177799,-0.250887,0.578757,-0.141506,0.374383,-0.680845,0.164184,-0.254812,0.0609259,0.554556,0.257706,0.522928,-0.188573,0.364288,0.0287032,-0.240555,-0.201391,0.478565,0.387211,0.550839,0.762224;-9.01508,7.11468,22.1201,24.5361
3;-0.384203,-0.402231,-0.402181,-0.599739,-0.389937,-0.523293,-0.713115,0.245163,-0.461813,0.561723,0.708826,0.498731,0.352204,0.159616,0.759104,-0.270154,-0.789013,-0.315097,0.191738,0.283313,-0.668806,-0.0199173,-0.600941,0.385002,-0.310846,-0.294106,-0.335013,0.098854,0.313803,0.26762,0.235665,0.757517,-0.193699,0.00135247,-0.860096,0.184318,-0.372505,0.00794921,0.774192,0.342057,0.352149,-0.521932,0.330476,-0.0538802,-0.344476,-0.725598,0.714777,0.580207,0.122901,0.466338;-9.66493,0.506456,24.0654,35.6457
4;-0.497239,-0.557354,-0.258743,-0.392896,-0.596152,-0.70832,-0.769798,0.169574,-0.494262,0.804666,0.807416,0.744881,0.61918,-0.125167,0.718631,-0.416976,-0.824478,-0.179371,0.28645,0.339174,-0.704557,0.0282652,-0.59112,0.158017,-0.697231,-0.424364,-0.37095,0.403515,0.508421,0.0151125,0.558224,0.354832,-0.658258,0.0684609,-0.887601,0.389878,0.0856823,0.199154,0.756659,0.619134,0.423894,-0.63053,0.304664,-0.141671,-0.443859,-0.898174,0.526731,0.543423,0.347389,0.664102;-3.51048,0.947564,25.0857,35.54
5;0.0697028,0.129617,0.71891,-0.855736,-0.730963,-0.73409,-0.79251,0.762636,-0.872334,0.941003,0.891895,0.360811,0.778161,-0.238891,0.645266,-0.0369172,-0.844735,-0.118465,-0.475396,0.332203,-0.755302,-0.704747,-0.981007,-0.947955,-0.858228,0.125883,-0.390321,0.352262,0.801894,0.706865,0.536321,0.414887,-0.0282047,0.409868,-0.783351,0.136176,-0.256612,-0.639986,0.689026,-0.489568,0.622707,-0.835942,-0.126203,-0.609446,0.475467,-0.912775,0.646173,0.0104816,0.0977626,-0.306856;-1.37352,-18.6336,19.2866,27.1344
6;-0.178585,0.597067,0.304076,-0.761769,-0.89506,-0.896982,-0.466937,0.364413,-0.924013,0.835594,0.920137,0.0475436,0.807839,-0.424629,0.772109,-0.263388,-0.832923,-0.0950493,-0.828777,0.0201118,-0.25105,-0.612712,-0.966252,-0.93302,-0.940288,0.617982,-0.424399,0.219137,0.782329,0.833142,-0.376928,-0.562875,0.586711,0.208665,0.129835,-0.0961071,-0.517969,-0.520784,0.519403,-0.606475,0.59142,-0.874835,-0.68367,-0.252919,0.0824266,-0.943358,0.796529,0.312718,-0.125687,-0.184835;6.05852,-9.59602,12.9927,1.06444
7;-0.120333,0.684292,-0.364293,-0.545154,-0.244642,-0.830544,-0.214006,-0.174086,-0.696951,0.595745,0.835044,-0.397985,0.758188,-0.456835,0.709939,-0.443448,-0.296642,-0.663344,-0.522625,0.69098,0.649765,0.013143,-0.502525,-0.725475,-0.860563,0.496427,-0.809803,-0.299573,0.265297,0.264821,-0.381119,-0.480708,0.358778,0.701975,-0.31445,0.507265,-0.813934,0.0260906,0.633991,-0.73604,0.338893,-0.00630799,-0.389735,0.414266,0.157391,-0.916727,-0.0631641,0.147968,0.352474,0.834654;20.0971,-4.48589,1.31587,7.0696
8;-0.430493,0.290224,-0.692527,-0.322989,0.0962053,-0.338458,0.193384,-0.172554,-0.634985,0.205001,-0.163169,-0.786044,0.913153,0.315756,0.664078,0.160868,-0.608569,-0.00921004,0.333168,-0.0190244,0.401355,0.359261,-0.117445,-0.722529,-0.634826,-0.201782,-0.389665,0.503677,-0.162986,0.748504,-0.803358,0.538393,0.371032,0.305246,-0.117792,0.490564,-0.60741,0.189757,0.822474,-0.357623,0.147675,-0.250685,0.286426,0.465272,0.247,-0.689142,0.317125,-0.372146,0.457336,0.724857;-14.6633,7.42009,8.1581,19.7227
9;-0.281748,0.338146,0.0190698,-0.56298,-0.505772,-0.331662,0.224174,-0.249474,-0.78685,0.0365315,-0.0812249,-0.281282,0.493797,0.534545,0.318573,-0.31906,-0.686972,-0.34475,0.761793,0.0739255,0.322049,0.416206,-0.473013,0.607055,-0.639615,0.0638811,-0.550223,0.0227597,-0.143292,0.33317,-0.367668,0.639216,0.468535,0.0432121,0.0728965,0.591319,-0.518915,0.188759,0.366036,0.494673,0.502334,-0.21412,0.550782,0.364057,-0.222589,-0.264093,0.520855,-0.164174,0.418944,0.844895;-20.7299,18.9423,16.9831,9.44464
10;0.148475,0.0164171,-0.0550135,-0.82655,-0.418373,-0.226547,-0.626044,0.22989,-0.712953,0.0612777,0.577426,-0.028221,0.474997,-0.184585,0.384915,-0.0497159,-0.273545,-0.606992,0.295076,0.801089,0.356886,0.0677943,-0.841411,0.226083,-0.73379,0.0484595,-0.767343,-0.425311,0.6639,-0.413435,0.19503,0.86434,0.722609,0.560643,-0.89824,0.562984,-0.581871,-0.315376,0.406224,0.025858,0.309155,0.15997,0.390646,-0.379327,0.145746,-0.581348,-0.10811,0.00792722,0.191886,0.779192;1.82681,0.623973,10.882,29.979
11;-0.119827,0.215367,-0.383763,-0.678627,-0.61604,-0.343749,-0.427419,0.256921,-0.490216,0.472528,0.427399,-0.340159,0.678786,-0.657579,0.655683,0.142596,-0.256344,-0.646182,-0.318312,0.764566,0.309925,-0.0231826,-0.798348,-0.108597,-0.779088,0.339269,-0.66873,-0.344242,0.750365,-0.138848,-0.791892,0.48956,0.596344,0.596697,-0.732545,0.195772,-0.536703,-0.210411,0.309647,0.0153151,0.24987,-0.0743238,0.0608339,-0.210651,-0.125573,-0.815937,0.0645459,0.0264169,-0.080502,0.653788;6.59262,2.43508,6.78004,16.9688
12;-0.0776097,0.372474,-0.412135,-0.657436,-0.684536,-0.204725,-0.362916,0.207378,-0.454559,0.314883,0.607417,-0.606436,0.780992,-0.612759,0.630696,-0.0470676,-0.186394,-0.690688,-0.543564,0.776362,0.367461,-0.183336,-0.736884,0.0807361,-0.717424,0.443331,-0.689068,-0.419329,0.515485,0.133509,-0.701873,0.208,0.445465,0.596987,-0.735756,0.179371,-0.87474,-0.0682778,0.520201,-0.333741,0.0402602,-0.165805,-0.0941738,-0.0265708,0.30198,-0.888926,0.1248,-0.19413,0.188934,0.590577;9.73493,2.25185,1.96125,16.5556
13;-0.0647168,0.234739,-0.474689,-0.743291,-0.66566,-0.236543,-0.222898,0.206698,-0.676367,0.077976,0.522089,-0.64811,0.829207,-0.54447,0.557626,-0.0367343,-0.287779,-0.692893,-0.498812,0.645831,0.61028,-0.177079,-0.696172,-0.177117,-0.673769,0.439574,-0.693245,-0.546005,0.419056,0.374231,-0.783728,0.388702,0.405176,0.504374,-0.761485,0.473982,-0.872689,-0.22137,0.637588,-0.394909,0.00125628,-0.431415,-0.152746,-0.121558,0.513875,-0.848854,0.0353697,-0.141368,0.220512,0.670712;6.938,3.62317,4.33798,18.3499
14;-0.0402919,0.377688,-0.552391,-0.721855,-0.622609,-0.445672,-0.101361,0.320681,-0.760235,0.218739,0.547045,-0.664949,0.817184,-0.532172,0.463288,-0.220985,-0.343824,-0.694999,-0.378312,0.631457,0.65792,-0.0180784,-0.681139,-0.0188149,-0.664089,0.426366,-0.680936,-0.473814,0.363456,0.538254,-0.729375,0.55442,0.647671,0.518731,-0.720948,0.579188,-0.879021,-0.238459,0.544095,-0.275819,-0.0810843,-0.569898,0.00645248,-0.0225257,0.527462,-0.832807,0.0401843,-0.0536773,0.181737,0.75756;1.77172,4.87618,6.17232,19.2952
15;-0.0371113,0.29104,-0.514898,-0.620424,-0.562467,-0.48654,-0.128956,0.236652,-0.805402,0.149016,0.549299,-0.706022,0.855736,-0.421815,0.464888,-0.251124,-0.302616,-0.613449,-0.21161,0.68564,0.643779,0.039518,-0.721214,-0.0788926,-0.716038,0.292273,-0.681409,-0.31985,0.338064,0.464414,-0.667502,0.639715,0.748918,0.540231,-0.794235,0.626009,-0.859961,-0.21236,0.493788,-0.183212,-0.1002,-0.528377,0.141316,-0.090813,0.438429,-0.825138,-0.0522098,-0.1255,0.146743,0.729923;0.181244,4.85823,7.191,21.4434
