Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.275865,0.358422,0.244947,0.109595,0.533861,-0.0290368,-0.0336244,0.127935,0.50606,-0.345208,0.329363,-0.230865,0.186278,-0.314922,0.0443099,0.529958,0.298479,0.322649,0.0460387,-0.444603,0.428853,-0.249796,-0.251133,0.0177892,0.0506307;0.867326,4.44784,5.77508,3.93579
1;-0.491579,0.368603,0.0298137,-0.329732,0.365655,0.829899,-0.521236,-0.545614,0.0669611,-0.542796,0.468965,0.588001,0.163679,-0.479625,0.251792,0.626425,0.25466,0.322649,-0.0195901,-0.602829,0.561148,0.573045,-0.689639,-0.103206,0.0276029;-4.62316,-1.43416,6.81102,7.87559
2;-0.908843,0.297719,-0.0102751,-0.841611,0.0917811,0.915847,-0.423529,-0.754186,0.370438,-0.934647,0.74105,0.108687,-0.171215,-0.676787,0.352868,0.761304,0.231306,0.322649,0.238921,0.562307,0.541694,0.473469,-0.773696,0.287842,0.451369;-10.3215,-2.69014,5.69588,9.41473
3;-0.670442,0.27745,0.505326,-0.947499,-0.456955,0.941987,0.111276,-0.947237,0.860901,-0.923565,0.856346,0.0771618,0.0638158,-0.27107,0.758222,0.826569,0.223006,0.235307,0.591425,0.609881,0.91408,0.510857,-0.912871,-0.0236519,0.213014;-13.0826,-1.31673,7.24566,8.44667
4;-0.671081,0.0793368,0.680038,-0.932854,0.170253,0.958563,0.138138,-0.950225,0.883596,-0.829903,0.836878,-0.522908,0.409247,0.152371,0.615437,0.947412,0.280255,0.235307,0.631133,0.897451,0.851094,-0.0917628,-0.967864,-0.00549091,0.248561;-13.8902,1.67318,4.54085,8.2793
5;-0.381457,-0.188034,0.689121,-0.9485,0.606322,0.946056,-0.622124,-0.925685,0.572533,-0.663928,0.955807,-0.69583,-0.265056,0.502496,-0.409957,0.785169,-0.222917,0.492599,0.841035,0.771011,0.547655,-0.171866,-0.891274,-0.593057,-0.367203;-16.0655,-3.6059,0.203484,0.496422
6;0.275659,-0.521041,0.490511,-0.857183,0.83531,0.919948,-0.0233417,-0.834705,0.794692,-0.907178,0.897912,-0.553414,-0.663289,0.152839,-0.586526,0.781919,-0.172226,0.492599,0.843757,0.0943361,0.877633,0.443018,-0.765833,-0.617707,-0.387401;-17.371,-4.52881,2.11707,0.677045
7;-0.664428,-0.172019,-0.453803,-0.756581,0.76443,0.957626,0.821282,-0.564301,0.833054,-0.73036,0.642144,0.287434,-0.283652,-0.320782,-0.464255,0.929869,0.484943,0.515806,0.809436,-0.774503,0.945822,0.906024,-0.888194,-0.1584,0.396086;-12.6369,-3.66206,4.18373,9.71888
8;-0.959082,0.128429,-0.44507,-0.884254,-0.188866,0.939259,0.0422785,-0.690077,0.519737,-0.0962387,0.621321,0.299848,0.285781,-0.593154,-0.18041,0.510967,0.428495,0.515806,0.787614,-0.521072,0.848788,0.84973,-0.906444,0.0651201,0.803267;-8.24331,-1.99466,-0.305455,13.1772
9;-0.952148,0.269701,-0.296504,-0.921629,-0.761843,0.735285,-0.538055,-0.506701,0.418276,-0.768028,0.631193,-0.845128,-0.241298,-0.643541,0.00180284,0.578466,0.394404,0.515806,0.814956,-0.336928,0.146932,-0.0190725,-0.879505,0.0378432,0.762864;-7.77946,-1.05539,0.405192,9.37102
10;-0.841248,0.252943,-0.183704,-0.87985,-0.762443,0.877384,-0.388449,-0.856263,0.355088,-0.929082,0.187608,-0.722388,-0.570675,-0.62183,0.0358648,0.587969,0.387973,0.515806,0.82234,-0.839757,0.87877,-0.647697,-0.385868,-0.366399,-0.368018;-8.3754,-0.122558,0.122885,3.34402
11;-0.881938,-0.00802173,-0.19477,-0.929166,-0.705469,0.669439,-0.293398,-0.834286,0.343256,-0.710983,0.6614,-0.791297,-0.496609,-0.455318,0.0211935,0.772504,0.390749,0.515806,0.814068,-0.560965,0.802671,-0.778864,-0.888524,-0.597777,-0.416092;-11.6344,-0.979589,-0.172084,4.08538
12;-0.828535,-0.159237,-0.210067,-0.850151,-0.551266,0.904936,-0.0875066,-0.75291,0.539689,-0.881099,0.633199,-0.838915,-0.445356,-0.614128,-0.0911638,0.761835,0.4118,0.515806,0.823797,-0.501647,0.841737,-0.590417,-0.864291,-0.637179,0.129489;-13.3487,-0.126692,0.209593,6.14865
13;-0.884341,-0.184452,-0.211167,-0.927835,-0.632001,0.910252,0.166449,-0.755315,0.579583,-0.805673,0.620622,-0.688996,-0.324025,-0.571878,0.0159866,0.730194,0.391732,0.515806,0.807978,-0.62214,0.880532,-0.455348,-0.877287,-0.579594,0.01315;-12.2988,-0.919026,0.45885,6.60623
14;-0.689183,-0.404139,0.251615,-0.935245,-0.707854,0.701113,0.411029,-0.885004,0.840418,-0.646046,0.862503,-0.752041,0.00901689,-0.0372774,0.444137,0.761828,0.414616,0.442879,0.861015,0.0812592,0.939462,-0.34519,-0.961022,-0.700211,0.37462;-14.3467,1.13139,0.786141,8.33798
15;-0.663835,-0.682156,0.66463,-0.867746,0.398701,0.917966,0.136247,-0.919003,0.786549,-0.0504227,0.851733,-0.945055,0.270536,-0.242855,0.207678,0.828377,-0.036023,0.378592,0.826996,0.486397,0.55751,-0.67774,-0.915487,-0.509624,0.154054;-10.428,-0.368618,-0.333884,7.06691
16;0.387594,-0.178185,0.658359,-0.860416,0.0530552,0.675959,-0.479998,-0.440792,0.958446,-0.619357,0.85651,-0.608133,-0.0122881,0.316092,-0.306757,0.833993,-0.719244,-0.431611,0.520476,0.0582482,0.466945,-0.434533,-0.794359,-0.564566,0.026005;-10.1735,-0.94579,-1.0248,4.014
17;0.868697,-0.213025,0.878163,-0.356805,0.911394,0.804819,-0.246484,-0.883462,0.945697,-0.908171,0.875259,-0.016048,-0.413279,0.825925,-0.601175,0.697013,-0.676072,-0.431611,0.517267,-0.368793,0.97233,-0.725887,-0.743563,-0.478737,-0.519996;-13.7305,3.28675,0.679581,0.110632
18;0.740371,-0.158394,0.820325,-0.135455,0.983136,0.813949,-0.101546,-0.921382,0.894125,-0.829749,0.953452,0.536079,-0.270732,0.853437,-0.777806,0.881152,-0.632163,-0.431611,0.264427,-0.0860217,0.976399,0.223513,-0.929466,-0.580292,-0.562412;-14.9564,-0.46929,5.13712,0.135582
