Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.00684555,0.499881,0.404844,-0.494568,-0.172071,-0.459771,-0.179761,-0.42607,-0.0848985,-0.487155,-0.0309989,-0.409593;2.00283,-2.14406,1.88381,1.17229
1;-0.00684555,0.525487,0.445419,-0.315809,-0.0635666,-0.459771,-0.464523,-0.397831,0.261762,-0.639255,0.105169,-0.41149;1.33082,-1.39811,2.18956,2.29528
2;-0.00684555,0.415325,0.445603,-0.468211,0.109586,-0.459771,-0.368703,-0.397701,0.294411,-0.599249,0.429384,-0.422983;0.978758,-0.165156,1.26429,3.79021
3;-0.00684555,0.404208,0.446717,-0.667506,0.0515403,-0.459771,-0.450987,-0.396912,0.294557,-0.61307,0.365093,-0.424058;0.69079,-0.257494,0.918394,3.39472
4;0.46684,0.638102,0.27706,-0.491096,0.347042,0.096262,-0.408632,-0.529133,0.434127,-0.790318,-0.108236,-0.493001;1.39151,1.5197,0.621698,0.487043
5;-0.00684555,0.355298,0.45347,-0.505344,0.0407433,-0.459771,-0.462752,-0.428674,0.15528,-0.365771,0.428711,-0.0644896;1.6654,-1.78835,-0.119265,3.66592
6;-0.00684555,0.45072,0.411345,-0.55383,0.108519,-0.459771,-0.469995,-0.421236,0.30081,-0.599508,0.402966,-0.419467;0.770803,-0.252357,0.900419,3.56336
7;-0.00684555,0.402015,0.446376,-0.619975,0.112883,-0.459771,-0.494173,-0.397153,0.267036,-0.598449,0.442371,-0.424269;0.795676,-0.126077,0.682764,3.6537
8;-0.00684555,0.413538,0.446841,-0.607386,0.127416,-0.459771,-0.525958,-0.396824,0.295173,-0.594898,0.451964,-0.423156;0.745607,-0.0950039,0.663489,3.77423
9;-0.424259,0.0748273,0.347107,-0.855583,0.370766,-0.758888,-0.669462,-0.0594998,0.519162,-0.0838408,0.785635,-0.245884;-2.02905,-1.1632,-1.2557,6.83251
10;-0.424259,-0.0166921,0.328109,-0.918073,0.468254,-0.758888,-0.749154,-0.03523,0.45279,-0.220418,0.848891,-0.54195;-2.49797,0.521079,-1.23577,6.67525
11;0.522018,-0.173703,0.0543373,-0.680553,0.846143,-0.512417,-0.190404,0.65893,-0.0552911,-0.783444,0.200483,0.0756613;-0.559703,-4.81328,-2.57066,-1.23812
12;-0.501222,-0.0327667,-0.0992112,-0.838676,0.589604,-0.330501,-0.542952,0.305519,0.604252,-0.738718,-0.508319,0.353209;-4.50138,-5.57604,-1.69464,-2.45684
13;-0.0612555,-0.139771,0.210934,-0.221195,0.338183,-0.683785,-0.387759,-0.0514085,-0.255626,-0.712015,0.441738,-0.313922;0.518599,-1.5864,-0.32149,1.22992
14;-0.0612555,0.208103,0.286584,-0.206423,0.221007,-0.683785,-0.00797481,-0.0379355,0.00908259,-0.811266,0.0900598,0.0751224;0.9158,-4.70149,1.28324,0.247171
15;-0.00684555,0.497088,0.397219,-0.537843,-0.162922,-0.459771,-0.305751,-0.426423,0.163376,-0.728483,-0.0212819,-0.451349;1.12774,-1.43658,2.22428,1.19634
16;0.0599214,0.426211,0.167734,-0.68977,0.47407,-0.379954,-0.524936,-0.222536,0.599498,-0.471092,0.254594,-0.32132;-1.09408,-0.518766,-0.530262,3.17346
17;0.462858,0.674113,0.0871469,-0.923004,0.786957,-0.738821,-0.775565,-0.565101,0.682247,-0.688304,0.747833,-0.526539;-0.545446,2.01342,-1.90274,5.17513
18;0.791168,0.61358,0.157525,-0.894074,0.896587,-0.649658,-0.699204,-0.0756253,0.163881,-0.825587,0.681635,-0.0373825;1.28878,-2.66683,-3.29936,1.99271
19;0.791168,0.729084,0.0993525,-0.768645,0.881752,-0.649658,-0.68947,-0.145098,0.222947,-0.814422,0.548337,0.250786;1.56313,-4.20139,-3.43995,1.33037
20;0.433027,0.314091,-0.139389,-0.867382,0.928724,-0.615726,-0.603055,0.433646,0.448268,-0.908995,-0.0310834,0.468238;-1.98576,-6.99592,-3.3567,-1.83722
21;0.433027,0.228752,-0.16508,-0.835309,0.925046,-0.615726,-0.642303,0.446183,0.267623,-0.909013,-0.0440861,0.198462;-1.94461,-5.91389,-3.19333,-2.20869
22;-0.454376,-0.508731,0.127788,-0.673867,0.747468,-0.64331,-0.51565,0.788757,-0.244593,-0.608353,0.116724,0.526991;-2.38449,-7.97754,-3.35743,-1.80042
23;-0.454376,-0.337623,0.0885208,-0.519935,0.742415,-0.64331,-0.43456,0.808883,0.00578388,-0.635816,-0.141181,-0.130206;-3.31804,-5.66171,-0.758166,-1.46047
24;-0.00684555,0.498104,0.417927,-0.156345,0.124338,-0.459771,-0.477348,-0.381888,-0.00789589,-0.666727,0.34462,-0.671223;1.76782,-0.198793,1.98772,2.59909
25;-0.0612555,0.109372,0.325743,-0.286239,0.268565,-0.683785,0.0341455,-0.0138887,0.187381,-0.753451,0.236533,0.110089;0.46376,-3.95364,1.03856,1.55481
26;-0.0612555,0.0298911,0.23885,-0.631313,-0.0325999,-0.683785,-0.0501928,-0.0723814,0.108787,-0.841688,-0.159328,0.0574176;-0.154264,-4.23038,0.942722,-0.736359
27;-0.00684555,0.465751,0.399021,-0.460717,-0.137757,-0.459771,-0.531266,-0.425242,0.122601,-0.723933,0.0448857,-0.454531;1.2097,-1.31384,1.77784,1.28016
28;0.0599214,0.439769,0.168108,-0.603919,0.573587,-0.379954,-0.487685,-0.22229,0.600504,-0.430121,0.422225,-0.319851;-0.951929,-0.247468,-0.692182,4.00075
29;0.462858,0.673888,0.0869706,-0.940392,0.778152,-0.738821,-0.752358,-0.565182,0.682421,-0.692749,0.732912,-0.526568;-0.560965,1.9912,-1.85968,5.1082
30;0.791168,0.613535,0.157528,-0.895419,0.893775,-0.649658,-0.704932,-0.0756229,0.163731,-0.827264,0.670391,-0.0373895;1.28463,-2.68315,-3.29292,1.93975
31;0.791168,0.729112,0.0993533,-0.764028,0.882527,-0.649658,-0.689928,-0.145097,0.22295,-0.813982,0.551881,0.250792;1.56897,-4.19779,-3.43748,1.34713
32;0.433027,0.31409,-0.13939,-0.867857,0.928762,-0.615726,-0.601143,0.433646,0.448269,-0.908977,-0.030673,0.468238;-1.98564,-6.99511,-3.35486,-1.83483
33;0.433027,0.228752,-0.16508,-0.835786,0.924877,-0.615726,-0.642485,0.446183,0.267623,-0.909089,-0.0457926,0.198462;-1.94533,-5.91573,-3.19234,-2.21594
34;-0.454376,-0.508731,0.127788,-0.673209,0.747517,-0.64331,-0.515877,0.788757,-0.244593,-0.608327,0.116884,0.526991;-2.38374,-7.97747,-3.35684,-1.79958
35;-0.454376,-0.337623,0.0885208,-0.519894,0.742477,-0.64331,-0.434213,0.808883,0.00578388,-0.635785,-0.140982,-0.130206;-3.31785,-5.66137,-0.757853,-1.45942
36;-0.00684555,0.498104,0.417927,-0.156701,0.12413,-0.459771,-0.477327,-0.381888,-0.0078959,-0.666771,0.344347,-0.671223;1.76739,-0.199368,1.98779,2.59777
37;-0.0612555,0.109372,0.325743,-0.286093,0.268553,-0.683785,0.0339141,-0.0138887,0.187381,-0.753453,0.236516,0.110089;0.463858,-3.95374,1.03849,1.55469
38;-0.0612555,0.0298911,0.23885,-0.63121,-0.032459,-0.683785,-0.0500985,-0.0723814,0.108787,-0.841672,-0.159126,0.0574176;-0.154111,-4.22993,0.942589,-0.735445
39;-0.00684555,0.465751,0.399021,-0.460868,-0.137813,-0.459771,-0.531218,-0.425242,0.122601,-0.723944,0.0448015,-0.454531;1.20953,-1.31399,1.77783,1.27977
40;0.0599214,0.439769,0.168108,-0.603906,0.573567,-0.379954,-0.487761,-0.22229,0.600504,-0.43013,0.42219,-0.319851;-0.951942,-0.24755,-0.692202,4.00055
41;0.462858,0.673888,0.0869706,-0.940383,0.77817,-0.738821,-0.752354,-0.565182,0.682421,-0.69274,0.732943,-0.526568;-0.560951,1.99126,-1.85973,5.10835
42;0.791168,0.613535,0.157528,-0.895424,0.893775,-0.649658,-0.70493,-0.0756229,0.163731,-0.827265,0.670389,-0.0373895;1.28462,-2.68315,-3.29292,1.93974
43;0.791168,0.729112,0.0993533,-0.764029,0.882527,-0.649658,-0.68993,-0.145097,0.22295,-0.813982,0.551879,0.250792;1.56896,-4.19779,-3.43748,1.34712
44;0.433027,0.31409,-0.13939,-0.867857,0.928762,-0.615726,-0.601143,0.433646,0.448269,-0.908977,-0.0306717,0.468238;-1.98564,-6.99511,-3.35486,-1.83482
45;0.433027,0.228752,-0.16508,-0.835786,0.924877,-0.615726,-0.642485,0.446183,0.267623,-0.909089,-0.0457925,0.198462;-1.94533,-5.91573,-3.19235,-2.21594
46;-0.454376,-0.508731,0.127788,-0.673209,0.747517,-0.64331,-0.515877,0.788757,-0.244593,-0.608327,0.116884,0.526991;-2.38374,-7.97747,-3.35684,-1.79958
47;-0.454376,-0.337623,0.0885208,-0.519894,0.742477,-0.64331,-0.434213,0.808883,0.00578388,-0.635785,-0.140982,-0.130206;-3.31785,-5.66137,-0.757853,-1.45942
48;-0.00684555,0.498104,0.417927,-0.156701,0.12413,-0.459771,-0.477327,-0.381888,-0.0078959,-0.666771,0.344347,-0.671223;1.76739,-0.199367,1.98779,2.59778
49;-0.0612555,0.109372,0.325743,-0.286094,0.268553,-0.683785,0.0339141,-0.0138887,0.187381,-0.753453,0.236516,0.110089;0.463857,-3.95374,1.03849,1.55469
50;-0.0612555,0.0298911,0.23885,-0.63121,-0.032459,-0.683785,-0.0500985,-0.0723814,0.108787,-0.841672,-0.159126,0.0574176;-0.154111,-4.22993,0.942589,-0.735445
51;-0.00684555,0.465751,0.399021,-0.460868,-0.137813,-0.459771,-0.531218,-0.425242,0.122601,-0.723944,0.0448015,-0.454531;1.20953,-1.31398,1.77783,1.27977
52;0.0599214,0.439769,0.168108,-0.603906,0.573567,-0.379954,-0.487761,-0.22229,0.600504,-0.43013,0.42219,-0.319851;-0.951942,-0.24755,-0.692202,4.00055
53;0.462858,0.673888,0.0869706,-0.940383,0.77817,-0.738821,-0.752354,-0.565182,0.682421,-0.69274,0.732943,-0.526568;-0.560951,1.99126,-1.85973,5.10835
54;0.791168,0.613535,0.157528,-0.895424,0.893775,-0.649658,-0.70493,-0.0756229,0.163731,-0.827265,0.670389,-0.0373895;1.28462,-2.68315,-3.29292,1.93974
55;0.791168,0.729112,0.0993533,-0.764029,0.882527,-0.649658,-0.68993,-0.145097,0.22295,-0.813982,0.551879,0.250792;1.56896,-4.19779,-3.43748,1.34712
56;0.433027,0.31409,-0.13939,-0.867857,0.928762,-0.615726,-0.601143,0.433646,0.448269,-0.908977,-0.0306717,0.468238;-1.98564,-6.99511,-3.35486,-1.83482
57;0.433027,0.228752,-0.16508,-0.835786,0.924877,-0.615726,-0.642485,0.446183,0.267623,-0.909089,-0.0457925,0.198462;-1.94533,-5.91573,-3.19235,-2.21594
58;-0.454376,-0.508731,0.127788,-0.673209,0.747517,-0.64331,-0.515877,0.788757,-0.244593,-0.608327,0.116884,0.526991;-2.38374,-7.97747,-3.35684,-1.79958
59;-0.454376,-0.337623,0.0885208,-0.519894,0.742477,-0.64331,-0.434213,0.808883,0.00578388,-0.635785,-0.140982,-0.130206;-3.31785,-5.66137,-0.757853,-1.45942
60;-0.00684555,0.498104,0.417927,-0.156701,0.12413,-0.459771,-0.477327,-0.381888,-0.0078959,-0.666771,0.344347,-0.671223;1.76739,-0.199367,1.98779,2.59778
61;-0.0612555,0.109372,0.325743,-0.286094,0.268553,-0.683785,0.0339141,-0.0138887,0.187381,-0.753453,0.236516,0.110089;0.463857,-3.95374,1.03849,1.55469
62;-0.0612555,0.0298911,0.23885,-0.63121,-0.032459,-0.683785,-0.0500985,-0.0723814,0.108787,-0.841672,-0.159126,0.0574176;-0.154111,-4.22993,0.942589,-0.735445
63;-0.00684555,0.465751,0.399021,-0.460868,-0.137813,-0.459771,-0.531218,-0.425242,0.122601,-0.723944,0.0448015,-0.454531;1.20953,-1.31398,1.77783,1.27977
64;0.0599214,0.439769,0.168108,-0.603906,0.573567,-0.379954,-0.487761,-0.22229,0.600504,-0.43013,0.42219,-0.319851;-0.951942,-0.24755,-0.692202,4.00055
65;0.462858,0.673888,0.0869706,-0.940383,0.77817,-0.738821,-0.752354,-0.565182,0.682421,-0.69274,0.732943,-0.526568;-0.560951,1.99126,-1.85973,5.10835
66;0.791168,0.613535,0.157528,-0.895424,0.893775,-0.649658,-0.70493,-0.0756229,0.163731,-0.827265,0.670389,-0.0373895;1.28462,-2.68315,-3.29292,1.93974
67;0.791168,0.729112,0.0993533,-0.764029,0.882527,-0.649658,-0.68993,-0.145097,0.22295,-0.813982,0.551879,0.250792;1.56896,-4.19779,-3.43748,1.34712
68;0.433027,0.31409,-0.13939,-0.867857,0.928762,-0.615726,-0.601143,0.433646,0.448269,-0.908977,-0.0306717,0.468238;-1.98564,-6.99511,-3.35486,-1.83482
69;0.433027,0.228752,-0.16508,-0.835786,0.924877,-0.615726,-0.642485,0.446183,0.267623,-0.909089,-0.0457925,0.198462;-1.94533,-5.91573,-3.19235,-2.21594
70;-0.454376,-0.508731,0.127788,-0.673209,0.747517,-0.64331,-0.515877,0.788757,-0.244593,-0.608327,0.116884,0.526991;-2.38374,-7.97747,-3.35684,-1.79958
71;-0.454376,-0.337623,0.0885208,-0.519894,0.742477,-0.64331,-0.434213,0.808883,0.00578388,-0.635785,-0.140982,-0.130206;-3.31785,-5.66137,-0.757853,-1.45942
72;-0.00684555,0.498104,0.417927,-0.156701,0.12413,-0.459771,-0.477327,-0.381888,-0.0078959,-0.666771,0.344347,-0.671223;1.76739,-0.199367,1.98779,2.59778
73;-0.0612555,0.109372,0.325743,-0.286094,0.268553,-0.683785,0.0339141,-0.0138887,0.187381,-0.753453,0.236516,0.110089;0.463857,-3.95374,1.03849,1.55469
74;-0.0612555,0.0298911,0.23885,-0.63121,-0.032459,-0.683785,-0.0500985,-0.0723814,0.108787,-0.841672,-0.159126,0.0574176;-0.154111,-4.22993,0.942589,-0.735445
75;-0.00684555,0.465751,0.399021,-0.460868,-0.137813,-0.459771,-0.531218,-0.425242,0.122601,-0.723944,0.0448015,-0.454531;1.20953,-1.31398,1.77783,1.27977
76;0.0599214,0.439769,0.168108,-0.603906,0.573567,-0.379954,-0.487761,-0.22229,0.600504,-0.43013,0.42219,-0.319851;-0.951942,-0.24755,-0.692202,4.00055
77;0.462858,0.673888,0.0869706,-0.940383,0.77817,-0.738821,-0.752354,-0.565182,0.682421,-0.69274,0.732943,-0.526568;-0.560951,1.99126,-1.85973,5.10835
78;0.791168,0.613535,0.157528,-0.895424,0.893775,-0.649658,-0.70493,-0.0756229,0.163731,-0.827265,0.670389,-0.0373895;1.28462,-2.68315,-3.29292,1.93974
79;0.791168,0.729112,0.0993533,-0.764029,0.882527,-0.649658,-0.68993,-0.145097,0.22295,-0.813982,0.551879,0.250792;1.56896,-4.19779,-3.43748,1.34712
80;0.433027,0.31409,-0.13939,-0.867857,0.928762,-0.615726,-0.601143,0.433646,0.448269,-0.908977,-0.0306717,0.468238;-1.98564,-6.99511,-3.35486,-1.83482
81;0.433027,0.228752,-0.16508,-0.835786,0.924877,-0.615726,-0.642485,0.446183,0.267623,-0.909089,-0.0457925,0.198462;-1.94533,-5.91573,-3.19235,-2.21594
82;-0.454376,-0.508731,0.127788,-0.673209,0.747517,-0.64331,-0.515877,0.788757,-0.244593,-0.608327,0.116884,0.526991;-2.38374,-7.97747,-3.35684,-1.79958
83;-0.454376,-0.337623,0.0885208,-0.519894,0.742477,-0.64331,-0.434213,0.808883,0.00578388,-0.635785,-0.140982,-0.130206;-3.31785,-5.66137,-0.757853,-1.45942
84;-0.00684555,0.498104,0.417927,-0.156701,0.12413,-0.459771,-0.477327,-0.381888,-0.0078959,-0.666771,0.344347,-0.671223;1.76739,-0.199367,1.98779,2.59778
85;-0.0612555,0.109372,0.325743,-0.286094,0.268553,-0.683785,0.0339141,-0.0138887,0.187381,-0.753453,0.236516,0.110089;0.463857,-3.95374,1.03849,1.55469
86;-0.0612555,0.0298911,0.23885,-0.63121,-0.032459,-0.683785,-0.0500985,-0.0723814,0.108787,-0.841672,-0.159126,0.0574176;-0.154111,-4.22993,0.942589,-0.735445
87;-0.00684555,0.465751,0.399021,-0.460868,-0.137813,-0.459771,-0.531218,-0.425242,0.122601,-0.723944,0.0448015,-0.454531;1.20953,-1.31398,1.77783,1.27977
88;0.0599214,0.439769,0.168108,-0.603906,0.573567,-0.379954,-0.487761,-0.22229,0.600504,-0.43013,0.42219,-0.319851;-0.951942,-0.24755,-0.692202,4.00055
89;0.462858,0.673888,0.0869706,-0.940383,0.77817,-0.738821,-0.752354,-0.565182,0.682421,-0.69274,0.732943,-0.526568;-0.560951,1.99126,-1.85973,5.10835
90;0.791168,0.613535,0.157528,-0.895424,0.893775,-0.649658,-0.70493,-0.0756229,0.163731,-0.827265,0.670389,-0.0373895;1.28462,-2.68315,-3.29292,1.93974
91;0.791168,0.729112,0.0993533,-0.764029,0.882527,-0.649658,-0.68993,-0.145097,0.22295,-0.813982,0.551879,0.250792;1.56896,-4.19779,-3.43748,1.34712
92;0.433027,0.31409,-0.13939,-0.867857,0.928762,-0.615726,-0.601143,0.433646,0.448269,-0.908977,-0.0306717,0.468238;-1.98564,-6.99511,-3.35486,-1.83482
93;0.433027,0.228752,-0.16508,-0.835786,0.924877,-0.615726,-0.642485,0.446183,0.267623,-0.909089,-0.0457925,0.198462;-1.94533,-5.91573,-3.19235,-2.21594
94;-0.454376,-0.508731,0.127788,-0.673209,0.747517,-0.64331,-0.515877,0.788757,-0.244593,-0.608327,0.116884,0.526991;-2.38374,-7.97747,-3.35684,-1.79958
95;-0.454376,-0.337623,0.0885208,-0.519894,0.742477,-0.64331,-0.434213,0.808883,0.00578388,-0.635785,-0.140982,-0.130206;-3.31785,-5.66137,-0.757853,-1.45942
96;-0.00684555,0.498104,0.417927,-0.156701,0.12413,-0.459771,-0.477327,-0.381888,-0.0078959,-0.666771,0.344347,-0.671223;1.76739,-0.199367,1.98779,2.59778
97;-0.0612555,0.109372,0.325743,-0.286094,0.268553,-0.683785,0.0339141,-0.0138887,0.187381,-0.753453,0.236516,0.110089;0.463857,-3.95374,1.03849,1.55469
98;-0.0612555,0.0298911,0.23885,-0.63121,-0.032459,-0.683785,-0.0500985,-0.0723814,0.108787,-0.841672,-0.159126,0.0574176;-0.154111,-4.22993,0.942589,-0.735445
99;-0.00684555,0.465751,0.399021,-0.460868,-0.137813,-0.459771,-0.531218,-0.425242,0.122601,-0.723944,0.0448015,-0.454531;1.20953,-1.31398,1.77783,1.27977
