Passo;A  o
0;0
1;0
2;3
3;3
4;3
5;3
6;4
7;2
8;0
9;0
10;0
11;3
12;3
13;3
14;3
15;3
16;3
17;3
18;3
19;3
20;0
21;3
22;3
23;2
24;2
25;0
26;0
27;3
28;3
29;2
30;2
31;0
32;0
33;0
34;3
35;4
36;2
37;2
38;3
39;3
40;4
41;0
42;0
43;0
44;0
45;3
46;3
47;4
48;2
49;2
50;3
51;3
52;4
53;0
54;0
55;0
56;0
57;3
58;3
59;4
60;2
61;2
62;3
63;3
64;4
65;0
66;0
67;0
68;0
69;3
70;3
71;4
72;2
73;2
74;3
75;3
76;4
77;0
78;0
79;0
80;0
81;3
82;3
83;4
84;2
85;2
86;3
87;3
88;4
89;0
90;0
91;0
92;0
93;3
94;3
95;4
96;2
97;2
98;3
99;3
100;4
101;0
102;0
103;0
104;0
105;3
106;3
107;4
108;2
109;2
110;3
111;3
112;4
113;0
114;0
115;0
116;0
117;3
118;3
119;4
120;2
121;2
122;3
123;3
124;4
125;0
126;0
127;0
128;0
129;3
130;3
131;4
132;2
133;2
134;3
135;3
136;4
137;0
138;0
139;0
140;0
141;3
142;3
143;4
144;2
145;2
146;3
147;3
148;4
149;0
150;0
151;0
152;0
153;3
154;3
155;4
156;2
157;2
158;3
159;3
160;4
161;0
162;0
163;0
164;0
165;3
166;3
167;4
168;2
169;2
170;3
171;3
172;4
173;0
174;0
175;0
176;0
177;3
178;3
179;4
180;2
181;2
182;3
183;3
184;4
185;0
186;0
187;0
188;0
189;3
190;3
191;4
192;2
193;2
194;3
195;3
196;4
197;0
198;0
199;0
200;0
201;3
202;3
203;4
204;2
205;2
206;3
207;3
208;4
209;0
210;0
211;0
212;0
213;3
214;3
215;4
216;2
217;2
218;3
219;3
220;4
221;0
222;0
223;0
224;0
225;3
226;3
227;4
228;2
229;2
230;3
231;3
232;4
233;0
234;0
235;0
236;0
237;3
238;3
239;4
240;2
241;2
242;3
243;3
244;4
245;0
246;0
247;0
248;0
249;3
250;3
251;4
252;2
253;2
254;3
255;3
256;4
257;0
258;0
259;0
260;0
261;3
262;3
263;4
264;2
265;2
266;3
267;3
268;4
269;0
270;0
271;0
272;0
273;3
274;3
275;4
276;2
277;2
278;3
279;3
280;4
281;0
282;0
283;0
284;0
285;3
286;3
287;4
288;2
289;2
290;3
291;3
292;4
293;0
294;0
295;0
296;0
297;3
298;3
299;4
300;-1.83255e-06
