Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;1
9;3
10;4
11;1
12;3
13;3
14;3
15;1
16;3
17;3
18;4
19;1
20;3
21;3
22;1
23;3
24;3
25;2
26;3
27;3
28;4
29;1
30;3
31;3
32;1
33;3
34;3
35;2
36;3
37;3
38;4
39;1
40;3
41;3
42;1
43;3
44;3
45;2
46;3
47;3
48;4
49;1
50;1
51;3
52;3
53;4
54;1
55;3
56;3
57;1
58;3
59;3
60;2
61;3
62;3
63;4
64;1
65;3
66;3
67;1
68;3
69;3
70;3
71;4
72;1
73;3
74;3
75;3
76;1
77;3
78;3
79;2
80;3
81;3
82;4
83;1
84;3
85;3
86;1
87;3
88;3
89;2
90;3
91;3
92;4
93;1
94;3
95;3
96;3
97;1
98;3
99;3
100;3
101;4
102;1
103;3
104;3
105;1
106;3
107;3
108;2
109;3
110;3
111;4
112;1
113;3
114;3
115;1
116;3
117;3
118;4
119;1
120;3
121;3
122;1
123;3
124;3
125;2
126;3
127;3
128;4
129;1
130;3
131;3
132;1
133;3
134;3
135;2
136;3
137;3
138;4
139;1
140;3
141;3
142;1
143;3
144;3
145;2
146;3
147;3
148;1
149;3
150;1
151;3
152;3
153;4
154;1
155;3
156;3
157;1
158;3
159;3
160;2
161;3
162;3
163;4
164;1
165;3
166;3
167;1
168;3
169;3
170;3
171;4
172;1
173;3
174;3
175;3
176;1
177;3
178;3
179;2
180;3
181;3
182;4
183;1
184;3
185;3
186;1
187;3
188;3
189;2
190;3
191;3
192;4
193;1
194;3
195;3
196;1
197;3
198;3
199;3
200;3
201;3
202;4
203;1
204;1
205;3
206;3
207;2
208;3
209;3
210;4
211;1
212;3
213;3
214;1
215;3
216;3
217;3
218;4
219;1
220;3
221;3
222;3
223;1
224;3
225;3
226;2
227;3
228;3
229;4
230;1
231;3
232;3
233;1
234;3
235;3
236;2
237;3
238;3
239;4
240;1
241;3
242;3
243;1
244;3
245;3
246;3
247;3
248;3
249;4
250;1
251;1
252;3
253;3
254;2
255;3
256;3
257;4
258;1
259;3
260;3
261;1
262;3
263;3
264;3
265;4
266;1
267;3
268;3
269;3
270;1
271;3
272;3
273;2
274;3
275;3
276;4
277;1
278;3
279;3
280;1
281;3
282;3
283;2
284;3
285;3
286;4
287;1
288;3
289;3
290;1
291;3
292;3
293;3
294;3
295;3
296;4
297;1
298;1
299;3
300;-1.83255e-06
