Passo;A  o
0;3
1;4
2;4
3;2
4;4
5;0
6;3
7;3
8;0
9;3
10;4
11;0
12;3
13;0
14;3
15;3
16;2
17;3
18;3
19;3
20;3
21;3
22;4
23;2
24;4
25;0
26;3
27;3
28;3
29;3
30;3
31;0
32;4
33;0
34;3
35;0
36;3
37;3
38;2
39;3
40;3
41;3
42;4
43;2
44;4
45;0
46;3
47;3
48;3
49;0
50;3
51;0
52;3
53;0
54;3
55;3
56;2
57;3
58;3
59;3
60;3
61;3
62;4
63;2
64;4
65;0
66;3
67;3
68;3
69;3
70;0
71;3
72;4
73;0
74;3
75;0
76;3
77;3
78;2
79;3
80;3
81;3
82;3
83;4
84;2
85;4
86;0
87;3
88;3
89;3
90;3
91;0
92;3
93;0
94;3
95;0
96;3
97;3
98;2
99;3
100;3
101;3
102;3
103;3
104;4
105;2
106;4
107;0
108;3
109;3
110;3
111;3
112;0
113;3
114;0
115;3
116;0
117;3
118;3
119;2
120;3
121;3
122;3
123;3
124;4
125;2
126;4
127;0
128;3
129;3
130;3
131;3
132;0
133;4
134;0
135;3
136;0
137;3
138;3
139;2
140;3
141;3
142;3
143;4
144;4
145;2
146;4
147;0
148;3
149;3
150;3
151;0
152;3
153;0
154;3
155;0
156;3
157;3
158;2
159;3
160;3
161;3
162;3
163;3
164;4
165;2
166;4
167;0
168;3
169;3
170;3
171;3
172;3
173;0
174;4
175;0
176;3
177;0
178;3
179;3
180;2
181;3
182;3
183;3
184;4
185;2
186;4
187;0
188;3
189;3
190;3
191;0
192;3
193;0
194;3
195;0
196;3
197;3
198;2
199;3
200;3
201;3
202;3
203;3
204;4
205;2
206;4
207;0
208;3
209;3
210;3
211;3
212;0
213;3
214;0
215;3
216;0
217;3
218;3
219;2
220;3
221;3
222;3
223;3
224;4
225;2
226;4
227;0
228;3
229;3
230;3
231;3
232;0
233;4
234;0
235;3
236;0
237;3
238;3
239;2
240;3
241;3
242;3
243;4
244;4
245;2
246;4
247;0
248;3
249;3
250;3
251;0
252;3
253;4
254;0
255;3
256;0
257;3
258;3
259;2
260;3
261;3
262;3
263;3
264;3
265;4
266;2
267;4
268;0
269;3
270;3
271;3
272;3
273;3
274;0
275;4
276;0
277;3
278;0
279;3
280;3
281;2
282;3
283;3
284;3
285;4
286;2
287;4
288;0
289;3
290;3
291;3
292;0
293;3
294;0
295;3
296;0
297;3
298;3
299;2
300;-1.83255e-06
