0.00000000, 0.00037583, 0.00080083, 0.00092459, 0.00025253, 0.00055226, 0.00025413, 0.00108895, 0.00025067, 0.00086120, 0.00055853, 0.00035259, 0.00018022, 0.00065122, 0.00038444, 0.00016302, 0.00024670, 0.00030715, 0.00027621, 0.00026303, 0.00027533, 0.00018250, 0.00039322, 0.00022223, 0.00025135, 0.00022989, 0.00022094, 0.00028460, 0.00020254, 0.00029354, 0.00020679, 0.00023531, 0.00015277, 0.00099672, 0.00042477, 0.00054310, 0.00069061, 0.00064964, 0.00052965, 0.00104901, 0.00066442, 0.00060681, 0.00063765, 0.00254218
0.00037583, 0.00000000, 0.00028726, 0.00024632, 0.00030026, 0.00021340, 0.00032731, 0.00032362, 0.00026055, 0.00043103, 0.00134433, 0.00076920, 0.00020721, 0.00107807, 0.00024585, 0.00015024, 0.00021550, 0.00021908, 0.00047365, 0.00050698, 0.00034816, 0.00019086, 0.00021707, 0.00039971, 0.00039854, 0.00022521, 0.00018141, 0.00030194, 0.00022038, 0.00024664, 0.00022397, 0.00018071, 0.00018860, 0.00036789, 0.00112974, 0.00043582, 0.00035124, 0.00039217, 0.00039413, 0.00116810, 0.00031789, 0.00166865, 0.00043098, 0.00045048
0.00080083, 0.00028726, 0.00000000, 0.00089649, 0.00097384, 0.00042261, 0.00072282, 0.00033320, 0.00023704, 0.00038905, 0.00048103, 0.00021515, 0.00023763, 0.00015986, 0.00038085, 0.00016556, 0.00017402, 0.00021161, 0.00014366, 0.00020877, 0.00147416, 0.00081838, 0.00012936, 0.00024974, 0.00033042, 0.00053361, 0.00123145, 0.00022442, 0.00021810, 0.00020070, 0.00179852, 0.00024553, 0.00025753, 0.00042491, 0.00037022, 0.00036222, 0.00053251, 0.00036190, 0.00045037, 0.00045111, 0.00099691, 0.00027098, 0.00032833, 0.00051185
0.00092459, 0.00024632, 0.00089649, 0.00000000, 0.00046380, 0.00042392, 0.00176071, 0.00037268, 0.00022638, 0.00053613, 0.00042775, 0.00023373, 0.00050664, 0.00081066, 0.00029542, 0.00014963, 0.00020994, 0.00017537, 0.00035687, 0.00040171, 0.00017226, 0.00065648, 0.00015861, 0.00020323, 0.00013905, 0.00078163, 0.00018863, 0.00021735, 0.00035364, 0.00028253, 0.00021523, 0.00064877, 0.00016938, 0.00048636, 0.00030523, 0.00059149, 0.00361087, 0.00171493, 0.00048275, 0.00060794, 0.00053442, 0.00052971, 0.00046081, 0.00093213
0.00025253, 0.00030026, 0.00097384, 0.00046380, 0.00000000, 0.00029262, 0.00028682, 0.00028168, 0.00028257, 0.00030358, 0.00058280, 0.00052874, 0.00024955, 0.00031748, 0.00036885, 0.00205421, 0.00011811, 0.00021363, 0.00017216, 0.00024270, 0.00026986, 0.00012840, 0.00040853, 0.00021199, 0.00013961, 0.00036350, 0.00014074, 0.00012557, 0.00016175, 0.00022643, 0.00020688, 0.00026015, 0.00027731, 0.00048431, 0.00039260, 0.00039986, 0.00042363, 0.00027530, 0.00042170, 0.00024941, 0.00056462, 0.00027981, 0.00025949, 0.00022958
0.00055226, 0.00021340, 0.00042261, 0.00042392, 0.00029262, 0.00000000, 0.00051748, 0.00035339, 0.00030146, 0.00043674, 0.00074368, 0.00041913, 0.00019328, 0.00017190, 0.00038880, 0.00015255, 0.00015864, 0.00016834, 0.00019251, 0.00063171, 0.00039229, 0.00046618, 0.00019089, 0.00028103, 0.00050952, 0.00097769, 0.00015839, 0.00017754, 0.00014496, 0.00013941, 0.00024774, 0.00015905, 0.00021556, 0.00143457, 0.00051329, 0.00050260, 0.00047581, 0.00021804, 0.00101844, 0.00051858, 0.00035567, 0.00294874, 0.00038472, 0.00071729
0.00025413, 0.00032731, 0.00072282, 0.00176071, 0.00028682, 0.00051748, 0.00000000, 0.00045665, 0.00029913, 0.00056507, 0.00032883, 0.00037136, 0.00085884, 0.00042978, 0.00022771, 0.00017010, 0.00016359, 0.00028352, 0.00024196, 0.00023700, 0.00018394, 0.00143088, 0.00064365, 0.00021583, 0.00017341, 0.00094419, 0.00021867, 0.00034996, 0.00023098, 0.00019729, 0.00033988, 0.00015075, 0.00021516, 0.00064430, 0.00112070, 0.00034031, 0.00027521, 0.00030225, 0.00058905, 0.00049919, 0.00044731, 0.00021748, 0.00032546, 0.00037021
0.00108895, 0.00032362, 0.00033320, 0.00037268, 0.00028168, 0.00035339, 0.00045665, 0.00000000, 0.00125561, 0.00029637, 0.00079920, 0.00078582, 0.00021705, 0.00031366, 0.00067890, 0.00015060, 0.00028193, 0.00015336, 0.00076462, 0.00015986, 0.00038446, 0.00035839, 0.00014580, 0.00020637, 0.00017340, 0.00027192, 0.00040442, 0.00016870, 0.00014971, 0.00566029, 0.00119046, 0.00025145, 0.00020365, 0.00037069, 0.00150080, 0.00034776, 0.00057744, 0.00034057, 0.00078410, 0.00029686, 0.00061612, 0.00382888, 0.00089728, 0.00032806
0.00025067, 0.00026055, 0.00023704, 0.00022638, 0.00028257, 0.00030146, 0.00029913, 0.00125561, 0.00000000, 0.00065195, 0.00091364, 0.00112859, 0.00017659, 0.00038703, 0.00029043, 0.00022353, 0.00023853, 0.00022916, 0.00019119, 0.00020309, 0.00021809, 0.00032202, 0.00028187, 0.00014561, 0.00021589, 0.00024169, 0.00037028, 0.00034353, 0.00013609, 0.00105865, 0.00187416, 0.00036987, 0.00015763, 0.00034589, 0.00044463, 0.00036438, 0.00184761, 0.00118822, 0.00053782, 0.00038543, 0.00032952, 0.00037233, 0.00035474, 0.00140249
0.00086120, 0.00043103, 0.00038905, 0.00053613, 0.00030358, 0.00043674, 0.00056507, 0.00029637, 0.00065195, 0.00000000, 0.00039207, 0.00023984, 0.00018619, 0.00014363, 0.00030216, 0.00018232, 0.00023921, 0.00021715, 0.00023872, 0.00013130, 0.00026197, 0.00019862, 0.00030393, 0.00026774, 0.00052146, 0.00062419, 0.00021500, 0.00024237, 0.00147626, 0.00018966, 0.00035695, 0.00022525, 0.00017649, 0.00076832, 0.00115977, 0.00066852, 0.00046989, 0.00081162, 0.00087686, 0.00036533, 0.00050953, 0.00040370, 0.00050973, 0.00049584
