Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.0475105,0.470577,0.18279,0.523333,0.335461,0.409502,0.0249036,0.388827,0.426901,-0.482461,0.094729,-0.437202,0.503097,-0.233361,0.346841,-0.28351,-0.087468,-0.0863722,-0.520116,0.189996,-0.389085,0.339845,-0.0150538,-0.491949,-0.288163,0.0466362,-0.379184,-0.118643,0.0342435,-0.426091,-0.361802,0.182512,-0.287358,-0.140515,0.18196,0.14858,0.345073,-0.15954,-0.430983,0.097548,0.361566,-0.25648,-0.363851,0.460378,-0.124346,-0.449038,0.0402336,0.1496,-0.329956,0.37628;-6.03244,2.23967,0.752997,2.04435
1;-0.386467,0.744437,-0.0193554,0.850663,0.401772,0.453613,0.0882483,0.00838688,0.252088,-0.540456,-0.191941,-0.614205,0.792649,-0.147003,0.361593,-0.355471,-0.0376198,-0.163668,-0.364172,-0.0375948,-0.671206,0.584525,0.0494032,-0.450447,-0.0226982,0.135749,-0.54696,0.480394,0.355613,-0.24528,-0.444263,0.0136541,-0.337404,-0.0913954,-0.121065,0.0466392,0.320979,-0.367458,-0.485741,-0.00694567,0.38308,0.144533,0.104276,0.865952,-0.170238,-0.52807,-0.135928,-0.270824,-0.46394,0.53804;-5.13502,2.47204,-1.3696,2.72449
2;-0.849807,0.827875,-0.146256,0.790341,0.431681,0.135202,0.0576773,0.217118,0.419949,-0.427253,-0.278049,-0.615433,0.803991,-0.234044,0.540769,-0.681895,-0.0972878,-0.168616,-0.459238,-0.135624,-0.628734,0.331145,-0.139796,-0.442877,-0.0392701,0.0981169,-0.40229,0.592519,0.374775,-0.382946,-0.633757,-0.0297203,-0.328538,-0.09303,-0.128289,-0.322691,0.43239,-0.358195,-0.325325,0.457156,0.43758,0.453152,-0.182338,0.682612,-0.246468,-0.589876,-0.191597,-0.243207,-0.489407,0.467946;-2.59705,2.21696,-0.867974,4.26897
3;-0.802328,0.678471,0.0151779,0.774694,0.424837,0.27319,-0.116846,0.291532,0.415957,-0.413772,-0.273192,-0.635111,0.821964,-0.39818,0.584946,-0.615436,-0.122799,-0.288463,-0.306121,-0.0933568,-0.692775,0.454568,-0.145468,-0.440182,0.150927,0.1268,-0.495159,0.597371,0.464917,-0.57261,-0.548792,-0.22273,-0.332746,-0.11426,-0.145518,-0.227078,0.0715038,-0.356047,0.106036,0.552496,0.423633,0.216803,0.141156,0.779155,-0.237572,-0.559852,-0.200575,-0.208118,-0.648647,0.441348;-1.97098,2.99959,0.477111,4.20756
4;-0.62693,0.816844,0.416643,0.628685,0.612159,0.486994,0.31373,-0.288746,0.108494,0.104928,-0.291173,-0.846606,0.522439,-0.427522,0.282291,-0.249667,-0.194994,-0.704135,-0.509534,0.425482,-0.922945,0.499122,0.308236,-0.630239,-0.252868,-0.0492218,-0.691526,0.811107,0.725675,-0.519559,-0.872299,0.16821,0.167919,-0.500285,-0.442832,-0.249754,0.341855,-0.427721,-0.060832,0.352522,0.681875,0.355608,-0.066268,0.855695,-0.689933,-0.710563,-0.298841,-0.38874,-0.562853,0.631685;-0.48772,3.7036,-0.686725,3.54663
5;-0.915782,0.935922,-0.10277,0.769105,0.165465,-0.30472,0.0910452,0.892461,0.861142,-0.193516,-0.246668,-0.425794,0.807477,-0.333472,0.833382,-0.869708,0.168008,-0.288363,-0.19602,0.321024,-0.488829,0.36379,-0.404197,-0.105568,0.0479297,0.321813,-0.408645,0.528935,0.378637,0.0091193,-0.267912,-0.42276,-0.283098,0.182015,-0.360555,-0.546362,0.499934,-0.743744,0.142453,0.744951,0.368317,0.424644,-0.171737,0.669953,0.422952,-0.0727341,-0.196737,0.15417,-0.381066,-0.189224;-3.78287,1.11981,-0.108106,5.62761
6;-0.84881,0.306546,-0.131649,0.567108,0.0761287,0.323216,-0.499336,0.767922,0.849777,0.321873,-0.187137,-0.661658,0.374083,-0.711992,0.88808,-0.630624,0.141148,-0.38079,-0.219919,0.682857,-0.86565,0.239046,-0.0655835,-0.253005,-0.0163647,0.218515,-0.153156,0.314775,-0.253509,-0.268481,0.121442,-0.677709,0.00480486,-0.14561,-0.361158,-0.0597987,0.19265,-0.462597,0.724074,0.852339,0.355355,0.453612,0.663702,0.00501679,0.249766,-0.215636,-0.10091,0.265316,-0.438771,-0.096931;-4.49612,2.61603,3.29031,5.05124
7;0.451446,0.730508,-0.72608,0.803642,0.434338,0.581863,-0.496061,0.912315,0.808698,0.745684,-0.683139,-0.980162,-0.519066,0.337879,0.2241,-0.820354,0.0121494,-0.963189,-0.779335,0.890279,-0.918989,0.707388,0.324555,-0.651384,0.0454093,-0.0856877,-0.473899,0.459704,0.263475,0.42556,-0.84807,-0.478325,0.423017,-0.810403,-0.31825,0.569526,-0.250951,-0.825925,0.578497,0.321059,0.933156,0.822726,0.424161,0.329964,-0.881158,-0.29176,-0.214277,-0.362256,-0.575765,0.0786256;-12.4845,7.61543,-5.20933,4.20605
8;-0.949219,0.98213,-0.886684,0.421373,0.228408,0.220115,0.150413,0.971993,0.949241,0.134725,-0.732828,-0.97148,0.150498,0.631336,0.813041,-0.720204,0.636738,-0.339176,-0.676174,0.0874453,-0.785903,0.296595,-0.733496,0.19423,0.726767,-0.507235,0.264921,0.663705,0.57959,0.844747,-0.165824,-0.906101,-0.408915,-0.430828,-0.43115,0.132911,-0.183854,-0.677927,0.337953,0.939426,0.618176,0.771545,-0.0151108,0.305262,0.54652,0.0425119,-0.12591,0.534128,-0.542214,0.384552;-11.8433,1.67133,-4.15381,4.48719
9;-0.553628,0.586688,-0.977073,0.358645,0.281279,0.573936,-0.788808,0.967637,0.953355,0.54382,-0.937562,-0.984442,-0.432246,-0.304961,0.589274,-0.864607,0.491716,-0.639878,-0.511156,0.452008,-0.701233,0.490723,-0.476671,-0.45575,0.797727,-0.592364,0.176968,0.64763,-0.12326,0.568022,0.283631,-0.784646,-0.238899,-0.22363,-0.262955,0.255125,-0.238617,-0.675735,0.743485,0.932044,0.667067,0.965478,0.863619,-0.134168,-0.465318,0.163343,0.189979,0.70872,-0.770725,0.298786;-12.5395,4.12957,0.0936632,5.29485
10;-0.453591,0.863623,-0.971559,0.0579922,0.272771,0.627921,-0.871975,0.983509,0.960494,0.139452,-0.920408,-0.985102,-0.524527,0.256409,0.381904,-0.795893,0.561051,-0.779116,-0.58566,0.492709,-0.715455,0.0307003,-0.29878,-0.378328,0.751638,-0.553144,0.118942,0.355292,-0.114775,0.739268,-0.563923,-0.815892,-0.126104,-0.157214,-0.504955,0.46257,-0.232693,-0.843929,0.648235,0.937827,0.851288,0.837402,0.850012,-0.664307,-0.21828,0.353062,0.0525795,0.448269,-0.780517,0.104109;-8.33016,4.47229,0.430663,4.08624
11;-0.178817,0.822402,-0.896287,-0.114271,0.474018,0.574129,-0.271247,0.772203,0.783998,-0.423005,-0.895777,-0.980779,-0.149263,0.592506,0.161771,-0.366556,0.464248,-0.0657423,-0.618462,-0.425495,-0.762508,-0.177004,-0.713831,0.0661392,0.877551,-0.665462,0.224975,0.788427,0.417525,0.285516,-0.630304,-0.763872,-0.359189,-0.662799,-0.440292,0.499737,-0.195835,-0.310047,0.171247,0.859835,0.750869,0.316245,0.463938,-0.297064,0.121908,-0.394183,-0.273901,0.491426,-0.824808,0.702603;-8.78657,3.53321,-2.96207,2.44759
12;-0.416499,0.369614,-0.586165,0.419242,0.430872,0.512769,-0.40476,0.24275,0.568603,-0.48778,-0.749135,-0.786527,0.796129,-0.575814,0.228027,0.209851,-0.197172,-0.350257,-0.273708,-0.232688,-0.65948,-0.555852,-0.551092,-0.373921,0.216116,-0.013584,-0.171827,0.716451,0.126249,0.016503,-0.552504,-0.0363963,-0.606304,-0.0679783,-0.38107,0.282034,0.698823,-0.363583,0.200612,0.818806,0.284274,0.31963,0.340748,0.136823,0.212237,-0.616397,-0.340619,0.389333,-0.863177,0.569499;-1.41337,1.3773,0.999497,2.20747
13;-0.466812,0.47644,-0.246024,0.531525,0.428653,0.189893,-0.658929,0.302363,0.315294,-0.575301,-0.100205,-0.677339,0.821621,-0.474925,0.38492,-0.622959,-0.147901,-0.332328,-0.276967,-0.154443,-0.426558,0.0625067,-0.302495,-0.334586,0.196058,0.0431604,-0.520859,0.600631,0.501918,-0.183982,-0.688307,0.301435,-0.321845,-0.331214,-0.35997,0.330056,0.155012,-0.306607,-0.522308,0.740469,0.567041,-0.385229,0.333139,0.355441,-0.369048,-0.412804,-0.367946,-0.27178,-0.808666,0.446533;-1.60575,2.69195,4.33599,2.70212
14;-0.886909,0.93428,-0.573403,0.577988,0.23398,0.150807,-0.473567,0.783245,0.679205,0.201624,-0.446136,-0.90414,0.182818,0.0750001,0.819577,-0.916165,0.444187,-0.413202,-0.274533,-0.136306,-0.411789,0.261329,-0.63574,-0.214185,0.627252,-0.405624,-0.0811799,0.903009,0.622383,0.737853,0.210476,-0.882352,-0.118823,0.607967,-0.469521,0.106225,-0.18842,-0.57881,-0.511568,0.862379,0.7498,0.710219,0.44352,0.263355,-0.384875,-0.111963,-0.170035,0.450117,-0.431462,0.464145;-9.06208,0.981188,0.110272,5.20573
15;-0.35417,0.814263,-0.94538,0.456651,0.289688,0.723724,-0.833024,0.974043,0.936959,0.386489,-0.924808,-0.976409,-0.425467,-0.155527,0.547959,-0.880826,0.445742,-0.597329,-0.438652,0.412468,-0.556973,0.245773,-0.0804241,-0.469471,0.726478,-0.577525,0.119647,0.560229,-0.0864884,0.588517,-0.219369,-0.826024,0.281801,0.375796,-0.138446,0.174151,-0.30924,-0.802584,0.582389,0.9157,0.790424,0.97668,0.797587,-0.392289,-0.56555,-0.158635,0.256758,0.595586,-0.629096,0.19799;-8.13877,4.28378,-1.04286,4.98699
16;-0.169141,0.901739,-0.962372,0.193568,0.267442,0.720029,-0.749902,0.982313,0.942516,0.180775,-0.928046,-0.98599,-0.422774,0.556603,0.227079,-0.789541,0.553871,-0.732044,-0.606753,0.537924,-0.639668,0.192126,0.0472378,-0.397833,0.721485,-0.556139,0.0685249,0.664841,0.0583745,0.767608,-0.545891,-0.819135,0.17419,0.0625169,-0.444273,0.588121,-0.0701828,-0.851012,0.631491,0.936477,0.832963,0.857644,0.785181,-0.514728,-0.144973,0.282215,0.126145,0.603983,-0.83676,0.225357;-9.63771,4.78548,-1.5381,4.12977
17;-0.275197,0.849869,-0.876185,-0.046789,0.486192,0.604171,0.122196,0.797006,0.805506,-0.398792,-0.89361,-0.981495,-0.0704908,0.70397,0.191368,-0.449582,0.473541,-0.046699,-0.598472,-0.484217,-0.753475,-0.0142359,-0.637603,0.0777607,0.892128,-0.668782,0.252047,0.766465,0.415354,0.452559,-0.617682,-0.762272,-0.257942,-0.667056,-0.492387,0.242658,-0.207606,-0.288031,0.133629,0.894135,0.694667,0.493633,0.394114,-0.201766,0.0559838,-0.400565,-0.302738,0.562649,-0.831333,0.684355;-8.86263,3.25705,-3.60459,3.03996
18;-0.477407,0.415306,-0.6845,0.425733,0.431622,0.504586,-0.326789,0.345811,0.597327,-0.447156,-0.74484,-0.785032,0.792723,-0.563779,0.255099,0.179462,-0.211995,-0.253415,-0.26187,-0.222113,-0.703256,-0.508563,-0.577248,-0.367369,0.193166,-0.0487985,-0.0730021,0.687686,0.12272,-0.0341068,-0.532741,-0.0862533,-0.607588,-0.0317514,-0.377863,0.10612,0.699422,-0.367162,0.362076,0.808037,0.240348,0.422019,0.333368,0.150701,0.162593,-0.62496,-0.341596,0.433818,-0.864299,0.575927;-1.37318,1.42747,0.927416,2.46528
19;-0.512229,0.484107,-0.209411,0.536686,0.429248,0.178847,-0.676144,0.35638,0.322524,-0.560421,-0.0620719,-0.703022,0.823211,-0.519462,0.391748,-0.583503,-0.145175,-0.411448,-0.278724,-0.158275,-0.508635,0.0994432,-0.285633,-0.376465,0.195075,0.0538158,-0.531674,0.561633,0.506046,-0.224847,-0.689358,0.284688,-0.309192,-0.341118,-0.363413,0.351096,0.1426,-0.308858,-0.37966,0.760912,0.56465,-0.439981,0.354445,0.329873,-0.364428,-0.375476,-0.36968,-0.242614,-0.817386,0.490409;-1.46861,2.89242,4.73719,2.68428
20;-0.878534,0.932364,-0.549525,0.520245,0.239166,0.112342,-0.465967,0.781293,0.678958,0.169563,-0.449551,-0.911918,0.175019,0.0981976,0.814259,-0.908758,0.443376,-0.414243,-0.239421,-0.162519,-0.465222,0.276595,-0.639799,-0.17229,0.632545,-0.398394,-0.0884497,0.901493,0.621566,0.727319,0.178006,-0.876973,-0.125291,0.562062,-0.474576,0.106312,-0.216153,-0.597468,-0.595695,0.851645,0.757899,0.652326,0.474068,0.241386,-0.385136,-0.058578,-0.17369,0.428748,-0.425626,0.447179;-8.76154,0.94434,0.449332,5.07211
21;-0.34132,0.795163,-0.943134,0.463933,0.286739,0.706131,-0.827208,0.973622,0.934076,0.379987,-0.925865,-0.977416,-0.461357,-0.148333,0.552277,-0.875162,0.440191,-0.588588,-0.448006,0.421035,-0.548295,0.2112,-0.104302,-0.469173,0.717748,-0.576042,0.121664,0.592317,-0.0744279,0.593302,-0.203408,-0.8246,0.260504,0.385962,-0.132907,0.156131,-0.311137,-0.795108,0.55066,0.914448,0.789785,0.978348,0.796635,-0.444639,-0.554284,-0.189085,0.26143,0.611521,-0.62148,0.185249;-8.11904,4.11257,-1.05887,4.95414
22;-0.104344,0.899874,-0.961815,0.211474,0.266695,0.722847,-0.756031,0.981892,0.939995,0.185846,-0.927496,-0.985799,-0.408856,0.550713,0.212415,-0.780651,0.555434,-0.731291,-0.609743,0.543433,-0.629645,0.176917,0.0556424,-0.399944,0.726671,-0.556836,0.0605826,0.662315,0.0564204,0.768545,-0.545505,-0.818009,0.179348,0.0594313,-0.44102,0.580418,-0.0785193,-0.850599,0.636094,0.937865,0.832291,0.855245,0.787299,-0.493561,-0.130735,0.27082,0.12942,0.596255,-0.834208,0.232045;-9.71763,4.88088,-1.73276,4.09439
23;-0.285983,0.850848,-0.874723,-0.0500996,0.487143,0.608501,0.124882,0.798022,0.808807,-0.393838,-0.893655,-0.981489,-0.0617676,0.708438,0.198918,-0.456438,0.474666,-0.0458825,-0.596636,-0.48734,-0.747909,-0.011929,-0.63707,0.0755664,0.892569,-0.668891,0.251082,0.764886,0.414023,0.481698,-0.619109,-0.760018,-0.25932,-0.670991,-0.491713,0.251238,-0.203751,-0.290192,0.122759,0.893785,0.695358,0.497673,0.395572,-0.193778,0.0463922,-0.398636,-0.301849,0.562428,-0.83176,0.686818;-8.90713,3.22808,-3.56808,3.02348
24;-0.481992,0.418928,-0.700259,0.429112,0.4317,0.50819,-0.32856,0.350274,0.600887,-0.448869,-0.745504,-0.784309,0.792309,-0.564795,0.256753,0.17303,-0.21278,-0.236552,-0.261382,-0.223543,-0.704923,-0.509061,-0.578107,-0.367223,0.191127,-0.0549315,-0.0620759,0.686492,0.122811,-0.0398659,-0.53464,-0.0903543,-0.608728,-0.0255826,-0.378767,0.104802,0.699829,-0.36823,0.368671,0.807762,0.239743,0.432131,0.335764,0.147369,0.15895,-0.627136,-0.341646,0.432479,-0.864465,0.575691;-1.36963,1.43484,0.896162,2.47698
25;-0.518022,0.487207,-0.20708,0.542382,0.4293,0.179154,-0.678669,0.357209,0.319334,-0.55762,-0.0608069,-0.704171,0.823559,-0.522362,0.389503,-0.582948,-0.145544,-0.42184,-0.279148,-0.158134,-0.511415,0.0999457,-0.283677,-0.384713,0.194315,0.0550276,-0.533724,0.563226,0.506874,-0.227244,-0.690533,0.281121,-0.30667,-0.338535,-0.363879,0.359004,0.146581,-0.31025,-0.359842,0.764836,0.565263,-0.44255,0.353969,0.324673,-0.363988,-0.374969,-0.369745,-0.239612,-0.819744,0.496971;-1.4493,2.91172,4.73801,2.69251
26;-0.877363,0.932683,-0.546604,0.512704,0.239973,0.110966,-0.465403,0.781894,0.679152,0.166106,-0.449751,-0.912277,0.176691,0.101068,0.813363,-0.908799,0.443406,-0.414067,-0.2353,-0.166421,-0.467472,0.28097,-0.639309,-0.166655,0.633835,-0.397968,-0.0897152,0.901275,0.621939,0.726251,0.173243,-0.876895,-0.124306,0.5576,-0.475569,0.105165,-0.220519,-0.600333,-0.603821,0.851626,0.758189,0.644189,0.475685,0.242373,-0.38495,-0.0516769,-0.174839,0.424979,-0.426618,0.443243;-8.71955,0.946846,0.48561,5.06642
27;-0.344497,0.793266,-0.943057,0.464608,0.286181,0.705499,-0.826256,0.973583,0.93388,0.379507,-0.925914,-0.977511,-0.466181,-0.147769,0.552972,-0.874587,0.439362,-0.587345,-0.448991,0.423011,-0.548331,0.209077,-0.106964,-0.469364,0.71682,-0.575891,0.122504,0.595816,-0.0727376,0.594562,-0.199906,-0.824608,0.258383,0.388537,-0.133199,0.153145,-0.310668,-0.794198,0.546681,0.914329,0.78954,0.978608,0.796696,-0.450312,-0.553964,-0.192132,0.261241,0.61419,-0.621338,0.183222;-8.12087,4.08663,-1.04187,4.95505
28;-0.0978611,0.899896,-0.961827,0.213752,0.266556,0.722768,-0.756835,0.981846,0.939709,0.186276,-0.927397,-0.985784,-0.407579,0.549563,0.210337,-0.779468,0.555794,-0.731187,-0.610163,0.544306,-0.628937,0.174827,0.0565878,-0.400243,0.727548,-0.557019,0.0602594,0.661375,0.0557633,0.767567,-0.545635,-0.817894,0.180622,0.0586726,-0.440859,0.579136,-0.0791881,-0.850517,0.637148,0.938023,0.832254,0.855134,0.787336,-0.491684,-0.128687,0.269318,0.12937,0.595405,-0.833833,0.232972;-9.72292,4.892,-1.75406,4.09118
29;-0.286714,0.850865,-0.874276,-0.0508697,0.487269,0.608804,0.125116,0.798107,0.809134,-0.393237,-0.893692,-0.981496,-0.0606187,0.708954,0.199696,-0.457087,0.474844,-0.0464334,-0.596387,-0.487771,-0.747156,-0.0116841,-0.637205,0.0752525,0.892591,-0.668777,0.250636,0.764784,0.41378,0.484468,-0.619236,-0.759716,-0.259672,-0.671672,-0.491467,0.252821,-0.203211,-0.290414,0.121626,0.893687,0.695481,0.497532,0.3953,-0.192701,0.0455867,-0.398242,-0.301724,0.562618,-0.831787,0.687246;-8.91381,3.22605,-3.56474,3.0216
30;-0.482353,0.419017,-0.701763,0.429196,0.431708,0.508671,-0.328716,0.350719,0.601392,-0.449319,-0.745608,-0.78421,0.792234,-0.564911,0.257083,0.172265,-0.212889,-0.234766,-0.261324,-0.223792,-0.70509,-0.508914,-0.578195,-0.366877,0.190812,-0.0555143,-0.0610342,0.686309,0.122787,-0.040212,-0.534671,-0.0907421,-0.60893,-0.0250332,-0.378859,0.104497,0.699796,-0.368355,0.368536,0.807682,0.239585,0.433246,0.336141,0.147235,0.158418,-0.627341,-0.341634,0.432171,-0.86444,0.5754;-1.37041,1.43468,0.893767,2.478
31;-0.518783,0.487529,-0.207241,0.543222,0.429277,0.179137,-0.678926,0.357132,0.318915,-0.557258,-0.0605839,-0.704271,0.823568,-0.522668,0.389319,-0.582865,-0.145608,-0.422749,-0.2793,-0.157961,-0.511707,0.0998214,-0.283511,-0.385594,0.194153,0.0551004,-0.533862,0.563446,0.506941,-0.227439,-0.69058,0.280696,-0.306447,-0.337902,-0.363921,0.359702,0.147098,-0.310207,-0.35756,0.765198,0.565353,-0.442336,0.353941,0.324083,-0.363987,-0.375187,-0.369729,-0.239192,-0.819955,0.497657;-1.44742,2.91334,4.73722,2.69371
