Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.397773,-0.270184,0.423451,-0.505792,0.472707,-0.327054,-0.0600636,-0.519281,0.0285357,0.535598,-0.280775,-0.508984;-5.63597,1.84883,0.277204,0.609429
1;0.490108,-0.270184,0.246454,-0.505792,0.825836,-0.0636404,-0.374939,-0.729605,0.35485,0.535598,-0.188382,-0.317719;-4.53534,1.36428,0.774097,0.283261
2;0.104618,-0.270184,0.688752,-0.505792,0.635885,-0.2073,-0.374939,-0.140071,0.35485,0.535598,-0.149883,-0.230805;-7.02502,0.0664032,0.354352,0.63419
3;0.275303,-0.270184,0.710043,-0.505792,0.829558,0.457546,-0.374939,-0.448353,0.35485,0.535598,-0.256283,-0.461103;-5.79405,-2.04012,0.636526,0.39627
4;-0.526846,-0.270184,0.650862,-0.505792,0.898885,0.37328,-0.374939,-0.31975,0.35485,0.535598,-0.201242,-0.345945;-7.82725,-4.04294,0.460024,1.30685
5;-0.464179,-0.270184,0.681568,-0.505792,0.853317,0.357064,-0.374939,-0.778784,0.35485,0.535598,-0.224379,-0.395538;-7.12873,-3.33798,0.454585,1.35486
6;-0.43397,-0.270184,0.668621,-0.505792,0.876355,0.371385,-0.374939,-0.755966,0.35485,0.535598,-0.140811,-0.209879;-6.95911,-3.62967,0.5382,1.57881
7;-0.492304,-0.270184,0.714986,-0.505792,0.814227,0.442814,-0.374939,-0.744259,0.35485,0.535598,-0.145023,-0.219613;-6.91867,-4.03529,0.56859,1.57433
8;-0.562899,-0.270184,0.712695,-0.505792,0.835441,0.492403,-0.374939,-0.766448,0.35485,0.535598,-0.147183,-0.224591;-7.01038,-4.42967,0.576062,1.6566
9;-0.607896,-0.270184,0.711518,-0.505792,0.836267,0.487761,-0.374939,-0.791047,0.35485,0.535598,-0.143089,-0.215147;-7.07849,-4.51862,0.568163,1.7235
10;-0.605437,-0.270184,0.713748,-0.505792,0.832674,0.490343,-0.374939,-0.805508,0.35485,0.535598,-0.138545,-0.204629;-7.03759,-4.52378,0.575063,1.73892
11;-0.706559,-0.582287,0.902981,-0.779803,0.68446,0.804551,-0.710315,-0.767989,0.68016,0.305441,-0.228146,-0.126999;-9.82196,-7.08601,-0.0472622,1.6444
12;-0.911107,-0.122089,0.926884,-0.784855,0.598287,0.702515,-0.639352,-0.807185,0.936321,0.630928,-0.733284,-0.468485;-8.4805,-7.78697,1.19838,1.57319
13;-0.842972,-0.601614,0.90862,-0.775633,-0.572238,0.384234,-0.832345,-0.950901,0.83949,0.15527,-0.594829,-0.685769;-8.07953,-3.24845,-0.00807572,-0.263059
14;0.14285,-0.392521,0.851752,-0.840584,0.95521,0.434413,-0.673502,-0.949352,0.895193,0.28359,-0.512042,-0.0197707;-8.60946,-4.72001,0.260235,1.29777
15;-0.220078,-0.392521,0.931249,-0.840584,0.634318,0.450139,-0.696267,-0.740455,0.828228,0.28359,-0.512257,-0.0204635;-8.72253,-5.1305,0.272244,1.20675
