Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.397773,-0.270184,0.423451,-0.505792,0.472707,-0.327054,-0.0600636,-0.519281,0.0285357,0.535598,-0.280775,-0.508984;-4.07867,0.535545,0.410108,-0.0792714
1;0.490108,-0.270184,0.246454,-0.505792,0.825836,-0.0636404,-0.374939,-0.729605,0.35485,0.535598,-0.188382,-0.317719;-1.19188,0.559342,-0.156652,0.714105
2;0.104618,-0.270184,0.688752,-0.505792,0.635885,-0.2073,-0.374939,-0.140071,0.35485,0.535598,-0.149883,-0.230805;-1.44394,1.15182,0.659024,0.741937
3;0.275303,-0.270184,0.710043,-0.505792,0.829558,0.457546,-0.374939,-0.448353,0.35485,0.535598,-0.256283,-0.461103;0.0335135,0.508785,0.922527,1.77154
4;-0.526846,-0.270184,0.650862,-0.505792,0.898885,0.37328,-0.374939,-0.31975,0.35485,0.535598,-0.201242,-0.345945;-2.59973,-0.0271954,0.611179,1.60273
5;-0.588022,-0.582287,0.88967,-0.779803,0.724864,0.734936,-0.710315,-0.737856,0.68016,0.305441,-0.31292,-0.331885;-2.47472,-1.34308,1.50923,2.19948
6;-0.881164,-0.122089,0.911703,-0.784855,0.716556,0.632805,-0.639352,-0.767347,0.936321,0.630928,-0.735898,-0.478938;-2.52566,-1.10625,1.75189,2.54658
7;-0.811494,-0.601614,0.907742,-0.775633,-0.576731,0.362022,-0.832345,-0.948294,0.83949,0.15527,-0.599659,-0.695092;-1.85849,-1.29976,3.47961,0.515503
8;0.176411,-0.392521,0.850519,-0.840584,0.956011,0.428418,-0.673502,-0.946523,0.895193,0.28359,-0.512404,-0.0209362;-1.32953,-1.04425,0.459644,2.79201
9;-0.211796,-0.392521,0.931175,-0.840584,0.634201,0.448316,-0.696267,-0.726721,0.828228,0.28359,-0.51265,-0.021728;-1.07858,-1.09556,1.10809,2.54424
10;-0.238275,-0.392521,0.916021,-0.840584,0.689072,0.538435,-0.696267,-0.852653,0.828228,0.28359,-0.542536,-0.119465;-1.41851,-1.24482,1.12833,2.62851
11;-0.336936,-0.392521,0.908145,-0.840584,0.733293,0.494462,-0.696267,-0.858932,0.828228,0.28359,-0.525573,-0.063629;-1.98903,-1.31503,0.949533,2.61688
12;-0.290973,-0.392521,0.912727,-0.840584,0.698695,0.501686,-0.696267,-0.880209,0.828228,0.28359,-0.524716,-0.0608315;-1.75817,-1.29869,0.991284,2.60547
13;-0.300771,-0.392521,0.912951,-0.840584,0.699931,0.507555,-0.696267,-0.870699,0.828228,0.28359,-0.521804,-0.0513451;-1.73347,-1.31178,0.985204,2.62085
