Passo;A  o
0;3
1;2
2;3
3;3
4;3
5;3
6;1
7;3
8;4
9;1
10;1
11;3
12;2
13;3
14;4
15;1
16;1
17;3
18;2
19;3
20;4
21;1
22;1
23;3
24;2
25;3
26;4
27;1
28;1
29;3
30;3
31;3
32;3
33;4
34;1
35;1
36;3
37;2
38;3
39;4
40;1
41;1
42;3
43;2
44;3
45;4
46;1
47;1
48;3
49;2
50;3
51;1
52;3
53;1
54;3
55;3
56;4
57;1
58;1
59;3
60;2
61;3
62;4
63;1
64;1
65;3
66;2
67;3
68;4
69;1
70;1
71;3
72;2
73;3
74;4
75;1
76;1
77;3
78;2
79;3
80;4
81;1
82;1
83;3
84;2
85;3
86;4
87;1
88;1
89;3
90;2
91;3
92;4
93;1
94;1
95;3
96;2
97;3
98;4
99;1
100;1
101;3
102;2
103;3
104;4
105;1
106;1
107;3
108;2
109;3
110;4
111;1
112;1
113;3
114;3
115;3
116;3
117;3
118;4
119;1
120;1
121;3
122;2
123;3
124;4
125;1
126;1
127;3
128;2
129;3
130;4
131;1
132;1
133;3
134;3
135;3
136;3
137;3
138;4
139;1
140;1
141;3
142;2
143;3
144;4
145;1
146;1
147;3
148;2
149;3
150;4
151;1
152;1
153;3
154;2
155;3
156;4
157;1
158;1
159;3
160;2
161;3
162;4
163;1
164;1
165;3
166;2
167;3
168;4
169;1
170;1
171;3
172;2
173;3
174;4
175;1
176;1
177;3
178;2
179;3
180;4
181;1
182;1
183;3
184;2
185;3
186;4
187;1
188;1
189;3
190;3
191;3
192;3
193;4
194;1
195;1
196;3
197;2
198;3
199;4
200;1
201;1
202;3
203;2
204;3
205;4
206;1
207;1
208;3
209;2
210;3
211;4
212;1
213;1
214;3
215;3
216;3
217;3
218;4
219;1
220;1
221;3
222;2
223;3
224;4
225;1
226;1
227;3
228;2
229;3
230;4
231;1
232;1
233;3
234;2
235;3
236;4
237;1
238;1
239;3
240;2
241;3
242;4
243;1
244;1
245;3
246;2
247;3
248;4
249;1
250;1
251;3
252;2
253;3
254;4
255;1
256;1
257;3
258;2
259;3
260;4
261;1
262;1
263;3
264;2
265;3
266;4
267;1
268;1
269;3
270;3
271;3
272;3
273;3
274;4
275;1
276;1
277;3
278;2
279;3
280;4
281;1
282;1
283;3
284;2
285;3
286;4
287;1
288;1
289;3
290;3
291;3
292;3
293;3
294;4
295;1
296;1
297;3
298;2
299;3
300;-1.83255e-06
