Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.397773,-0.270184,0.423451,-0.505792,0.472707,-0.327054,-0.0600636,-0.519281,0.0285357,0.535598,-0.280775,-0.508984;-1.90005,-10.3588,-0.842645,1.09052
1;0.490108,-0.270184,0.246454,-0.505792,0.825836,-0.0636404,-0.374939,-0.729605,0.35485,0.535598,-0.188382,-0.317719;0.765613,-9.17102,-1.28291,0.419127
2;0.104618,-0.270184,0.688752,-0.505792,0.635885,-0.2073,-0.374939,-0.140071,0.35485,0.535598,-0.149883,-0.230805;0.137616,-7.79401,-0.534402,0.514854
3;0.275303,-0.270184,0.710043,-0.505792,0.829558,0.457546,-0.374939,-0.448353,0.35485,0.535598,-0.256283,-0.461103;0.262873,-8.94519,-1.23649,0.493673
4;-0.526846,-0.270184,0.650862,-0.505792,0.898885,0.37328,-0.374939,-0.31975,0.35485,0.535598,-0.201242,-0.345945;-3.14135,-11.0416,-0.92005,1.44918
5;-0.568077,-0.146766,0.533773,0.00399802,0.706773,-0.158434,-0.25494,-0.785191,0.384752,0.685709,-0.655664,-0.710145;-2.27945,-9.56028,-1.51729,1.75179
6;0.250277,-0.146766,0.435538,0.00399802,0.693067,-0.718213,0.0758277,-0.798807,0.244169,0.685709,-0.602748,-0.591068;2.47809,-6.16854,-1.52245,0.760783
7;0.753341,-0.582287,0.811845,-0.779803,0.565954,0.115373,-0.501387,-0.251516,0.586942,0.305441,-0.229342,-0.129946;1.94221,-8.00653,-0.0258142,-0.520084
8;-0.242642,0.136075,0.814164,-0.811409,0.867322,0.606246,-0.377281,0.0946315,0.837957,0.654746,-0.363322,-0.330508;-4.65127,-12.2572,-1.14194,0.924955
9;-0.952714,-0.246731,0.965254,-0.924471,0.149025,0.80196,-0.721813,-0.598789,0.64239,0.462988,-0.494091,-0.400974;-8.97509,-16.5505,0.0368062,1.29871
10;-0.798735,-0.666061,0.933391,-0.936766,0.545819,0.845931,-0.887298,-0.949425,0.896896,0.00912826,-0.621453,-0.103481;-8.45984,-17.7036,0.905403,1.28637
11;-0.245985,-0.720264,0.972088,-0.907168,0.789768,0.802266,-0.840027,-0.831386,0.958907,0.250785,-0.338799,0.225586;-4.83646,-14.6334,0.688866,0.73169
12;-0.30009,-0.720264,0.983088,-0.907168,0.470558,0.908204,-0.834178,-0.606101,0.964088,0.250785,-0.358341,0.174923;-4.85316,-13.5939,0.833108,0.62731
13;-0.559069,-0.270184,0.96538,-0.505792,0.94955,0.584468,-0.577847,-0.686502,0.735876,0.535598,-0.172553,-0.28239;-5.26748,-13.7513,-0.720072,1.02547
14;-0.674489,-0.270184,0.895478,-0.505792,0.91797,0.704496,-0.374939,-0.789774,0.35485,0.535598,-0.157814,-0.248973;-4.65157,-13.1467,-0.716582,1.43174
15;-0.760624,-0.270184,0.705695,-0.505792,0.896701,0.658954,-0.374939,-0.82527,0.35485,0.535598,-0.13878,-0.205175;-5.1261,-13.4514,-0.746572,1.6282
16;-0.737884,-0.270184,0.716087,-0.505792,0.827071,0.487884,-0.374939,-0.848132,0.35485,0.535598,-0.132213,-0.189919;-5.08449,-13.4141,-0.620267,1.51072
17;-0.609989,-0.270184,0.719634,-0.505792,0.825693,0.505705,-0.374939,-0.842378,0.35485,0.535598,-0.127978,-0.180044;-4.4662,-12.9198,-0.645514,1.37969
18;-0.627189,-0.270184,0.72191,-0.505792,0.82357,0.513537,-0.374939,-0.806158,0.35485,0.535598,-0.129044,-0.182533;-4.47852,-12.8327,-0.642112,1.40446
19;-0.633428,-0.270184,0.721338,-0.505792,0.825326,0.515036,-0.374939,-0.81143,0.35485,0.535598,-0.135751,-0.198145;-4.52895,-12.913,-0.663085,1.40888
20;-0.63209,-0.270184,0.717726,-0.505792,0.830527,0.508194,-0.374939,-0.81331,0.35485,0.535598,-0.134775,-0.195879;-4.52246,-12.9198,-0.664437,1.41178
21;-0.626647,-0.270184,0.718253,-0.505792,0.828393,0.505121,-0.374939,-0.812908,0.35485,0.535598,-0.134427,-0.19507;-4.49649,-12.8962,-0.661997,1.40383
22;-0.624146,-0.270184,0.71844,-0.505792,0.828311,0.506028,-0.374939,-0.811266,0.35485,0.535598,-0.134502,-0.195243;-4.48169,-12.8809,-0.662976,1.40156
23;-0.703933,-0.146766,0.583467,0.00399802,0.661585,0.0242601,-0.25494,-0.81609,0.384752,0.685709,-0.599609,-0.583428;-2.90389,-9.73567,-1.31051,1.88636
24;-0.483791,0.260041,0.357413,-0.515419,0.313092,-0.560782,0.248863,-0.837603,0.602413,0.772061,-0.681127,-0.507991;-5.24738,-13.4124,-1.23847,0.971506
25;-0.287218,-0.122089,0.870075,-0.784855,-0.685466,-0.466691,-0.524466,-0.726592,0.564734,0.630928,-0.72716,-0.443832;-5.3897,-12.5721,0.432809,0.184915
26;0.185976,-0.246731,0.912591,-0.924471,0.534051,0.623248,-0.713306,-0.623532,0.796672,0.462988,-0.368503,-0.0574519;-3.6328,-12.932,-0.0906851,0.270169
27;-0.728026,-0.666061,0.969645,-0.936766,0.168512,0.867079,-0.887298,-0.673297,0.896896,0.00912826,-0.618582,-0.0925206;-7.75929,-15.8322,1.18749,1.01323
28;-0.436565,-0.270184,0.945528,-0.505792,0.981958,0.311848,-0.59072,-0.839822,0.702757,0.535598,-0.16024,-0.254505;-4.8822,-13.9421,-0.659974,0.880963
29;-0.41578,-0.270184,0.887774,-0.505792,0.908933,0.697377,-0.374939,-0.745283,0.35485,0.535598,-0.129518,-0.183638;-3.30741,-11.9178,-0.699166,1.17852
30;-0.764096,-0.270184,0.721083,-0.505792,0.879551,0.672369,-0.374939,-0.736981,0.35485,0.535598,-0.146994,-0.224156;-4.98993,-13.1251,-0.74854,1.62996
31;-0.744014,-0.270184,0.711621,-0.505792,0.839129,0.497367,-0.374939,-0.848993,0.35485,0.535598,-0.148524,-0.227679;-5.13752,-13.5364,-0.682619,1.52332
32;-0.611746,-0.270184,0.710786,-0.505792,0.836902,0.48526,-0.374939,-0.843948,0.35485,0.535598,-0.127818,-0.179671;-4.47251,-12.9529,-0.651757,1.39003
33;-0.609453,-0.270184,0.721996,-0.505792,0.819986,0.503956,-0.374939,-0.806703,0.35485,0.535598,-0.128753,-0.181854;-4.39753,-12.7718,-0.64043,1.38121
34;-0.625386,-0.270184,0.721494,-0.505792,0.825119,0.515397,-0.374939,-0.805992,0.35485,0.535598,-0.13565,-0.197911;-4.48045,-12.8625,-0.664691,1.40153
35;-0.632435,-0.270184,0.71778,-0.505792,0.830505,0.50846,-0.374939,-0.810883,0.35485,0.535598,-0.135781,-0.198217;-4.52105,-12.9164,-0.667335,1.41228
36;-0.626479,-0.270184,0.717709,-0.505792,0.829221,0.50424,-0.374939,-0.813012,0.35485,0.535598,-0.134876,-0.196114;-4.49632,-12.8998,-0.664074,1.40416
37;-0.702536,-0.146766,0.583191,0.00399802,0.661632,0.0227058,-0.25494,-0.81678,0.384752,0.685709,-0.599399,-0.582913;-2.89829,-9.73311,-1.30995,1.88471
38;-0.0360857,-0.146766,0.483657,0.00399802,0.648572,-0.641074,0.0758277,-0.838016,0.244169,0.685709,-0.598944,-0.581799;1.04735,-7.20725,-1.39221,1.01094
39;0.701081,-0.582287,0.813355,-0.779803,0.597426,0.18973,-0.501387,-0.470584,0.586942,0.305441,-0.22233,-0.112669;1.2953,-9.03986,-0.0426907,-0.475204
40;-0.342523,0.136075,0.816939,-0.811409,0.862984,0.613184,-0.377281,0.0485619,0.837957,0.654746,-0.326961,-0.240608;-5.1428,-12.5675,-0.995093,1.03577
41;-0.955696,-0.246731,0.968079,-0.924471,0.0542391,0.819023,-0.721813,-0.652579,0.64239,0.462988,-0.487501,-0.383541;-9.12767,-16.6088,0.119383,1.23399
42;-0.808759,-0.666061,0.93446,-0.936766,0.534603,0.849439,-0.887298,-0.949685,0.896896,0.00912826,-0.615191,-0.0796259;-8.4904,-17.6619,0.947669,1.29912
43;-0.254423,-0.720264,0.972711,-0.907168,0.78016,0.805607,-0.840027,-0.834109,0.958907,0.250785,-0.338755,0.225696;-4.88606,-14.6595,0.697129,0.734048
44;-0.304395,-0.720264,0.98309,-0.907168,0.471046,0.908375,-0.834178,-0.61081,0.964088,0.250785,-0.357893,0.176103;-4.88142,-13.6254,0.835301,0.631418
45;-0.559434,-0.270184,0.965419,-0.505792,0.949422,0.584839,-0.577847,-0.688514,0.735876,0.535598,-0.171692,-0.280451;-5.2718,-13.7559,-0.717533,1.02568
46;-0.675078,-0.270184,0.895662,-0.505792,0.91764,0.705069,-0.374939,-0.789896,0.35485,0.535598,-0.157445,-0.248129;-4.6541,-13.1466,-0.715157,1.43226
47;-0.761065,-0.270184,0.705898,-0.505792,0.896562,0.659371,-0.374939,-0.825437,0.35485,0.535598,-0.138758,-0.205123;-5.12851,-13.4531,-0.746285,1.6285
48;-0.738158,-0.270184,0.716099,-0.505792,0.82713,0.488136,-0.374939,-0.848241,0.35485,0.535598,-0.132183,-0.189847;-5.08591,-13.4153,-0.620218,1.51108
49;-0.610224,-0.270184,0.71965,-0.505792,0.825672,0.505747,-0.374939,-0.842448,0.35485,0.535598,-0.127958,-0.179997;-4.46741,-12.9207,-0.645377,1.37991
50;-0.627234,-0.270184,0.721921,-0.505792,0.82356,0.513574,-0.374939,-0.806231,0.35485,0.535598,-0.129031,-0.182503;-4.47885,-12.8331,-0.64206,1.40449
