Passo;A  o
0;3
1;2
2;3
3;3
4;3
5;3
6;4
7;2
8;3
9;3
10;2
11;3
12;2
13;3
14;3
15;3
16;3
17;3
18;3
19;3
20;3
21;3
22;4
23;2
24;3
25;2
26;3
27;3
28;2
29;3
30;2
31;3
32;3
33;3
34;2
35;3
36;4
37;2
38;3
39;3
40;2
41;3
42;2
43;3
44;3
45;2
46;3
47;4
48;2
49;3
50;3
51;2
52;3
53;2
54;3
55;3
56;2
57;3
58;4
59;2
60;3
61;3
62;2
63;3
64;2
65;3
66;3
67;2
68;3
69;4
70;2
71;3
72;3
73;2
74;3
75;2
76;3
77;3
78;2
79;3
80;4
81;2
82;3
83;3
84;2
85;3
86;2
87;3
88;3
89;2
90;3
91;4
92;2
93;3
94;3
95;2
96;3
97;2
98;3
99;3
100;2
101;3
102;4
103;2
104;3
105;3
106;2
107;3
108;2
109;3
110;3
111;2
112;3
113;4
114;2
115;3
116;3
117;2
118;3
119;2
120;3
121;3
122;2
123;3
124;4
125;2
126;3
127;3
128;2
129;3
130;2
131;3
132;3
133;2
134;3
135;4
136;2
137;3
138;3
139;2
140;3
141;2
142;3
143;3
144;2
145;3
146;4
147;2
148;3
149;3
150;2
151;3
152;2
153;3
154;3
155;2
156;3
157;4
158;2
159;3
160;3
161;2
162;3
163;2
164;3
165;3
166;2
167;3
168;4
169;2
170;3
171;3
172;2
173;3
174;2
175;3
176;3
177;2
178;3
179;4
180;2
181;3
182;3
183;2
184;3
185;2
186;3
187;3
188;2
189;3
190;4
191;2
192;3
193;3
194;2
195;3
196;2
197;3
198;3
199;2
200;3
201;4
202;2
203;3
204;3
205;2
206;3
207;2
208;3
209;3
210;2
211;3
212;4
213;2
214;3
215;3
216;2
217;3
218;2
219;3
220;3
221;2
222;3
223;4
224;2
225;3
226;3
227;2
228;3
229;2
230;3
231;3
232;2
233;3
234;4
235;2
236;3
237;3
238;2
239;3
240;2
241;3
242;3
243;2
244;3
245;4
246;2
247;3
248;3
249;2
250;3
251;2
252;3
253;3
254;2
255;3
256;4
257;2
258;3
259;3
260;2
261;3
262;2
263;3
264;3
265;2
266;3
267;4
268;2
269;3
270;3
271;2
272;3
273;2
274;3
275;3
276;2
277;3
278;4
279;2
280;3
281;3
282;2
283;3
284;2
285;3
286;3
287;2
288;3
289;4
290;2
291;3
292;3
293;2
294;3
295;2
296;3
297;3
298;2
299;3
300;-1.83255e-06
