Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.380455,0.669141,0.856914,0.773489,-0.227979,0.599567,-0.680548,0.675562,0.429631,0.247913,-0.873113,-0.142958,0.84323,-0.7049,0.00477916,-0.487573,-0.272223,0.473207,0.323828,0.491221,0.698336,-0.0324908,-0.177565,0.770396,-0.00576793;-8.94287,-1.59431,3.48568,4.28337
1;0.380455,0.77017,0.822353,0.894256,-0.569916,0.748146,-0.700999,0.816159,0.443644,-0.188185,-0.615032,-0.339177,0.690118,0.183929,0.135113,-0.500435,-0.311795,0.326794,-0.691205,0.744547,0.768928,0.222849,-0.243464,0.87741,-0.00576793;-9.60171,-0.622121,6.0686,3.73924
2;-0.30865,0.564877,-0.572427,0.718049,-0.773492,0.457514,-0.791194,0.824368,0.519046,0.355148,0.135766,-0.770956,0.576479,0.582518,0.79287,0.257489,0.110993,0.387695,-0.43506,0.133934,0.27743,0.912373,0.600411,0.81314,-0.373969;-11.5843,0.641595,1.07076,3.93846
3;-0.30865,0.251277,-0.503046,0.711271,-0.714426,0.0646298,-0.874295,0.696558,0.669568,0.935359,0.0661819,-0.626187,0.541497,0.233801,0.0359526,-0.13064,0.561386,0.772991,0.321288,0.00498609,0.505112,0.769912,0.169449,0.659501,-0.373969;-9.78382,5.55376,0.569795,3.96351
4;-0.136189,0.759814,-0.168051,0.938269,-0.724167,0.4024,-0.739983,0.803251,0.500436,0.972632,-0.826272,-0.466914,0.432989,-0.615229,-0.137168,-0.14892,0.262085,0.567852,0.599713,-0.111317,0.800446,0.567969,0.362361,0.674478,0.119727;-10.8442,3.26955,2.1455,5.17122
5;-0.334863,0.547086,-0.0529733,0.961222,-0.649846,0.642113,-0.850517,0.641871,0.0269525,0.788425,-0.870263,-0.45375,0.666603,-0.738101,-0.274365,-0.303595,-0.0476559,0.66175,0.460089,-0.0407362,0.813095,-0.551503,-0.268494,0.698821,0.467131;-10.2015,1.7687,5.77301,3.25828
6;-0.430914,0.123297,-0.401458,0.751677,-0.352575,0.165234,-0.585757,0.120394,0.274451,0.427797,0.345508,0.259353,-0.0152311,0.691291,0.235644,0.447027,-0.0110193,0.127034,-0.177963,0.183379,-0.161022,-0.24301,0.0620541,0.364218,-0.379359;-5.57188,0.497474,2.09391,0.27389
7;-0.01549,0.362892,-0.111302,0.398931,0.403871,-0.401787,-0.0834556,0.663364,0.546473,0.771203,0.0469679,0.182063,0.260075,0.790547,-0.00209309,-0.129193,-0.673079,0.527133,0.730603,0.472765,0.54059,0.847741,-0.17362,0.666724,-0.580993;-6.96268,-0.673091,-1.86771,2.95917
8;0.438103,0.820963,0.435087,0.635221,0.13167,0.221192,-0.306129,0.39863,0.846949,0.826479,-0.224673,0.238638,0.320215,0.507851,-0.352495,-0.825361,-0.554152,0.0346506,0.881057,0.836433,0.740843,0.240332,0.437877,0.837934,-0.378355;-5.62931,-4.59574,1.81278,5.05975
9;0.514839,0.9144,0.529941,0.737222,0.149376,0.119209,-0.0669936,0.232007,0.738725,0.148116,-0.487009,0.21187,0.326221,0.786227,-0.810256,-0.84043,-0.758522,0.671491,0.525763,0.811686,0.451163,0.697538,0.0537609,0.924877,-0.54684;-3.98378,-2.9736,2.25863,5.70917
10;0.343484,0.807203,0.55601,0.946804,0.613584,0.424534,-0.0448948,-0.0353525,0.573207,-0.429297,-0.6153,0.157096,0.62841,0.630505,-0.771305,-0.947351,-0.813349,0.523945,0.637438,0.735501,0.780699,0.464666,-0.0738515,0.974368,-0.223913;-2.89342,-1.8337,3.3466,4.70466
11;0.343484,0.771354,0.752809,0.939008,0.354328,0.472895,-0.152444,-0.266866,0.514404,-0.638215,-0.618042,0.263589,0.635898,0.718982,-0.778163,-0.938802,-0.730775,0.460624,0.0275017,0.70282,0.674991,0.123208,-0.0404429,0.963219,-0.223913;-2.01339,-1.20429,5.51423,4.20046
