Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.425075,-0.405493,-0.318047,-0.0752059,-0.453447,-0.110631,0.411033,0.525363,-0.00328913,0.330604,-0.406787,-0.274986,0.496015,0.331806,0.366636,0.214671,-0.182532,-0.509899,0.450487,0.515995,-0.204861,0.417729,-0.141127,0.431543,-0.521646,0.36189,-0.351384,0.277355,-0.0951005,-0.0483143,0.486199,-0.44333,0.13299,0.449821,0.301279,-0.46722,-0.269418,0.0239344,0.0702202,0.431068;-6961.62,-3078.69,-2880.02,3557.01
1;-0.360949,0.576988,-0.835197,0.0310518,-0.378661,-0.150985,0.593673,0.757944,0.0636196,0.520456,-0.533882,-0.0881562,0.450516,0.570129,0.25279,0.098887,0.0158041,-0.511787,0.647683,0.382231,0.0057405,0.585706,-0.377005,0.355674,-0.530842,0.617617,0.159976,0.182696,-0.35081,-0.473097,0.0797341,-0.301345,-0.0223626,0.491652,0.291758,-0.504411,0.119582,-0.0499441,-0.0834516,0.488244;-11511,-15324.1,-503.018,1035.51
2;-0.399321,0.457826,-0.875073,0.348318,-0.431402,-0.169636,0.0294677,0.73311,0.05338,0.416417,-0.583713,-0.253423,0.439784,0.266835,0.173366,0.226985,-0.156971,-0.665686,0.795337,0.427259,0.100288,0.524063,0.106062,-0.284504,-0.718373,0.591094,-0.557975,-0.0304181,-0.524813,-0.73793,-0.104596,-0.289114,0.0123663,0.387733,0.161972,-0.666143,-0.599426,-0.172202,0.0250947,0.213668;-17519.8,-2032.38,1579.34,46.3166
3;-0.482524,0.00347094,-0.843488,0.340013,-0.281078,-0.173917,0.105994,0.7134,-0.047222,0.516532,-0.578585,-0.363145,0.435003,0.618177,0.0465736,0.289297,-0.0788266,-0.813936,0.613144,0.431044,-0.19015,0.833718,-0.126467,-0.485808,-0.787033,0.605161,-0.523909,-0.0692216,-0.205937,-0.684832,0.0922467,-0.417378,0.382851,0.392722,0.0476606,-0.646783,-0.334972,0.0806399,-0.00476994,-0.25506;-14104,-836.754,-1192.89,2325.85
4;-0.339647,-0.229084,-0.910661,0.325308,-0.493443,-0.223929,0.402188,0.791456,-0.0879516,0.574608,-0.574483,-0.299137,0.393487,0.563274,0.15239,0.275116,-0.105245,-0.70649,0.547105,0.390607,-0.151558,0.714819,-0.0495429,-0.28266,-0.73375,0.649682,-0.215561,-0.0648819,-0.226126,-0.671692,0.105683,-0.0914798,0.484258,0.365353,0.173035,-0.524573,-0.00704299,0.0705143,-0.235667,-0.15062;-13060,-5339.84,-2863.89,4101.17
5;-0.555958,0.174508,-0.955773,0.244717,-0.781731,-0.238318,0.512782,0.780913,-0.5919,0.703572,-0.769615,-0.460457,0.091309,0.436934,-0.213249,0.46581,-0.508749,-0.619161,0.762997,0.656713,0.207248,0.732509,-0.208664,-0.283347,-0.356593,0.721158,-0.262822,-0.0014109,-0.681248,-0.482376,0.470982,-0.113738,0.727942,-0.0322036,-0.320231,-0.834613,-0.0443665,0.392419,-0.715639,-0.154007;-15815.4,5765.59,-5754.47,8220.9
6;-0.678063,0.0933896,-0.931033,0.208004,-0.668644,-0.256434,0.425158,0.566609,-0.392279,0.765183,-0.768271,-0.776628,0.0630324,0.507005,-0.648354,0.452217,-0.6946,-0.696595,0.641575,0.651883,0.261531,0.82013,-0.420403,-0.190585,-0.132322,0.78806,-0.614748,-0.0279583,-0.457836,-0.587679,0.517362,-0.399446,0.698192,-0.242552,-0.482589,-0.872911,-0.205307,0.541359,-0.75518,-0.110563;-17403.4,11989.7,-7169.98,6978.6
7;-0.737802,0.0148207,-0.575895,0.371127,0.232646,0.246186,0.496053,0.426325,0.565272,0.853906,-0.799036,-0.724541,-0.16764,0.69964,0.115289,-0.114006,0.129996,-0.74347,0.443761,0.496057,0.522725,0.862091,-0.728861,0.266926,-0.869393,0.764896,-0.102858,-0.146174,0.534576,-0.344012,0.377642,-0.423231,0.231311,0.319264,0.377327,-0.834045,0.499247,0.582659,-0.766159,-0.350796;-16514.2,-4188.45,-3742.94,4962.36
8;-0.620266,-0.109759,-0.831204,0.00535254,-0.434791,0.052796,0.348435,0.448645,0.245241,0.905428,-0.883841,-0.75847,-0.581823,0.40411,-0.127709,0.248867,0.28765,-0.292457,0.826881,0.656074,0.678356,0.559021,-0.32301,-0.50135,-0.730606,0.876427,-0.550552,0.123821,-0.221804,-0.143118,0.844531,0.125197,0.416237,0.138109,0.0209119,-0.890645,0.202346,0.46383,-0.87843,-0.0388083;-9903.72,-789.807,-5253.88,9420.94
9;-0.669136,-0.577161,-0.678074,-0.356536,-0.504469,0.254353,0.0199166,0.248981,0.161387,0.822637,-0.963667,-0.864338,-0.528408,0.689117,0.192252,0.602357,0.00825983,-0.16379,0.856011,0.82836,0.742922,0.945108,-0.909296,0.221602,-0.682507,0.90437,-0.283534,0.0861657,0.0487935,-0.367028,0.543399,0.27096,0.253632,-0.0694098,-0.227338,-0.970635,0.738504,0.642851,-0.938253,0.389187;-17668.4,1305.37,-8027.87,8267.74
10;-0.18933,-0.158808,-0.166831,0.0669664,-0.844068,0.711859,0.40701,0.246668,-0.219333,0.911161,-0.939763,-0.701168,-0.746727,0.624539,-0.0322913,0.0788609,0.503351,0.550337,0.793766,0.889325,0.817198,0.92953,-0.979503,0.748344,-0.910774,0.970937,-0.357049,0.680121,-0.517228,-0.0350344,0.449012,0.673452,0.342953,-0.145292,-0.171138,-0.939418,0.790086,0.239847,-0.932258,0.894742;-17365.5,-18006.1,-6902.16,1372.48
11;-0.422486,0.453579,0.386423,-0.256937,-0.816127,0.842238,0.322297,0.0700479,-0.683396,0.887338,-0.939679,-0.708925,-0.56728,0.753412,-0.159073,0.00985544,0.189526,-0.087603,0.84227,0.917246,0.873918,0.881552,-0.915849,0.223034,-0.836348,0.940096,-0.747906,0.916659,-0.441716,-0.0472415,0.815946,0.618277,-0.0181574,-0.0738987,-0.330344,-0.981568,0.699493,0.223975,-0.93332,0.971483;-13272.1,-12100.5,-7689.77,926.204
12;-0.399414,0.303457,0.448409,-0.56257,-0.849193,0.797137,0.0945114,-0.141944,-0.439981,0.88858,-0.932891,-0.779169,-0.65104,0.832465,-0.191836,0.0141835,-0.369986,0.157277,0.746445,0.913861,0.863111,0.940672,-0.963096,0.151259,-0.874682,0.95744,-0.888155,0.967006,-0.243186,0.00206752,0.814427,0.562401,0.329421,-0.293982,-0.306097,-0.976706,0.512031,0.151503,-0.857938,0.858486;-10576.8,726.723,-8903.35,284.709
13;-0.477946,0.132645,0.480529,-0.791654,-0.278104,0.543384,0.0654173,-0.128491,0.328942,0.723497,-0.899562,-0.711271,0.0485315,0.711158,0.26737,0.269069,-0.119181,-0.0581617,0.796484,0.799747,0.548268,0.922812,-0.913709,0.293331,-0.855966,0.769636,-0.71888,0.928224,0.717626,-0.511532,0.472264,0.55238,-0.603842,0.505102,0.0201089,-0.924513,0.711207,0.174366,-0.744385,0.85037;-12468.1,-6627,-4550.58,2704.34
14;-0.101078,0.394166,-0.152203,-0.795225,-0.219133,0.46718,-0.082751,0.192383,0.701134,0.697008,-0.900359,-0.323466,-0.0455063,0.61239,0.586939,0.322793,0.244292,0.580131,0.843341,0.798373,0.537609,0.894291,-0.952836,0.513231,-0.967508,0.80013,-0.461597,0.917829,0.409857,-0.316474,0.0517007,0.689905,-0.567705,0.612098,0.174334,-0.763725,0.616082,-0.137631,-0.370297,0.866798;-11206,-16222.7,-403.471,-856.164
15;-0.108329,0.0961125,0.712971,-0.286566,-0.862437,0.850827,-0.881536,0.62033,-0.416517,0.505569,-0.985692,-0.278751,-0.432196,0.730965,0.0716782,-0.570599,0.710657,0.486117,0.736264,0.931429,0.667932,0.975954,-0.996047,0.827079,-0.982044,0.909794,-0.854641,0.967218,0.252386,-0.196721,0.482274,0.77582,0.203209,-0.725693,0.10471,-0.98197,0.508694,-0.467969,-0.711534,0.879156;-15090.4,-5983.63,-1570.1,114.844
16;-0.174095,0.389739,0.966631,-0.72253,-0.89638,0.86547,-0.672412,0.301215,-0.734356,0.483991,-0.989025,-0.604934,-0.392027,0.781328,-0.202451,-0.54882,0.477443,0.0308249,0.566334,0.935617,0.373092,0.964047,-0.973128,0.794097,-0.964477,0.915279,-0.939128,0.996869,0.554733,-0.595427,0.907371,0.818623,-0.0668909,-0.853446,-0.00231952,-0.991185,0.785206,-0.139574,-0.850001,0.927459;-9877.82,-4533.55,-5427.76,4083.38
17;-0.0245036,0.418378,0.972653,-0.793958,-0.897058,0.854908,-0.720218,0.372802,-0.552838,0.650069,-0.986625,-0.567549,-0.424644,0.694419,-0.0185004,-0.547075,-0.0451725,0.515506,0.535919,0.937611,0.462632,0.96988,-0.98829,0.833233,-0.9838,0.921711,-0.957114,0.997047,0.568485,-0.263386,0.870717,0.911877,-0.0393356,-0.844759,0.00712946,-0.988508,0.693251,-0.150093,-0.749879,0.916635;-9257.26,3535.39,-6119.44,1002.9
18;0.0587012,0.736875,0.789989,-0.771611,-0.870525,0.875762,0.0805049,0.0758464,-0.72706,0.864522,-0.944114,-0.451985,-0.479252,0.855265,0.234813,0.00215819,-0.380176,0.763119,0.723232,0.930465,0.643312,0.911983,-0.967235,0.277107,-0.925236,0.91713,-0.880082,0.993211,-0.348369,0.0301675,0.772525,0.814132,-0.00932144,-0.076564,-0.239099,-0.929933,0.57685,0.0218579,-0.865155,0.990823;-9071.43,-6793.16,-6233.18,-3751.14
19;-0.366247,0.450828,0.521742,-0.711908,-0.87687,0.887036,-0.0694032,0.0401937,-0.728345,0.839896,-0.933125,-0.460568,-0.440793,0.870503,0.0644254,-0.0294254,-0.567325,0.453816,0.736289,0.925312,0.827388,0.95297,-0.98535,0.101454,-0.862808,0.901918,-0.925885,0.988364,-0.279965,0.0879445,0.748207,0.569911,0.312384,0.0757327,-0.248229,-0.977797,0.418834,0.0943035,-0.858393,0.972071;-11097.5,3564.28,-7889.39,-3024.95
20;-0.50618,0.26869,0.366681,-0.809092,-0.325978,0.561883,0.0670664,-0.0607611,0.299473,0.587391,-0.909859,-0.592347,0.0735727,0.735413,0.327841,0.261114,-0.32179,0.000291829,0.792097,0.800771,0.485949,0.935778,-0.928892,0.267138,-0.840154,0.753321,-0.798738,0.943126,0.692425,-0.611244,0.34016,0.435542,-0.555275,0.487414,0.135716,-0.939576,0.670652,0.156272,-0.703869,0.880262;-13846.3,-4391.03,-4058.6,1287.22
21;-0.388582,0.557622,-0.618225,-0.825174,-0.6779,0.379433,-0.171547,0.240943,0.388778,0.778174,-0.950418,-0.601548,-0.42976,0.686722,0.347453,0.544933,-0.381951,0.672833,0.882853,0.861886,0.670027,0.911354,-0.974691,0.306753,-0.920511,0.877797,-0.587963,0.91454,-0.0542442,-0.00821853,0.379329,0.615355,-0.0853904,0.120914,-0.159086,-0.912163,0.532181,0.0142631,-0.757596,0.853499;-11625.6,2809.96,-4096.69,278.685
22;-0.61588,0.422535,0.024332,0.173239,0.135889,0.488198,0.0987607,0.450698,0.343553,0.817453,-0.759232,-0.0439613,0.093636,0.633382,-0.0356433,-0.253485,0.509281,-0.194033,0.805753,0.73016,0.263699,0.78275,-0.945993,-0.227525,-0.850332,0.656003,-0.665736,0.586586,0.546357,-0.400102,0.0965133,0.315281,-0.186922,0.716152,-0.19124,-0.780998,0.0743388,0.0855742,-0.554841,0.843076;-17818,-14136.2,-892.929,2829.4
