Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.425075,-0.405493,-0.318047,-0.0752059,-0.453447,-0.110631,0.411033,0.525363,-0.00328913,0.330604,-0.406787,-0.274986,0.496015,0.331806,0.366636,0.214671,-0.182532,-0.509899,0.450487,0.515995,-0.204861,0.417729,-0.141127,0.431543,-0.521646,0.36189,-0.351384,0.277355,-0.0951005,-0.0483143,0.486199,-0.44333,0.13299,0.449821,0.301279,-0.46722,-0.269418,0.0239344,0.0702202,0.431068;-1161.11,-1816.04,679.508,1291.49
1;-0.360949,0.576988,-0.835197,0.0310518,-0.378661,-0.150985,0.593673,0.757944,0.0636196,0.520456,-0.533882,-0.0881562,0.450516,0.570129,0.25279,0.098887,0.0158041,-0.511787,0.647683,0.382231,0.0057405,0.585706,-0.377005,0.355674,-0.530842,0.617617,0.159976,0.182696,-0.35081,-0.473097,0.0797341,-0.301345,-0.0223626,0.491652,0.291758,-0.504411,0.119582,-0.0499441,-0.0834516,0.488244;-2270.93,-1084.57,1248.01,1484.1
2;-0.399321,0.457826,-0.875073,0.348318,-0.431402,-0.169636,0.0294677,0.73311,0.05338,0.416417,-0.583713,-0.253423,0.439784,0.266835,0.173366,0.226985,-0.156971,-0.665686,0.795337,0.427259,0.100288,0.524063,0.106062,-0.284504,-0.718373,0.591094,-0.557975,-0.0304181,-0.524813,-0.73793,-0.104596,-0.289114,0.0123663,0.387733,0.161972,-0.666143,-0.599426,-0.172202,0.0250947,0.213668;-2799.31,-1654.21,1656.87,1298.24
3;-0.482524,0.00347094,-0.843488,0.340013,-0.281078,-0.173917,0.105994,0.7134,-0.047222,0.516532,-0.578585,-0.363145,0.435003,0.618177,0.0465736,0.289297,-0.0788266,-0.813936,0.613144,0.431044,-0.19015,0.833718,-0.126467,-0.485808,-0.787033,0.605161,-0.523909,-0.0692216,-0.205937,-0.684832,0.0922467,-0.417378,0.382851,0.392722,0.0476606,-0.646783,-0.334972,0.0806399,-0.00476994,-0.25506;-2521.89,-1920.01,395.749,1798.09
4;-0.339647,-0.229084,-0.910661,0.325308,-0.493443,-0.223929,0.402188,0.791456,-0.0879516,0.574608,-0.574483,-0.299137,0.393487,0.563274,0.15239,0.275116,-0.105245,-0.70649,0.547105,0.390607,-0.151558,0.714819,-0.0495429,-0.28266,-0.73375,0.649682,-0.215561,-0.0648819,-0.226126,-0.671692,0.105683,-0.0914798,0.484258,0.365353,0.173035,-0.524573,-0.00704299,0.0705143,-0.235667,-0.15062;-2835.41,-2353.5,528.19,2162.98
5;-0.555958,0.174508,-0.955773,0.244717,-0.781731,-0.238318,0.512782,0.780913,-0.5919,0.703572,-0.769615,-0.460457,0.091309,0.436934,-0.213249,0.46581,-0.508749,-0.619161,0.762997,0.656713,0.207248,0.732509,-0.208664,-0.283347,-0.356593,0.721158,-0.262822,-0.0014109,-0.681248,-0.482376,0.470982,-0.113738,0.727942,-0.0322036,-0.320231,-0.834613,-0.0443665,0.392419,-0.715639,-0.154007;-2542.17,-1780.67,1514.93,2991.77
6;-0.678063,0.0933896,-0.931033,0.208004,-0.668644,-0.256434,0.425158,0.566609,-0.392279,0.765183,-0.768271,-0.776628,0.0630324,0.507005,-0.648354,0.452217,-0.6946,-0.696595,0.641575,0.651883,0.261531,0.82013,-0.420403,-0.190585,-0.132322,0.78806,-0.614748,-0.0279583,-0.457836,-0.587679,0.517362,-0.399446,0.698192,-0.242552,-0.482589,-0.872911,-0.205307,0.541359,-0.75518,-0.110563;-2368.97,-2087.01,1382.65,3267.33
7;-0.235204,-0.31467,-0.121889,0.815993,-0.68758,0.774927,0.0375854,0.588688,-0.562393,0.936101,-0.916653,-0.887413,-0.759869,0.856368,-0.307843,-0.69827,0.0605371,-0.434151,0.288498,0.575012,0.737428,0.967977,-0.949623,0.583182,-0.859233,0.923081,-0.521044,0.497277,0.110262,0.480956,0.822878,0.143773,0.949175,-0.745364,-0.0805871,-0.950548,0.500128,0.553656,-0.925152,-0.394124;2035.82,-1764.67,-1452.95,2639.82
8;0.0955982,-0.0946882,0.817123,0.533158,-0.785763,0.857568,0.446647,0.356199,-0.859671,0.946667,-0.917746,-0.854498,-0.636117,0.840653,-0.508332,-0.636509,0.379881,-0.470845,0.389009,0.69681,0.631234,0.843319,-0.294644,-0.0355872,-0.504658,0.857949,-0.806126,0.861344,0.343369,0.0518952,0.983384,0.725561,0.824427,-0.386173,-0.364609,-0.960289,0.667239,0.428612,-0.9437,0.452479;1421.25,-1010.63,-802.872,2449.17
9;0.194326,-0.284396,0.857867,-0.0261729,-0.75574,0.914308,0.411448,0.114061,-0.88775,0.944024,-0.905519,-0.780004,-0.460464,0.810622,-0.562538,-0.688172,-0.0094116,-0.221343,0.305356,0.793865,0.742479,0.966458,-0.649955,0.271102,-0.723904,0.773702,-0.850062,0.973959,0.467723,0.304566,0.990009,0.638032,0.916237,-0.307392,-0.558325,-0.930208,0.639185,0.676165,-0.923199,0.320725;2475.99,-1144.55,-689.206,2318.14
10;-0.267241,-0.0203375,0.603459,-0.787904,-0.791214,0.290833,-0.0797272,0.127396,-0.704653,0.601187,-0.914812,-0.879401,0.632505,0.280828,-0.912094,-0.180037,-0.252015,-0.307797,0.201866,0.819478,-0.0727508,0.901303,-0.488963,0.644042,-0.222676,0.33478,-0.917217,0.958442,0.887337,-0.761395,0.956138,0.432335,0.322476,-0.587933,-0.546945,-0.899357,0.473234,0.266335,-0.649293,0.214181;973.878,-1703.78,351.863,3246.62
11;0.266903,0.732881,0.716773,-0.321191,-0.840823,0.534936,-0.309319,0.533629,-0.672725,0.783793,-0.877265,-0.713393,0.0535086,0.687315,-0.724049,-0.636363,-0.245773,0.577663,-0.387444,0.850424,0.0339554,0.936166,-0.96965,0.931848,-0.928756,0.863083,-0.88492,0.984378,0.354275,0.0952998,0.665984,0.639122,0.699068,-0.901447,-0.114519,-0.747684,0.230442,-0.0770584,-0.435389,0.722836;3721.39,-550.606,-221.626,2245.11
