Passo;A  o
0;1
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;0
9;0
10;0
11;3
12;0
13;3
14;0
15;3
16;3
17;3
18;3
19;3
20;3
21;3
22;3
23;3
24;3
25;3
26;3
27;3
28;0
29;4
30;0
31;3
32;0
33;3
34;0
35;0
36;0
37;3
38;0
39;3
40;0
41;4
42;0
43;4
44;0
45;3
46;0
47;3
48;0
49;0
50;0
51;3
52;0
53;3
54;0
55;4
56;0
57;4
58;0
59;3
60;0
61;3
62;0
63;0
64;0
65;3
66;0
67;3
68;0
69;4
70;0
71;4
72;0
73;3
74;0
75;3
76;0
77;0
78;0
79;3
80;0
81;3
82;0
83;4
84;0
85;4
86;0
87;3
88;0
89;3
90;0
91;0
92;0
93;3
94;0
95;3
96;0
97;4
98;0
99;4
100;0
101;3
102;0
103;3
104;0
105;0
106;0
107;3
108;0
109;3
110;0
111;4
112;0
113;4
114;0
115;3
116;0
117;3
118;0
119;0
120;0
121;3
122;0
123;3
124;0
125;4
126;0
127;4
128;0
129;3
130;0
131;3
132;0
133;0
134;0
135;3
136;0
137;3
138;0
139;4
140;0
141;4
142;0
143;3
144;0
145;3
146;0
147;0
148;0
149;3
150;0
151;3
152;0
153;4
154;0
155;4
156;0
157;3
158;0
159;3
160;0
161;0
162;0
163;3
164;0
165;3
166;0
167;4
168;0
169;4
170;0
171;3
172;0
173;3
174;0
175;0
176;0
177;3
178;0
179;3
180;0
181;4
182;0
183;4
184;0
185;3
186;0
187;3
188;0
189;0
190;0
191;3
192;0
193;3
194;0
195;4
196;0
197;4
198;0
199;3
200;0
201;3
202;0
203;0
204;0
205;3
206;0
207;3
208;0
209;4
210;0
211;4
212;0
213;3
214;0
215;3
216;0
217;0
218;0
219;3
220;0
221;3
222;0
223;4
224;0
225;4
226;0
227;3
228;0
229;3
230;0
231;0
232;0
233;3
234;0
235;3
236;0
237;4
238;0
239;4
240;0
241;3
242;0
243;3
244;0
245;0
246;0
247;3
248;0
249;3
250;0
251;4
252;0
253;4
254;0
255;3
256;0
257;3
258;0
259;0
260;0
261;3
262;0
263;3
264;0
265;4
266;0
267;4
268;0
269;3
270;0
271;3
272;0
273;0
274;0
275;3
276;0
277;3
278;0
279;4
280;0
281;4
282;0
283;3
284;0
285;3
286;0
287;0
288;0
289;3
290;0
291;3
292;0
293;4
294;0
295;4
296;0
297;3
298;0
299;3
300;-1.83255e-06
