Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.251621,-0.314783,0.425381,0.260928,-0.0781569,-0.40798,-0.385923,-0.190938,-0.178132,-0.199568,0.4264,0.360711,0.0292711,-0.486036,0.14493,-0.292946,-0.165124,-0.458382,0.0839052,0.111905,-0.0712375,-0.0306615,-0.19122,0.0702537,0.299894,-0.124074,0.303289,0.293079,-0.515203,-0.509151,0.518745,-0.249562,0.15724,0.496952,0.205012,0.0924444,-0.16904,0.53326,0.325498,0.0200114,-0.0852505,-0.480394,0.0527785,0.340314,-0.522482,0.421022,-0.317322,0.0513906,0.312538,-0.47952;0.977102,-1.32715,-3.47734,3.18547
1;-0.466322,-0.133522,0.487663,0.398319,-0.0683494,0.00506767,-0.627294,-0.566492,-0.290908,-0.59116,0.553967,0.362205,-0.0620064,-0.798707,-0.0527698,0.0240008,-0.0962031,-0.679979,0.530593,0.134772,-0.276622,-0.149991,-0.0922225,0.226209,0.439335,-0.10552,0.469131,-0.258002,-0.605993,-0.460028,0.393522,-0.385984,0.229008,0.450028,0.0587505,0.202837,-0.397192,0.140337,0.471369,0.0260586,-0.378969,-0.532862,-0.382419,0.24416,-0.503581,0.712457,-0.621423,0.368738,0.428085,-0.323384;0.260376,-5.21083,-4.11017,3.60699
2;-0.474878,-0.176044,0.494418,0.424746,-0.0629808,0.0925107,-0.677412,-0.345959,-0.485542,-0.551373,0.351815,0.497046,0.439297,-0.90325,-0.1236,-0.245915,0.103756,-0.728759,0.387458,0.274703,-0.142214,-0.267914,-0.00483506,0.390446,0.468351,-0.118765,0.365224,-0.242787,-0.678961,-0.203168,0.416428,-0.540833,0.583243,0.513058,0.0208991,0.742185,-0.685399,-0.319283,0.572911,-0.0922085,-0.511945,-0.337132,0.113777,0.261174,-0.566088,0.898335,-0.614536,0.469236,0.302831,-0.453963;0.124749,-4.94439,-4.89494,1.16996
3;-0.490126,0.132873,0.569037,0.43418,-0.0663449,0.119412,-0.725332,-0.091862,-0.220001,-0.628678,-0.00581006,0.498393,0.11128,-0.91985,-0.179884,-0.302324,0.256705,-0.758696,0.43811,0.409583,0.0732189,-0.347732,-0.00665646,0.427308,0.624644,-0.122187,0.22016,0.154522,-0.786305,-0.257207,0.377042,-0.60587,0.540445,0.475204,0.0219995,0.661241,-0.650905,-0.206463,0.64714,-0.0340066,-0.491662,-0.158886,0.513198,0.0189079,-0.591702,0.900815,-0.631596,0.567166,0.253525,-0.539113;0.425263,-6.5284,-5.26137,3.06079
4;-0.725993,-0.514604,0.315639,0.581733,-0.0400634,0.25822,-0.427138,-0.0386668,0.242774,-0.443723,0.109548,0.375416,0.264787,-0.842893,0.0114212,-0.486581,0.273372,-0.918286,0.350853,-0.0891765,-0.393559,0.0523282,0.305408,0.684287,0.685934,0.123879,-0.353692,-0.237906,-0.678569,0.136554,0.202659,-0.775815,0.362601,0.297487,-0.291045,0.401459,-0.266064,0.381057,0.496133,0.312797,-0.762145,0.0454305,0.0777236,-0.231503,-0.455434,0.819714,-0.526438,0.646226,0.637605,-0.678149;4.03454,-6.61939,-5.61429,3.57898
5;-0.358058,0.367792,0.820526,0.681756,-0.468861,-0.680144,-0.659755,-0.430621,-0.624413,0.0368423,-0.0623793,0.110215,0.594617,-0.954345,0.167143,-0.380534,0.608742,-0.780434,0.640948,0.694475,-0.725808,-0.741008,-0.206845,0.326308,0.4412,-0.628117,0.303124,0.630757,-0.759678,-0.300342,0.268144,-0.720419,0.219957,0.440653,0.0442597,0.823178,-0.356361,0.0755117,0.660283,0.193843,-0.477115,0.342665,0.526235,-0.130095,-0.464163,0.948318,-0.480218,0.612866,-0.367421,-0.319699;1.48284,-9.48052,-4.2051,6.95523
6;-0.507272,0.807213,0.831739,0.674478,-0.452035,-0.296517,-0.803018,-0.170082,-0.648713,-0.503098,0.171579,-0.318105,0.592188,-0.962366,0.0419167,-0.0428357,0.943969,-0.806483,0.849085,0.812621,-0.566367,-0.691233,-0.127392,0.259493,0.495131,-0.609136,0.372359,0.519942,-0.906771,-0.582712,0.0993686,-0.917339,-0.36148,0.42969,-0.20873,0.627199,0.0238298,-0.146017,0.619246,0.0229186,-0.488275,0.406055,0.0122023,0.515987,-0.377289,0.972357,-0.540588,0.953676,0.0784074,-0.457139;-5.07588,-10.4203,-2.37265,6.76975
7;-0.525397,0.638065,0.379272,0.680842,-0.00261602,-0.379829,-0.188398,0.0124988,-0.483355,0.311151,0.316233,-0.254296,0.815293,-0.969295,-0.136364,-0.696818,0.965343,-0.885312,0.780965,0.217852,-0.444825,-0.757113,0.639912,0.434388,0.225696,-0.0592124,-0.00231983,0.0161349,-0.957599,0.300345,0.347075,-0.963207,-0.352437,-0.0207728,-0.787918,0.877871,0.350833,0.229702,0.7276,0.45434,-0.428794,0.296574,-0.707612,0.699366,0.124419,0.924888,0.0664874,0.793773,0.754511,-0.617106;-5.40757,-6.80424,-4.63529,5.458
8;-0.720248,-0.111343,0.486047,0.412634,0.307239,-0.597135,-0.179828,-0.30312,-0.62683,0.373552,0.444485,-0.777915,0.947486,-0.983521,-0.375381,-0.860426,0.966182,-0.767751,0.42114,0.232137,-0.408524,-0.741605,0.558496,-0.063392,-0.067619,-0.516848,-0.194311,0.375694,-0.915659,0.559754,0.565788,-0.888046,0.0711732,-0.317218,-0.16918,0.793803,0.443275,0.542584,0.679355,0.654941,-0.687721,0.565347,-0.821727,0.718522,0.426326,0.764198,-0.349476,0.184055,0.537063,-0.903009;-3.72871,-10.7657,-1.19825,3.34917
9;-0.767982,-0.239238,0.452768,0.595213,0.410145,-0.293165,0.261175,-0.744261,-0.542998,0.75556,0.85644,-0.913225,0.961621,-0.988325,-0.00512678,-0.626881,0.97191,-0.536924,0.411859,-0.411114,-0.28545,-0.511596,0.564739,-0.224761,-0.200697,-0.786441,-0.498793,0.776885,-0.950025,0.07065,0.654341,-0.858182,-0.706491,-0.675125,0.435154,0.507925,0.753839,0.312502,0.406316,0.617447,-0.597636,0.564281,-0.905904,0.0424878,0.215669,0.740249,0.234508,0.246343,0.556343,-0.978164;-1.391,-6.81605,1.63857,4.10463
