Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;4
6;0
7;0
8;3
9;3
10;3
11;3
12;4
13;0
14;0
15;0
16;3
17;2
18;3
19;4
20;0
21;0
22;0
23;0
24;3
25;3
26;3
27;4
28;0
29;0
30;2
31;3
32;3
33;3
34;4
35;0
36;4
37;0
38;0
39;0
40;3
41;3
42;3
43;4
44;0
45;0
46;2
47;3
48;3
49;3
50;4
51;0
52;4
53;0
54;0
55;0
56;3
57;3
58;3
59;4
60;0
61;0
62;2
63;3
64;3
65;3
66;4
67;0
68;4
69;0
70;0
71;0
72;3
73;3
74;3
75;4
76;0
77;0
78;2
79;3
80;3
81;3
82;4
83;0
84;4
85;0
86;0
87;0
88;3
89;3
90;3
91;4
92;0
93;0
94;2
95;3
96;3
97;3
98;4
99;0
100;4
101;0
102;0
103;0
104;3
105;3
106;3
107;4
108;0
109;0
110;2
111;3
112;3
113;3
114;4
115;0
116;4
117;0
118;0
119;0
120;3
121;3
122;3
123;4
124;0
125;0
126;2
127;3
128;3
129;3
130;4
131;0
132;4
133;0
134;0
135;0
136;3
137;3
138;3
139;4
140;0
141;0
142;2
143;3
144;3
145;3
146;4
147;0
148;4
149;0
150;0
151;0
152;3
153;3
154;3
155;4
156;0
157;0
158;2
159;3
160;3
161;3
162;4
163;0
164;4
165;0
166;0
167;0
168;3
169;3
170;3
171;4
172;0
173;0
174;2
175;3
176;3
177;3
178;4
179;0
180;4
181;0
182;0
183;0
184;3
185;3
186;3
187;4
188;0
189;0
190;2
191;3
192;3
193;3
194;4
195;0
196;4
197;0
198;0
199;0
200;3
201;3
202;3
203;4
204;0
205;0
206;2
207;3
208;3
209;3
210;4
211;0
212;4
213;0
214;0
215;0
216;3
217;3
218;3
219;4
220;0
221;0
222;2
223;3
224;3
225;3
226;4
227;0
228;4
229;0
230;0
231;0
232;3
233;3
234;3
235;4
236;0
237;0
238;2
239;3
240;3
241;3
242;4
243;0
244;4
245;0
246;0
247;0
248;3
249;3
250;3
251;4
252;0
253;0
254;2
255;3
256;3
257;3
258;4
259;0
260;4
261;0
262;0
263;0
264;3
265;3
266;3
267;4
268;0
269;0
270;2
271;3
272;3
273;3
274;4
275;0
276;4
277;0
278;0
279;0
280;3
281;3
282;3
283;4
284;0
285;0
286;2
287;3
288;3
289;3
290;4
291;0
292;4
293;0
294;0
295;0
296;3
297;3
298;3
299;4
300;-1.83255e-06
