Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.134832,0.195673,-0.178698,0.38798,0.140457,-0.450028,-0.440626,0.288832,-0.514751,-0.202765,0.417844,-0.29434,-0.087096,0.45541,-0.308314,0.370033,-0.408718,0.217572,0.0343691,-0.38716,-0.196527,-0.423774,-0.298423,-0.331287,-0.191051,0.448258,-0.140177,0.142939,-0.265489,0.454466,0.448939,0.240576,0.378739,0.324417,-0.341469,-0.384671,0.386812,0.240854,0.478379,0.422769,-0.349869,0.385465,-0.205451,-0.13526,0.366857,-0.375984,0.226554,-0.432392,-0.0615731,0.0930581;-6.29571,1.15152,1.02288,2.81459
1;0.251851,0.362638,-0.25541,0.789425,-0.417317,-0.708613,-0.0930545,0.258206,-0.53515,0.00325215,0.510651,-0.364318,-0.0583052,0.567855,-0.632419,0.129943,-0.0381487,0.0631845,-0.629043,0.450437,-0.165935,0.659852,-0.0396023,0.324936,-0.266173,0.559798,-0.190131,-0.324573,-0.556716,0.668547,0.53039,0.651093,-0.04249,-0.456952,-0.461771,0.169745,0.410518,-0.68964,0.401081,0.40514,-0.53139,0.596269,-0.205451,-0.168083,0.181632,-0.91393,0.146657,-0.00304792,0.140365,-0.619533;-0.130051,0.852726,0.812385,3.38543
2;-0.496043,0.309336,-0.470536,0.655424,-0.397016,-0.253724,-0.00791581,0.224303,-0.854038,-0.341864,0.61329,-0.549727,-0.068001,0.96431,-0.8808,0.0636342,-0.288606,-0.0274175,0.0644912,-0.0258217,0.0415519,0.820869,-0.123522,0.348519,0.0897354,0.811708,-0.224006,-0.632617,-0.586413,-0.0258274,0.721136,0.644037,0.47177,-0.0247931,-0.459743,0.738936,-0.069869,-0.642097,0.59514,0.0325029,-0.43283,0.454321,-0.205451,-0.257299,-0.202711,-0.888944,-0.240873,0.223959,0.289253,0.112604;-0.0963855,-1.24696,-1.83937,4.11843
3;-0.0175814,0.519338,-0.00739072,0.19704,-0.456292,-0.387729,0.00371478,0.282804,-0.883943,-0.532921,0.571048,-0.761746,0.679393,0.992121,-0.834547,0.499603,-0.160525,0.131354,0.243386,-0.107495,0.191385,0.520905,-0.326764,0.0505358,-0.26824,0.813142,-0.14256,-0.482644,-0.377501,0.119785,0.62551,0.569974,0.308997,-0.450388,-0.260944,0.0444667,0.290551,-0.644206,0.602638,0.544008,0.0410864,0.224658,-0.205451,-0.209296,-0.374409,-0.403952,0.11687,0.151114,0.312336,-0.145133;-0.386713,-0.843463,-0.963941,3.75293
4;-0.408982,0.181484,-0.164559,0.346111,-0.414487,-0.433406,-0.189785,-0.0585224,-0.82682,-0.245901,0.449697,-0.55123,0.354203,0.960817,-0.741154,0.405312,-0.330947,0.0849139,0.547042,0.243649,-0.22389,-0.00281021,-0.262252,-0.268077,0.0366076,0.636828,-0.172998,-0.290562,-0.608093,-0.108471,0.535668,0.507012,0.431156,-0.412494,-0.484494,0.347458,0.427303,-0.720343,0.564769,0.317728,-0.272934,0.450745,-0.205451,0.0317165,0.257685,-0.686391,-0.0361757,0.225457,0.494208,-0.107948;-6.11815,-2.17611,-1.80825,3.32215
5;-0.349986,0.448821,-0.19935,0.578635,-0.549467,-0.719382,-0.207447,0.178361,-0.885233,-0.336602,0.490517,-0.741536,0.59136,0.97849,-0.691692,0.481885,-0.207621,0.0689887,-0.0804383,0.194408,-0.0195527,0.167348,-0.201582,0.24515,-0.37573,0.785953,-0.157615,-0.476207,-0.593343,0.0257312,0.191195,0.596999,0.394262,-0.460866,-0.390461,0.1919,0.187659,-0.795138,0.480587,0.46883,-0.31011,0.395625,-0.205451,-0.129328,0.107127,-0.615675,-0.148596,0.319367,0.315549,-0.067442;-3.75585,-2.14187,-0.56853,2.99367
6;-0.39354,0.602434,0.0313292,0.572958,-0.796043,-0.480884,0.181287,0.548159,-0.971144,-0.324712,0.765385,-0.311591,0.604158,0.949894,-0.774544,0.0418652,-0.715218,0.380232,0.209462,0.0371834,0.343343,-0.329508,0.0214145,0.0459255,-0.106969,0.519978,-0.277705,-0.654642,-0.322718,0.022952,0.814617,0.465031,0.820537,-0.503603,-0.875757,0.400916,0.410419,-0.854935,-0.0285687,0.778886,-0.120976,0.780691,0.239272,-0.393772,-0.340007,-0.66334,0.297315,-0.230492,0.143872,-0.351636;-8.46357,-1.10165,-4.34822,4.20573
7;-0.31574,0.783022,0.383289,0.112817,-0.876587,-0.382992,0.308214,0.43425,-0.945566,-0.270178,0.749358,-0.433043,0.264807,0.933751,-0.805698,-0.0105635,-0.682967,0.449424,0.335075,-0.00844823,0.649927,-0.148684,0.0616331,-0.181331,-0.348476,0.723939,-0.0770008,-0.682744,-0.202795,-0.107236,0.820085,0.411804,0.780385,-0.643023,-0.84022,0.756023,0.502242,-0.890704,-0.127676,0.750393,-0.521646,0.76691,0.239272,-0.56235,0.00402169,-0.922565,0.275363,-0.0642204,-0.144087,0.266157;-7.34939,-1.24205,-3.82032,4.32154
8;-0.826842,0.926504,0.098996,0.410905,-0.410986,-0.729777,-0.542283,0.275491,-0.920422,-0.656342,0.858196,-0.651444,-0.637983,0.989896,-0.922438,-0.769822,-0.858447,0.764594,0.196067,-0.364631,-0.208879,-0.834079,-0.511872,-0.731043,-0.723215,0.634882,-0.577985,-0.768166,-0.571783,0.428317,0.911327,-0.462093,0.56681,-0.932314,-0.779051,-0.69891,0.569322,-0.962859,0.349947,0.971928,-0.718236,0.532067,-0.330489,-0.406324,-0.668878,-0.779275,0.668408,0.244396,-0.476242,0.312545;-15.0083,2.97269,-10.8543,2.80598
9;-0.612731,0.870446,-0.0381902,0.424515,-0.899784,0.233421,-0.101512,0.704717,-0.96841,-0.35063,0.863544,-0.282926,0.427504,0.905379,-0.984492,-0.875678,-0.81047,0.720074,0.754218,-0.6027,-0.491476,0.726176,0.634598,-0.661003,-0.0968614,0.29071,-0.125175,-0.730196,-0.0403319,0.282314,0.876393,-0.71327,0.704922,-0.690595,-0.956352,0.748952,0.815622,-0.989592,-0.762684,0.891013,-0.533469,0.771213,-0.164439,-0.786357,-0.729505,-0.975674,-0.29201,-0.0560856,-0.505394,0.227522;-13.9593,0.123365,-11.3004,5.04806
10;-0.720213,0.915844,0.447951,-0.366719,-0.768642,-0.17576,-0.141083,0.625943,-0.989484,-0.682034,0.939575,-0.451821,-0.208832,0.973134,-0.753215,-0.858725,-0.614126,0.654694,0.80789,0.200161,0.369102,0.162852,0.454079,-0.741602,-0.190462,0.565389,-0.427835,-0.114657,-0.212731,0.384357,0.898361,-0.801682,0.662642,-0.797686,-0.970065,-0.31092,0.738328,-0.874996,-0.420906,0.874823,-0.927939,0.291686,-0.479549,-0.723437,-0.689273,-0.988168,-0.0622958,0.0380119,-0.865642,0.858278;-12.0044,1.82207,-10.5683,4.53513
11;-0.767147,0.905713,0.568923,0.0446933,-0.770419,0.360763,-0.49678,0.482688,-0.962471,-0.206758,0.866751,-0.60062,0.0575317,0.960532,-0.80478,-0.867373,-0.788564,0.564872,0.817509,-0.362751,-0.0261887,0.219897,0.446386,-0.814538,0.56549,0.163244,-0.181683,-0.301372,-0.0781058,0.584147,0.893833,-0.935486,0.390631,-0.854404,-0.971805,-0.812758,0.71748,-0.948061,-0.531829,0.930864,-0.878568,0.674097,-0.479549,-0.712932,-0.810623,-0.989155,0.173696,-0.256677,-0.819497,0.735433;-17.734,3.55721,-10.2121,2.99008
12;-0.604476,0.785754,-0.134349,0.13243,-0.749061,0.47487,-0.442251,0.552665,-0.861927,0.413645,0.716601,-0.777264,-0.0634093,0.778701,-0.941715,-0.789276,-0.659609,0.695613,0.782454,-0.149265,0.0949407,0.865328,0.492984,-0.695971,0.135438,0.599206,-0.349011,-0.373482,-0.621214,0.439002,0.563145,-0.713721,0.16646,-0.389252,-0.863665,-0.562798,0.663688,-0.833629,-0.194253,0.701841,-0.745977,0.442696,-0.549988,-0.647492,-0.424163,-0.994351,-0.32615,-0.077599,-0.165117,0.928809;-14.049,3.134,-9.3809,3.64552
13;-0.348346,0.779491,-0.0702167,-0.0108803,-0.756363,0.624781,-0.0768873,0.861493,-0.868785,-0.00346596,0.710208,-0.791029,0.0964022,0.858824,-0.913433,-0.718516,-0.29175,0.715699,0.771641,-0.18128,0.0728154,0.818444,0.425857,-0.524807,0.246686,0.62263,-0.611411,-0.302863,-0.667524,0.648443,0.623516,-0.697242,0.333839,-0.579806,-0.873694,-0.924954,0.525217,-0.748486,-0.0613602,0.61012,-0.571,0.385219,-0.549988,-0.573268,-0.465785,-0.98085,-0.142111,0.26208,-0.0178623,0.850389;-12.9798,2.57437,-9.0191,3.86902
14;-0.443716,0.870063,0.270368,-0.255118,-0.906526,0.645868,0.116674,0.899855,-0.911109,0.384815,0.80885,-0.624216,0.0513028,0.76717,-0.899568,-0.902058,-0.703803,0.881595,0.827743,-0.700636,0.310532,0.656696,0.51663,-0.689106,0.816345,0.24196,-0.480936,-0.410719,-0.239448,0.66841,0.895498,-0.864715,0.700588,-0.375851,-0.952183,-0.83572,0.852175,-0.752753,-0.576714,0.776813,-0.464087,0.820892,-0.164439,-0.680087,-0.59861,-0.984318,0.1065,0.137783,-0.139115,0.614743;-17.8863,2.79903,-10.5046,2.96334
15;-0.0566037,0.960139,0.128478,-0.289954,-0.923717,0.279991,0.161684,0.853324,-0.730312,0.726147,0.861658,-0.757869,-0.558567,0.397275,-0.974288,-0.973868,-0.712393,0.959755,0.41947,-0.786631,0.573425,0.33149,0.263426,-0.918412,0.693229,0.0540976,-0.700115,-0.622756,-0.222903,0.851586,0.809515,-0.879314,0.252042,-0.483497,-0.865662,-0.908697,0.86764,-0.50985,-0.112497,0.902308,-0.80552,0.891758,-0.267771,-0.514432,-0.00940098,-0.987113,0.364736,0.156454,0.142693,0.780184;-19.1902,4.29977,-8.67568,2.2639
16;-0.709495,0.765861,0.321804,0.326181,-0.763228,0.609137,0.135036,0.937061,-0.859948,0.659821,0.389077,-0.753263,-0.42392,0.335819,-0.863082,-0.837424,-0.726429,0.817536,0.22436,-0.906829,0.281245,0.527224,0.273148,-0.299147,0.721398,0.781363,-0.862477,-0.758901,-0.544141,0.316648,0.949916,-0.872464,0.868238,-0.492114,-0.900907,-0.951329,0.727002,-0.503411,-0.315988,0.824517,-0.377336,0.778714,0.120995,-0.699599,-0.00973496,-0.983856,0.710964,0.359771,0.276305,0.405787;-19.7402,1.68899,-5.97274,3.31019
17;-0.23815,0.890209,0.38901,-0.624065,-0.927446,0.30834,0.0332531,0.923479,-0.828207,0.631275,0.830179,0.0404151,0.45593,0.188124,-0.970029,-0.84197,-0.845497,0.880366,0.683268,-0.839382,0.247074,0.402954,0.45552,-0.480442,0.56413,0.511623,-0.762323,-0.424099,-0.325841,0.550238,0.928885,-0.783473,0.550473,-0.70992,-0.901074,-0.230265,0.943935,-0.251406,-0.608824,0.806122,-0.614952,0.82159,-0.164439,-0.836216,-0.333469,-0.990969,0.166214,0.340712,-0.126816,0.695215;-12.5962,1.49163,-8.87718,3.88275
18;-0.748929,0.918433,0.660963,-0.24954,-0.780289,0.220507,-0.324588,0.860245,-0.916163,0.196153,0.80608,-0.368432,-0.183588,0.57567,-0.529184,-0.88852,-0.774405,0.66945,0.757541,-0.508521,0.0797209,-0.198096,0.348963,-0.754598,0.844953,0.364304,-0.66888,-0.0727561,-0.418998,0.508836,0.934386,-0.931931,0.339884,-0.878592,-0.963619,-0.963978,0.782833,-0.417415,-0.48902,0.756386,-0.893232,0.653368,-0.479549,-0.742846,-0.663402,-0.993225,0.392688,0.4145,-0.841564,0.645561;-16.336,2.52831,-10.1255,2.99068
19;-0.827108,0.923396,0.459212,0.23807,-0.756128,0.277654,-0.574509,0.726743,-0.936346,0.675646,0.861033,-0.578617,0.234059,0.550281,-0.761982,-0.89208,-0.810837,0.652098,0.741908,-0.739327,-0.208537,0.240477,0.451885,-0.819708,0.761161,-0.0247916,-0.659685,-0.130731,-0.0918538,0.559838,0.931205,-0.919057,0.162782,-0.815553,-0.960451,-0.812455,0.739392,-0.714261,-0.581675,0.914948,-0.851497,0.816732,-0.479549,-0.704026,-0.771298,-0.988969,0.126596,-0.149367,-0.760408,0.638672;-18.9084,3.08286,-10.937,2.78779
20;-0.625455,0.788963,-0.219039,0.140946,-0.756435,0.492194,-0.379485,0.823207,-0.820978,0.506316,0.685737,-0.783281,-0.0229283,0.373969,-0.892359,-0.793477,-0.547871,0.680262,0.681472,-0.488289,0.0957706,0.899034,0.50992,-0.643593,0.528093,0.603912,-0.742852,-0.402783,-0.662487,0.533061,0.681754,-0.649324,0.240947,-0.233821,-0.853508,-0.794173,0.600327,-0.601451,-0.186895,0.693898,-0.744867,0.442152,-0.549988,-0.639319,-0.410499,-0.993479,-0.262545,0.00331488,-0.0611618,0.912181;-15.6835,3.62592,-8.84006,3.86579
21;-0.203988,0.761042,-0.0855084,-0.0830175,-0.743257,0.596416,-0.0527661,0.881156,-0.809609,0.375535,0.650098,-0.783317,0.167094,0.753473,-0.891099,-0.744332,-0.157388,0.71865,0.718024,-0.510503,0.0898404,0.872089,0.385495,-0.52734,0.674876,0.560734,-0.680826,-0.292703,-0.670372,0.701627,0.735874,-0.710756,0.310979,-0.509721,-0.84407,-0.933169,0.683665,-0.308439,-0.0534575,0.60799,-0.504992,0.475414,-0.549988,-0.572884,-0.524074,-0.979368,-0.0206923,0.367629,0.135799,0.817092;-12.8284,2.73071,-8.19864,3.2446
22;-0.401271,0.707014,-0.0746887,-0.224589,-0.733867,0.582844,-0.155698,0.842356,-0.535225,0.507243,0.605317,-0.791318,0.0215508,0.646894,-0.878828,-0.787593,-0.281285,0.735865,0.862213,-0.739767,-0.0490735,0.837645,0.313226,-0.652705,0.85937,0.543824,-0.644866,-0.239954,-0.651343,0.622468,0.760877,-0.800175,0.289393,-0.147425,-0.811962,-0.911024,0.83014,-0.490372,-0.0562905,0.331672,-0.487323,0.523277,-0.549988,-0.48402,-0.294429,-0.975112,-0.217373,0.524887,0.253518,0.734705;-15.7253,2.5087,-9.13949,2.3667
23;-0.175907,0.577396,0.172877,0.376124,-0.604075,0.172775,0.273194,0.676355,-0.833252,0.786689,0.161854,-0.953394,0.678196,0.735995,-0.514796,0.0087385,0.240599,0.401576,0.0936862,-0.769804,0.487368,0.682966,0.000173905,-0.318063,0.917241,0.682727,-0.720855,-0.27882,-0.604855,0.243601,0.65069,-0.515563,0.0441231,-0.342082,-0.346047,-0.959742,0.512542,0.0864358,0.592096,0.479411,-0.368029,0.7914,-0.205451,0.00542544,0.746668,-0.934587,0.54349,0.330667,0.648439,0.394057;-10.0984,-0.459394,-0.35256,2.40651
24;-0.396022,0.110113,0.0756123,0.336498,-0.64339,-0.113921,-0.363343,0.670502,-0.20855,0.818972,0.369835,-0.402858,0.512612,0.312469,-0.723247,0.291984,-0.154736,0.274481,-0.177079,-0.701619,0.0258461,0.483744,-0.31689,0.473487,0.706019,0.674891,-0.832147,-0.311691,-0.883787,0.0837937,0.725044,0.18948,0.347214,-0.0635601,-0.190998,-0.533664,0.656107,0.10221,0.577,0.187276,-0.218976,0.761071,-0.205451,-0.177161,0.580419,-0.826062,0.388258,0.348897,0.757836,-0.292032;-7.64008,-1.29456,0.402394,2.53641
