Passo;A  o
0;0
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;4
9;0
10;4
11;2
12;2
13;2
14;3
15;3
16;2
17;4
18;0
19;2
20;2
21;3
22;3
23;3
24;4
25;0
26;4
27;0
28;4
29;2
30;3
31;3
32;3
33;2
34;2
35;3
36;3
37;3
38;4
39;0
40;4
41;0
42;4
43;2
44;3
45;3
46;3
47;2
48;2
49;3
50;3
51;3
52;4
53;0
54;4
55;0
56;4
57;2
58;3
59;3
60;3
61;2
62;2
63;3
64;3
65;3
66;4
67;0
68;4
69;0
70;4
71;2
72;3
73;3
74;3
75;2
76;2
77;3
78;3
79;3
80;4
81;0
82;4
83;0
84;4
85;2
86;3
87;3
88;3
89;2
90;2
91;3
92;3
93;3
94;4
95;0
96;4
97;0
98;4
99;2
100;3
101;3
102;3
103;2
104;2
105;3
106;3
107;3
108;4
109;0
110;4
111;0
112;4
113;2
114;3
115;3
116;3
117;2
118;2
119;3
120;3
121;3
122;4
123;0
124;4
125;0
126;4
127;2
128;3
129;3
130;3
131;2
132;2
133;3
134;3
135;3
136;4
137;0
138;4
139;0
140;4
141;2
142;3
143;3
144;3
145;2
146;2
147;3
148;3
149;3
150;4
151;0
152;4
153;0
154;4
155;2
156;3
157;3
158;3
159;2
160;2
161;3
162;3
163;3
164;4
165;0
166;4
167;0
168;4
169;2
170;3
171;3
172;3
173;2
174;2
175;3
176;3
177;3
178;4
179;0
180;4
181;0
182;4
183;2
184;3
185;3
186;3
187;2
188;2
189;3
190;3
191;3
192;4
193;0
194;4
195;0
196;4
197;2
198;3
199;3
200;3
201;2
202;2
203;3
204;3
205;3
206;4
207;0
208;4
209;0
210;4
211;2
212;3
213;3
214;3
215;2
216;2
217;3
218;3
219;3
220;4
221;0
222;4
223;0
224;4
225;2
226;3
227;3
228;3
229;2
230;2
231;3
232;3
233;3
234;4
235;0
236;4
237;0
238;4
239;2
240;3
241;3
242;3
243;2
244;2
245;3
246;3
247;3
248;4
249;0
250;4
251;0
252;4
253;2
254;3
255;3
256;3
257;2
258;2
259;3
260;3
261;3
262;4
263;0
264;4
265;0
266;4
267;2
268;3
269;3
270;3
271;2
272;2
273;3
274;3
275;3
276;4
277;0
278;4
279;0
280;4
281;2
282;3
283;3
284;3
285;2
286;2
287;3
288;3
289;3
290;4
291;0
292;4
293;0
294;4
295;2
296;3
297;3
298;3
299;2
300;-1.83255e-06
