Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.178168,-0.388787,0.0773197,-0.206661,0.41045,-0.244851,0.403667,0.193971,-0.0283563,-0.251999,-0.418971,0.256589,-0.441205,0.273917,-0.518156,0.13405,0.418276,-0.479858,0.509504,-0.275847,-0.260689,-0.0479566,0.144643,0.0450697,-0.442208,-0.180153,0.46736,-0.299727,0.194394,0.187513,-0.137824,-0.0526324,-0.275102,0.0896842,0.226902,-0.407583,-0.326022,-0.531449,-0.335481,0.0112242,-0.298593,-0.0217685,-0.0181077,-0.405076,0.126634,0.234946,-0.163876,-0.267129,0.383864,-0.0651501;-3.8171,-11.685,-9.64057,4.69573
1;-0.0984719,-0.59,-0.368555,-0.127659,0.470216,0.17596,0.43724,0.231713,-0.0951525,-0.00379459,-0.384848,0.337504,-0.45,0.440389,-0.400394,-0.0167595,0.255831,-0.450488,0.544844,-0.0187957,-0.259976,0.428167,0.613048,-0.123831,-0.645451,-0.152848,0.458998,-0.251488,0.162903,0.264897,-0.244116,-0.174899,-0.445848,0.132446,-0.179318,-0.599407,-0.420518,-0.475958,-0.721535,0.6078,-0.196618,0.236172,-0.0131386,-0.629245,0.298443,0.217603,-0.330037,-0.0666589,0.502291,-0.0819479;-10.2964,-20.5823,-23.2315,0.39634
2;-0.006885,0.132848,-0.248313,-0.356542,0.413435,0.321954,0.401127,-0.113129,-0.103292,0.0711538,-0.38319,0.103899,-0.574474,0.668694,-0.555341,-0.155248,0.401006,-0.50983,0.516393,0.2561,-0.499217,0.526243,0.719239,-0.32809,-0.777863,-0.412558,0.467165,-0.634822,0.211515,0.374089,-0.424262,-0.0128581,-0.507839,0.111259,-0.161342,-0.469147,-0.281604,-0.446812,-0.783362,0.712121,0.180972,-0.0445707,-0.0172684,-0.81637,0.189865,0.256039,-0.366085,0.0628323,0.267506,-0.0112427;-15.439,-30.9891,-10.1855,-1.1375
3;0.173323,0.260637,-0.303875,-0.290126,0.544051,0.387485,0.539792,-0.120547,-0.154086,-0.0682155,-0.358937,0.164921,-0.652857,0.583507,-0.621898,-0.133297,0.55178,-0.592537,0.560899,0.337468,-0.539171,0.162406,0.324011,-0.387609,-0.829205,-0.406736,0.502186,-0.74611,0.0906782,0.442338,-0.187267,0.0575961,-0.560703,0.22973,0.119689,-0.525943,-0.254463,-0.46181,-0.770847,0.600862,0.376608,-0.15227,-0.0490981,-0.875203,0.0879498,0.199116,-0.320786,0.0623732,0.277025,-0.0487159;-16.0486,-30.6467,-10.8535,5.24552
4;0.264889,-0.0937061,-0.391067,-0.339261,0.550857,0.449926,0.381251,0.125671,-0.0926061,-0.0289545,-0.363343,0.148027,-0.575547,0.595276,-0.637097,-0.0840599,0.662469,-0.602951,0.453842,0.336312,-0.400749,0.12687,0.362921,-0.274403,-0.769741,-0.37525,0.511111,-0.629455,0.147735,0.471361,-0.142896,0.0732458,-0.614477,0.238966,0.162421,-0.671698,-0.396294,-0.462141,-0.814046,0.634352,0.122717,0.0644244,-0.0282308,-0.884014,0.175002,0.19439,-0.299382,0.0836271,0.187966,-0.2184;-14.6378,-30.1292,-17.6625,3.64706
5;0.267853,-0.0815592,-0.399806,-0.369688,0.504337,0.315797,0.346401,0.10836,-0.0403581,0.0850272,-0.333371,0.0999534,-0.541678,0.687748,-0.636991,-0.135453,0.616951,-0.573922,0.46997,0.392797,-0.371261,0.45687,0.561817,-0.221497,-0.741539,-0.407371,0.510734,-0.585519,0.136012,0.43177,-0.367759,0.107349,-0.6665,0.154671,0.0225817,-0.644752,-0.474242,-0.428906,-0.815183,0.631426,0.222397,0.117597,-0.0272378,-0.906208,0.184404,0.200482,-0.369059,0.107604,0.144027,-0.20222;-16.7434,-28.4261,-15.8692,1.48972
6;0.280979,0.0896545,-0.374279,-0.375785,0.49211,0.278888,0.473433,-0.0114134,-0.0454076,0.0479459,-0.328146,0.0899909,-0.613544,0.702037,-0.592375,-0.160481,0.508069,-0.565825,0.500928,0.393671,-0.51568,0.474723,0.508023,-0.329959,-0.773021,-0.451288,0.502691,-0.672083,0.0881863,0.435669,-0.373253,0.145096,-0.672044,0.168438,0.0419858,-0.556412,-0.35166,-0.430637,-0.816765,0.614157,0.363792,0.0391822,-0.0112355,-0.89946,0.139106,0.196842,-0.407141,0.154173,0.267624,-0.106324;-18.0475,-29.0575,-12.8651,3.20025
7;0.230471,0.0469241,-0.355849,-0.372534,0.516217,0.339684,0.506525,0.0314433,-0.0707577,-0.0429297,-0.324882,0.103047,-0.646552,0.662296,-0.59646,-0.124533,0.574999,-0.606986,0.477105,0.3719,-0.515063,0.291272,0.420204,-0.332641,-0.794473,-0.411924,0.519483,-0.689569,0.0953396,0.454712,-0.293014,0.164895,-0.651597,0.193326,0.120041,-0.595286,-0.317368,-0.450992,-0.811278,0.625313,0.334817,0.0416852,-0.0155193,-0.892511,0.146573,0.180466,-0.352892,0.13393,0.283877,-0.161315;-16.8255,-30.3916,-13.5944,4.34966
8;0.242289,-0.0313644,-0.37893,-0.36275,0.510039,0.358067,0.44505,0.085197,-0.0418822,-0.0183402,-0.328354,0.116003,-0.607561,0.658005,-0.614075,-0.121679,0.620103,-0.60199,0.466882,0.375266,-0.438121,0.31429,0.486836,-0.257048,-0.780012,-0.373464,0.516577,-0.641011,0.103313,0.445166,-0.315258,0.139721,-0.670128,0.180001,0.100326,-0.635397,-0.403024,-0.443206,-0.810208,0.636066,0.27666,0.0643378,-0.0141879,-0.897046,0.178728,0.183602,-0.336192,0.113462,0.24883,-0.194258;-16.3951,-29.7519,-14.9491,3.4111
9;0.270047,0.00862624,-0.380257,-0.37199,0.499064,0.332823,0.42981,0.0273769,-0.0346828,0.0261298,-0.322052,0.102369,-0.59603,0.676965,-0.610046,-0.145126,0.580104,-0.5797,0.474198,0.388019,-0.449211,0.403489,0.515601,-0.267225,-0.780545,-0.398179,0.503006,-0.638372,0.104239,0.441383,-0.359833,0.146254,-0.675791,0.168601,0.0642607,-0.602329,-0.398709,-0.433386,-0.814037,0.638153,0.314342,0.0628505,-0.0113857,-0.897465,0.167249,0.185555,-0.374849,0.121853,0.244191,-0.141691;-17.0965,-29.3175,-14.1007,2.79646
10;0.265373,0.0482618,-0.368696,-0.372436,0.502576,0.339375,0.46975,0.0119024,-0.0556228,0.00442958,-0.320265,0.100435,-0.618571,0.675789,-0.60464,-0.139852,0.56813,-0.585496,0.482156,0.385718,-0.486302,0.374514,0.467127,-0.304946,-0.786414,-0.415558,0.503328,-0.6728,0.095876,0.448968,-0.340733,0.157988,-0.662403,0.188207,0.0876607,-0.585645,-0.356931,-0.440205,-0.812919,0.627092,0.336968,0.0412778,-0.0170332,-0.894032,0.154295,0.184128,-0.373859,0.128664,0.262681,-0.140434;-17.1781,-29.6182,-13.3796,3.47053
