Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.420434,-0.171475,0.423023,0.287294,0.734507,-0.63216,0.61454,-0.217625,-0.544474,-0.623037,-0.715704,0.211056,0.118211,0.504402,-0.823886,0.353057,0.280628,0.0745342,0.565205,0.0931524,0.033131,0.149677,-0.411226,-0.177583,-0.080868,0.304469,0.211336,0.0488517,0.340881,0.574283,-0.204539,0.137339,-0.391566,-0.209621,0.673196,-0.578245,0.0902109,-0.548813,-0.642425,0.530226,-0.376172,-0.417173,0.326987,-0.391721,0.541141,0.575533,-0.331591,-0.619913,0.0738058,-0.545503;-1.66436,-4.51019,-1.36241,2.29158
1;0.606385,0.108163,-0.25561,0.220593,0.759914,-0.017398,0.0336862,0.47231,-0.112932,-0.669461,-0.533125,0.484014,-0.319812,0.367883,-0.36799,0.157988,0.427329,0.125339,0.895484,0.150765,0.0531361,0.5221,0.556803,-0.567737,0.492967,0.0124663,0.677569,-0.610502,0.655384,0.878137,-0.37369,-0.309824,-0.815812,0.448328,0.670486,-0.857989,0.318322,-0.191731,-0.828557,0.841577,-0.802049,0.0822672,-0.418373,-0.76511,-0.0269583,0.888379,-0.682516,-0.790686,0.0923588,-0.787433;-8.36524,-3.81477,-1.83642,5.52184
2;0.569763,0.0920365,-0.258606,-0.563546,0.775948,-0.65334,0.408947,0.358787,-0.00653932,0.452553,-0.783937,0.512452,-0.679784,0.148257,-0.886004,0.358881,0.844185,0.322375,0.866833,0.0253612,-0.824717,0.335278,0.830951,-0.656842,0.0794827,0.396259,0.732755,-0.48771,0.248084,0.88914,-0.819593,-0.716931,-0.537284,0.342543,0.401243,-0.887967,-0.275885,0.601024,-0.986872,0.742434,-0.854021,0.606265,-0.186481,-0.948914,0.714299,0.959081,-0.79325,-0.458761,0.497405,-0.69852;-12.2252,-7.08664,3.85337,6.07448
3;-0.0373298,-0.0429616,-0.691538,-0.859488,0.920341,-0.858546,0.787305,0.336878,-0.42397,0.517721,-0.43122,0.794944,-0.872189,0.830177,-0.917518,0.333409,0.568672,0.602808,0.823592,0.73522,-0.839856,-0.567209,0.71025,-0.56232,-0.403509,0.362733,0.848884,0.134571,-0.144388,0.961803,-0.691053,-0.560417,-0.0247214,0.65854,-0.253491,-0.764441,-0.692554,0.81496,-0.9643,0.564706,-0.731022,0.220521,-0.581008,-0.991964,0.851984,0.904493,-0.767837,-0.844005,0.87888,-0.777844;-9.54854,-9.16313,4.13103,6.52361
4;0.331676,-0.335057,-0.565831,-0.922175,0.878258,-0.697133,0.823571,0.456292,-0.440561,0.692272,-0.591684,0.693327,-0.771021,0.8706,-0.892895,0.384852,0.189028,0.721514,0.640405,0.895602,-0.665736,-0.703429,0.897904,-0.251814,-0.236779,0.450276,0.830229,0.622929,-0.328297,0.942403,-0.578924,-0.802388,-0.212553,0.688377,-0.11588,-0.607503,-0.921422,0.785796,-0.955998,0.61354,-0.778024,0.0493879,-0.463665,-0.996504,0.852918,0.940515,-0.849771,-0.91275,0.858764,-0.810602;-8.1484,-7.78366,6.57719,3.55073
5;-0.0241874,0.437997,0.126998,-0.0739875,0.801838,-0.544976,0.503374,-0.822506,-0.721303,0.140999,-0.711072,-0.0114811,0.214763,0.886151,-0.658022,0.0263651,-0.139346,0.0878118,0.00968967,0.907437,0.219477,-0.00393563,0.835105,-0.430739,-0.576966,-0.126364,0.474473,0.33566,0.141411,0.522599,-0.21819,-0.356977,-0.767341,-0.226538,0.467145,-0.77912,-0.621616,-0.394651,-0.930098,0.942829,-0.00188806,-0.231788,0.430355,-0.995374,0.272181,0.757313,-0.708221,-0.687281,0.275327,-0.303561;-8.22917,-9.79613,0.291415,0.707261
6;0.88529,0.84577,-0.0602522,0.025131,0.837224,-0.0933081,0.0617218,-0.183233,-0.467129,-0.677211,-0.565389,0.351583,-0.272439,0.528847,-0.434241,-0.115632,0.251391,0.0402049,0.872396,0.714905,0.130452,0.462612,0.0804365,-0.674847,-0.0638026,-0.568472,0.622195,-0.717419,0.576062,0.934327,-0.526752,-0.229233,-0.795137,0.725558,0.776672,-0.861821,0.0467531,-0.130808,-0.850162,0.831617,0.127807,-0.0744273,-0.0557023,-0.941156,-0.387438,0.917453,-0.844539,-0.695687,-0.276313,-0.596472;-11.5487,-6.88626,-0.78018,9.75133
7;0.678876,0.520395,-0.0119932,-0.0611861,0.896824,0.117432,0.500762,0.73311,-0.614744,-0.392643,-0.734353,0.641775,-0.61746,0.482383,-0.768407,0.133789,0.494969,0.274332,0.923189,0.628232,-0.659991,0.0612893,0.0611792,-0.687106,0.247079,-0.0221073,0.65453,-0.50373,0.682385,0.93415,-0.306945,-0.454891,-0.77627,0.777149,0.730011,-0.795208,-0.0679063,0.155014,-0.964439,0.788193,-0.659788,0.540593,0.174256,-0.982672,0.581532,0.900575,-0.868092,-0.386045,0.115147,-0.83037;-10.4243,-5.01649,3.60733,8.5943
8;-0.0320189,0.264919,-0.33234,-0.52374,0.954792,-0.564094,0.660026,0.824838,-0.622075,-0.261548,-0.406342,0.865225,-0.805455,0.903568,-0.923867,0.183746,0.523407,0.655959,0.938015,0.582737,-0.568175,-0.615555,0.220767,-0.32785,-0.0560364,0.532436,0.812597,0.368947,0.682953,0.97517,-0.242697,-0.0622737,-0.58233,0.753661,0.176435,-0.717451,-0.710718,0.497806,-0.927481,0.613575,-0.524127,0.144963,-0.263655,-0.996949,0.78246,0.806602,-0.738269,-0.873995,0.446915,-0.885048;-10.3078,-8.85729,4.62214,5.99592
9;-0.117947,-0.0919811,-0.257974,-0.636585,0.927212,-0.345039,0.536259,0.704292,-0.626084,0.0870208,-0.489879,0.813722,-0.681049,0.925178,-0.831767,0.180794,-0.328287,0.762933,0.939443,0.81988,-0.372318,-0.707229,0.631933,0.0321615,0.101912,0.605503,0.754198,0.691908,0.381337,0.954231,-0.25425,-0.371843,-0.719942,0.769651,0.259441,-0.368595,-0.886961,0.489983,-0.925851,0.673983,-0.590392,-0.0277644,-0.117122,-0.995683,0.855611,0.861494,-0.867409,-0.926268,0.53541,-0.840272;-8.93624,-7.25455,4.69254,1.14776
10;-0.216007,0.0946278,-0.14629,-0.262588,0.507066,-0.175355,0.0620533,-0.569923,-0.0650153,0.266376,-0.38345,0.213748,-0.224372,0.701531,-0.376256,-0.0876452,0.0657608,-0.264218,0.374497,0.430066,0.11606,-0.255337,0.878592,-0.0526653,-0.646886,-0.110885,0.601512,-0.12734,0.27188,0.274541,-0.163699,-0.223671,-0.794155,-0.0198039,0.0737468,-0.765142,-0.833101,-0.433729,-0.923892,0.771927,-0.0618668,0.133935,0.111837,-0.98866,-0.1259,0.56928,-0.578402,-0.46777,0.434593,0.112976;-7.27715,-9.11447,3.94154,2.67979
