Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.536886,-0.0473261,-0.460836,0.124298,0.180835,-0.370787,-0.107208,0.309852,0.000551054,-0.0725146,-0.432094,0.525227,-0.246201,0.476327,0.404657,0.464808,0.0340396,-0.379324,0.479172,-0.342557,-0.222045,0.493043,0.531728,-0.0836046,-0.174375;-0.0758776,-3.87456,-3.46463,1.26227
1;-0.536886,-0.0307129,-0.415766,-0.790667,-0.110496,0.0944825,0.0778552,0.44993,-0.706797,0.423159,0.152717,0.591259,0.310617,0.376762,0.404657,0.518659,-0.470078,-0.437414,0.543293,-0.161832,-0.284112,0.33482,0.363532,-0.215297,-0.574099;-3.13874,-3.84184,-4.02168,1.24982
2;-0.536886,-0.133042,-0.238825,-0.705302,0.279079,0.724035,-0.0583056,0.476795,-0.656452,0.289201,0.355442,0.585114,0.237674,0.504564,0.404657,0.440445,-0.448334,-0.185649,-0.189009,-0.136487,-0.141155,0.304965,0.564867,-0.173645,-0.46214;-2.61957,-1.84585,-4.27011,1.4736
3;-0.536886,-0.0794751,-0.292222,-0.700076,0.400733,0.71089,-0.115878,0.475654,-0.709749,0.421413,-0.305488,0.560332,0.247878,0.351551,0.404657,0.486529,-0.145798,-0.209252,-0.494789,-0.408159,-0.160363,0.262219,0.787847,-0.16571,-0.46094;-0.0138279,-1.58653,-3.88502,1.51547
4;-0.536886,-0.146614,-0.535607,-0.616485,-0.0248604,0.697201,-0.212006,0.459612,-0.807396,0.524125,-0.483571,0.567921,0.293626,0.34879,0.404657,0.505318,-0.125677,-0.366461,-0.2325,-0.505763,-0.157683,0.115233,0.77692,-0.154313,-0.417147;0.512975,-2.02337,-4.0666,1.29211
5;-0.536886,-0.210281,-0.605628,-0.758959,-0.144923,0.67013,-0.35714,0.458534,-0.810138,0.546312,-0.322145,0.601304,0.312565,0.230984,0.404657,0.548487,-0.393474,-0.441842,-0.0288522,-0.422706,-0.145639,0.062889,0.744524,-0.114825,-0.312262;-0.138728,-2.214,-4.25717,1.5294
6;-0.771677,-0.552159,-0.317636,-0.638175,0.150839,0.758664,-0.741285,0.333395,-0.567025,0.776305,0.0692001,0.752766,-0.269198,0.21841,0.377226,0.342074,-0.450504,-0.659502,0.0487166,-0.0335779,-0.175369,0.428136,0.469946,0.194408,-0.315754;0.13005,-1.24384,-4.62186,2.01949
7;-0.771677,-0.639896,-0.160115,-0.700727,0.395318,0.81556,-0.470646,0.399745,-0.215479,0.814939,-0.2764,0.725552,0.00820873,-0.337213,0.377226,0.517225,-0.228324,-0.806249,0.00151218,-0.00223103,-0.322082,0.258708,0.553852,0.0966631,-0.641363;2.18933,-1.82402,-1.51686,2.19493
8;0.0371508,-0.411368,0.0445938,0.0684344,0.0516528,0.991562,-0.123424,0.262861,-0.0439693,0.794004,-0.931202,0.63341,0.360459,0.576511,0.439027,0.830097,-0.173079,-0.807183,0.332926,-0.784039,0.584667,-0.440334,0.5556,-0.160029,-0.250227;1.37263,-1.83315,-3.47411,-0.195696
9;-0.451169,-0.151825,-0.321951,0.391664,0.1912,0.538498,-0.671957,0.64265,-0.728162,0.501477,-0.153225,0.851297,-0.939764,0.620384,0.619875,0.386854,-0.00694514,-0.603759,0.937001,-0.43739,0.73466,-0.299734,-0.288387,0.145252,0.149821;-3.6926,0.403182,-7.22256,0.690361
10;0.102391,0.0849511,0.106436,-0.0507816,0.726761,0.847765,-0.313076,0.326125,-0.0992164,0.758475,-0.0502528,0.917212,-0.709155,0.662207,0.388245,0.634461,-0.150125,-0.709868,0.956945,-0.470167,0.671063,-0.12167,-0.26195,0.0909858,0.401082;-5.26819,0.0660474,-6.43301,0.407137
11;0.102391,0.0264932,0.298025,0.470251,0.758146,0.703169,-0.210498,0.17468,-0.336053,0.567053,0.393503,0.901817,-0.897847,0.852921,0.388245,0.499868,0.242104,-0.514237,0.929864,-0.463863,0.703814,-0.220143,-0.011089,0.0424858,0.308237;-6.00669,0.87295,-7.26163,-0.330347
12;0.422758,-0.156296,-0.383184,0.357212,0.74545,0.832416,-0.117031,0.148269,-0.454532,0.513973,-0.317319,0.86045,-0.535615,0.939145,0.75007,0.823984,0.738885,-0.678008,0.961997,-0.910993,0.890255,-0.681543,0.614281,0.488679,0.537447;-4.14607,-0.384151,-8.53789,-0.836251
13;-0.0870275,-0.686397,-0.783296,-0.855355,0.0236178,0.373086,-0.918256,-0.531892,-0.813777,0.652565,0.380439,0.769866,0.235052,0.828169,0.568386,0.737151,0.335836,-0.662603,0.921781,-0.734612,0.394983,-0.420162,0.939173,0.690503,0.731867;-2.37718,-1.85766,-8.99198,-0.592674
14;-0.0870275,-0.613414,-0.932461,-0.970847,0.460583,0.894241,-0.893343,-0.38617,-0.870675,0.896451,-0.280442,0.80172,0.663961,0.130955,0.568386,0.883213,-0.0176032,-0.823991,-0.0423307,-0.742008,0.554851,-0.420918,0.886994,0.651206,0.499139;0.301881,-0.967322,-6.94104,0.31326
15;-0.0870275,-0.674816,-0.925396,-0.911111,0.0486573,0.925506,-0.899954,-0.365572,-0.89074,0.889279,-0.723247,0.812555,0.656597,0.205983,0.568386,0.874903,0.0649868,-0.891676,0.480342,-0.872797,0.629713,-0.770059,0.93893,0.651326,0.513795;1.04651,-1.48878,-6.8707,-0.575789
16;0.422758,-0.0964236,-0.925743,-0.601063,0.200563,0.978876,-0.801904,0.21666,-0.928382,0.880782,-0.803789,0.913805,-0.113545,0.560282,0.75007,0.912641,-0.0983008,-0.916459,0.836266,-0.937266,0.95099,-0.887816,0.592245,0.594635,0.733731;-2.82799,-0.568078,-9.38686,0.0433105
17;0.422758,-0.141856,-0.743887,-0.472898,0.147473,0.937599,-0.790517,0.0729665,-0.88208,0.744949,-0.20136,0.913817,-0.565326,0.823345,0.75007,0.904567,-0.179301,-0.904222,0.950091,-0.917212,0.9267,-0.858562,0.621936,0.615066,0.833172;-4.98892,-0.202521,-10.7228,-0.341444
18;-0.0870275,-0.676976,-0.587979,-0.903853,0.102109,0.710849,-0.944756,-0.485734,-0.839268,0.777672,0.444844,0.798766,0.279054,0.579885,0.568386,0.866686,0.0129109,-0.841071,0.779818,-0.73682,0.388205,-0.596166,0.937233,0.715009,0.801749;-2.78342,-1.25142,-8.65497,-0.421586
19;-0.0870275,-0.646968,-0.895202,-0.925619,0.494381,0.902576,-0.929835,-0.367365,-0.896329,0.898224,-0.247252,0.786692,0.669134,0.11769,0.568386,0.885705,0.196336,-0.82079,-0.0556938,-0.766722,0.563004,-0.600042,0.923963,0.678081,0.614829;0.547497,-0.500176,-6.88312,0.295699
20;0.422758,-0.0985896,-0.943021,-0.533952,0.483057,0.977905,-0.73271,0.208147,-0.927985,0.881658,-0.919592,0.912761,-0.121829,0.559185,0.75007,0.913316,0.0536948,-0.89438,0.692877,-0.958876,0.951312,-0.915906,0.639232,0.563729,0.654781;-2.30637,-0.380041,-9.24637,0.0328172
21;0.422758,-0.152967,-0.777823,-0.478837,0.0697051,0.932997,-0.804374,0.0626979,-0.890807,0.74363,-0.328253,0.914409,-0.570452,0.839654,0.75007,0.896642,-0.162885,-0.902029,0.957435,-0.925939,0.926384,-0.868058,0.641207,0.619823,0.840934;-4.56443,-0.272399,-10.7411,-0.417679
22;-0.0870275,-0.676089,-0.600425,-0.913672,0.0161863,0.711645,-0.946038,-0.486585,-0.841961,0.783468,0.437237,0.801312,0.282027,0.566658,0.568386,0.868639,-0.0207004,-0.857582,0.805989,-0.73546,0.387031,-0.592705,0.934675,0.716276,0.803905;-2.79919,-1.33912,-8.63696,-0.440802
23;-0.0870275,-0.647752,-0.889964,-0.925883,0.490463,0.903659,-0.929383,-0.36539,-0.896252,0.898073,-0.221862,0.787679,0.66926,0.117383,0.568386,0.885991,0.179204,-0.822392,-0.0521334,-0.762326,0.563551,-0.603944,0.922203,0.677569,0.612938;0.463076,-0.500803,-6.89347,0.306382
24;0.422758,-0.0984709,-0.941376,-0.529694,0.496181,0.977993,-0.7344,0.209259,-0.927813,0.881425,-0.919118,0.912578,-0.122754,0.559005,0.75007,0.913288,0.0577841,-0.89262,0.683514,-0.95876,0.951315,-0.915932,0.640129,0.564457,0.656763;-2.29119,-0.357282,-9.24784,0.0462409
25;0.422758,-0.153527,-0.779369,-0.477174,0.0700256,0.932616,-0.804441,0.0624215,-0.89096,0.744116,-0.335991,0.914353,-0.570287,0.839288,0.75007,0.896783,-0.159268,-0.902228,0.957539,-0.926477,0.926348,-0.868576,0.642324,0.619827,0.840951;-4.53735,-0.273501,-10.7371,-0.420248
26;-0.0870275,-0.67637,-0.602465,-0.913925,0.0109256,0.711082,-0.946131,-0.486772,-0.842276,0.783692,0.436899,0.801427,0.282113,0.566322,0.568386,0.868649,-0.0221776,-0.858389,0.808041,-0.735441,0.387069,-0.59281,0.934598,0.716345,0.804026;-2.80006,-1.34561,-8.63775,-0.441932
27;-0.0870275,-0.647794,-0.889728,-0.926172,0.490288,0.90369,-0.929401,-0.365303,-0.896241,0.898072,-0.22039,0.78784,0.669272,0.117093,0.568386,0.886013,0.176887,-0.822464,-0.0519403,-0.761978,0.563566,-0.603928,0.922042,0.677585,0.612954;0.456831,-0.501596,-6.89464,0.307732
28;0.422758,-0.0984239,-0.941155,-0.529349,0.496935,0.978005,-0.734384,0.20941,-0.927797,0.881409,-0.919093,0.91257,-0.122807,0.558972,0.75007,0.913291,0.0579616,-0.892534,0.68291,-0.958754,0.951315,-0.915931,0.640175,0.564454,0.656748;-2.29041,-0.35603,-9.24758,0.0470565
29;0.422758,-0.153574,-0.779411,-0.47694,0.0700428,0.932592,-0.804442,0.0624095,-0.890968,0.744123,-0.336453,0.914345,-0.570288,0.839303,0.75007,0.896779,-0.158929,-0.902224,0.95755,-0.926512,0.926346,-0.868616,0.64239,0.619827,0.840954;-4.53554,-0.273417,-10.7368,-0.420472
30;-0.0870275,-0.676392,-0.602647,-0.913939,0.0106114,0.711004,-0.946137,-0.48679,-0.842291,0.783705,0.436866,0.80143,0.282118,0.566296,0.568386,0.868649,-0.02222,-0.858436,0.808189,-0.735439,0.387069,-0.592804,0.934593,0.716351,0.804035;-2.80004,-1.34609,-8.63779,-0.441971
31;-0.0870275,-0.647796,-0.889722,-0.926198,0.490271,0.903692,-0.929401,-0.3653,-0.89624,0.898072,-0.220295,0.787854,0.669273,0.11707,0.568386,0.886014,0.176688,-0.82247,-0.0519182,-0.761953,0.563567,-0.60392,0.922029,0.677584,0.612947;0.456363,-0.501708,-6.89474,0.307825
32;0.422758,-0.0984197,-0.941136,-0.529332,0.496984,0.978006,-0.734379,0.209422,-0.927795,0.881407,-0.91909,0.91257,-0.122811,0.558971,0.75007,0.913291,0.0579621,-0.892529,0.68287,-0.958753,0.951315,-0.915931,0.640177,0.564452,0.656743;-2.29038,-0.35596,-9.24756,0.0471105
33;0.422758,-0.153576,-0.779409,-0.476921,0.0700449,0.932591,-0.804442,0.0624094,-0.890969,0.744123,-0.336483,0.914345,-0.570289,0.839305,0.75007,0.896778,-0.158903,-0.902223,0.957551,-0.926514,0.926346,-0.868619,0.642394,0.619827,0.840954;-4.53543,-0.273403,-10.7367,-0.42049
34;-0.0870275,-0.676394,-0.602661,-0.913939,0.0105914,0.710997,-0.946138,-0.486791,-0.842292,0.783706,0.436865,0.80143,0.282119,0.566296,0.568386,0.868649,-0.0222181,-0.858439,0.808199,-0.735439,0.387068,-0.592804,0.934593,0.716351,0.804036;-2.80004,-1.34612,-8.6378,-0.441973
35;-0.0870275,-0.647796,-0.889722,-0.9262,0.49027,0.903692,-0.929401,-0.3653,-0.89624,0.898072,-0.220289,0.787855,0.669273,0.117069,0.568386,0.886014,0.176673,-0.82247,-0.0519169,-0.761951,0.563567,-0.603919,0.922028,0.677584,0.612947;0.45633,-0.501717,-6.89474,0.307832
36;0.422758,-0.0984194,-0.941134,-0.529332,0.496987,0.978006,-0.734379,0.209423,-0.927795,0.881407,-0.919089,0.91257,-0.122812,0.558971,0.75007,0.913291,0.0579614,-0.892528,0.682868,-0.958753,0.951315,-0.915931,0.640177,0.564452,0.656743;-2.29038,-0.355956,-9.24756,0.0471141
37;0.422758,-0.153576,-0.779409,-0.476919,0.070045,0.932591,-0.804442,0.0624095,-0.890969,0.744123,-0.336485,0.914345,-0.570289,0.839305,0.75007,0.896778,-0.158901,-0.902223,0.957551,-0.926514,0.926346,-0.868619,0.642395,0.619827,0.840954;-4.53542,-0.273402,-10.7367,-0.420491
38;-0.0870275,-0.676394,-0.602662,-0.913939,0.01059,0.710997,-0.946138,-0.486791,-0.842292,0.783706,0.436865,0.80143,0.282119,0.566296,0.568386,0.868649,-0.0222178,-0.858439,0.8082,-0.735439,0.387068,-0.592804,0.934593,0.716351,0.804036;-2.80004,-1.34613,-8.6378,-0.441973
39;-0.0870275,-0.647796,-0.889722,-0.926201,0.49027,0.903692,-0.929401,-0.3653,-0.89624,0.898072,-0.220288,0.787855,0.669273,0.117069,0.568386,0.886014,0.176672,-0.82247,-0.0519168,-0.761951,0.563567,-0.603919,0.922028,0.677584,0.612947;0.456328,-0.501718,-6.89475,0.307833
40;0.422758,-0.0984193,-0.941134,-0.529332,0.496988,0.978006,-0.734379,0.209423,-0.927795,0.881407,-0.919089,0.91257,-0.122812,0.558971,0.75007,0.913291,0.0579613,-0.892528,0.682867,-0.958753,0.951315,-0.915931,0.640177,0.564452,0.656743;-2.29038,-0.355956,-9.24756,0.0471144
41;0.422758,-0.153576,-0.779409,-0.476919,0.070045,0.932591,-0.804442,0.0624095,-0.890969,0.744123,-0.336485,0.914345,-0.570289,0.839305,0.75007,0.896778,-0.158901,-0.902223,0.957551,-0.926514,0.926346,-0.868619,0.642395,0.619827,0.840954;-4.53542,-0.273402,-10.7367,-0.420491
42;-0.0870275,-0.676394,-0.602662,-0.913939,0.01059,0.710997,-0.946138,-0.486791,-0.842292,0.783706,0.436865,0.80143,0.282119,0.566296,0.568386,0.868649,-0.0222177,-0.858439,0.8082,-0.735439,0.387068,-0.592804,0.934593,0.716351,0.804036;-2.80004,-1.34613,-8.6378,-0.441973
43;-0.0870275,-0.647796,-0.889722,-0.926201,0.49027,0.903691,-0.929401,-0.3653,-0.89624,0.898072,-0.220288,0.787855,0.669273,0.117069,0.568386,0.886014,0.176672,-0.82247,-0.0519168,-0.761951,0.563567,-0.603919,0.922028,0.677584,0.612947;0.456328,-0.501718,-6.89475,0.307833
44;0.422758,-0.0984193,-0.941134,-0.529332,0.496988,0.978006,-0.734379,0.209423,-0.927795,0.881407,-0.919089,0.91257,-0.122812,0.558971,0.75007,0.913291,0.0579613,-0.892528,0.682867,-0.958753,0.951315,-0.915931,0.640177,0.564452,0.656743;-2.29038,-0.355956,-9.24756,0.0471144
45;0.422758,-0.153576,-0.779409,-0.476919,0.070045,0.932591,-0.804442,0.0624095,-0.890969,0.744123,-0.336485,0.914345,-0.570289,0.839305,0.75007,0.896778,-0.158901,-0.902223,0.957551,-0.926514,0.926346,-0.868619,0.642395,0.619827,0.840954;-4.53542,-0.273402,-10.7367,-0.420491
46;-0.0870275,-0.676394,-0.602662,-0.913939,0.0105899,0.710997,-0.946138,-0.486791,-0.842292,0.783706,0.436865,0.80143,0.282119,0.566296,0.568386,0.868649,-0.0222177,-0.858439,0.8082,-0.735439,0.387068,-0.592804,0.934593,0.716351,0.804036;-2.80004,-1.34613,-8.6378,-0.441973
47;-0.0870275,-0.647796,-0.889722,-0.926201,0.49027,0.903691,-0.929401,-0.3653,-0.89624,0.898072,-0.220288,0.787855,0.669273,0.117069,0.568386,0.886014,0.176672,-0.82247,-0.0519168,-0.761951,0.563567,-0.603919,0.922028,0.677584,0.612947;0.456328,-0.501718,-6.89475,0.307833
48;0.422758,-0.0984193,-0.941134,-0.529332,0.496988,0.978006,-0.734379,0.209423,-0.927795,0.881407,-0.919089,0.91257,-0.122812,0.558971,0.75007,0.913291,0.0579613,-0.892528,0.682867,-0.958753,0.951315,-0.915931,0.640177,0.564452,0.656743;-2.29038,-0.355956,-9.24756,0.0471144
49;0.422758,-0.153576,-0.779409,-0.476919,0.070045,0.932591,-0.804442,0.0624095,-0.890969,0.744123,-0.336485,0.914345,-0.570289,0.839305,0.75007,0.896778,-0.158901,-0.902223,0.957551,-0.926514,0.926346,-0.868619,0.642395,0.619827,0.840954;-4.53542,-0.273402,-10.7367,-0.420491
50;-0.0870275,-0.676394,-0.602662,-0.913939,0.0105899,0.710997,-0.946138,-0.486791,-0.842292,0.783706,0.436865,0.80143,0.282119,0.566296,0.568386,0.868649,-0.0222177,-0.858439,0.8082,-0.735439,0.387068,-0.592804,0.934593,0.716351,0.804036;-2.80004,-1.34613,-8.6378,-0.441973
