Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.182994,0.227757,-0.26711,0.395103,-0.0625845,-0.0976279,0.0448095,-0.149519,-0.520272,0.511124,-0.0942585,-0.3127,0.250387,0.476375,-0.344876,0.226137,0.418224,0.312815,-0.320368,-0.206522,-0.400087,0.0776985,0.421452,0.275651,0.375573,0.490357,0.324039,0.384087,0.449398,-0.32461,0.507286,-0.411624,-0.275177,-0.00300105,-0.170309,-0.351225,-0.104099,0.13992,-0.139935,0.236993,-0.25441,0.106582,0.418089,-0.280097,-0.159015,-0.25896,0.254491,-0.337298,-0.474058,0.41452;-2.84513,-2.26797,2.02556,4.13584
1;-0.164954,0.030508,-0.318635,0.435435,0.340174,-0.246936,-0.353499,-0.321854,-0.601323,0.249474,0.401,-0.47663,-0.0110558,0.517732,-0.633259,0.304971,0.176951,0.548387,-0.21665,-0.407058,0.165192,0.00460259,-0.0422372,0.294434,0.448471,0.0933188,0.16584,0.080913,0.382549,-0.224567,0.538408,-0.0375892,0.322857,0.0290258,-0.427338,-0.505654,0.00373475,0.0907442,0.158293,0.127461,-0.849131,-0.120055,0.719683,-0.196104,0.155139,-0.141258,0.363878,-0.665486,-0.491961,0.797458;-3.26174,1.80684,0.791062,4.96732
2;0.519936,0.0884372,-0.197381,0.42553,-0.110287,0.259493,-0.417539,-0.495831,-0.412843,0.149489,0.446999,-0.653144,0.361101,0.480551,-0.567977,0.280996,0.545886,0.349057,-0.384247,-0.56331,0.690438,0.114821,0.129689,0.307144,0.549953,0.262571,-0.064924,-0.0166167,0.477659,-0.310047,0.578577,-0.249846,0.163206,0.00123968,0.0192097,-0.070031,-0.0802114,0.00353684,0.38934,0.155548,-0.87647,-0.077023,0.857371,0.0708251,-0.00180772,-0.207611,0.390757,-0.761991,-0.483422,0.823377;-4.1516,-0.32649,3.8094,3.71768
3;0.546385,-0.00230741,-0.138468,0.293279,0.213968,0.116821,-0.0176111,-0.242043,-0.462555,0.0671731,0.438545,-0.680378,0.368743,0.301034,-0.74555,0.366962,0.572902,0.558865,-0.166592,-0.572735,0.643704,0.703377,0.130579,0.309075,0.619567,0.0990833,0.392818,-0.0572916,0.201841,-0.259165,0.49183,-0.24707,0.413232,0.00159993,-0.0552703,-0.138003,-0.07014,0.17731,0.388152,0.0645131,-0.865969,0.182724,0.673282,0.269276,-0.032149,-0.251997,0.401532,-0.790641,-0.436351,0.745039;-4.3737,-1.94589,1.69657,4.51207
4;0.251554,-0.183094,-0.184736,0.25078,0.118392,-0.0925327,-0.203231,-0.267421,-0.406129,-0.0583081,0.225548,-0.700983,0.217697,0.343041,-0.689639,0.235991,0.532099,0.719667,-0.214756,-0.543793,0.495018,0.588663,0.214298,0.313171,0.623347,0.205127,0.417352,-0.024733,-0.0925813,-0.268604,0.470664,-0.266207,0.563217,0.160672,-0.330085,-0.441316,-0.101735,0.0676323,0.103675,0.498717,-0.931996,0.16333,0.747576,0.234749,0.17433,-0.288234,0.30204,-0.799113,-0.43399,0.731424;-4.54792,-1.10661,2.45813,5.07591
5;-0.185173,-0.546557,0.133493,-0.124411,0.488798,0.119771,-0.672852,-0.440866,-0.366803,-0.42527,-0.282276,-0.852587,0.617304,-0.219736,-0.306146,0.638598,0.458591,0.878681,-0.141682,-0.0343484,0.767327,0.385581,0.214561,-0.0508949,0.598144,0.355178,0.222341,0.372925,0.409016,-0.539284,0.526233,-0.335121,0.744469,0.0768567,-0.624602,-0.237807,-0.582918,-0.161906,-0.136835,0.505051,-0.937433,0.321887,0.934704,-0.12263,0.284291,0.228728,0.40311,-0.552121,-0.585986,0.606071;-0.469447,3.84461,1.10636,5.67062
6;-0.581451,-0.197467,-0.114948,0.0122002,0.657678,0.110953,-0.56531,-0.0966206,-0.269369,-0.223163,-0.622373,-0.807919,0.83495,-0.599943,0.103714,0.664144,0.638684,0.832453,-0.411111,0.0329245,0.897552,0.667769,0.184802,-0.0420706,0.388256,0.234299,0.0554554,0.372969,0.581258,-0.60242,0.470238,-0.451029,0.734056,0.0840311,-0.0429228,0.539448,-0.50452,-0.305579,-0.599847,0.151371,-0.818842,-0.0320351,0.953044,-0.248646,-0.136444,0.431334,0.29176,-0.553665,-0.515228,0.680373;0.13788,6.16959,-2.06072,4.57632
7;-0.597455,0.383821,0.140408,0.530419,0.362324,-0.0264736,0.478567,-0.459077,-0.542474,0.498213,0.272773,-0.336219,0.621682,0.0536076,-0.486724,0.483788,0.80594,0.684878,-0.770262,-0.0476148,0.705049,0.327439,0.1932,-0.17535,0.75021,0.234383,0.124329,0.0946619,0.318412,-0.0644386,0.287078,-0.3351,0.808685,0.653788,-0.185758,0.412164,0.435376,-0.00900821,-0.899743,-0.287002,-0.780709,-0.62931,0.926314,0.214731,-0.585432,-0.51579,0.345102,-0.770406,-0.702141,0.101051;-3.56746,-2.88822,-3.59113,4.07033
8;-0.112095,-0.790689,0.406602,0.130615,0.86779,0.10587,-0.665513,-0.685235,-0.546198,0.287792,0.0473841,-0.703653,0.681133,0.0525601,-0.372743,0.777238,0.748561,0.952157,-0.188241,0.681133,0.704847,0.0521891,0.246348,-0.498625,0.776696,-0.419077,-0.676574,0.69,-0.0728362,-0.131372,0.120327,-0.378295,0.772365,0.141531,-0.93646,-0.741704,-0.279918,-0.439123,-0.767725,-0.133347,-0.938181,-0.554357,0.979483,0.307084,0.00164098,-0.150132,0.463563,-0.367608,-0.787452,-0.659272;5.58486,-4.04775,-2.64989,5.10683
9;-0.71087,-0.231986,0.450395,0.217531,0.285089,0.339813,-0.782972,0.260988,-0.163994,0.344801,-0.198365,-0.0982544,0.550013,0.000492062,-0.302901,0.900332,0.876324,0.884606,-0.854649,0.707722,0.960482,-0.347299,0.393005,-0.377002,0.0221787,-0.107722,-0.53594,0.744058,0.505544,-0.465226,0.477328,0.0271164,0.103605,0.489827,-0.581967,0.312583,-0.495704,-0.129365,-0.929658,-0.04392,-0.432048,-0.851357,0.998019,0.362908,-0.761358,-0.0554531,0.499385,-0.357564,-0.554655,0.592132;-0.486528,-0.309495,1.43036,4.51796
