Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.042847,-0.436948,-0.0305486,0.0743157,-0.514239,-0.484638,-0.371764,0.375431,0.299182,-0.0238514,-0.417934,0.271855,0.000657926,0.461878,-0.45641,-0.0564699,0.0437557,-0.347944,0.441091,0.487544,-0.36186,-0.257039,-0.0951359,0.344063,-0.353043;0.566193,1.61984,-2.87576,2.41484
1;-0.0705777,-0.674188,0.205732,0.0743157,0.0977001,-0.463734,-0.284406,0.436222,0.348221,0.317744,0.192682,0.544188,0.000657926,0.263958,-0.476247,0.12816,0.00651282,-0.493866,0.441607,0.70234,-0.0105967,-0.331952,-0.0538145,0.199293,-0.123243;0.954555,3.24018,-2.22438,1.97502
2;0.149351,-0.689313,0.420583,0.0743157,0.233442,-0.73815,-0.170132,0.222017,0.306393,0.365701,0.125592,0.580833,0.000657926,0.311206,-0.463637,0.157566,0.0411464,-0.418184,0.441756,0.454383,-0.0264823,-0.309638,0.140761,0.476572,-0.127406;2.19937,1.74354,0.201048,3.16559
3;0.337783,-0.749895,0.446766,0.0743157,0.225867,-0.819677,-0.168388,-0.00816637,0.0178818,0.492375,0.0114208,0.44202,0.000657926,0.322229,-0.463867,0.0530587,0.0508591,-0.203498,0.440573,0.588729,0.180138,-0.241356,0.256197,0.20935,-0.111516;2.40204,1.83061,2.84721,4.34734
4;0.359313,-0.39834,0.343873,0.0743157,0.243229,-0.856052,-0.303557,-0.0468594,-0.185188,0.648424,0.00993932,0.26517,0.000657926,0.287415,-0.462988,-0.0604889,0.0533708,0.0776693,0.439559,0.54323,0.239368,-0.208838,0.289522,0.203798,-0.0952013;2.43644,1.55306,4.38952,4.91537
5;-0.218297,-0.522721,0.548805,-0.444632,0.572844,-0.631716,0.119866,0.309031,-0.171584,0.377538,0.408336,0.520568,-0.102803,0.66157,-0.249114,0.220821,0.369211,0.58551,0.157559,0.447296,0.261853,-0.258869,0.282561,0.50384,-0.525184;0.963119,-2.06376,0.0111112,4.32999
6;-0.150469,-0.868569,0.686578,-0.444632,0.475767,-0.659188,0.367509,0.107033,0.315883,-0.012044,-0.098898,0.711937,-0.102803,0.748725,-0.205121,0.380178,0.418194,0.0358728,0.106566,-0.112656,0.0972456,-0.202533,0.399854,0.924729,-0.65541;1.40114,-3.22085,0.577179,3.7876
7;0.0930588,-0.938528,0.542484,-0.0339742,0.744332,-0.776382,0.205261,0.0589196,-0.36687,0.2108,-0.557987,0.499651,-0.473614,0.902092,-0.651144,0.255441,0.540747,0.229313,-0.367476,-0.24784,-0.420482,-0.262456,0.46761,0.7954,-0.871707;-0.839621,-1.06479,-1.07794,4.94525
8;0.0438836,-0.833561,0.0855948,-0.175342,0.70074,-0.92467,0.361735,0.0271357,-0.649389,0.633586,0.371442,0.415085,0.0293339,0.784586,-0.248929,0.00630928,0.77535,0.587664,-0.51026,-0.4151,-0.158167,-0.0713899,-0.163878,0.413438,-0.937864;0.374564,-1.36768,0.530749,4.89907
9;0.661075,-0.699897,-0.238959,-0.47307,0.641362,-0.864516,0.330315,0.320692,-0.626557,0.82761,-0.145897,0.763559,0.506652,0.534022,-0.429343,-0.0396532,0.846569,0.475374,-0.341924,0.136951,-0.246989,-0.648003,-0.756665,0.701198,-0.912049;1.79738,0.354355,-0.807033,0.166778
10;0.334949,-0.983173,0.617091,-0.551946,0.269603,-0.0289884,0.131412,0.673627,-0.16577,0.441919,0.38165,0.684075,0.414385,0.111357,-0.399944,0.17311,0.678333,0.829821,0.424789,0.881258,0.441596,-0.272922,-0.622137,0.253796,-0.828965;-0.277816,0.425701,-4.56066,2.46094
11;0.820146,-0.946535,0.243153,-0.175342,0.576242,-0.748408,0.113972,-0.0512113,-0.6239,0.205912,0.289286,0.754818,0.0293339,0.691214,-0.720838,0.300319,0.761267,0.849383,-0.0858426,-0.0501811,-0.621645,-0.382725,0.0340302,0.816735,-0.855259;0.267796,-1.25337,-4.37585,3.42349
12;-0.220555,-0.97221,0.10725,-0.465014,0.598391,-0.566662,-0.34209,0.741167,-0.910069,0.741857,0.786975,0.710086,-0.478651,0.901285,-0.536673,0.242902,0.674296,0.890322,-0.57434,0.777858,0.127728,-0.101596,-0.532201,-0.835296,-0.965451;-4.51403,3.94574,-4.73247,4.12961
13;-0.0140653,-0.41016,-0.307741,-0.61915,0.676096,-0.9716,0.354646,0.646448,-0.522866,0.94124,0.762811,0.97807,-0.275755,0.797983,-0.376615,0.227171,0.47302,-0.124721,-0.383904,-0.764698,0.049555,-0.715407,-0.856782,0.894512,-0.978618;0.287975,-1.60486,5.03841,2.11052
14;-0.561773,-0.995379,0.720696,-0.551946,0.102055,-0.699265,0.702393,0.717095,0.271507,0.454083,0.332295,0.809,0.414385,0.285778,0.150446,0.323668,0.703056,0.495104,0.036288,-0.382108,0.504718,-0.296767,-0.713491,0.914302,-0.844078;2.14709,-4.47702,1.25535,5.0084
15;0.813826,-0.995656,0.641246,-0.551946,-0.17643,-0.558608,0.585139,-0.260631,0.646277,0.175563,-0.307544,0.829477,0.414385,0.468513,-0.336743,0.35454,0.678416,0.0967382,0.390131,-0.416855,0.33512,-0.210022,-0.114171,0.991737,-0.753187;2.4156,-4.16577,5.46183,2.75216
16;0.434422,-0.988316,0.459573,-0.246858,-0.0251007,-0.50532,-0.647506,0.314652,-0.701053,0.304167,-0.228134,0.531122,-0.500458,0.733957,-0.678611,0.110245,-0.180804,0.58894,0.322446,0.890097,0.340658,-0.100579,0.0645342,-0.241379,-0.530626;-1.55418,3.10259,1.57758,7.19962
17;-0.652582,-0.456614,0.229989,-0.246858,0.267535,-0.894667,-0.301115,0.464883,-0.631497,0.72354,0.813968,0.800228,-0.500458,0.681443,-0.132063,0.37548,-0.119234,0.25024,-0.154945,0.00203372,0.304368,-0.223683,0.104818,0.114814,-0.588896;-0.359126,0.151838,4.85701,6.14815
18;-0.759353,-0.837078,0.439029,-0.246858,-0.433859,-0.9187,-0.0246156,0.646334,0.43433,0.819706,0.433496,0.843096,-0.500458,0.752745,-0.136093,0.437371,-0.0698273,-0.747604,-0.147854,-0.662393,0.544347,-0.163803,-0.171238,0.91193,-0.754288;0.234424,-1.39385,9.04607,6.99006
19;-0.828921,-0.991714,0.477997,-0.345658,0.544806,-0.9376,0.276396,0.718524,-0.0834207,0.639968,0.231116,0.916614,-0.787682,0.963609,-0.432637,0.67696,0.346008,-0.264433,-0.741098,-0.91697,0.0581415,-0.365685,0.0189704,0.968355,-0.965497;-2.09975,-1.47662,3.72976,6.17766
20;-0.0301689,-0.982671,-0.135439,-0.61915,0.648488,-0.9903,0.840527,0.390708,-0.173193,0.831994,0.343794,0.977187,-0.275755,0.900525,-0.165541,0.21654,0.489227,-0.679239,-0.513255,-0.945058,0.319946,-0.56889,-0.844829,0.973721,-0.982514;1.14118,-2.53573,8.14545,2.48507
