Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;1
9;1
10;3
11;3
12;1
13;3
14;3
15;3
16;3
17;1
18;3
19;3
20;3
21;2
22;4
23;2
24;3
25;3
26;3
27;3
28;3
29;3
30;1
31;4
32;1
33;1
34;1
35;3
36;3
37;3
38;2
39;4
40;2
41;3
42;3
43;3
44;1
45;4
46;1
47;1
48;1
49;3
50;3
51;3
52;2
53;4
54;2
55;3
56;3
57;3
58;1
59;4
60;1
61;1
62;1
63;3
64;3
65;3
66;2
67;4
68;2
69;3
70;3
71;3
72;1
73;4
74;1
75;1
76;1
77;3
78;3
79;3
80;2
81;4
82;2
83;3
84;3
85;3
86;1
87;4
88;1
89;1
90;1
91;3
92;3
93;3
94;2
95;4
96;2
97;3
98;3
99;3
100;1
101;4
102;1
103;1
104;1
105;3
106;3
107;3
108;2
109;4
110;2
111;3
112;3
113;3
114;1
115;4
116;1
117;1
118;1
119;3
120;3
121;3
122;2
123;4
124;2
125;3
126;3
127;3
128;1
129;4
130;1
131;1
132;1
133;3
134;3
135;3
136;2
137;4
138;2
139;3
140;3
141;3
142;1
143;4
144;1
145;1
146;1
147;3
148;3
149;3
150;2
151;4
152;2
153;3
154;3
155;3
156;1
157;4
158;1
159;1
160;1
161;3
162;3
163;3
164;2
165;4
166;2
167;3
168;3
169;3
170;1
171;4
172;1
173;1
174;1
175;3
176;3
177;3
178;2
179;4
180;2
181;3
182;3
183;3
184;1
185;4
186;1
187;1
188;1
189;3
190;3
191;3
192;2
193;4
194;2
195;3
196;3
197;3
198;1
199;4
200;1
201;1
202;1
203;3
204;3
205;3
206;2
207;4
208;2
209;3
210;3
211;3
212;1
213;4
214;1
215;1
216;1
217;3
218;3
219;3
220;2
221;4
222;2
223;3
224;3
225;3
226;1
227;4
228;1
229;1
230;1
231;3
232;3
233;3
234;2
235;4
236;2
237;3
238;3
239;3
240;1
241;4
242;1
243;1
244;1
245;3
246;3
247;3
248;2
249;4
250;2
251;3
252;3
253;3
254;1
255;4
256;1
257;1
258;1
259;3
260;3
261;3
262;2
263;4
264;2
265;3
266;3
267;3
268;1
269;4
270;1
271;1
272;1
273;3
274;3
275;3
276;2
277;4
278;2
279;3
280;3
281;3
282;1
283;4
284;1
285;1
286;1
287;3
288;3
289;3
290;2
291;4
292;2
293;3
294;3
295;3
296;1
297;4
298;1
299;1
300;0
