Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;1
9;3
10;4
11;4
12;4
13;1
14;3
15;2
16;4
17;4
18;1
19;4
20;1
21;3
22;1
23;3
24;3
25;3
26;1
27;3
28;2
29;4
30;4
31;1
32;4
33;1
34;3
35;2
36;4
37;4
38;1
39;4
40;1
41;3
42;2
43;4
44;4
45;1
46;4
47;1
48;3
49;2
50;4
51;4
52;1
53;4
54;1
55;3
56;2
57;4
58;4
59;1
60;4
61;1
62;3
63;2
64;4
65;4
66;1
67;4
68;1
69;3
70;2
71;4
72;4
73;1
74;4
75;1
76;3
77;2
78;4
79;4
80;1
81;4
82;1
83;3
84;2
85;4
86;4
87;1
88;4
89;1
90;3
91;2
92;4
93;4
94;1
95;4
96;1
97;3
98;2
99;4
100;4
101;1
102;4
103;1
104;3
105;2
106;4
107;4
108;1
109;4
110;1
111;3
112;1
113;3
114;3
115;3
116;3
117;1
118;3
119;2
120;4
121;4
122;1
123;4
124;1
125;3
126;2
127;4
128;4
129;1
130;4
131;1
132;3
133;2
134;4
135;4
136;1
137;4
138;1
139;3
140;1
141;3
142;3
143;3
144;3
145;1
146;3
147;2
148;4
149;4
150;1
151;4
152;1
153;3
154;2
155;4
156;4
157;1
158;4
159;1
160;3
161;2
162;4
163;4
164;1
165;4
166;1
167;3
168;2
169;4
170;4
171;1
172;4
173;1
174;3
175;2
176;4
177;4
178;1
179;4
180;1
181;3
182;2
183;4
184;4
185;1
186;4
187;1
188;3
189;2
190;4
191;4
192;1
193;4
194;1
195;3
196;2
197;4
198;4
199;1
200;4
201;1
202;3
203;2
204;4
205;4
206;1
207;4
208;1
209;3
210;2
211;4
212;4
213;1
214;4
215;1
216;3
217;2
218;4
219;4
220;1
221;4
222;1
223;3
224;2
225;4
226;4
227;1
228;4
229;1
230;3
231;1
232;3
233;3
234;3
235;1
236;3
237;2
238;4
239;4
240;1
241;4
242;1
243;3
244;2
245;4
246;4
247;1
248;4
249;1
250;3
251;2
252;4
253;4
254;1
255;4
256;1
257;3
258;2
259;4
260;4
261;1
262;4
263;1
264;3
265;1
266;3
267;3
268;3
269;3
270;1
271;3
272;2
273;4
274;4
275;1
276;4
277;1
278;3
279;2
280;4
281;4
282;1
283;4
284;1
285;3
286;2
287;4
288;4
289;1
290;4
291;1
292;3
293;2
294;4
295;4
296;1
297;4
298;1
299;3
300;0
