Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.0350141,0.413057,-0.121455,0.077766,-0.395925,-0.387293,-0.252463,-0.367801,0.283516,0.418771,0.460991,-0.225054;-3.04502,-4.46806,-3.16552,-0.884885
1;0.0350141,0.413057,-0.121455,-0.145159,-0.42806,-0.544717,0.0919825,-0.14911,0.338938,0.614765,0.517697,-0.225054;-2.70828,-5.15236,-3.94595,0.0327428
2;0.0350141,0.413057,-0.121455,0.158237,-0.42806,-0.304257,0.250723,-0.408969,0.175085,0.729901,0.528293,-0.225054;-1.1042,-6.11217,-3.83345,-1.22335
3;0.0350141,0.413057,-0.121455,0.291765,-0.42806,-0.179131,0.338583,-0.0476248,0.393909,0.643719,0.4965,-0.225054;-2.87056,-7.33208,-3.06619,-0.904657
4;0.0350141,0.413057,-0.121455,0.361394,-0.42806,-0.115583,0.273278,0.121926,0.479112,0.750173,0.538643,-0.225054;-3.60028,-7.59062,-3.40284,-0.58166
5;0.0350141,0.413057,-0.121455,0.309974,-0.42806,-0.158774,0.353508,0.208197,0.520334,0.81294,0.554369,-0.225054;-3.74361,-7.81402,-3.62999,-0.246238
6;-0.303205,0.502664,-0.29701,0.742617,-0.754664,0.452782,0.710806,0.391302,0.554684,0.591546,0.799038,-0.501851;-3.92578,-9.81561,-2.94152,-1.64938
7;-0.303205,0.502664,-0.29701,0.854735,-0.543959,0.817135,0.606663,0.618724,0.747235,0.793084,0.802283,-0.501851;-5.50412,-11.3382,-2.86408,-1.65531
8;0.00877941,0.126149,-0.311713,0.93101,-0.377015,0.611743,0.774782,0.630653,0.859205,0.938559,0.860379,-0.815021;-6.53971,-9.81442,-2.70987,0.204111
9;-0.407668,0.292687,-0.702823,0.987165,-0.0347004,-0.558125,0.945259,-0.0487771,0.982975,0.924661,0.727938,-0.865225;-7.76784,-9.05154,-3.52989,1.85613
10;-0.219003,0.677407,-0.886449,0.978729,-0.169644,-0.32292,0.953217,-0.188946,0.990171,0.82546,0.383213,-0.755855;-7.01224,-8.1635,-0.67042,-0.945678
11;-0.0356078,0.330156,-0.705862,0.501052,0.123504,-0.583022,0.725247,-0.611212,0.951613,0.926468,-0.156912,-0.739648;-7.15232,-6.14761,-0.702808,0.0129602
12;-0.0356078,0.330156,-0.705862,0.3349,-0.0784657,-0.828535,0.7629,-0.92754,0.899863,0.62817,-0.166794,-0.739648;-6.25524,-4.43678,-0.28606,-0.179414
13;-0.0356078,0.330156,-0.705862,0.364236,-0.0784657,-0.819316,0.637293,-0.951959,0.871752,0.472328,-0.180004,-0.739648;-6.4305,-4.08933,0.150114,-0.374063
14;0.0350141,0.413057,-0.121455,0.567385,-0.36222,-0.0855193,0.13619,-0.445488,0.521969,-0.380972,0.621845,-0.225054;-4.2473,-7.03373,0.278601,-2.13558
15;-0.303205,0.502664,-0.29701,0.64306,-0.754664,0.313914,-0.109408,0.630012,0.679578,0.303565,0.799193,-0.501851;-6.67185,-7.27048,-2.88888,-0.687503
16;0.00877941,0.126149,-0.311713,0.774009,-0.377015,0.120936,0.553018,0.440374,0.808678,0.939053,0.855682,-0.815021;-6.75048,-7.7264,-3.60319,1.13174
