Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.150946,0.0510784,-0.461805,-0.159031,0.433316;1.282,0.469998,-1.50898,1.48983
1;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
2;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
3;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
4;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
5;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
6;-0.419211,-0.337647,-0.536192,-0.17771,0.0795197;1.31648,-0.2316,-1.24156,0.633287
7;-0.304944,0.351048,-0.425465,-0.41112,0.496667;0.793218,0.550081,-1.17288,1.57623
8;-0.304944,0.358753,-0.425465,-0.41112,0.496667;0.787309,0.555227,-1.16314,1.58334
9;-0.722953,0.00966186,-0.503168,-0.426968,0.159221;0.840477,-0.045339,-0.915119,0.916722
10;-0.870283,-0.0743493,-0.539719,-0.748981,-0.483503;0.0896934,-0.623118,0.293407,0.939759
11;-0.661767,-0.436907,-0.0541683,-0.573379,-0.120674;-0.428981,-0.975627,-0.172798,-0.16897
12;-0.661767,-0.405109,-0.0541683,-0.573379,-0.120674;-0.453371,-0.95439,-0.132595,-0.139621
13;-0.304944,0.384231,-0.425465,-0.41112,0.496667;0.767767,0.572244,-1.13093,1.60685
14;-0.722953,0.00966186,-0.503168,-0.426968,0.159221;0.840477,-0.045339,-0.915119,0.916722
15;-0.810267,0.15598,-0.283471,-0.646129,-0.120663;-0.325112,-0.402474,0.216002,0.736968
16;-0.529544,-0.212942,0.252503,-0.422341,0.277551;-0.897625,-0.757547,-0.25768,-0.445078
17;0.150946,0.0711052,-0.461805,-0.159031,0.433316;1.26664,0.483374,-1.48366,1.50831
18;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
19;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
20;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
21;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
22;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
23;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
24;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
25;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
26;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
27;-0.0542795,-0.214032,-0.670642,-0.347324,0.0576168;1.50464,0.125536,-1.3593,1.53055
28;-0.0542795,-0.229839,-0.670642,-0.347324,0.0576168;1.51676,0.114979,-1.37928,1.51596
29;-0.419211,-0.352294,-0.536192,-0.17771,0.0795197;1.32771,-0.241383,-1.26008,0.619769
30;-0.304944,0.351048,-0.425465,-0.41112,0.496667;0.793218,0.550081,-1.17288,1.57623
31;-0.722953,0.00966186,-0.503168,-0.426968,0.159221;0.840477,-0.045339,-0.915119,0.916722
32;-0.810267,0.15598,-0.283471,-0.646129,-0.120663;-0.325112,-0.402474,0.216002,0.736968
33;-0.529544,-0.212942,0.252503,-0.422341,0.277551;-0.897625,-0.757547,-0.25768,-0.445078
34;0.150946,0.0711052,-0.461805,-0.159031,0.433316;1.26664,0.483374,-1.48366,1.50831
35;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
36;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
37;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
38;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
39;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
40;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
41;-0.304944,0.35623,-0.425465,-0.41112,0.496667;0.789244,0.553542,-1.16633,1.58101
42;-0.304944,0.358753,-0.425465,-0.41112,0.496667;0.787309,0.555227,-1.16314,1.58334
43;-0.722953,0.00966186,-0.503168,-0.426968,0.159221;0.840477,-0.045339,-0.915119,0.916722
44;-0.870283,-0.0743493,-0.539719,-0.748981,-0.483503;0.0896934,-0.623118,0.293407,0.939759
45;-0.661767,-0.436907,-0.0541683,-0.573379,-0.120674;-0.428981,-0.975627,-0.172798,-0.16897
46;-0.661767,-0.405109,-0.0541683,-0.573379,-0.120674;-0.453371,-0.95439,-0.132595,-0.139621
47;-0.304944,0.384231,-0.425465,-0.41112,0.496667;0.767767,0.572244,-1.13093,1.60685
48;-0.722953,0.00966186,-0.503168,-0.426968,0.159221;0.840477,-0.045339,-0.915119,0.916722
49;-0.810267,0.15598,-0.283471,-0.646129,-0.120663;-0.325112,-0.402474,0.216002,0.736968
50;-0.529544,-0.212942,0.252503,-0.422341,0.277551;-0.897625,-0.757547,-0.25768,-0.445078
51;0.150946,0.0711052,-0.461805,-0.159031,0.433316;1.26664,0.483374,-1.48366,1.50831
52;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
53;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
54;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
55;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
56;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
57;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
58;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
59;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
60;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
61;-0.0542795,-0.214032,-0.670642,-0.347324,0.0576168;1.50464,0.125536,-1.3593,1.53055
62;-0.0542795,-0.229839,-0.670642,-0.347324,0.0576168;1.51676,0.114979,-1.37928,1.51596
63;-0.419211,-0.352294,-0.536192,-0.17771,0.0795197;1.32771,-0.241383,-1.26008,0.619769
64;-0.304944,0.351048,-0.425465,-0.41112,0.496667;0.793218,0.550081,-1.17288,1.57623
65;-0.722953,0.00966186,-0.503168,-0.426968,0.159221;0.840477,-0.045339,-0.915119,0.916722
66;-0.810267,0.15598,-0.283471,-0.646129,-0.120663;-0.325112,-0.402474,0.216002,0.736968
67;-0.529544,-0.212942,0.252503,-0.422341,0.277551;-0.897625,-0.757547,-0.25768,-0.445078
68;0.150946,0.0711052,-0.461805,-0.159031,0.433316;1.26664,0.483374,-1.48366,1.50831
69;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
70;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
71;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
72;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
73;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
74;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
75;-0.304944,0.35623,-0.425465,-0.41112,0.496667;0.789244,0.553542,-1.16633,1.58101
76;-0.304944,0.358753,-0.425465,-0.41112,0.496667;0.787309,0.555227,-1.16314,1.58334
77;-0.722953,0.00966186,-0.503168,-0.426968,0.159221;0.840477,-0.045339,-0.915119,0.916722
78;-0.870283,-0.0743493,-0.539719,-0.748981,-0.483503;0.0896934,-0.623118,0.293407,0.939759
79;-0.661767,-0.436907,-0.0541683,-0.573379,-0.120674;-0.428981,-0.975627,-0.172798,-0.16897
80;-0.661767,-0.405109,-0.0541683,-0.573379,-0.120674;-0.453371,-0.95439,-0.132595,-0.139621
81;-0.304944,0.384231,-0.425465,-0.41112,0.496667;0.767767,0.572244,-1.13093,1.60685
82;-0.722953,0.00966186,-0.503168,-0.426968,0.159221;0.840477,-0.045339,-0.915119,0.916722
83;-0.810267,0.15598,-0.283471,-0.646129,-0.120663;-0.325112,-0.402474,0.216002,0.736968
84;-0.529544,-0.212942,0.252503,-0.422341,0.277551;-0.897625,-0.757547,-0.25768,-0.445078
85;0.150946,0.0711052,-0.461805,-0.159031,0.433316;1.26664,0.483374,-1.48366,1.50831
86;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
87;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
88;0.150946,0.0143562,-0.461805,-0.159031,0.433316;1.31017,0.445472,-1.55541,1.45594
